year,fût_VERB aux_ADP,fût_VERB tôt_ADV
1800,9.118077315406481e-08,6.288328968651058e-09
1801,7.619784270218588e-08,0.0
1802,7.608656460433849e-08,0.0
1803,3.90067853572873e-08,0.0
1804,1.1864884186252311e-07,2.4718509461507665e-09
1805,7.107194477384837e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,2.0782772480743006e-07,2.8469551160981155e-09
1808,7.251436784372345e-08,0.0
1809,1.355418248749629e-07,2.259030518203531e-09
1810,1.427477371862551e-07,0.0
1811,2.2563691004506836e-07,0.0
1812,9.335229123053068e-08,0.0
1813,4.601186631703058e-08,0.0
1814,5.034683425719777e-08,0.0
1815,1.1328339155625144e-07,5.394447111228828e-09
1816,5.5622493277951435e-08,0.0
1817,1.0898114055635233e-07,1.556873407970727e-09
1818,7.27191817873063e-08,4.768470951432846e-09
1819,1.3456364911235141e-07,0.0
1820,6.40789963313182e-08,0.0
1821,7.691961201317099e-08,1.577838126820552e-08
1822,7.519211919770896e-08,4.010246357211145e-09
1823,1.5120511420718685e-07,5.929612356680991e-09
1824,1.2547458538847422e-07,0.0
1825,3.6982861217893515e-08,1.7610886082763955e-09
1826,1.2507338453815464e-07,0.0
1827,1.0599863742299931e-07,4.608636583469661e-09
1828,7.06267186956211e-08,4.586150570418113e-09
1829,1.4745862131348986e-07,8.57317605795771e-10
1830,7.723258477199124e-08,7.305785310052215e-09
1831,6.548306430431694e-08,0.0
1832,9.606278439378002e-08,0.0
1833,1.0772774317047151e-07,0.0
1834,8.214387037241977e-08,0.0
1835,1.520180603620247e-07,7.563087933704082e-10
1836,1.0013917517426307e-07,6.720750067579218e-10
1837,8.071153700939249e-08,6.957890930081589e-10
1838,1.312929640562288e-07,0.0
1839,1.0207553913232914e-07,2.7965900706306e-09
1840,1.2866770759956125e-07,1.2739377330817092e-09
1841,1.1043343306482711e-07,3.852329122366882e-09
1842,1.1001554867107188e-07,0.0
1843,1.228637529493426e-07,3.5441467538532834e-09
1844,9.989181393166291e-08,7.683985892015244e-09
1845,7.14269177137794e-08,1.1160455892778032e-09
1846,9.425747293789755e-08,3.5127007969038004e-09
1847,1.3914517182911368e-07,1.6179670936367074e-09
1848,9.010648227558704e-08,0.0
1849,6.535943697372204e-08,8.379414939696517e-10
1850,5.906426636670403e-08,4.752297222410107e-09
1851,7.610337604546658e-08,2.579775504329973e-09
1852,8.007970819789989e-08,2.6042181744401205e-09
1853,1.1227231766497425e-07,5.971931837933653e-10
1854,8.416976271519161e-08,9.352196350675968e-09
1855,7.90733594158155e-08,1.5920811335945473e-09
1856,9.733116002053066e-08,5.177189232874468e-10
1857,1.1715621894836659e-07,0.0
1858,1.0276719564217274e-07,2.4468380654951716e-09
1859,7.638259802433822e-08,2.5460866748261424e-09
1860,1.0069804545764782e-07,5.492620580582752e-09
1861,1.202570700797878e-07,5.659156698811785e-09
1862,8.855253241790706e-08,9.487771457372673e-09
1863,1.1737358818209032e-07,1.4983863039219614e-09
1864,1.0164823294189773e-07,7.1920918109924514e-09
1865,1.0402126093822517e-07,0.0
1866,9.390632982331226e-08,2.919367858567057e-09
1867,8.880645196995829e-08,8.249779526181555e-09
1868,8.200191103924226e-08,1.975949626142892e-09
1869,1.0939082528693689e-07,0.0
1870,1.0607990219568819e-07,1.1468097582678638e-09
1871,8.603153389685758e-08,5.3105884134652115e-09
1872,8.768641635015229e-08,1.2094678591978436e-09
1873,8.79942660958477e-08,0.0
1874,1.1650487863335002e-07,4.182226565063729e-09
1875,1.1671915700617319e-07,0.0
1876,8.827181829929032e-08,4.836811839936672e-09
1877,7.236234722540758e-08,7.421779191219002e-09
1878,8.454723854356416e-08,0.0
1879,8.797428563411813e-08,3.0546627449723474e-09
1880,7.765594034481182e-08,0.0
1881,6.83305714233029e-08,6.972507571312292e-10
1882,7.653692790654532e-08,6.655385131892899e-10
1883,8.657494277031219e-08,0.0
1884,8.252121119767253e-08,7.922036360241691e-09
1885,9.732909944659696e-08,1.0957580620640783e-08
1886,8.195899425800235e-08,1.2906927748801422e-09
1887,1.0380990289604597e-07,5.876032105334161e-09
1888,6.657645457153194e-08,6.974675947901687e-09
1889,6.891650627949275e-08,2.5060546970934183e-09
1890,7.996351314432104e-08,1.3108772956016423e-09
1891,1.0517462811776568e-07,0.0
1892,6.143142172732041e-08,1.2537024751679837e-09
1893,7.390099909798664e-08,1.2316833108982905e-09
1894,5.419323656496999e-08,6.301539290376468e-10
1895,9.44922504686474e-08,4.814891596538473e-09
1896,9.258335609274582e-08,1.179405795248556e-09
1897,7.807796009728918e-08,1.7480140668268973e-09
1898,8.827033326497258e-08,2.26334195829736e-09
1899,9.175779780434823e-08,6.633094074004475e-09
1900,6.852189926576102e-08,1.038210628578895e-09
1901,1.0339167033635022e-07,5.588738916095792e-10
1902,7.218117303864346e-08,4.910283846193408e-10
1903,8.046328048294527e-08,7.560307935250421e-09
1904,8.1694302878077e-08,2.6873125946735854e-09
1905,1.0166695574298501e-07,1.5482277682110634e-09
1906,9.053764671307363e-08,1.0288369045596824e-09
1907,9.411403567582965e-08,6.1714118260169926e-09
1908,7.17062818011982e-08,7.367083831866239e-09
1909,6.931239227014885e-08,1.1001967115120692e-09
1910,8.497199388557419e-08,0.0
1911,8.991432309812808e-08,1.0640748282497725e-09
1912,9.42905273859651e-08,3.125652625612929e-09
1913,9.174172532766534e-08,1.060597942803554e-09
1914,6.830678245250965e-08,5.357394972094198e-09
1915,5.419150639340842e-08,0.0
1916,4.9443578120644815e-08,0.0
1917,7.457168749169796e-08,1.6449636319748606e-08
1918,1.1716103642811504e-07,0.0
1919,5.340552178267899e-08,9.207848372660976e-10
1920,1.0373957337606043e-07,3.786115865267448e-09
1921,7.875657104250422e-08,2.2718242842501013e-09
1922,6.418803621954794e-08,7.377935595798135e-09
1923,8.068120394000289e-08,2.1231896241147297e-09
1924,6.703644572780831e-08,0.0
1925,7.6987248576188e-08,4.399271169575059e-09
1926,8.471064916193427e-08,8.916910765321973e-09
1927,6.801027296887696e-08,3.3447675740205796e-09
1928,7.426926629250374e-08,1.1426041224282812e-09
1929,5.681607362362229e-08,6.684243825105796e-09
1930,7.982738736700412e-08,5.2518016602221e-09
1931,4.790249619190945e-08,1.1405356659111021e-09
1932,8.000461804158476e-08,1.0959536611565568e-09
1933,9.405943046658649e-08,4.588264879146209e-09
1934,7.188948103475923e-08,1.1981580172459871e-09
1935,6.462873614054843e-08,3.590485242455088e-09
1936,6.30485175179274e-08,3.6374143697059935e-09
1937,5.9178255185088346e-08,2.5182236296217297e-09
1938,7.90878047496335e-08,1.2965214457594243e-09
1939,8.564668263488784e-08,1.070583532936098e-08
1940,3.803674530900025e-08,2.5357829169792012e-09
1941,4.427253941230447e-08,5.9030051957620344e-09
1942,8.799214157306778e-08,6.068423541449874e-09
1943,6.67744117777147e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,6.535512397931598e-08,4.357008087652048e-09
1946,7.65660743695662e-08,5.568441707737293e-09
1947,6.198852986472048e-08,1.1920870957027319e-09
1948,6.958008214041911e-08,3.2615663503321457e-09
1949,5.890204946013e-08,2.945102384188658e-09
1950,6.593923984610228e-08,0.0
1951,6.610068936652169e-08,0.0
1952,4.5342655852209646e-08,2.1089607837865287e-09
1953,7.757155628951296e-08,2.1547654771580937e-09
1954,5.863521579385633e-08,9.772536113672459e-10
1955,5.0682281482750113e-08,9.385607846468247e-10
1956,6.802490304380626e-08,8.72114158667614e-10
1957,2.9155623693100097e-08,8.835037701437898e-10
1958,3.887954491688106e-08,0.0
1959,5.503030919840057e-08,0.0
1960,5.1214165353030694e-08,2.7683333403416555e-09
1961,6.322824930293791e-08,3.47407969059077e-09
1962,4.8198867119708666e-08,6.341956404476434e-10
1963,4.6555584276575246e-08,1.2932106496776896e-09
1964,7.239922439339352e-08,3.041984220075733e-09
1965,4.54179591713455e-08,4.924839203113152e-09
1966,6.5361085432869e-08,3.3234448526542337e-09
1967,4.831728972476412e-08,1.9721342336964653e-09
1968,6.422724396770718e-08,0.0
1969,7.175977145834622e-08,4.087581828571274e-09
1970,5.3805081279278966e-08,6.438214850135182e-09
1971,4.1107178105903586e-08,3.5968783507200897e-09
1972,3.078088184338412e-08,5.130146862875051e-10
1973,2.811733956775697e-08,1.6539611902288698e-09
1974,4.6692246513657665e-08,5.625571675160757e-10
1975,4.112265727940212e-08,1.1422960355389478e-09
1976,4.285145038807059e-08,3.9994687561772935e-09
1977,3.408533544302372e-08,1.7630346071939584e-09
1978,3.861384456627093e-08,5.940591352171509e-10
1979,5.500854882711792e-08,2.925986564150662e-09
1980,2.8425754194927322e-08,1.7055452605774235e-09
1981,2.84649726012276e-08,3.795329828193417e-09
1982,2.7933760193832313e-08,6.828252629986764e-09
1983,3.157657957331139e-08,1.2630632095778083e-09
1984,3.2474446243213606e-08,1.1598016991243298e-09
1985,2.7671566371623157e-08,3.609334831011779e-09
1986,4.136195030923773e-08,5.994485463567401e-10
1987,2.8720839040374813e-08,1.8332451112712533e-09
1988,3.897759981441595e-08,1.1993107618124554e-09
1989,3.6221607047082216e-08,4.390497743145261e-09
1990,1.6345952147389653e-08,3.2691906959314565e-09
1991,2.6376593353916178e-08,1.7584396161396398e-09
1992,3.581463658974826e-08,1.65298330578878e-09
1993,2.1602909683338112e-08,1.1078414852150331e-09
1994,3.586950114708998e-08,1.0549853213248639e-09
1995,2.8196744494835002e-08,3.795715741716776e-09
1996,1.975094043871195e-08,1.067618438099771e-09
1997,2.013855748828064e-08,2.3974471297094624e-09
1998,2.193339376788117e-08,9.536258449571733e-10
1999,2.6050146928469076e-08,9.140402323914998e-10
2000,1.5463109903635086e-08,2.2090156370779823e-09
2001,2.190605918883648e-08,4.3812117822561447e-10
2002,2.9354184860608257e-08,4.38122149670761e-10
2003,2.5834921757450502e-08,2.5001538617175356e-09
2004,1.761916479381398e-08,8.809582507929292e-10
2005,2.612174831995162e-08,1.3511248786457486e-09
2006,2.800165077587735e-08,8.235779835885637e-10
2007,2.7961355897332396e-08,1.5977917877663117e-09
2008,2.6396126173722223e-08,2.9802078582719105e-09
2009,2.9085974517784052e-08,3.337734755248789e-09
2010,2.3618964561933353e-08,5.668551850135373e-09
2011,2.982698177333987e-08,1.911985902935953e-09
2012,3.676592896795228e-08,5.1063788752969685e-09
2013,4.8530775842436924e-08,2.7891249310130206e-09
2014,5.500230670918427e-08,4.114345752981308e-09
2015,6.05125052288713e-08,4.876465897751814e-09
2016,5.302630512460382e-08,6.214019965256057e-09
2017,2.616235761365715e-08,3.018733707449428e-09
2018,3.949644167278166e-08,3.0977600484760615e-09
2019,3.90301124753023e-08,4.846876677788714e-09
