year,dont_PRON elle_PRON,dont_PRON telle_ADJ
1800,5.410792800830677e-05,5.65949598296811e-08
1801,5.649117520079017e-05,8.572257570449437e-08
1802,5.1978313422296196e-05,3.5805442166747525e-08
1803,5.473431883729063e-05,7.216254971353919e-08
1804,5.4487009037984535e-05,2.4718509461507665e-09
1805,5.591656008618884e-05,2.55858996212055e-08
1806,5.293626236380078e-05,1.0950342499427279e-07
1807,5.250069807516411e-05,2.8469551160981155e-09
1808,5.288563625072129e-05,1.3596443970698147e-08
1809,5.3848511015530676e-05,2.0331274441787173e-08
1810,5.713887367164716e-05,2.3401266702194334e-08
1811,4.529034049483016e-05,1.2535384286138651e-08
1812,5.10290265083313e-05,2.6672082320544632e-09
1813,5.468510425998829e-05,0.0
1814,5.0274462410015985e-05,1.5733386149463513e-08
1815,5.701930422219448e-05,6.203614333344376e-08
1816,5.1712697313632816e-05,2.3176038865813098e-09
1817,5.4400272347265854e-05,3.113746771532533e-08
1818,5.327455073711462e-05,1.9073883805731384e-08
1819,4.967158383806236e-05,3.1053151161586356e-08
1820,5.381093069445342e-05,5.933240565525466e-09
1821,5.210810559219681e-05,3.0570614484304315e-08
1822,4.999774682801217e-05,1.7645083971729036e-07
1823,4.843010538024828e-05,2.668325471688604e-08
1824,4.889718911726959e-05,1.1789557774477544e-08
1825,4.854528742725961e-05,8.805443485471187e-09
1826,4.8075740778585896e-05,5.284790383086602e-09
1827,4.842571070184931e-05,1.2904182611350734e-08
1828,4.999362863600254e-05,1.7427371545863934e-08
1829,5.001248064218089e-05,6.858540846366168e-09
1830,5.001331737730652e-05,2.0873670791843324e-08
1831,4.453783913049847e-05,2.182768810143898e-08
1832,4.7501016524620354e-05,2.705993873419743e-09
1833,4.870104748988524e-05,1.3900354645102198e-08
1834,4.6839741116855294e-05,5.600718555598405e-09
1835,4.389162495499477e-05,9.832014313815307e-09
1836,4.425210499903187e-05,9.409050427677812e-09
1837,4.486517718760297e-05,6.262101948095733e-09
1838,4.4645919842878357e-05,2.840472923537618e-08
1839,4.420639743329957e-05,6.29232765891885e-09
1840,4.5789143769070506e-05,6.3696887764308485e-09
1841,4.66151068394538e-05,2.5682194149112547e-09
1842,4.5815439079888165e-05,1.1404051036834062e-08
1843,4.3865311454283074e-05,1.5357969118667825e-08
1844,4.674003866966814e-05,1.4270259640625227e-08
1845,4.6723806008230895e-05,1.2834524554250493e-08
1846,4.484138116822578e-05,1.1709002656346001e-08
1847,4.34602152381558e-05,5.9325460100012606e-09
1848,4.369762245914899e-05,1.287235473768078e-08
1849,4.474020897760056e-05,8.379414939696517e-10
1850,4.401238402351737e-05,2.7155984128057753e-09
1851,4.2541141738183796e-05,9.029214709244116e-09
1852,4.6224871766753495e-05,9.765818376195057e-09
1853,4.480501593207009e-05,1.1346670270029335e-08
1854,4.621439438778907e-05,1.0391328686409906e-08
1855,4.454165537026711e-05,1.4328730202350926e-08
1856,4.569283555611037e-05,5.694908100650764e-09
1857,4.5035827497486025e-05,4.393358121745905e-09
1858,4.5622273319168016e-05,1.2723557318849998e-08
1859,4.7383691708091646e-05,7.129042689513199e-09
1860,4.540795271168463e-05,1.8308735638683515e-09
1861,4.432298374013044e-05,1.6034276129062164e-08
1862,4.61241215816699e-05,1.355395884417021e-08
1863,4.37908383901231e-05,1.2986014041871385e-08
1864,4.492899824981578e-05,2.3973639073915365e-08
1865,4.486563921091147e-05,6.118897832863013e-09
1866,4.245247328071855e-05,1.751620715140234e-08
1867,4.292893936508335e-05,2.038180824115443e-08
1868,4.2718056647572666e-05,2.5687345917013715e-08
1869,4.3012081732740626e-05,1.2208797528501236e-08
1870,4.106840424356051e-05,2.408300403544672e-08
1871,4.050598363392055e-05,1.4869648623516696e-08
1872,4.09277890867088e-05,2.9027228620748247e-08
1873,4.071680086781271e-05,2.454261860407314e-08
1874,3.912950705853291e-05,1.3144139998644278e-08
1875,4.01880060962867e-05,7.437985338754061e-09
1876,4.0465372876496986e-05,1.5719638923883394e-08
1877,3.941892646253109e-05,1.2369632429454214e-08
1878,3.829869092442095e-05,9.662541877730746e-09
1879,3.995804217993282e-05,1.588424503040642e-08
1880,3.901601303368807e-05,1.0268554007097919e-08
1881,3.7558806070592254e-05,7.669758161910067e-09
1882,3.9032503991620615e-05,1.3310770263785798e-08
1883,3.6951703805243596e-05,2.5277355764075082e-09
1884,3.7024296034360304e-05,1.7824582698722224e-08
1885,3.550642941263504e-05,1.353583467533781e-08
1886,3.571282286429778e-05,1.097088819790315e-08
1887,3.598416878958233e-05,1.3710741875172516e-08
1888,3.645282777142711e-05,1.014498351992188e-08
1889,3.53385039488785e-05,1.2530273485467092e-09
1890,3.672226011985913e-05,4.5880703680722945e-09
1891,3.6075536627322435e-05,5.736798147637501e-09
1892,3.416151230339892e-05,1.56712811616444e-08
1893,3.487387948553078e-05,1.970693297437265e-08
1894,3.507562723825686e-05,8.822155450616265e-09
1895,3.4915789001388475e-05,9.027921521465032e-09
1896,3.445044421823695e-05,1.7691086817706037e-08
1897,3.3423777495045215e-05,2.330685422435863e-09
1898,3.4348478948231786e-05,1.0185038590293516e-08
1899,3.467615897534415e-05,7.185851913504848e-09
1900,3.363075666129589e-05,5.191053142894475e-10
1901,3.378560359124094e-05,1.397184767881754e-08
1902,3.1462153856409714e-05,6.874397495693074e-09
1903,3.3596388675505295e-05,1.3500550899436803e-08
1904,3.331300104036927e-05,1.827372564378038e-08
1905,3.332921551191248e-05,7.2250627702885595e-09
1906,3.231319351471029e-05,1.0288369267641428e-08
1907,3.245699917897582e-05,8.742833568220476e-09
1908,3.37569581461139e-05,8.349361202419914e-09
1909,3.371112688910216e-05,8.251475058784763e-09
1910,3.288736843387596e-05,8.550641084070776e-09
1911,3.288736115791835e-05,1.0640748282497725e-08
1912,3.389926496311091e-05,1.40654377034366e-08
1913,3.3238608011743054e-05,9.545381374209683e-09
1914,3.302298136986792e-05,4.018046340092951e-09
1915,3.238884892198257e-05,2.3561523843085297e-09
1916,3.3192023693118244e-05,2.197492410260793e-09
1917,3.262620884925127e-05,0.0
1918,3.3215153962373734e-05,1.2635013924011673e-08
1919,3.434619429754093e-05,2.762354567309444e-09
1920,3.408942939131521e-05,3.028892692213958e-09
1921,3.284452031948604e-05,5.300923255902035e-09
1922,3.2720407034503296e-05,4.426761179843197e-09
1923,3.265359555371106e-05,3.1847844361720945e-09
1924,3.139110413030721e-05,1.0313299547703991e-08
1925,3.092797487624921e-05,2.1996355847875293e-09
1926,3.150456177536398e-05,1.114613823460786e-08
1927,3.51356684404891e-05,5.574612327308159e-09
1928,3.057265712413937e-05,1.3711249802206282e-08
1929,3.0925766623113304e-05,6.684243825105796e-09
1930,2.9875400286982767e-05,1.05036033204442e-08
1931,2.812788989103865e-05,7.983749661377715e-09
1932,2.8556169127114117e-05,9.863582839386709e-09
1933,2.798153400362935e-05,6.882397318719313e-09
1934,2.8052472771378234e-05,1.3179738189705859e-08
1935,2.791362931020558e-05,5.98414207075848e-09
1936,2.742610377026722e-05,4.849885826274658e-09
1937,2.70406853815075e-05,8.813782592653752e-09
1938,2.7143973056809045e-05,1.0372171566075394e-08
1939,2.86503454844933e-05,3.058810094103137e-09
1940,2.499774745956529e-05,5.0715658339584024e-09
1941,2.572529592725914e-05,2.9515025978810172e-09
1942,2.737769318628125e-05,2.1239483061208375e-08
1943,2.8939448384335265e-05,8.709705845433291e-09
1944,2.9256059860927053e-05,1.2852744646352221e-08
1945,2.8375015972414985e-05,6.535512131478072e-09
1946,2.858977131836582e-05,1.1136883415474585e-08
1947,2.9700850063818507e-05,7.152522574216391e-09
1948,2.7982065148535185e-05,5.435944139264848e-09
1949,2.7077272534370422e-05,2.945102384188658e-09
1950,2.729990956140682e-05,2.5524867552917385e-08
1951,2.804695031954907e-05,1.0661401761424827e-09
1952,2.5214734705514275e-05,6.326882129314981e-09
1953,2.6803127184393816e-05,4.3095309543161875e-09
1954,2.809897341649048e-05,3.9090144454689835e-09
1955,2.5635848942329176e-05,2.815682353940474e-09
1956,2.5842486138571985e-05,1.1337483840634377e-08
1957,2.5728513719514012e-05,7.068030161150318e-09
1958,2.640582897583954e-05,2.4816730892496253e-09
1959,2.5347269911435433e-05,6.975672928177801e-09
1960,2.564860915299505e-05,3.460416619915918e-09
1961,2.629252958286088e-05,9.032606829162404e-09
1962,2.4865543309715576e-05,3.170978146727066e-09
1963,2.5117384211625904e-05,1.939815863494232e-09
1964,2.539144225011114e-05,6.083968440151466e-09
1965,2.6038718715426512e-05,7.1136563306595235e-09
1966,2.7058933483203873e-05,7.200797291773142e-09
1967,2.6406383767607622e-05,9.367637332502454e-09
1968,2.646342181833461e-05,1.7067380397861598e-08
1969,2.664558451215271e-05,6.8126366770115965e-09
1970,2.5356910555274226e-05,9.657322941336588e-09
1971,2.5187910068780184e-05,4.624557625731995e-09
1972,2.5039220417966135e-05,4.6171320100540925e-09
1973,2.4068442144198343e-05,6.064523994098181e-09
1974,2.2190068193594925e-05,7.313243399753588e-09
1975,2.2300473574432544e-05,7.996072248772634e-09
1976,2.246558688057121e-05,3.4281160132820787e-09
1977,2.2392889150069095e-05,2.3507127355770763e-09
1978,2.4323751858901232e-05,1.7821774056514528e-09
1979,2.4779010345810093e-05,8.192762579461998e-09
1980,2.353822856093757e-05,7.95921106799824e-09
1981,2.3897926439531147e-05,1.2651099057237047e-09
1982,2.513852268748451e-05,3.7245013739806154e-09
1983,2.3874421458458528e-05,5.68378455412244e-09
1984,2.391859015915543e-05,3.479405208395292e-09
1985,2.4031553039094433e-05,3.0077789148208467e-09
1986,2.4344804842257872e-05,3.5966913891627428e-09
1987,2.4008177206269465e-05,9.166225112267057e-09
1988,2.4166110961232334e-05,0.0
1989,2.4260243662865832e-05,3.841685414229801e-09
1990,2.4595210561528802e-05,5.9935161278446e-09
1991,2.4610533728264272e-05,5.8614650910726596e-09
1992,2.4309872969752178e-05,6.61193322315512e-09
1993,2.5372894015163183e-05,4.4313659408601325e-09
1994,2.486389348632656e-05,2.1099705871385765e-09
1995,2.4973640393000096e-05,3.2534704930142766e-09
1996,2.4965724151115865e-05,9.60856594289794e-09
1997,2.490755832695868e-05,2.3974471297094624e-09
1998,2.5750758140929975e-05,2.3840645013706308e-09
1999,2.5846773496596143e-05,6.398281460207045e-09
2000,2.550087810959667e-05,4.418031274155965e-09
2001,2.5225703211617656e-05,5.695575205910686e-09
2002,2.565730937931221e-05,2.1906108038649563e-09
2003,2.576366750872694e-05,7.083768793769707e-09
2004,2.6076364520122297e-05,5.726228824443069e-09
2005,2.5731722416821867e-05,5.854874363109275e-09
2006,2.6711517421063036e-05,3.7061009261485367e-09
2007,2.8844535336247645e-05,3.1955835755326234e-09
2008,2.896549085562583e-05,2.554463751636149e-09
2009,3.0295665055746213e-05,4.291373478793048e-09
2010,3.171035132254474e-05,1.8895172648747405e-09
2011,3.019102405232843e-05,4.971163480860241e-09
2012,3.247146378271282e-05,1.3617010852229328e-09
2013,3.416203981032595e-05,0.0
2014,3.727467264980078e-05,8.661780737106994e-10
2015,3.672267121146433e-05,4.211493376260478e-09
2016,3.8211252103792503e-05,4.142680115615249e-09
2017,3.343498974572867e-05,2.0124890642847504e-09
2018,3.549464963725768e-05,5.162933414126769e-10
2019,3.446920163696632e-05,7.65296326310505e-10
