year,furent_VERB aux_ADP,furent_VERB tôt_ADV
1800,7.231578535993322e-08,0.0
1801,4.524246932646747e-08,0.0
1802,1.432217686669901e-07,0.0
1803,9.946730017418304e-08,0.0
1804,3.213406074564773e-08,2.4718509461507665e-09
1805,8.24434565060983e-08,0.0
1806,1.2391177506287931e-07,8.645007376628655e-09
1807,6.547996633798903e-08,0.0
1808,3.852325747288887e-08,2.2660739951163578e-09
1809,1.5587310997489112e-07,0.0
1810,3.042164919975221e-08,4.680253518074551e-09
1811,5.766276700569506e-08,1.0028307073639553e-08
1812,6.13457871168066e-08,8.00162425207418e-09
1813,2.0130190847567064e-08,0.0
1814,7.237357380063258e-08,0.0
1815,4.045835311217161e-08,0.0
1816,6.489290882427667e-08,0.0
1817,6.538868291272593e-08,1.556873407970727e-09
1818,4.768470773797162e-08,0.0
1819,7.970308502081025e-08,4.140420006848444e-09
1820,1.9105034709809843e-07,4.746592452420373e-09
1821,8.875339574387908e-08,0.0
1822,1.7043547018147365e-07,0.0
1823,2.3421968364800705e-07,0.0
1824,1.1789558129748912e-07,0.0
1825,1.1006803646296248e-07,8.805443041381977e-10
1826,1.559013185215008e-07,8.807984386294265e-08
1827,2.0646692178161175e-07,0.0
1828,1.164882235116238e-07,9.172301251858528e-10
1829,1.2431105744781235e-07,1.3717081692732336e-08
1830,1.0854309095975623e-07,0.0
1831,9.666548095310645e-08,0.0
1832,7.576782934393123e-08,0.0
1833,8.91939393454777e-08,0.0
1834,1.0921401383257034e-07,9.334531370086552e-09
1835,1.1117739262545001e-07,7.563087933704082e-09
1836,1.6129800428643648e-07,2.352262562510532e-08
1837,1.3776623575267877e-07,0.0
1838,1.8683999769564252e-07,3.1560809521380406e-09
1839,6.991475487438947e-08,1.3982950353153e-09
1840,1.0573683084658114e-07,8.280594876453051e-09
1841,1.0593905130917847e-07,3.852329122366882e-09
1842,1.10686372067903e-07,0.0
1843,9.569195924541418e-08,1.7720733769266417e-09
1844,6.75093048130293e-08,5.488561272137815e-10
1845,9.542189616240648e-08,2.7901139176833567e-09
1846,6.557041842825129e-08,1.7563503984519002e-09
1847,8.197699941092651e-08,0.0
1848,1.0700144770225961e-07,8.045221711050488e-10
1849,5.781796375003978e-08,8.379414939696517e-10
1850,9.165144376765966e-08,3.394498016007219e-09
1851,6.900899762740664e-08,0.0
1852,9.049658444837405e-08,5.859490670445666e-09
1853,8.480143520728234e-08,8.957897534855874e-09
1854,1.1846115199887208e-07,2.0782657816909023e-09
1855,7.111295730055645e-08,5.306937111981824e-10
1856,7.403380664072756e-08,3.1063134287023786e-09
1857,8.59145572462694e-08,8.78671624349181e-09
1858,5.529853908115001e-08,1.468102750479261e-09
1859,7.485494535330872e-08,0.0
1860,1.0664838612228777e-07,3.204028820036342e-09
1861,5.94211435611669e-08,2.8295783494058924e-09
1862,5.46676339752139e-08,3.162590411776023e-09
1863,5.3442441583229083e-08,4.994620828036034e-10
1864,7.863354056780736e-08,9.589455896019672e-10
1865,9.131277778351432e-08,1.882737743486018e-09
1866,7.006482860560936e-08,3.4059290943133647e-09
1867,8.20125123368598e-08,4.85281148598915e-10
1868,6.273639741039005e-08,4.44588676984381e-09
1869,7.08110263758499e-08,9.767038289254515e-10
1870,8.830435405116077e-08,2.8670243956696595e-09
1871,3.3987767267262825e-08,4.248470908407853e-09
1872,4.2936108002322726e-08,0.0
1873,7.721946104766175e-08,3.591602570907071e-09
1874,5.317401985394099e-08,5.974609140757536e-10
1875,5.435450844970546e-08,1.2015206607429718e-08
1876,5.2600327649088285e-08,2.418405919968336e-09
1877,1.6389762436119781e-07,0.0
1878,9.722932503564152e-08,4.22736201599605e-09
1879,8.919614913338592e-08,2.443730107160036e-09
1880,8.279021557200394e-08,4.492492600149944e-09
1881,9.62206030408197e-08,5.5780060570498335e-09
1882,6.988154410692005e-08,5.989846840748214e-09
1883,5.9401784824331116e-08,6.951272890631799e-09
1884,5.215340692643622e-08,2.6406787867472303e-09
1885,6.767917426486747e-08,1.2891271383708158e-09
1886,9.486591778795628e-08,1.936039106809062e-09
1887,4.7661149693567495e-08,7.1818169189441505e-09
1888,8.559830178000993e-08,6.340614699951175e-10
1889,1.0901337788027377e-07,5.6386229019267375e-09
1890,5.309053108248918e-08,3.2771931834929546e-09
1891,5.8005401371019616e-08,6.374220040683554e-10
1892,5.578975859066304e-08,6.268512375839919e-10
1893,7.205347429817266e-08,6.158416554491453e-10
1894,4.7261544011689693e-08,1.8904617871129403e-09
1895,7.884384700673763e-08,9.629783193076946e-09
1896,5.779088496637996e-08,4.717623180994224e-09
1897,4.661370667236042e-08,6.992056267307589e-09
1898,5.941272718246182e-08,5.6583546736987955e-09
1899,6.246163763989898e-08,1.6582735185011188e-09
1900,9.395806443990296e-08,5.710158568206225e-09
1901,7.209473551483825e-08,5.58873880507349e-09
1902,5.548620762851897e-08,1.9641135384773634e-09
1903,6.804277319361063e-08,7.020286574288548e-09
1904,6.825774079288749e-08,5.912087708281888e-09
1905,6.450948575320581e-08,3.6125313851442797e-09
1906,6.12157933232993e-08,5.144184522798412e-10
1907,6.47998277258921e-08,5.142843484406967e-09
1908,5.8445529305117816e-08,6.384805573134145e-09
1909,5.170924666231258e-08,2.2003934230241384e-09
1910,5.985448581213859e-08,6.412980813053082e-09
1911,7.235708920916295e-08,8.51259862599818e-09
1912,6.355493553655833e-08,1.0418842677495377e-08
1913,6.522677153952827e-08,7.42418571064718e-09
1914,9.040603998755614e-08,6.027069510139427e-09
1915,8.128725426104211e-08,1.295883844676382e-08
1916,8.24059682713596e-08,1.0987461607214755e-08
1917,7.457168749169796e-08,1.864292187292449e-08
1918,5.283732917860107e-08,1.4932290071101306e-08
1919,1.1233574781499556e-07,7.366278698128781e-09
1920,6.890731185649202e-08,9.843901693784574e-09
1921,7.724202077952214e-08,3.0290989716519334e-09
1922,6.71392115236813e-08,1.1066902949607993e-08
1923,7.431163595583712e-08,1.0615948120573648e-08
1924,1.0184383114619777e-07,6.445812328337297e-09
1925,6.598907020816114e-08,3.299453377181294e-09
1926,1.0254447602164873e-07,2.229227691330493e-09
1927,7.692965198202728e-08,5.574612327308159e-09
1928,6.170062505361784e-08,4.570416489713125e-09
1929,7.241263944024467e-08,6.684243825105796e-09
1930,7.037414206934045e-08,7.352522590764465e-09
1931,6.50105320687544e-08,6.843213995466613e-09
1932,5.2605777511871565e-08,1.0959536611565568e-09
1933,5.276504566609219e-08,6.882397318719313e-09
1934,5.990790441501304e-08,1.7972370258689807e-08
1935,8.018750463634206e-08,8.377798899061872e-09
1936,6.183604739362636e-08,1.091224355320719e-08
1937,6.043736533456467e-08,3.777335333410292e-09
1938,6.871563584809337e-08,2.5930428915188486e-09
1939,7.341144225847529e-08,0.0
1940,9.889553354014424e-08,7.607348528892999e-09
1941,8.264207451702532e-08,5.9030051957620344e-09
1942,6.978687139280737e-08,6.068423541449874e-09
1943,7.83873517207212e-08,8.709705845433291e-09
1944,6.42637232317611e-08,6.4263723231761105e-09
1945,7.84261473540937e-08,1.089252066321933e-08
1946,6.40370814153357e-08,1.1136883415474585e-08
1947,6.914105199484766e-08,9.536696765621855e-09
1948,6.958008214041911e-08,3.2615663503321457e-09
1949,4.613993809243766e-08,6.8719057111366055e-09
1950,4.3604980959344175e-08,5.317680518146517e-09
1951,6.076999170545605e-08,1.1727541604500402e-08
1952,5.483298082253896e-08,9.490323193972472e-09
1953,6.24881977273617e-08,1.508335856215126e-08
1954,5.668070812703263e-08,5.863521668203475e-09
1955,7.226918086189471e-08,1.0324168187025862e-08
1956,4.360570926564833e-08,2.616342476002842e-09
1957,4.1524678806581505e-08,2.6505113659425206e-09
1958,5.873292963087806e-08,1.0753916868111446e-08
1959,4.1854036680888385e-08,1.3176271629333769e-08
1960,4.775375117560543e-08,3.460416619915918e-09
1961,5.280601200752244e-08,5.55852741612739e-09
1962,5.390662849436012e-08,1.2049716779927166e-08
1963,5.043521511538529e-08,1.4225316924409981e-08
1964,4.6846555079582686e-08,1.034274621503073e-08
1965,6.511731953651179e-08,3.2832261354087677e-09
1966,5.0405581930590415e-08,8.862519607077957e-09
1967,4.733121983235833e-08,9.367637332502454e-09
1968,5.7939264053175066e-08,6.737123747768692e-09
1969,4.9050985495568966e-08,5.904285060864822e-09
1970,5.472482911272891e-08,5.978342709767048e-09
1971,5.7550053611521435e-08,7.193756701440179e-09
1972,4.771036543615992e-08,6.156176013405457e-09
1973,3.859242525550144e-08,6.064523994098181e-09
1974,4.1629231617434925e-08,5.625571564138454e-09
1975,4.6262989883416594e-08,8.567219822452898e-09
1976,4.513686135965145e-08,9.141642998145016e-09
1977,3.408533544302372e-08,7.052138428775834e-09
1978,4.039602075067705e-08,1.128712323605896e-08
1979,4.9156575698816596e-08,7.022368020415115e-09
1980,3.183684427199296e-08,5.116635559687666e-09
1981,4.933928465788995e-08,6.325549417596221e-09
1982,4.0969514003563745e-08,4.345251713999687e-09
1983,4.483874249672226e-08,7.57837881337764e-09
1984,3.943325666000419e-08,2.3196033982486597e-09
1985,3.9702683807263384e-08,1.0226449020933615e-08
1986,4.435919365164409e-08,4.196139880008332e-09
1987,4.0331389783432314e-08,4.277571630240118e-09
1988,4.797243136067664e-08,6.596209356501959e-09
1989,4.280735410588932e-08,4.939309850016116e-09
1990,2.7788120249283565e-08,9.262707045820662e-09
1991,2.7548885839223658e-08,3.5168792322792797e-09
1992,4.903850481241534e-08,4.958949695321735e-09
1993,4.2097976660215863e-08,7.200969598386564e-09
1994,4.008944287647864e-08,6.329911705904578e-09
1995,3.524592884218691e-08,1.3013881527967897e-08
1996,4.056949975961288e-08,3.2028553142993132e-09
1997,3.6441196726855196e-08,1.006927874414032e-08
1998,4.052909829965756e-08,8.10582001520288e-09
1999,3.244842972094375e-08,6.8553016596695215e-09
2000,3.887867805474343e-08,2.6508188977203417e-09
2001,5.257454205320755e-08,2.6287270138425356e-09
2002,3.417352800738627e-08,1.0953053575235572e-08
2003,3.375207668909752e-08,7.500461585152607e-09
2004,4.448839163728735e-08,1.1452457648886138e-08
2005,3.1976622238971686e-08,5.404499514582994e-09
2006,4.200247616381603e-08,2.4707338397433887e-09
2007,4.7933752966855536e-08,5.592271090648637e-09
2008,2.937633425403874e-08,5.108927503272298e-09
2009,3.528462499957641e-08,9.53638501499654e-09
2010,3.637320489247031e-08,4.723792912386671e-09
2011,3.556294103645996e-08,3.059177577924288e-09
2012,3.336167608836149e-08,2.382976926895708e-09
2013,4.1279051288256596e-08,1.9523875849358774e-09
2014,3.7678745457014884e-08,5.846701789380404e-09
2015,4.4109849994811157e-08,2.881548111233201e-09
2016,4.660515173782187e-08,3.72841224560716e-09
2017,4.5029441508859236e-08,2.7671724911471074e-09
2018,3.975458895411066e-08,1.0325866828253538e-09
2019,3.7499521710060435e-08,2.2958890344426663e-09
