year,étant_VERB aux_ADP,étant_VERB tôt_ADV,etant_VERB aux_ADP
1909,1.936346221143026e-07,1.6502950117569526e-09,3.850688656825696e-09
1910,1.6940958103006665e-07,0.0,1.068830135508847e-09
1911,2.04834399220033e-07,0.0,1.5961122423746588e-09
1912,1.6565958915748524e-07,0.0,2.0837684910901544e-09
1913,1.6333208918695163e-07,0.0,1.060597942803554e-09
1914,1.5737348402211637e-07,0.0,8.705766774141921e-09
1915,2.638890561623697e-07,0.0,2.3561523843085297e-09
1916,1.9887306645927083e-07,0.0,1.0987462051303964e-09
1917,1.8971914528265188e-07,0.0,1.0966424435210342e-09
1918,1.8607929064273776e-07,1.1486376294556067e-09,4.594550517822427e-09
1919,2.127012932451322e-07,0.0,7.366278698128781e-09
1920,2.211091731929571e-07,0.0,3.786115865267448e-09
1921,1.2949398275896584e-07,0.0,3.7863738810983705e-09
1922,1.6231457600213162e-07,7.377935484775833e-10,3.6889677423879164e-09
1923,1.9002547713142803e-07,0.0,0.0
1924,1.9982017418485043e-07,0.0,1.1602461658100083e-08
1925,1.506750435531501e-07,1.0998177923937646e-09,1.0998177923937646e-09
1926,1.7610898339626146e-07,0.0,0.0
1927,1.995711187419147e-07,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.325420730946547e-07,1.1426041224282812e-09,2.2852082448565625e-09
1929,1.403691154422404e-07,0.0,4.4561625500705304e-09
1930,2.19525318811975e-07,0.0,3.1510811737689437e-09
1931,1.4941017045799754e-07,0.0,2.2810713318222042e-09
1932,1.6548900427793e-07,2.1919073223131136e-09,6.575721966939341e-09
1933,1.7550112829667341e-07,0.0,3.4411986593596566e-09
1934,1.833181748622792e-07,0.0,3.5944740517379614e-09
1935,1.5439086009649827e-07,0.0,1.196828414151696e-09
1936,1.6247116985113053e-07,1.2124714565686645e-09,2.424942913137329e-09
1937,1.1332006266684402e-07,0.0,2.5182236296217297e-09
1938,1.1150084588962272e-07,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.1011716338771294e-07,1.5294050470515685e-09,3.058810094103137e-09
1940,1.5468275194052694e-07,0.0,2.5357829169792012e-09
1941,1.2396310467011062e-07,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.365395263519531e-07,0.0,2.1239482617119165e-08
1943,1.8871028828471026e-07,0.0,8.709705623388686e-09
1944,1.3174063084875343e-07,0.0,0.0
1945,1.1328221205531008e-07,0.0,2.178504043826024e-09
1946,1.225057246756478e-07,0.0,8.352662561605939e-09
1947,1.2755332079450454e-07,1.1920870957027319e-09,0.0
1948,1.2720109210384578e-07,2.174377566888097e-09,4.348755133776194e-09
1949,1.3056620751239478e-07,0.0,7.853606542873592e-09
1950,1.4676799375834548e-07,1.0635361480382244e-09,3.190608444114673e-09
1951,1.226061243642107e-07,0.0,3.198420528427448e-09
1952,1.3813693244824066e-07,2.1089607837865287e-09,6.326882351359586e-09
1953,1.0558350993505883e-07,0.0,1.0773827385790469e-09
1954,1.2020219575248348e-07,0.0,1.9545072227344917e-09
1955,1.567396550328226e-07,9.385607846468247e-10,9.385607846468247e-10
1956,1.0203735789637847e-07,0.0,8.72114158667614e-10
1957,1.0602045180663211e-07,8.835037701437898e-10,1.7670075402875796e-09
1958,1.1498418217570361e-07,3.3088973783179654e-09,2.4816730892496253e-09
1959,1.3408794075076003e-07,0.0,3.100299128533379e-09
1960,1.0588875298811473e-07,6.920833350854139e-10,6.920833350854139e-10
1961,1.3409947496878516e-07,2.779263708063695e-09,1.3896318540318475e-09
1962,1.1922878118131308e-07,6.341956404476434e-10,3.8051738426858606e-09
1963,1.0668988181805616e-07,0.0,0.0
1964,1.2472134414132086e-07,2.4335873316516654e-09,5.475571440705096e-09
1965,1.2804581572822826e-07,5.472043373977442e-10,7.1136563306595235e-09
1966,1.2462917520217331e-07,2.215629901769489e-09,3.323444963676536e-09
1967,1.1684895340202672e-07,0.0,1.972134178185314e-09
1968,1.4237788631410453e-07,1.3474247273492779e-09,1.3474247273492779e-09
1969,1.4306537193808921e-07,0.0,4.995933444718048e-09
1970,1.1772736244197723e-07,3.219107425067591e-09,9.197450023812337e-10
1971,1.0944786765776371e-07,0.0,4.11071787720374e-09
1972,1.210714657418066e-07,5.130146862875051e-10,2.0520587451500205e-09
1973,1.4444593432472175e-07,2.205281512956958e-09,1.102640756478479e-09
1974,1.2320002273913389e-07,5.625571675160757e-10,2.250228725575454e-09
1975,1.3364864015485978e-07,0.0,1.7134440533084216e-09
1976,1.0398618854878805e-07,0.0,1.142705374768127e-09
1977,9.814225876425553e-08,1.1753563677885381e-09,1.7630345516828072e-09
1978,1.0871281952429257e-07,1.1881182704343018e-09,5.346532327976661e-09
1979,1.2464703624814888e-07,0.0,3.5111840102075575e-09
1980,1.1142895317561852e-07,5.685150683554241e-10,2.8425752862659692e-09
1981,1.138598946237579e-07,1.2651099057237047e-09,3.162774764309262e-09
1982,1.2352928990821965e-07,0.0,4.966001831974154e-09
1983,1.1178109105003387e-07,6.315316047889041e-10,3.1576580239445207e-09
1984,1.2989778497285442e-07,5.799008495621649e-10,5.799008495621649e-10
1985,1.1309249259294774e-07,6.015558051686298e-10,6.015558051686298e-10
1986,1.1029853486110852e-07,5.994485463567401e-10,2.9972427317837003e-09
1987,1.0388388532733828e-07,0.0,3.0554083707556856e-09
1988,7.79551994067873e-08,2.99827696004229e-09,1.1993107618124554e-09
1989,1.1360413054717355e-07,1.6464366536794728e-09,0.0
1990,1.0406923678374369e-07,1.089730194969718e-09,1.089730194969718e-09
1991,1.172293023765647e-07,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.1625981954921372e-07,3.30596661157756e-09,2.7549720282848966e-09
1993,1.1078415163012778e-07,1.1078414852150331e-09,2.769603768548734e-09
1994,1.1024596335840187e-07,2.1099706426497278e-09,3.164956019485743e-09
1995,1.0682228324121468e-07,0.0,5.964695848348356e-09
1996,1.0782946402443372e-07,5.338092190498855e-10,1.6014276571496566e-09
1997,1.3281857524916063e-07,4.79489448146353e-10,3.3564261370244708e-09
1998,1.339844377667987e-07,1.9072516899143466e-09,9.536258449571733e-10
1999,1.2156735157420329e-07,9.140402323914998e-10,9.140402323914998e-10
2000,9.896390384955822e-08,4.4180314962005696e-10,2.2090157481002848e-09
2001,1.1434962754464095e-07,2.6287270138425356e-09,8.762423564512289e-10
2002,1.1873110183913127e-07,4.38122149670761e-10,4.38122149670761e-10
2003,1.3042468571811128e-07,0.0,4.1669229178253886e-10
2004,1.255365447150325e-07,3.0833537945085254e-09,1.761916529341434e-09
2005,1.12143367814177e-07,9.007499190971657e-10,9.007499190971657e-10
2006,1.1447734316050173e-07,2.0589450144825605e-09,2.0589450144825605e-09
2007,1.2103272128971554e-07,0.0,1.1983438408247338e-09
2008,1.0430727437338305e-07,1.7029758714315335e-09,2.554463751636149e-09
2009,1.1682071754393064e-07,9.53638501499654e-10,0.0
2010,1.0675772310619891e-07,4.723793023408973e-10,0.0
2011,1.0477682854670434e-07,1.911985902935953e-09,7.64794394481072e-10
2012,1.0110630754844863e-07,1.7021263287730903e-09,1.0212758416727752e-09
2013,9.845611192993431e-08,8.367375126105969e-10,1.1156500168141292e-09
2014,1.0502409386603517e-07,8.661780737106994e-10,6.496335552830246e-10
2015,9.752932061957154e-08,0.0,8.866301581811342e-10
2016,1.0004572725819116e-07,4.1426800878596737e-10,1.8642060672924288e-09
2017,7.622302133913905e-08,2.515611330355938e-10,2.515611330355938e-10
2018,8.570469112179069e-08,0.0,0.0
2019,8.622338532049412e-08,1.2754939326953263e-09,1.02039510174734e-09
