year,seront_VERB aux_ADP,seront_VERB tôt_ADV
1800,2.3581234387393124e-07,7.231578535993322e-08
1801,1.142967676059925e-07,3.809892135109294e-08
1802,1.0741632650024258e-07,1.5664880947952042e-08
1803,1.170203516309698e-07,5.070882025393075e-08
1804,1.97748079244775e-07,1.2359254952798437e-08
1805,2.5301611117356515e-07,1.1371510844071508e-08
1806,3.832619892563116e-07,2.881669125542885e-08
1807,2.448381430930624e-07,5.693910054560547e-08
1808,2.991217762371434e-07,9.064295980465431e-09
1809,3.185232952951367e-07,9.036122072814123e-09
1810,1.3338721949196497e-07,1.8721014072298203e-08
1811,2.6575014544505393e-07,0.0
1812,2.213782899218586e-07,1.8670457180292033e-08
1813,2.5881673559879914e-07,3.4508900625951355e-08
1814,1.32160433263806e-07,0.0
1815,1.1867783911156948e-07,4.315557688983063e-08
1816,2.688420579488593e-07,1.1588019432906549e-08
1817,2.164054064834886e-07,3.7364962679475866e-08
1818,1.871624846216946e-07,2.2650237241350624e-08
1819,1.500902300222151e-07,1.2421260464634543e-08
1820,1.2578470620638882e-07,1.1866481131050932e-08
1821,1.6370070765603373e-07,3.35290586406245e-08
1822,1.4637399203820678e-07,4.210758675071702e-08
1823,9.388552690836605e-08,1.680056804787e-08
1824,1.9368558845656025e-07,2.3579115548955087e-08
1825,1.0742640621508315e-07,1.4088708866211164e-08
1826,2.6423953158882796e-07,2.3781558056157337e-08
1827,1.926410089225783e-07,3.871254605769536e-08
1828,1.715220367959347e-07,2.935136400594729e-08
1829,1.5174521905692018e-07,1.3717081692732336e-08
1830,1.6072726793936454e-07,1.2524203008013046e-08
1831,1.2784789360509308e-07,2.3386808933878456e-08
1832,1.1094574858816486e-07,2.3000948701223933e-08
1833,1.5406225806202656e-07,3.359252431778259e-08
1834,2.0629313812747796e-07,2.7070139907436896e-08
1835,1.686568680270284e-07,2.2689263801112247e-08
1836,1.4180783125539165e-07,1.747394939854985e-08
1837,1.5237780903731846e-07,1.1828414692161004e-08
1838,1.4707336992714204e-07,2.840472923537618e-08
1839,1.8457494754819948e-07,1.11863602825224e-08
1840,1.8535793611107465e-07,2.165694112932215e-08
1841,1.4510439072523695e-07,3.338685417020315e-08
1842,1.3282364363931265e-07,3.890793820460203e-08
1843,1.3054273584334197e-07,2.8943864194275193e-08
1844,1.4819114824149437e-07,3.1833653935109396e-08
1845,1.3894768091660126e-07,1.2834524554250493e-08
1846,1.0245377368711672e-07,3.922516000898213e-08
1847,1.6611129449728423e-07,1.88762818709165e-08
1848,1.7377678407370922e-07,2.091757700384278e-08
1849,1.173118073793944e-07,1.0893239199560867e-08
1850,9.572484316322516e-08,2.5798184921654865e-08
1851,1.1995956228361138e-07,2.257303499675345e-08
1852,1.3086195838063475e-07,2.3437962681782665e-08
1853,9.256494593046227e-08,1.4929829816878737e-08
1854,1.1482418216246515e-07,2.3900057044556888e-08
1855,1.0083180512765466e-07,2.5473298137512757e-08
1856,9.991974864176356e-08,2.7439103433835044e-08
1857,8.103305237927572e-08,1.122747050885664e-08
1858,1.6149130432907555e-07,1.2234189661342043e-08
1859,1.3545181332119682e-07,1.782260738991681e-08
1860,1.281611484438283e-07,1.9224172476128842e-08
1861,1.678883096989381e-07,2.2165028923382124e-08
1862,1.432201637285857e-07,2.1234535907410645e-08
1863,8.540801843537338e-08,1.048870412745373e-08
1864,1.1986819714593366e-07,1.6781548595190543e-08
1865,6.871992597190513e-08,1.7415324293779122e-08
1866,9.050040006286508e-08,3.5518972651971126e-08
1867,9.171813353248126e-08,1.6014277903764196e-08
1868,8.941171936172054e-08,1.679557115608077e-08
1869,1.5822601540094183e-07,3.857980246380066e-08
1870,1.0780011594491157e-07,2.9243649279919737e-08
1871,1.1895718898813357e-07,3.292564798584863e-08
1872,6.168286148522384e-08,1.814201766592305e-08
1873,1.0774807890356897e-07,2.334541804316359e-08
1874,7.109784616599057e-08,2.7483201492373155e-08
1875,9.955456903298909e-08,2.1741803024610817e-08
1876,6.529695895096665e-08,1.934724735974669e-08
1877,9.710161275044982e-08,2.288381928394756e-08
1878,7.0657335982105e-08,1.268208649207736e-08
1879,8.553055386162356e-08,1.3440515367335593e-08
1880,1.1231231145103493e-07,1.9253539207397807e-08
1881,1.2062437804161164e-07,2.7890029841159958e-08
1882,1.0981385156760837e-07,6.655385131892899e-09
1883,8.910267723649667e-08,3.2860562271253e-08
1884,1.0034579389639475e-07,1.4523733327109767e-08
1885,9.410627838102315e-08,2.2559724754955823e-08
1886,1.064821546492567e-07,1.5488312854472497e-08
1887,1.312313915313723e-07,2.154545164501087e-08
1888,1.0525420091056503e-07,1.014498351992188e-08
1889,1.3657998465532728e-07,1.7542383545787743e-08
1890,1.0618105916737619e-07,2.1629475099871343e-08
1891,8.79642350071208e-08,1.4023283867459213e-08
1892,1.1596748095143994e-07,1.002961980134387e-08
1893,9.9766346517427e-08,1.1085149687062312e-08
1894,1.0523570637133162e-07,1.5123694296903523e-08
1895,1.1134437016835363e-07,4.273216447359118e-08
1896,9.494216829386559e-08,9.435246361988447e-09
1897,1.322664012759489e-07,2.6220211779559577e-08
1898,9.392869249058577e-08,1.9238406423482957e-08
1899,8.401918982769985e-08,3.0954439012020885e-08
1900,1.0382106552242476e-07,2.5436159845071415e-08
1901,8.941982088117584e-08,1.1736351446245408e-08
1902,9.6732591714499e-08,1.0802624572647801e-08
1903,1.1826482704258012e-07,1.5120615870500842e-08
1904,7.416982583663412e-08,2.6873125946735854e-08
1905,1.104402400642357e-07,1.186974607492175e-08
1906,8.590787814455325e-08,1.7490227932626112e-08
1907,1.1314255665695327e-07,1.2342823652033985e-08
1908,1.1443536607202986e-07,1.2278472460991452e-08
1909,8.856583705307841e-08,2.3654228797909127e-08
1910,8.22999197680474e-08,1.6566866989364826e-08
1911,7.608134922065801e-08,2.2345570727111408e-08
1912,1.1825386181385511e-07,2.0837685354990754e-08
1913,1.2143846506162959e-07,1.590896836489719e-08
1914,9.174538773137897e-08,1.6072185360371805e-08
1915,9.660224975505116e-08,3.534228465440492e-09
1916,8.460345513050527e-08,1.3184954461564757e-08
1917,8.882803825827068e-08,6.57985488317081e-09
1918,1.4932289182922887e-07,1.9526840588923733e-08
1919,1.0957339885431239e-07,2.301962176431971e-08
1920,9.99534583989714e-08,2.0445025228355007e-08
1921,9.011569090944249e-08,1.438822039290244e-08
1922,8.041949683956773e-08,2.1396012073182646e-08
1923,1.2420659478706852e-07,7.431163684401554e-09
1924,9.281969681751434e-08,3.867487219366694e-09
1925,6.818870446068104e-08,1.7597084678300234e-08
1926,5.4616079880887014e-08,2.229227646921572e-08
1927,7.581472782902665e-08,2.0068604555945058e-08
1928,5.48449977655352e-08,1.4853853258500749e-08
1929,6.350031611646045e-08,1.5596569369336066e-08
1930,6.827342247106571e-08,3.1510811737689437e-09
1931,4.790249708008787e-08,1.0264820993199919e-08
1932,7.671675916753884e-08,1.4247397928102146e-08
1933,1.238831544014829e-07,1.0323596200123575e-08
1934,9.585264137967897e-08,9.585264137967897e-09
1935,5.505410882733486e-08,1.555876849579363e-08
1936,6.062357282843323e-08,7.274828739411987e-09
1937,9.946983636766049e-08,1.3850230295986421e-08
1938,9.983215087938646e-08,1.4261735792331365e-08
1939,7.494084997006212e-08,4.588215141154706e-09
1940,4.564409294971483e-08,1.7750480196809804e-08
1941,7.083606590185809e-08,5.9030051957620344e-09
1942,6.371844563091145e-08,2.1239483061208375e-08
1943,7.548411673496958e-08,1.4516175816936538e-08
1944,1.0924833127035072e-07,9.639558484764166e-09
1945,8.06046500656521e-08,8.714016175304096e-09
1946,7.099762910911522e-08,2.227376683094917e-08
1947,5.841226768943386e-08,2.1457568166738383e-08
1948,5.3272248834446145e-08,1.6307831529616124e-08
1949,7.264586088240321e-08,2.6505922789965553e-08
1950,5.530388036412148e-08,1.808011518278363e-08
1951,4.691016641800161e-08,2.1322803078760444e-08
1952,5.483298082253896e-08,1.4762725264461096e-08
1953,5.0636987936059086e-08,1.0773827163745864e-08
1954,5.374894840315392e-08,1.7590565448699635e-08
1955,5.255940394022218e-08,1.1262729415761896e-08
1956,5.319896456690287e-08,1.9186511934776718e-08
1957,5.654424201084751e-08,7.068030161150318e-09
1958,3.722509556158826e-08,7.445019267748876e-09
1959,5.890568499644644e-08,2.1702094343822864e-08
1960,6.021125131816518e-08,2.422291700554524e-08
1961,4.7247482370949e-08,1.042223907177231e-08
1962,6.659054463398206e-08,2.219684702708946e-08
1963,6.72469511187046e-08,1.681173777967615e-08
1964,6.996563856054294e-08,2.6769461314302134e-08
1965,5.2531618166540284e-08,1.641613067704384e-08
1966,5.871419261893607e-08,1.9940669560014612e-08
1967,5.324762497593838e-08,1.3804939413830652e-08
1968,6.826952358984784e-08,1.5719955115400808e-08
1969,9.855614280240843e-08,1.589615195030092e-08
1970,6.990061934830649e-08,1.3796174869185052e-08
1971,5.755005028085236e-08,1.9012070140433934e-08
1972,4.411926468605998e-08,1.539044092169206e-08
1973,5.733731989199242e-08,1.268036875501366e-08
1974,7.0882201441691e-08,1.518904291231138e-08
1975,5.140332248743107e-08,2.798625331479343e-08
1976,5.0850388788603595e-08,1.8283285996290033e-08
1977,8.345030266809772e-08,1.5279633558407113e-08
1978,5.999996943728547e-08,1.0099005187669263e-08
1979,6.144572073374377e-08,8.777959692451986e-09
1980,6.083111531163254e-08,1.5349906234973787e-08
1981,5.123695029363162e-08,1.644642821929665e-08
1982,7.076552910323386e-08,1.3656505259973528e-08
1983,5.8732440577635714e-08,1.4525227243211702e-08
1984,6.378909489512807e-08,1.4497521405587577e-08
1985,5.3538467548186475e-08,1.3835783185811579e-08
1986,5.2751470747125495e-08,1.6784559520033326e-08
1987,6.110816741511371e-08,1.099947066762752e-08
1988,6.056519186170561e-08,2.5785181989590455e-08
1989,7.079677288857056e-08,1.4269117443177493e-08
1990,6.701840504774736e-08,2.2339468941368068e-08
1991,6.682070363694947e-08,1.3481369798284959e-08
1992,7.989419259502029e-08,1.4325855168806356e-08
1993,5.871559949355287e-08,1.4401939196773128e-08
1994,5.6969206185808474e-08,1.002236071911966e-08
1995,4.7175323203418884e-08,8.133675954979935e-09
1996,4.6441403611652277e-08,1.5480466686312866e-08
1997,4.794894536974681e-08,1.6782131240233866e-08
1998,6.055524048864669e-08,1.382757464085671e-08
1999,3.93037282719888e-08,1.5995704316651427e-08
2000,5.036556061099873e-08,1.1045078629479121e-08
2001,5.783199696907104e-08,1.0076787404500465e-08
2002,5.914649037208619e-08,1.4019908789464353e-08
2003,5.0836460208092404e-08,2.375146124222738e-08
2004,5.2857493326730065e-08,1.7178685141061578e-08
2005,5.314424456059896e-08,1.5763124139311913e-08
2006,5.394435831362898e-08,1.4000825387938676e-08
2007,5.2327682464881065e-08,1.4779574009082808e-08
2008,7.5356680895311e-08,1.3623806971452268e-08
2009,6.29401384344419e-08,1.7642312499788204e-08
2010,6.471596236679034e-08,1.842279218067233e-08
2011,1.2810306770916213e-07,1.3766299211681599e-08
2012,1.3140415403012362e-07,1.2255309655984092e-08
2013,8.032679943426047e-08,1.4503449996539075e-08
2014,9.029906583579717e-08,1.9489005964601347e-08
2015,1.02184124273208e-07,1.2856137487915476e-08
2016,9.859578425919224e-08,1.3463710146766061e-08
2017,1.3131490678164326e-07,8.804639684001359e-09
2018,7.77021469389183e-08,1.3423626654684995e-08
2019,1.0790677862360099e-07,1.5050828139351324e-08
