year,ait_VERB en_PRON,ait_VERB tant_ADV
1914,4.018046190212843e-08,2.055900267805555e-07
1915,4.5944972271172446e-08,1.6375258837797446e-07
1916,3.076489463182952e-08,1.593182048509334e-07
1917,4.9348908293112004e-08,1.6120644374950643e-07
1918,4.2499593178035866e-08,1.8263338574797672e-07
1919,4.9722380490724305e-08,1.5285027643585636e-07
1920,3.331781917026433e-08,1.8476245600140828e-07
1921,3.0290991048786964e-08,1.7720229550377553e-07
1922,5.016995974216343e-08,1.9477749901852803e-07
1923,5.8387713330887436e-08,2.282428823718874e-07
1924,3.996403541428606e-08,1.895068777457709e-07
1925,4.5092528377921326e-08,1.8146992886158841e-07
1926,1.671920735191179e-08,2.162350796197643e-07
1927,4.6826745148109694e-08,1.4828468408722983e-07
1928,3.0850310528407476e-08,1.805314582270512e-07
1929,4.79037471912136e-08,1.8270266366471333e-07
1930,4.3064774857271004e-08,2.0482026741319714e-07
1931,5.1324105854178015e-08,1.6081553155800066e-07
1932,4.27421921189719e-08,1.7425662690584431e-07
1933,3.670611903316967e-08,1.6632459676202416e-07
1934,4.7926320689839486e-08,1.6774211530901084e-07
1935,3.8298510141032693e-08,1.4361941680363088e-07
1936,3.152425653851765e-08,1.43071630986924e-07
1937,2.770046048095054e-08,1.2591118547788938e-07
1938,3.3709557811789637e-08,1.1798345411762057e-07
1939,2.4470480752825097e-08,1.9729324662876024e-07
1940,4.564409383789325e-08,1.3693227174371714e-07
1941,7.378756849973911e-08,2.0070217487955233e-07
1942,3.034211815133858e-08,1.7295006671247393e-07
1943,4.935499831049128e-08,1.945167582562135e-07
1944,3.855823393905666e-08,1.9279116258985596e-07
1945,2.178504132643866e-08,1.3942425880486553e-07
1946,3.480276067335808e-08,1.7819013464759337e-07
1947,3.5762611982903536e-08,2.1099941704960656e-07
1948,4.457474145347362e-08,1.9678117268995265e-07
1949,4.319483593029361e-08,1.6394403701269766e-07
1950,3.828730199550989e-08,1.3825969347180944e-07
1951,4.371174711081949e-08,2.0896347052712372e-07
1952,3.057993092081546e-08,1.3286452826832829e-07
1953,3.447624807861871e-08,1.1743471617364776e-07
1954,6.645324646115114e-08,1.94473471992751e-07
1955,3.472674947602172e-08,1.6330957919308275e-07
1956,4.534993647276053e-08,1.334334598368514e-07
1957,2.562160866803609e-08,1.4931214309399365e-07
1958,5.294235788655399e-08,1.6627208765385149e-07
1959,4.495433825191242e-08,1.7361675475058291e-07
1960,3.598833331341922e-08,1.27343326994378e-07
1961,3.960450811746341e-08,1.917691889730122e-07
1962,3.3612370498037336e-08,1.9977161969109147e-07
1963,4.0736134243601896e-08,1.2738125576561288e-07
1964,4.6846555079582686e-08,2.1537248073855153e-07
1965,5.03428005949047e-08,1.5267001174379402e-07
1966,5.0405578710943644e-08,1.5010893150702032e-07
1967,4.733122271893819e-08,1.9721342425782495e-07
1968,3.6829609029176424e-08,1.940291696200802e-07
1969,3.451736046988785e-08,1.9029965869776788e-07
1970,5.058597665752451e-08,1.959056845635132e-07
1971,2.9288866554288973e-08,1.6597023488884588e-07
1972,4.7710367545583665e-08,1.4620918875607458e-07
1973,3.638714535236787e-08,1.6098555022381333e-07
1974,4.106667228498395e-08,1.327634890913032e-07
1975,3.084199295955159e-08,1.5192537716757215e-07
1976,3.142439908287997e-08,1.3483924021784333e-07
1977,2.350712763332652e-08,1.3516597618945525e-07
1978,4.336631798107504e-08,1.3841578550000122e-07
1979,4.8571377031514373e-08,1.316693953867798e-07
1980,5.400893077212032e-08,1.3701213674721657e-07
1981,3.542307847048676e-08,1.5371085737569956e-07
1982,3.786576385778062e-08,1.4587629948437097e-07
1983,2.9050454486423405e-08,1.2378019675907126e-07
1984,2.9574943383181562e-08,1.5889283133674326e-07
1985,3.7296459254321235e-08,1.269282705607111e-07
1986,2.997242631863628e-08,1.204891617589965e-07
1987,2.627651163322753e-08,1.2588282061187783e-07
1988,3.358070083114839e-08,1.1333487037745726e-07
1989,4.006329035188827e-08,1.26226808561114e-07
1990,4.0320017158368415e-08,1.1115248099713426e-07
1991,4.454713686818934e-08,1.2133233440181357e-07
1992,3.581463658974826e-08,1.0028098529346607e-07
1993,2.9357799746776436e-08,1.362645036806498e-07
1994,4.430938460586731e-08,1.3820307742662408e-07
1995,2.7112253775385398e-08,1.3773025386853988e-07
1996,4.3238546965085334e-08,1.3291850109453662e-07
1997,3.020783545526484e-08,1.2083134492968384e-07
1998,2.6701524546979272e-08,1.2826266981846857e-07
1999,4.890115140598894e-08,1.1059886872999414e-07
2000,3.2251630699420275e-08,1.3209914584422222e-07
2001,3.811654281093979e-08,1.0865404931337252e-07
2002,3.0668549810819457e-08,1.1916922204591174e-07
2003,3.000184634061043e-08,1.1625714790852726e-07
2004,4.096455744062588e-08,1.0747690737389348e-07
2005,3.467887310648621e-08,8.917424310084243e-08
2006,3.706100881739616e-08,1.5112655660232122e-07
2007,2.636356413732166e-08,1.2502721347118495e-07
2008,3.9594187484226495e-08,1.3581232849446678e-07
2009,2.6701878041990312e-08,1.416153168065648e-07
2010,2.4091344030807704e-08,1.1856720760761164e-07
2011,1.911985947344874e-08,1.158663494038592e-07
2012,2.791487288544836e-08,1.4127648739759024e-07
2013,2.5659950608769577e-08,1.3861951231319836e-07
2014,2.966659887193579e-08,1.6045949280396599e-07
2015,2.992376853250267e-08,1.9395034200897499e-07
2016,2.0299133041135065e-08,1.6839994998463226e-07
2017,2.1382696502314502e-08,1.396164321931792e-07
2018,2.994501413500217e-08,1.507576570247693e-07
2019,2.806086563111876e-08,1.897934822636671e-07
