year,seraient_VERB en_ADP,seraient_VERB tant_ADV
1800,6.822837121944758e-07,0.0
1801,7.857902346586343e-07,0.0
1802,7.877197276684456e-07,0.0
1803,5.519460160030576e-07,0.0
1804,6.995338139859086e-07,0.0
1805,4.5201755938251154e-07,0.0
1806,7.002456072768837e-07,0.0
1807,1.1814863682957366e-06,0.0
1808,6.073078111512586e-07,9.064295980465431e-09
1809,8.335822485605604e-07,4.518061036407062e-09
1810,1.0390162969997618e-06,0.0
1811,9.426608471585496e-07,2.5070767684098882e-09
1812,8.695099040778587e-07,0.0
1813,9.432432648281974e-07,0.0
1814,9.345631042378955e-07,0.0
1815,1.0006699540099362e-06,0.0
1816,7.763973144392367e-07,3.9399267848239106e-08
1817,8.204722803384357e-07,0.0
1818,1.049063598657085e-06,1.3113295338484932e-08
1819,9.854200015979586e-07,0.0
1820,1.030010594149644e-06,3.5599443393152796e-09
1821,9.86148847914592e-07,1.97229765852569e-09
1822,1.2582147519424325e-06,1.0025615893027862e-09
1823,1.1908638271052041e-06,0.0
1824,1.0105335377375013e-06,0.0
1825,1.0522504680920974e-06,3.522177216552791e-09
1826,1.1459187589935027e-06,0.0
1827,1.3346611922315788e-06,8.295545583791863e-09
1828,1.2685292176684015e-06,0.0
1829,1.2731165952573065e-06,8.57317605795771e-10
1830,1.3171286354918266e-06,1.0436835840010872e-09
1831,1.1241260153838084e-06,0.0
1832,1.2176972177257994e-06,0.0
1833,1.6159161759787821e-06,6.950177322551099e-09
1834,1.3637749134431942e-06,2.8003592777992026e-09
1835,1.2993384643777972e-06,1.0588323107185715e-08
1836,1.3004651009396184e-06,2.016224964762614e-09
1837,1.4020150729265879e-06,6.957890930081589e-10
1838,1.3261852700452437e-06,6.312161904276081e-10
1839,1.4814935411777697e-06,1.5381244722334486e-08
1840,1.4185296777213807e-06,1.0828470564661075e-08
1841,1.4035318827154697e-06,1.1556987367100646e-08
1842,1.5643673805243452e-06,4.695785538189057e-09
1843,1.4152958556223894e-06,1.0041748765843295e-08
1844,1.453919935556769e-06,4.9397050894128824e-09
1845,1.5591157307426329e-06,1.1160455892778032e-09
1846,1.3933713489677757e-06,8.781752214304106e-09
1847,1.5349114619311877e-06,3.235934187273415e-09
1848,1.795693492567807e-06,4.02261068899179e-09
1849,1.4002002899360377e-06,8.379414939696517e-10
1850,1.4073589227336925e-06,1.3577992064028876e-09
1851,1.3943686099082697e-06,3.2247193804124663e-09
1852,1.369167648590519e-06,7.812654523320361e-09
1853,1.1460136875030003e-06,1.1943863675867306e-09
1854,1.237087758454436e-06,8.313063126763609e-09
1855,9.99296275949746e-07,2.653468555990912e-09
1856,1.1162020427946118e-06,1.0354378465748937e-09
1857,1.2457611546778935e-06,2.4407544874094356e-09
1858,1.1089069857916911e-06,2.936205500958522e-09
1859,1.2542022886918858e-06,6.619825576592575e-09
1860,1.1951027545364923e-06,3.204028820036342e-09
1861,1.2714237982436316e-06,2.357981809808507e-09
1862,1.296662048844155e-06,6.325180823552046e-09
1863,1.2246810001670383e-06,1.9978483312144135e-09
1864,1.1392273790988838e-06,5.753673537611803e-09
1865,1.17153354040056e-06,5.177528628053096e-09
1866,1.1609351986408e-06,9.731225825149181e-10
1867,1.0889708619288285e-06,2.91168689159349e-09
1868,1.3228982425061986e-06,2.9639244392143382e-09
1869,1.1632542964434833e-06,3.4184632902167778e-09
1870,1.2247928680153564e-06,3.4404292748035914e-09
1871,1.386063672725868e-06,2.1242354542039266e-09
1872,1.2663128927670186e-06,1.8142017887967654e-09
1873,1.1199814480278292e-06,1.7958012854535355e-09
1874,1.1877523320436012e-06,5.974609140757536e-10
1875,1.193510570374201e-06,5.149374260327022e-09
1876,1.2218995379953412e-06,1.813804439976252e-09
1877,1.1689302255035727e-06,2.4739263970730008e-09
1878,1.1130040320495027e-06,2.4156354694326865e-09
1879,1.14977501652902e-06,4.27652757650776e-09
1880,1.3111659882270033e-06,3.2089231272180996e-09
1881,1.211124526889762e-06,6.972507571312292e-10
1882,1.2212631190777756e-06,0.0
1883,1.171605390482e-06,1.0742875922176154e-08
1884,1.2265952591405949e-06,1.386356363042296e-08
1885,1.2568989404826425e-06,2.5782542767416317e-09
1886,1.1893733926626737e-06,6.453463874400711e-10
1887,1.2091568351024762e-06,6.528924623161458e-10
1888,1.2789020047421218e-06,6.340614699951175e-10
1889,1.2129304423069698e-06,1.2530273485467092e-09
1890,1.2781054010702064e-06,5.243509182406569e-09
1891,1.23468646506808e-06,0.0
1892,1.2192256235721288e-06,5.014809900671935e-09
1893,1.2951149983564392e-06,3.695050043717174e-09
1894,1.116002636081248e-06,2.520615716150587e-09
1895,1.200111682919669e-06,6.018614495673091e-10
1896,1.3822635764881852e-06,1.7691086373616827e-09
1897,1.2224445526953787e-06,1.7480140668268973e-09
1898,1.1763719385271543e-06,2.26334195829736e-09
1899,1.1497363630041946e-06,5.527578395003729e-10
1900,1.161757722911716e-06,7.26747462209687e-09
1901,1.207167656502861e-06,3.353243460679778e-09
1902,1.1259280654485337e-06,5.4013122863239005e-09
1903,1.3111734915582929e-06,2.1600881083827517e-09
1904,1.2560499271785375e-06,3.2247751136083025e-09
1905,1.2602573633557768e-06,2.580379465655369e-09
1906,1.3086805665807333e-06,4.629765903985117e-09
1907,1.3772535112366313e-06,9.257117739025489e-09
1908,1.322637103839952e-06,2.4556945366072114e-09
1909,1.225619143951917e-06,5.500983557560346e-10
1910,1.277252067666268e-06,9.085056262847502e-09
1911,1.404578824804048e-06,1.0640748282497725e-09
1912,1.5039598793009645e-06,4.167536982180309e-09
1913,1.2955204056197545e-06,1.590896969716482e-09
1914,1.4022981531525147e-06,2.0090231700464756e-09
1915,1.44196530982299e-06,0.0
1916,1.2745456388074672e-06,8.789969641043172e-09
1917,1.4607277307732147e-06,1.0966424435210342e-09
1918,1.3462032484312658e-06,4.594550517822427e-09
1919,1.3406627203949029e-06,1.8415696745321952e-09
1920,1.3879900961910607e-06,1.514446346106979e-09
1921,1.3047844049651758e-06,0.0
1922,1.2446577102309675e-06,7.377935484775833e-10
1923,1.2038485692755785e-06,7.431163684401554e-09
1924,1.0957880931528052e-06,0.0
1925,1.213099039887311e-06,7.698724324711748e-09
1926,1.159198404820927e-06,8.916910765321973e-09
1927,9.978556363421376e-07,0.0
1928,1.1026129413949093e-06,1.1426041224282812e-09
1929,1.2065059991073213e-06,0.0
1930,1.0808207662194036e-06,7.352522590764465e-09
1931,1.3070538216197747e-06,1.1405356659111021e-09
1932,1.203357101076108e-06,1.0959536611565568e-09
1933,1.347802822238009e-06,3.4411986593596566e-09
1934,1.2400935247569578e-06,3.5944740517379614e-09
1935,1.19443473067804e-06,3.590485242455088e-09
1936,1.2306585404076031e-06,2.424942913137329e-09
1937,1.208747335113003e-06,2.5182236296217297e-09
1938,1.0968570904879016e-06,6.482607339819424e-09
1939,1.1134068245155504e-06,0.0
1940,1.0117773854290135e-06,0.0
1941,1.0300743724656058e-06,2.9515025978810172e-09
1942,9.921872106133378e-07,3.034211770724937e-09
1943,9.058093723979255e-07,2.9032352077962287e-09
1944,9.093316748476354e-07,3.2131861615880553e-09
1945,1.346315457340097e-06,6.535512131478072e-09
1946,1.1109041224699467e-06,1.3921104269343232e-09
1947,1.1050647117372137e-06,1.1920870957027319e-09
1948,1.1187172503923648e-06,2.174377566888097e-09
1949,1.1534984878380783e-06,9.817008317369869e-10
1950,1.1007599596268847e-06,1.0635361480382244e-09
1951,1.075735440281278e-06,1.0661401761424827e-09
1952,1.119858211495739e-06,1.0544803918932644e-09
1953,1.1237101489314227e-06,0.0
1954,1.1727042874554172e-06,2.9317608341017376e-09
1955,1.1234573094043299e-06,1.8771215692936494e-09
1956,1.1346205610607285e-06,1.744228317335228e-09
1957,1.122933326769271e-06,7.068030161150318e-09
1958,1.2201559229652048e-06,0.0
1959,1.137809817919333e-06,4.650448914844674e-09
1960,1.0879549563469482e-06,6.920833350854139e-10
1961,1.0790491842271877e-06,2.08444772553662e-09
1962,1.1757987294913619e-06,6.341956404476434e-10
1963,1.1994528676950722e-06,1.2932106496776896e-09
1964,1.1036318028345704e-06,3.6503808864551957e-09
1965,1.0178000593441539e-06,5.472043373977442e-10
1966,1.0851047136384295e-06,0.0
1967,1.0403008445791784e-06,2.9582012395223956e-09
1968,1.0608724778649048e-06,8.982831700699023e-10
1969,1.296671825912199e-06,2.2708788183223305e-09
1970,1.2080851092832745e-06,4.1388523719376735e-09
1971,1.049774596140196e-06,1.0276794970565106e-09
1972,1.061427383319824e-06,1.5390440033513642e-09
1973,9.934793752108817e-07,3.859242703185828e-09
1974,1.093611103897274e-06,5.625571675160757e-10
1975,1.024639573188324e-06,1.7134440533084216e-09
1976,1.0210072787231184e-06,3.9994687561772935e-09
1977,1.0066927416119142e-06,1.7630346071939584e-09
1978,9.891084573609987e-07,5.940591352171509e-10
1979,1.0966598438244546e-06,2.3407893401383717e-09
1980,1.0193475645792205e-06,1.1370301367108482e-09
1981,9.336511084256927e-07,2.5302198114474095e-09
1982,1.0304453326170915e-06,4.966001831974154e-09
1983,1.1550713452379568e-06,1.2630632095778083e-09
1984,9.858314342636731e-07,1.1598016991243298e-09
1985,8.963181699073175e-07,2.4062232206745193e-09
1986,1.0172641395911342e-06,1.7983456945813714e-09
1987,9.263998208552948e-07,6.110816852533674e-10
1988,1.0014244935518946e-06,1.1993107618124554e-09
1989,1.031218175739923e-06,5.488122178931576e-10
1990,1.0009172228819807e-06,0.0
1991,1.011688937069266e-06,6.4476117778156095e-09
1992,9.212626537191682e-07,5.509944167592096e-10
1993,1.0629738653733511e-06,2.2156829704300662e-09
1994,1.0027634971265798e-06,2.637463358823311e-09
1995,9.85259362096258e-07,5.4224509327127635e-09
1996,9.763371053850278e-07,2.6690460952494277e-09
1997,1.098989855563559e-06,3.3564262480467733e-09
1998,1.0380217645433731e-06,9.536258449571733e-10
1999,1.1320388466629083e-06,1.8280804647829996e-09
2000,9.96266066977114e-07,3.97622823555821e-09
2001,1.0896073945332319e-06,2.190605918883648e-09
2002,1.0628842801452265e-06,3.9430991805033955e-09
2003,1.130902887780394e-06,3.333538334260311e-09
2004,1.1020787269444554e-06,1.7619165015858584e-09
2005,1.0354120831834734e-06,1.3511248786457486e-09
2006,1.0438850495120278e-06,2.4707338397433887e-09
2007,1.041360746967257e-06,2.3966877371606188e-09
2008,1.0277459523422294e-06,0.0
2009,9.955986115528503e-07,0.0
2010,1.0434858950247872e-06,3.3066551718974324e-09
2011,9.586698297425755e-07,2.6767803529281764e-09
2012,9.504673812443798e-07,1.0212758416727752e-09
2013,1.0517790087760659e-06,8.367375126105969e-10
2014,9.543116448185174e-07,2.815078836704288e-09
2015,9.096825692722632e-07,8.866301581811342e-10
2016,9.53644928358699e-07,1.86420612280358e-09
2017,9.159340947917372e-07,2.5156112748447867e-09
2018,9.171951091957453e-07,2.581466596041082e-09
2019,8.742235309000534e-07,2.5509878653906526e-09
