year,fut_VERB en_ADP,fut_VERB tant_ADV
1915,6.0989004850853235e-06,7.775302890422608e-08
1916,5.90795843891101e-06,8.46034566848175e-08
1917,6.271698111959267e-06,1.2282394834528532e-07
1918,6.573653081431985e-06,1.0452602339228179e-07
1919,6.327633400360355e-06,9.944476175860473e-08
1920,6.111548373155529e-06,1.1055458060127421e-07
1921,5.924917786614969e-06,1.2419306472111202e-07
1922,6.239520189410541e-06,1.158335862783133e-07
1923,6.7060946093988605e-06,1.4119210334229138e-07
1924,6.492221928056097e-06,1.5083200821663922e-07
1925,6.624202342209173e-06,1.550743036204949e-07
1926,6.643098458880559e-06,1.8168205428992223e-07
1927,6.496653440990485e-06,1.3825038536197098e-07
1928,6.450000455515692e-06,1.428255131941114e-07
1929,6.692042006761767e-06,1.7156226306269673e-07
1930,6.504881639557425e-06,1.1869072125136881e-07
1931,6.4531509451626334e-06,9.808606904471162e-08
1932,6.371874405886047e-06,1.2713061892100086e-07
1933,6.796367415518034e-06,8.488289893193723e-08
1934,6.387380381056573e-06,1.0423974572404404e-07
1935,6.215129815245746e-06,1.7354011561110383e-07
1936,5.72044018554152e-06,1.297344454087579e-07
1937,5.841019628860522e-06,9.821071955684602e-08
1938,5.734514161304105e-06,8.168085230408906e-08
1939,5.583857728197472e-06,1.1011716338771294e-07
1940,5.73086936128675e-06,1.0650288118085882e-07
1941,5.663933279720368e-06,1.4167213180371618e-07
1942,5.443375812319573e-06,1.061974117533282e-07
1943,6.172278062877012e-06,1.8580705329895864e-07
1944,6.153251433715923e-06,7.069009200222354e-08
1945,6.531155122502241e-06,5.446259976338297e-08
1946,5.994427283440018e-06,1.1136883415474585e-07
1947,6.300180302787339e-06,9.775114051535638e-08
1948,5.678386969520943e-06,9.675979839585125e-08
1949,5.25013592778123e-06,6.184715317658629e-08
1950,5.298536962072831e-06,1.1273483124796257e-07
1951,5.583376150752883e-06,9.701875569589902e-08
1952,5.475916623254307e-06,8.119499028680366e-08
1953,5.299645636114292e-06,8.726799904934524e-08
1954,5.142308509675786e-06,2.179275497837807e-07
1955,4.9105501602753066e-06,7.883910768669011e-08
1956,4.903898116026539e-06,9.506044307272532e-08
1957,5.058942406321876e-06,1.1043797343290862e-07
1958,4.93273864776711e-06,8.024075981438727e-08
1959,4.751208507514093e-06,8.060777645368944e-08
1960,5.0902731345559005e-06,1.259591613234079e-07
1961,5.1075917326670606e-06,9.102088682766407e-08
1962,5.190891442907741e-06,1.0527647731350953e-07
1963,5.104949195811059e-06,6.53071410283701e-08
1964,5.572915142693091e-06,1.0951143281090481e-07
1965,5.571634574152995e-06,1.3406506127466855e-07
1966,5.54849111722433e-06,1.2352136025128857e-07
1967,5.693058483302593e-06,1.291747935283638e-07
1968,6.139316155895358e-06,1.3204763149587961e-07
1969,5.1462657211232e-06,9.401438916256666e-08
1970,5.110563051857753e-06,1.053108036330741e-07
1971,5.037684786657337e-06,9.506035070216967e-08
1972,5.108087407279527e-06,1.0260293947794707e-07
1973,4.965191237715771e-06,6.450448353234606e-08
1974,4.37219432569691e-06,7.425754944279106e-08
1975,4.469233317649923e-06,9.595287053798529e-08
1976,4.3748473217419814e-06,5.370715427943651e-08
1977,4.255377916706493e-06,5.641710743020667e-08
1978,4.58910699308035e-06,8.851480970406556e-08
1979,4.401854312163778e-06,1.2464703047498915e-07
1980,4.2331630538683385e-06,6.310516909024955e-08
1981,3.997747171524679e-06,5.8827609450418095e-08
1982,4.216756224195706e-06,7.883527786134437e-08
1983,4.175055437372066e-06,5.999550012347754e-08
1984,4.107437689526705e-06,7.712681338034599e-08
1985,4.082157829543576e-06,5.594468888148185e-08
1986,4.269872079021297e-06,6.71382380801333e-08
1987,4.07285961046e-06,1.5949231624290405e-07
1988,4.148415882809786e-06,1.1093624863178775e-07
1989,4.309273663238855e-06,7.024796389032417e-08
1990,4.168217856204137e-06,7.41016563665653e-08
1991,4.0502723095414694e-06,1.2484920830502233e-07
1992,4.448728759598453e-06,6.942529751086113e-08
1993,4.3266750253678765e-06,9.472044837366411e-08
1994,4.171412001596764e-06,6.435410426774979e-08
1995,4.125400664634071e-06,7.211859553990507e-08
1996,4.305171387386508e-06,1.0035613229320006e-07
1997,5.28685086464975e-06,9.829533809124769e-08
1998,4.028592229587957e-06,8.868720158261567e-08
1999,4.2132683120144065e-06,8.089256198218209e-08
2000,4.065914254169911e-06,1.2503029722665815e-07
2001,4.088984951522434e-06,9.112920196230334e-08
2002,4.152959718339844e-06,6.528019724783007e-08
2003,4.069416718266439e-06,6.667076490884938e-08
2004,3.904407094523776e-06,7.135761848076072e-08
2005,4.097961664228933e-06,9.998323946547316e-08
2006,4.070534032507567e-06,9.594683803015869e-08
2007,4.022440862172516e-06,7.589510886418793e-08
2008,3.930042566935299e-06,7.493093789889826e-08
2009,3.7659183362848125e-06,5.960240656577298e-08
2010,3.4559270716272295e-06,6.424358645062966e-08
2011,3.2744671898399247e-06,6.156594878348187e-08
2012,3.623827069532126e-06,5.2425491503527155e-08
2013,3.7814957067894284e-06,6.024509957569535e-08
2014,4.0764507502899505e-06,6.539644203940043e-08
2015,4.338946382631548e-06,5.962587579233514e-08
2016,4.75268961963593e-06,7.063269436002884e-08
2017,3.3140663617814425e-06,3.773417134311785e-08
2018,3.6594872199202655e-06,5.292006832746665e-08
2019,3.976224434154574e-06,4.719327506563786e-08
