year,tout_DET acte_NOUN,tout_DET tact_NOUN
1904,2.070305669121808e-06,1.0749250378694342e-09
1905,2.0044388122641976e-06,0.0
1906,2.0113760967888084e-06,3.600929110447737e-09
1907,2.21142263967522e-06,3.0857059130084963e-09
1908,2.140383401183499e-06,9.822778146428846e-10
1909,2.0964248506061267e-06,1.6502950117569526e-09
1910,1.9458052520349156e-06,2.67207544979442e-09
1911,1.9531092902980163e-06,3.1922244847493175e-09
1912,1.9134204478632455e-06,5.209421227725386e-10
1913,2.018848135776352e-06,2.6514948014977335e-09
1914,2.359932466333703e-06,1.3393487430235496e-09
1915,2.642424874466087e-06,4.712304768617059e-09
1916,2.699619528812036e-06,9.888715624128963e-09
1917,2.2810163216036017e-06,4.386569774084137e-09
1918,2.143357818340519e-06,0.0
1919,2.306566045717773e-06,4.603924352863942e-09
1920,2.6093911174029927e-06,3.786115865267448e-09
1921,2.2248731852414494e-06,7.572747429129834e-10
1922,2.0850046098530584e-06,6.640141769764796e-09
1923,2.4501607640559087e-06,3.1847844361720945e-09
1924,2.1967327938909875e-06,0.0
1925,2.259025791317981e-06,3.299453377181294e-09
1926,2.097703315939725e-06,0.0
1927,2.1674093204637757e-06,2.2298449753321847e-09
1928,2.26349871468301e-06,0.0
1929,2.104422748061552e-06,2.2280812750352652e-09
1930,2.3643611370971485e-06,2.100720708497761e-09
1931,2.729301911585935e-06,7.983749661377715e-09
1932,2.17875592056771e-06,2.1919073223131136e-09
1933,2.3916331315376738e-06,0.0
1934,2.148297369330976e-06,1.1981580172459871e-09
1935,1.928090540559424e-06,0.0
1936,2.0478642568377836e-06,2.424942913137329e-09
1937,1.9969513118667237e-06,0.0
1938,1.907183019511649e-06,1.2965214457594243e-09
1939,1.838344815041637e-06,0.0
1940,2.0590557312516466e-06,0.0
1941,2.1752573502453743e-06,0.0
1942,1.878177101843903e-06,3.034211770724937e-09
1943,1.6722634796906277e-06,0.0
1944,1.8347292893849954e-06,3.2131861615880553e-09
1945,2.6882739518896415e-06,0.0
1946,2.2663558070235013e-06,0.0
1947,2.4258973212454293e-06,5.960435700558264e-09
1948,2.1134949861334462e-06,7.610321262063735e-09
1949,2.1950830273453903e-06,9.817008317369869e-10
1950,2.0962297071491776e-06,0.0
1951,1.8998618145360524e-06,0.0
1952,1.8632669025464565e-06,0.0
1953,2.2722001915553847e-06,1.0773827385790469e-09
1954,2.193934449223889e-06,9.772536113672459e-10
1955,2.1417956759250956e-06,0.0
1956,2.087841323827888e-06,0.0
1957,1.965795917158175e-06,0.0
1958,1.900961535739043e-06,2.4816730892496253e-09
1959,1.919860210364277e-06,7.750747821333448e-10
1960,1.6492345764618221e-06,6.920833350854139e-10
1961,1.90171115832527e-06,4.16889545107324e-09
1962,1.842972508825369e-06,2.5367825617905737e-09
1963,1.7303158301729127e-06,0.0
1964,1.7607003996999993e-06,0.0
1965,1.894968590931967e-06,0.0
1966,1.6013465540254401e-06,5.539074754423723e-10
1967,1.7177288782477262e-06,1.4791006197611978e-09
1968,1.7044922770992343e-06,4.4914158503495116e-10
1969,2.116005020980083e-06,1.3625273131978588e-09
1970,2.100697599871637e-06,2.7592350626548523e-09
1971,1.5795433654375302e-06,5.138397485282553e-10
1972,1.6626805745545425e-06,5.130146862875051e-10
1973,1.5745710442160998e-06,2.205281512956958e-09
1974,1.7737427953079532e-06,1.1251143350321513e-09
1975,1.6774617535020298e-06,1.1422960355389478e-09
1976,1.6277838597034133e-06,5.713526873840635e-10
1977,1.7412904469438217e-06,1.1753563677885381e-09
1978,1.5659398968637106e-06,2.3762365408686037e-09
1979,1.7936298490894842e-06,3.5111840102075575e-09
1980,1.7135044458882476e-06,5.685150683554241e-10
1981,1.6345220075209e-06,1.8976649140967083e-09
1982,1.7287893570028245e-06,0.0
1983,1.6824002528892379e-06,6.315316047889041e-10
1984,1.7657980322383082e-06,0.0
1985,1.773386486547679e-06,2.4062232206745193e-09
1986,1.733605188292131e-06,0.0
1987,1.71775064927715e-06,3.0554083707556856e-09
1988,1.736002346319765e-06,5.996553809062277e-10
1989,1.7836396892789708e-06,1.0976244357863152e-09
1990,2.0628592665161705e-06,0.0
1991,1.9120099210567787e-06,0.0
1992,1.940602373906586e-06,0.0
1993,1.837909010760086e-06,5.539207426075166e-10
1994,1.8931712020275882e-06,0.0
1995,1.8653231421694727e-06,1.0844901643380922e-09
1996,1.988973195921062e-06,0.0
1997,2.0963278188901313e-06,0.0
1998,2.024070909101283e-06,4.768129224785866e-10
1999,2.0867538808033714e-06,0.0
2000,2.1210968839113775e-06,2.2090156370779823e-09
2001,1.9592779096910817e-06,2.6287270138425356e-09
2002,2.1998112629262323e-06,1.752488598683044e-09
2003,2.040125451685526e-06,0.0
2004,2.0204777939625274e-06,4.404791253964646e-10
2005,2.0383970138482255e-06,1.3511248786457486e-09
2006,2.012824594999074e-06,2.8825228870488218e-09
2007,1.8790031788284978e-06,0.0
2008,1.756193825031005e-06,0.0
2009,1.883436056004939e-06,9.53638501499654e-10
2010,1.8455858850074947e-06,2.8342759250676863e-09
2011,1.5597982070403305e-06,7.64794394481072e-10
2012,1.4103819410138385e-06,6.808505426114664e-10
2013,1.6879785107448697e-06,1.1156500168141292e-09
2014,1.5651837372843147e-06,1.2992671383216248e-09
2015,1.7994159549061806e-06,2.438232948875907e-09
2016,1.7013986877145726e-06,1.4499380585064614e-09
2017,1.8560180592430697e-06,2.264050280587071e-09
2018,1.6141911487466132e-06,1.8070267504555204e-09
2019,1.3686049840089254e-06,2.5509878653906526e-09
