year,tout_ADV aux_ADP,tout_ADV tôt_ADV
1901,2.3472702948001967e-08,1.676621730339889e-09
1902,2.7497589982772297e-08,4.910283846193408e-10
1903,2.2680925582108102e-08,0.0
1904,1.289910045443321e-08,5.374625189347171e-10
1905,1.9610884915977067e-08,0.0
1906,3.961021910470208e-08,1.0288369045596824e-09
1907,1.8514236144184792e-08,0.0
1908,2.504808493952737e-08,6.875944702500192e-09
1909,3.685658933605396e-08,0.0
1910,3.580580942852407e-08,5.344150677544235e-10
1911,1.4897048039586025e-08,2.128149656499545e-09
1912,2.5005222337171062e-08,1.5628263128064646e-09
1913,2.91664441487427e-08,0.0
1914,3.080502031238552e-08,0.0
1915,2.238344798399794e-08,0.0
1916,3.076489463182952e-08,0.0
1917,2.19328495365545e-08,0.0
1918,1.8378202071289707e-08,2.2972752589112133e-09
1919,1.2890987832747669e-08,0.0
1920,2.1959472462640406e-08,0.0
1921,1.5145495135815423e-08,7.572747429129834e-10
1922,1.8444839211539943e-08,1.4755870969551665e-09
1923,1.0615948120573648e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,1.7833821530643945e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,3.0850310528407476e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,1.1140406375176326e-09
1930,1.470504518152893e-08,4.201441416995522e-09
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,8.767629289252454e-09,0.0
1933,1.720599263066447e-08,0.0
1934,2.2765002327673756e-08,1.1981580172459871e-09
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,1.2124714565686645e-08,0.0
1937,1.2591118370153254e-08,0.0
1938,1.1668693011834819e-08,0.0
1939,7.647025235257843e-09,0.0
1940,2.0286263113789005e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211704111556e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,0.0,0.0
1946,1.8097434661967782e-08,0.0
1947,1.90733930871545e-08,0.0
1948,1.7395020535104777e-08,3.2615663503321457e-09
1949,9.817008539414473e-09,0.0
1950,1.9143649998554224e-08,0.0
1951,2.0256663124662566e-08,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,8.795282724349818e-09,0.0
1955,1.595553378308523e-08,0.0
1956,8.72114114258693e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,4.136121722897457e-09,0.0
1959,1.7826720766223048e-08,0.0
1960,8.997083578154985e-09,0.0
1961,4.168895617606694e-09,0.0
1962,8.244543381330516e-09,1.2683912808952869e-09
1963,5.819448034571906e-09,6.466053248388448e-10
1964,1.0342746104008427e-08,0.0
1965,9.302474013317408e-09,0.0
1966,1.1078149952936656e-08,0.0
1967,1.0846737952263652e-08,4.930335584241163e-10
1968,2.200793763895703e-08,1.7965663401398047e-09
1969,1.362527324300089e-08,2.2708788183223305e-09
1970,1.1036939723263473e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,1.846852804021637e-08,1.5390440033513642e-09
1973,1.1026407453762488e-08,5.513203782392395e-10
1974,6.750685843659454e-09,5.625571675160757e-10
1975,5.140332159925265e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,1.2928920378740827e-08,5.876781838942691e-10
1978,1.1287123458103565e-08,0.0
1979,7.022368020415115e-09,5.851973350345929e-10
1980,6.253665585376211e-09,5.685150683554241e-10
1981,2.5302198669585607e-09,0.0
1982,9.9320033308814e-09,6.207502289967692e-10
1983,1.0736036948344463e-08,0.0
1984,1.159801704675445e-08,1.739702604197646e-09
1985,6.015558162708601e-09,1.2031116103372597e-09
1986,1.019062523255343e-08,5.994485463567401e-10
1987,8.555143982125202e-09,0.0
1988,4.797243047249822e-09,5.996553809062277e-10
1989,8.780995486290522e-09,1.0976244357863152e-09
1990,1.3621627825699534e-08,0.0
1991,5.275318626374315e-09,1.7584396161396398e-09
1992,8.26491608485469e-09,0.0
1993,1.0524493831987058e-08,0.0
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,4.337960657352369e-09,0.0
1996,9.074756723848054e-09,5.338092190498855e-10
1997,5.753873377756236e-09,0.0
1998,9.536258005482523e-09,1.9072516899143466e-09
1999,6.398281821029528e-09,0.0
2000,4.859834756842929e-09,0.0
2001,6.571817756650944e-09,0.0
2002,1.0076809331405201e-08,0.0
2003,5.000307390368164e-09,0.0
2004,5.285749615779878e-09,1.7619165015858584e-09
2005,3.15262471684008e-09,0.0
2006,5.353256837814513e-09,0.0
2007,7.988958827809256e-09,3.994479469415779e-10
2008,6.811903568992861e-09,4.257439678578834e-10
2009,4.76819250749827e-09,0.0
2010,7.085689812669216e-09,9.447586046817946e-10
2011,2.6767803251726008e-09,3.82397197240536e-10
2012,8.170206733382201e-09,1.0212758416727752e-09
2013,4.7415126269712005e-09,5.578250084070646e-10
2014,4.3308902714089825e-09,6.496335691608124e-10
2015,9.309616411101729e-09,6.649726325136385e-10
2016,1.3877977989018575e-08,1.2428040818690533e-09
2017,5.0312225496895735e-09,7.54683426862357e-10
2018,5.6792268665617485e-09,5.162933414126769e-10
2019,6.632568272380013e-09,1.02039510174734e-09
