year,était_VERB en_ADP,était_VERB tant_ADV,etait_VERB en_ADP,etait_VERB tant_ADV
1800,1.0504653801035602e-05,4.7162465932615305e-08,7.545995117652637e-08,0.0
1801,1.0924865819106344e-05,4.0480102825313224e-08,3.5717739876872656e-08,0.0
1802,8.953598808147945e-06,4.0281122437590966e-08,4.0281122437590966e-08,0.0
1803,9.765348295331933e-06,6.436119548425268e-08,3.510610602219799e-08,0.0
1804,1.3372713510761969e-05,1.9774807569206132e-08,5.190887142347833e-08,0.0
1805,9.984186362999026e-06,1.421438877713399e-08,2.558589917711629e-08,0.0
1806,1.1884003470186144e-05,5.4751712497136396e-08,4.8988376022407465e-08,0.0
1807,1.582337608851958e-05,5.693910054560547e-08,6.832692145408714e-08,0.0
1808,1.1507123417686671e-05,2.2660739062985158e-08,7.704651894258063e-08,0.0
1809,1.4685957467008848e-05,2.4849335034105025e-08,1.2424668227595248e-07,0.0
1810,1.2185039850010071e-05,3.2761775514700275e-08,5.8503168531842675e-08,0.0
1811,1.8096079656970687e-05,3.259199843341776e-08,7.270522672797597e-08,0.0
1812,1.6264635632978752e-05,7.734903562095496e-08,8.00162425207418e-08,0.0
1813,1.8729704606812447e-05,1.1502966401621961e-07,1.2365688917270745e-07,0.0
1814,1.8194086806033738e-05,5.034683425719777e-08,5.034683425719777e-08,0.0
1815,1.8778069716063328e-05,3.776112933451259e-08,8.90083740046066e-08,0.0
1816,1.708073978079483e-05,1.0429217667251578e-07,4.1716869958463576e-08,0.0
1817,2.1392997950897552e-05,6.85024303948012e-08,6.227493865029743e-08,0.0
1818,2.044005123025272e-05,7.510341504257667e-08,6.199012148044858e-08,0.0
1819,2.01058792299591e-05,6.107119787657211e-08,6.728182455617571e-08,0.0
1820,2.193993714172393e-05,5.93324074316115e-08,9.730514616279606e-08,0.0
1821,2.181755735364277e-05,4.7335142028259725e-08,1.0255947557880063e-07,9.86148829262845e-10
1822,2.3111049813451245e-05,7.118187284049782e-08,7.418955760840618e-08,0.0
1823,2.4961691451608203e-05,7.115534828017189e-08,4.249555374258307e-08,0.0
1824,2.4017856048885733e-05,1.1536924660049408e-07,5.136878566958103e-08,2.5263338088166165e-09
1825,2.3954327843966894e-05,1.2503728896717803e-07,5.811592274085342e-08,8.805443041381977e-10
1826,2.387316089880187e-05,8.103345550125596e-08,1.3123896791533696e-07,0.0
1827,2.6107003577635624e-05,7.097300169789378e-08,1.0599863864424464e-07,0.0
1828,2.548707379901316e-05,7.33784091266898e-08,1.8894940956304396e-07,0.0
1829,3.028217179235071e-05,1.1316592463117559e-07,1.0716469811544727e-07,8.57317605795771e-10
1830,2.723701072682161e-05,1.4820307114860043e-07,7.931995482657328e-08,4.174734336004349e-09
1831,2.550565477577038e-05,6.860130952190957e-08,8.107427351689012e-08,0.0
1832,2.6817751859198324e-05,1.2312271735481772e-07,7.712082483735117e-08,0.0
1833,2.709989894356113e-05,1.158362863407092e-07,4.401778908036391e-08,0.0
1834,2.6145087758777663e-05,8.961149688957448e-08,6.160790522180548e-08,0.0
1835,2.6971483748639002e-05,5.7479468296151026e-08,6.731148260996633e-08,1.5126175867408165e-09
1836,2.6290230380254798e-05,1.0685992890557827e-07,3.8308274774578877e-08,2.016224964762614e-09
1837,2.7292328013572842e-05,1.0019363116953173e-07,4.0355767172428614e-08,0.0
1838,2.8186328563606367e-05,8.584540012179787e-08,4.229148586887277e-08,0.0
1839,2.680251964193303e-05,9.718150550952487e-08,5.9427538667833346e-08,0.0
1840,3.0001234335941263e-05,8.216898095270153e-08,5.3505384289831426e-08,0.0
1841,2.848476287908852e-05,7.76886395215115e-08,5.1364388298225094e-08,0.0
1842,3.064134216401726e-05,1.2209042665745073e-07,7.043678174056822e-08,6.708265054555795e-10
1843,2.760122333711479e-05,6.438533262098645e-08,5.906911143549465e-08,0.0
1844,3.034460860362742e-05,7.519329159322297e-08,5.049476403673481e-08,0.0
1845,2.9978100428706966e-05,7.589110140315825e-08,4.798996011690093e-08,5.580227946389016e-10
1846,2.8665393983828835e-05,7.20103656703941e-08,4.6836010625384006e-08,5.854501328173001e-10
1847,2.890228461183142e-05,6.25613978399997e-08,6.84939411854657e-08,0.0
1848,2.7029531338484958e-05,7.401604307233356e-08,5.631655042304118e-08,0.0
1849,2.771659092104528e-05,9.384945087731467e-08,6.535943386509757e-08,8.379414939696517e-10
1850,2.7677378966473043e-05,5.838536765168101e-08,5.906426459034719e-08,0.0
1851,2.8698712412733585e-05,5.159551008659946e-08,3.4826967976187007e-08,0.0
1852,2.6620318749337457e-05,5.078225484567156e-08,3.776116330733714e-08,0.0
1853,2.7551506718737073e-05,5.852493245583901e-08,4.2997910787434535e-08,0.0
1854,2.713643516472075e-05,9.767849462605227e-08,5.819144260899023e-08,0.0
1855,2.8601738449651748e-05,9.393278332936461e-08,4.404757802944914e-08,0.0
1856,2.753798798948992e-05,6.782117623060913e-08,3.98643568710888e-08,0.0
1857,2.908158967329655e-05,6.59003731584562e-08,3.465871434293888e-08,0.0
1858,2.8846263376181014e-05,6.361779014696367e-08,3.1808895073481835e-08,0.0
1859,2.9613025617436506e-05,9.114990007219603e-08,3.6154432336843456e-08,1.5276520048956854e-09
1860,2.9765427825623192e-05,9.428998737348593e-08,4.027921818305913e-08,0.0
1861,2.8060456315870397e-05,7.309743921268819e-08,4.150048238393822e-08,4.715963730639317e-10
1862,2.9710277885897085e-05,1.1069066374602698e-07,3.659569025593612e-08,0.0
1863,2.8783500965801068e-05,7.941446966697185e-08,4.145535470456707e-08,4.994620828036034e-10
1864,2.7224465156905353e-05,7.431828663584383e-08,3.691940542172034e-08,0.0
1865,2.838603722921107e-05,5.742350239756888e-08,2.9182435246077887e-08,0.0
1866,2.9020948204561137e-05,1.0071818934420662e-07,3.7951779718881085e-08,9.731225825149181e-10
1867,2.9046503186691552e-05,7.570385918143074e-08,3.202855580752839e-08,4.85281148598915e-10
1868,2.783767195069231e-05,6.718228462432307e-08,2.76632952100897e-08,0.0
1869,2.8540751372929662e-05,7.66712489053134e-08,7.71595997095531e-08,0.0
1870,3.0044122468098067e-05,1.0091925872757201e-07,5.447346307363432e-08,0.0
1871,2.8196040148031898e-05,6.372706451429622e-08,4.354682658913589e-08,0.0
1872,2.9624705348396674e-05,6.047338985126771e-08,4.595977975974108e-08,1.8142017887967654e-09
1873,2.7120191589347087e-05,6.165584665041024e-08,3.831042860724665e-08,0.0
1874,2.862972905859351e-05,9.320390148559454e-08,1.3741600746186577e-08,0.0
1875,2.7450170819065534e-05,7.437985516389745e-08,2.803548326824057e-08,0.0
1876,2.737212344072759e-05,8.706261667157378e-08,1.6928840551599933e-08,0.0
1877,2.6780871849041432e-05,8.34950171224591e-08,2.5976227391311113e-08,0.0
1878,2.749717896222137e-05,7.367687970827319e-08,3.0799351957710996e-08,0.0
1879,2.7368554583517835e-05,8.064309042765672e-08,2.5048234486568788e-08,0.0
1880,2.7077534468844533e-05,4.941741593711413e-08,1.8611753915820373e-08,0.0
1881,2.6955714929499663e-05,1.1504637598136469e-07,2.6495529548142827e-08,0.0
1882,2.7774252885137685e-05,7.254369904785563e-08,4.592215852028403e-08,0.0
1883,2.67876785073895e-05,4.613117354779206e-08,1.95899512722697e-08,0.0
1884,2.6588993932818994e-05,6.271611852071146e-08,2.178559910248623e-08,6.601696966868076e-10
