year,était_VERB en_ADP,était_VERB tant_ADV,etait_VERB en_ADP,etait_VERB tant_ADV
1885,2.635169221321121e-05,7.8636752220973e-08,3.0294487363136113e-08,0.0
1886,2.6363044526078738e-05,7.873225627008651e-08,2.904058704622514e-08,0.0
1887,2.5876739528030157e-05,6.528924956228366e-08,2.6768590677406223e-08,0.0
1888,2.636047065607272e-05,8.68664216113757e-08,2.663058107366112e-08,0.0
1889,2.5932653443305753e-05,8.457934796979316e-08,3.4458251363389536e-08,0.0
1890,2.5438228476559743e-05,6.095579152542996e-08,2.6872984115744458e-08,0.0
1891,2.5185818230966106e-05,5.928024648937935e-08,5.609313724619369e-08,0.0
1892,2.530222263885662e-05,6.958048714977849e-08,3.6984222795410915e-08,0.0
1893,2.531109203118831e-05,6.035248389935077e-08,3.387129199339256e-08,0.0
1894,2.5558412744430825e-05,5.734400687629204e-08,6.364554749893614e-08,0.0
1895,2.6299539968022145e-05,6.740847879882494e-08,3.8519131440040155e-08,0.0
1896,2.5732275389600545e-05,4.8355637716213096e-08,3.833068834557807e-08,5.89702897624278e-10
1897,2.441567812638823e-05,7.108590693860606e-08,3.4960280781426434e-08,0.0
1898,2.4758131985436194e-05,6.620275172508627e-08,3.225262235062587e-08,5.6583548957434e-10
1899,2.5833138352027163e-05,6.522542150833033e-08,4.311511325738593e-08,0.0
1900,2.4862029022187926e-05,5.294874227956825e-08,4.2047532122779785e-08,5.191053142894475e-10
1901,2.395277624600567e-05,5.7005138387467014e-08,3.7444551015397565e-08,1.676621730339889e-09
1902,2.2169440853758715e-05,3.5845072687834545e-08,2.9461702855115846e-08,0.0
1903,2.444463643769268e-05,5.34621804604285e-08,4.968202560462487e-08,0.0
1904,2.45233404712053e-05,5.0521478556220245e-08,3.439760298817873e-08,0.0
1905,2.423853766231332e-05,6.03808842924991e-08,2.7868098939620722e-08,0.0
1906,2.435822898405604e-05,4.423998589686562e-08,3.858138342138773e-08,0.0
1907,2.349353781028185e-05,3.7028470956101955e-08,3.3428480872288446e-08,5.142843373384665e-10
1908,2.398525975877419e-05,6.826830656336824e-08,3.6835418271152776e-08,0.0
1909,2.3776350644766353e-05,5.0609049395689e-08,3.6306492923188216e-08,0.0
1910,2.328393020434305e-05,6.306098043751263e-08,3.7943469699541765e-08,0.0
1911,2.4467868570354767e-05,5.905615196866165e-08,3.298631945369834e-08,0.0
1912,2.410555498499889e-05,4.323819524643113e-08,3.22984119449643e-08,0.0
1913,2.3480048184865154e-05,5.568139371803227e-08,3.606033005532083e-08,2.6514948014977335e-09
1914,2.3312704797717743e-05,5.089525245693949e-08,4.687720545071272e-08,0.0
1915,2.4601764380349778e-05,4.7123048574349014e-08,3.062998121805549e-08,0.0
1916,2.5068993636523373e-05,5.933229374477378e-08,4.0653608035512434e-08,0.0
1917,2.5661433028290048e-05,5.04455535121906e-08,6.141197772535634e-08,0.0
1918,2.600056177470833e-05,4.3648228142956214e-08,3.9053680289669046e-08,0.0
1919,2.4971684979391284e-05,6.813807829075813e-08,3.222746913777996e-08,0.0
1920,2.4403789211646654e-05,4.846228307542333e-08,3.331781917026433e-08,0.0
1921,2.385415427852422e-05,4.392193631019836e-08,5.073740894090406e-08,0.0
1922,2.4560409656260163e-05,4.205423209668879e-08,3.688967598058923e-08,7.377935484775833e-10
1923,2.386571213719435e-05,5.201814445854325e-08,3.3971033985835675e-08,0.0
1924,2.4354856577701867e-05,6.961477083677892e-08,4.383152285569736e-08,0.0
1925,2.3682376195210963e-05,6.378942885021388e-08,6.708888378170741e-08,0.0
1926,2.3459277144866064e-05,5.9074533709235766e-08,3.9011485264417445e-08,0.0
1927,2.5134811949101277e-05,6.13207333799437e-08,5.797597069090443e-08,0.0
1928,2.3105740183382295e-05,5.0274582719112004e-08,1.942427008128078e-08,0.0
1929,2.441531432850752e-05,7.464072382390441e-08,5.570203231997084e-08,0.0
1930,2.3534374122391455e-05,5.671945757512731e-08,3.2561171536826805e-08,0.0
1931,2.2721751520293765e-05,6.615106684648708e-08,4.21998205268892e-08,0.0
1932,2.368027162447106e-05,5.041386685888938e-08,2.9590749850427756e-08,0.0
1933,2.4543774998164736e-05,6.308864186621577e-08,4.473558190554172e-08,0.0
1934,2.361209953960497e-05,3.714289675826876e-08,3.5944740517379614e-08,0.0
1935,2.2952775907469913e-05,5.0266791618014395e-08,4.0692165192979246e-08,0.0
1936,2.20863803406246e-05,6.062357016389797e-08,3.6374144585238355e-08,0.0
1937,2.2925907614990138e-05,3.903246792447135e-08,4.91053595563784e-08,0.0
1938,2.2357215129886754e-05,2.5930429359277696e-08,4.5378251711802875e-08,0.0
1939,2.19408448174363e-05,5.8117393564316444e-08,4.894096328200703e-08,0.0
1940,2.1234645828371868e-05,2.7893612752905028e-08,1.1664601551331089e-07,0.0
1941,2.1661076971213333e-05,7.083606590185809e-08,5.017554549624492e-08,0.0
1942,2.1597519662464038e-05,3.3376331032286544e-08,6.978687139280737e-08,0.0
1943,2.452943408570718e-05,5.516146828199453e-08,2.0322646676618206e-08,0.0
1944,2.427883373457007e-05,5.462416652335378e-08,1.4459337904781933e-07,0.0
1945,2.789792233670596e-05,6.099811145077183e-08,6.535512397931598e-08,0.0
1946,2.5028753952938132e-05,5.568441707737293e-08,3.61948711002924e-08,0.0
1947,2.562748886703048e-05,4.172304812755101e-08,4.649139739854036e-08,0.0
1948,2.2732030629413202e-05,5.762100485640076e-08,2.5005342241257722e-08,1.0871887834440486e-09
1949,2.2832398826722056e-05,4.417653798327592e-08,5.006674341778705e-08,0.0
1950,2.168975697713904e-05,3.403315673722318e-08,4.4668517773516214e-08,0.0
1951,2.3732280169497244e-05,5.543929049167673e-08,5.117472845483917e-08,0.0
1952,2.195006345573347e-05,4.5342655852209646e-08,8.541291052210909e-08,0.0
1953,2.254962055303622e-05,5.710128547775639e-08,8.834538434143724e-08,0.0
1954,2.2491491108667105e-05,6.058972701339371e-08,3.224936939716372e-08,9.772536113672459e-10
1955,2.1098845536471345e-05,3.2849627018549654e-08,1.238900253497377e-07,0.0
1956,2.1982508769724518e-05,4.883839466174322e-08,2.712275097849215e-07,0.0
1957,2.2096428438089788e-05,5.3893728590992396e-08,1.546131613849866e-07,0.0
1958,2.1740283045801334e-05,4.053399393910695e-08,1.2904699531191e-07,0.0
1959,2.1533127437578514e-05,3.8753739772801055e-08,4.960478516835565e-08,0.0
1960,2.1518255380215123e-05,3.5296249478733444e-08,5.398250202404142e-08,0.0
1961,2.1781785108032636e-05,4.377340445671507e-08,7.087122533278034e-08,6.948159270159238e-10
1962,2.307267095602583e-05,4.312530421657357e-08,7.864025874937397e-08,0.0
1963,2.275662700412795e-05,5.560805860227447e-08,1.1056950910415253e-07,0.0
1964,2.2412730686482973e-05,5.41473177406715e-08,5.1713729298796807e-08,0.0
1965,2.181922536692582e-05,3.6115487489496445e-08,5.2531615502005025e-08,0.0
1966,2.2397249267669395e-05,3.6557892713062756e-08,4.597431968456078e-08,0.0
1967,2.2139671273180284e-05,5.0289422404148354e-08,4.733122338507201e-08,0.0
1968,2.3155495000537485e-05,6.961694509755034e-08,4.985471757645854e-08,0.0
1969,2.126587241946254e-05,3.451735963722058e-08,4.7688456739081175e-08,4.5417578031781147e-10
1970,2.050111652351916e-05,4.920635632288395e-08,5.104584777093635e-08,0.0
1971,2.0549992768792436e-05,3.7510300643361916e-08,4.419021770729614e-08,0.0
1972,2.0315381334512495e-05,4.104117579117883e-08,5.848367212735184e-08,0.0
1973,2.0664590920205228e-05,3.3630541906859435e-08,5.458071838937428e-08,0.0
1974,1.9717066606972367e-05,3.825388716904854e-08,6.075617298151315e-08,0.0
1975,1.9303661247249693e-05,3.7695770060963696e-08,5.140332026698502e-08,0.0
1976,2.0112756828893907e-05,2.3425460682346966e-08,4.399415542977181e-08,0.0
1977,1.9465664081508294e-05,4.525121966025836e-08,7.4047450837611e-08,0.0
1978,2.009167474170681e-05,2.970295653881294e-08,5.999997298999915e-08,0.0
1979,2.0624109311029315e-05,3.6867433550469286e-08,5.793453716762542e-08,0.0
1980,2.035340730799362e-05,3.240536017301565e-08,7.16328969474489e-08,0.0
1981,2.01082893909188e-05,4.2381181231121445e-08,6.452060574702045e-08,0.0
1982,2.087583015963901e-05,6.021276988121826e-08,6.952402564763815e-08,0.0
1983,2.1615433070110157e-05,4.862793190341108e-08,6.504775562632403e-08,0.0
1984,2.07987231988227e-05,4.233276129639307e-08,4.697197031333644e-08,0.0
1985,2.08457131520845e-05,4.271046094572739e-08,4.932757668996146e-08,6.015558051686298e-10
1986,2.1448868210427463e-05,4.1961399688261736e-08,6.533989038715049e-08,0.0
1987,2.0855606635450386e-05,4.766437200487417e-08,4.827545208030415e-08,0.0
1988,2.1154643036425114e-05,6.296381371839743e-08,7.675588786781873e-08,0.0
1989,2.14667907130206e-05,4.664903840989609e-08,6.036934507847036e-08,0.0
1990,2.153579225705471e-05,3.378163526690514e-08,7.464651652355769e-08,0.0
1991,2.12226077564992e-05,4.5719428243273796e-08,4.396098773895574e-08,0.0
1992,2.175215740862768e-05,4.573253775674857e-08,4.022259147973273e-08,0.0
1993,2.198012953158468e-05,4.3759737167192725e-08,4.929894714678085e-08,0.0
1994,2.169840990973171e-05,3.586950114708998e-08,5.5386730757334135e-08,0.0
1995,2.1363914129324257e-05,4.554858534788764e-08,5.802022329248757e-08,5.422450821690461e-10
1996,2.1638490579789504e-05,3.95018808774239e-08,4.964425670550554e-08,0.0
1997,2.140153264917899e-05,4.027711497656128e-08,8.43901464264718e-08,4.79489448146353e-10
1998,2.1795594875584356e-05,5.674073833006332e-08,1.2683224070997312e-07,0.0
1999,2.171759660996031e-05,5.255731494457905e-08,1.2111032710038216e-07,0.0
2000,2.1384597857831977e-05,4.63893314872621e-08,6.538686747603606e-08,0.0
2001,2.1763669792562723e-05,4.1183390919741214e-08,4.42502372521858e-08,0.0
2002,2.2520793208968826e-05,5.169841443830592e-08,4.819343679685062e-08,0.0
2003,2.3389771740767173e-05,4.750292248445476e-08,5.3753305806480967e-08,0.0
2004,2.3238357243826613e-05,4.845270495934528e-08,5.594084839799507e-08,0.0
2005,2.3036229322315194e-05,4.909087181204086e-08,4.008337217697999e-08,4.5037495954858286e-10
2006,2.367869092267938e-05,5.270899094966808e-08,4.817931209544213e-08,0.0
2007,2.6524143322603777e-05,5.752050569185485e-08,3.155638861329635e-08,3.994479469415779e-10
2008,2.7666119422065094e-05,5.364373834026992e-08,4.044567769589946e-08,8.514879357157668e-10
2009,3.038912109332159e-05,5.292693572300777e-08,2.4794601927169424e-08,0.0
2010,3.457580169197172e-05,5.1961723812610217e-08,1.5116137674908714e-08,4.723793023408973e-10
2011,3.6865767469862476e-05,6.691951170978427e-08,5.582998996445099e-08,0.0
2012,4.297664781915955e-05,8.510631488434228e-08,1.4297862005463458e-08,0.0
2013,4.687487307819538e-05,7.865332918299828e-08,2.091843764873147e-08,0.0
2014,4.8449237510794774e-05,8.445235977205812e-08,1.5591205215770287e-08,0.0
2015,4.7225468733813614e-05,9.353948371426668e-08,1.3077795291138727e-08,0.0
2016,4.832664126297459e-05,9.983858717532712e-08,7.456824269169715e-09,0.0
2017,4.7333993279607967e-05,8.779483806620192e-08,5.534345121072093e-09,0.0
2018,5.015066926716827e-05,9.499797215539729e-08,3.355906574853407e-08,0.0
2019,4.722720041172579e-05,8.23969017460513e-08,4.3366792379373464e-09,0.0
