year,avaient_VERB eu_VERB,avaient_VERB tu_VERB
1987,2.716869175856118e-06,4.277571630240118e-09
1988,2.7032465368392877e-06,5.396898483667201e-09
1989,2.9103512133588083e-06,2.7440609784434855e-09
1990,2.652948069226113e-06,2.724325431913144e-09
1991,2.6716559204942314e-06,5.861465202094962e-10
1992,2.8249482966202777e-06,3.856960972825618e-09
1993,2.8421673050615937e-06,3.323524566667402e-09
1994,2.792018676700536e-06,2.1099706426497278e-09
1995,2.7692456114891684e-06,1.626735190995987e-09
1996,2.6759855700220214e-06,2.6690460952494277e-09
1997,2.7690516617440153e-06,3.835915585170824e-09
1998,2.7521641641214956e-06,1.43043876743576e-09
1999,2.7672567739500664e-06,2.7421207526856506e-09
2000,2.6883722057391424e-06,1.7672125984802278e-09
2001,2.6975121727446094e-06,3.5049694258049158e-09
2002,2.80003860098077e-06,1.0953053575235572e-08
2003,2.8643428322538966e-06,2.5001538617175356e-09
2004,2.9186146548454417e-06,3.0833537945085254e-09
2005,2.856277887985925e-06,5.854874363109275e-09
2006,2.887052687583491e-06,4.529678854225949e-09
2007,3.11849021272792e-06,6.7906151812735516e-09
2008,3.158594608976273e-06,3.8316958494988285e-09
2009,3.41784038937476e-06,6.198650481792356e-09
2010,3.870676209771773e-06,5.668551850135373e-09
2011,3.857240699289832e-06,4.971163480860241e-09
2012,4.562719823297812e-06,6.808505315092361e-09
2013,4.952649305778323e-06,7.2517249982695375e-09
2014,5.433102160168346e-06,5.630157673408576e-09
2015,5.042930752097163e-06,6.206410940734486e-09
2016,5.262860668153735e-06,4.556948152156792e-09
2017,4.765322501043556e-06,8.049956257139002e-09
2018,5.0787775762728415e-06,8.002547069452248e-09
2019,5.122383299749345e-06,6.377469219387422e-09
