year,avaient_VERB eu_VERB,avaient_VERB tu_VERB
1800,2.920928864114103e-06,6.288328968651058e-09
1801,2.666924501681933e-06,0.0
1802,2.4728133212192915e-06,0.0
1803,2.636858653204399e-06,3.900678446910888e-09
1804,3.6237333915778436e-06,0.0
1805,2.6609334327076795e-06,2.842877711017877e-09
1806,2.665543888724642e-06,2.881669125542885e-09
1807,5.819176294608042e-06,2.8469551160981155e-09
1808,2.678499413377722e-06,2.2660739951163578e-09
1809,3.9307133192778565e-06,0.0
1810,3.4399863579892553e-06,2.3401267590372754e-09
1811,4.821108632313553e-06,0.0
1812,4.491578692977782e-06,0.0
1813,4.468902716325829e-06,5.751483289628823e-09
1814,3.731959168362664e-06,3.1466771410748606e-09
1815,5.782847438240424e-06,2.697223555614414e-09
1816,4.271344096196117e-06,4.6352077731626196e-09
1817,5.372769919631537e-06,9.341240669868967e-09
1818,5.265584150038194e-06,1.668964877410417e-08
1819,6.149558885226725e-06,2.070210003424222e-09
1820,6.6808288465836085e-06,3.5599443393152796e-09
1821,6.580571152881021e-06,9.86148829262845e-10
1822,6.089559065003414e-06,3.0076847679083585e-09
1823,6.825971922808094e-06,2.9648061783404955e-09
1824,6.390782345988555e-06,0.0
1825,6.159407348604873e-06,8.805443041381977e-10
1826,6.24838412477402e-06,8.807984341885344e-10
1827,7.009736236796016e-06,1.8434546111834038e-09
1828,6.781999672966776e-06,9.172301251858528e-10
1829,7.746722076262813e-06,1.2002446148073886e-08
1830,6.818384918005904e-06,5.218417697960831e-09
1831,6.434490842366358e-06,1.5591206103948707e-09
1832,6.727100753778359e-06,1.3529969367098715e-09
1833,6.7949563344882336e-06,4.6334514003376626e-09
1834,6.630317329836544e-06,7.467624740797874e-09
1835,6.739467607985716e-06,5.294161553592858e-09
1836,7.173056474130135e-06,5.376600054063374e-09
1837,7.209766408777796e-06,9.74104708006962e-09
1838,7.589743290736806e-06,5.680945491803868e-09
1839,7.096347417245852e-06,8.38977065598101e-09
1840,8.220083145715762e-06,4.458782232319436e-09
1841,6.756343282177113e-06,1.926164561183441e-09
1842,7.515269317082129e-06,6.708265054555795e-10
1843,6.93057882017456e-06,4.134837805480629e-09
1844,7.72734529164154e-06,5.488561161115513e-09
1845,7.499268122046487e-06,1.1160455892778032e-09
1846,7.428191111102933e-06,0.0
1847,7.663770702492911e-06,2.6966118227278457e-09
1848,6.998538538027788e-06,3.218088684420195e-09
1849,7.176131020969478e-06,5.865590679832167e-09
1850,7.076849669829244e-06,4.752297222410107e-09
1851,7.084708613547264e-06,3.8696632564949596e-09
1852,6.328901235974627e-06,1.9531636308300904e-09
1853,6.757240953447763e-06,4.777545470346922e-09
1854,6.327280061668716e-06,2.0782657816909023e-09
1855,6.805085376981879e-06,5.837630823180007e-09
1856,6.017447049089242e-06,8.28350277259915e-09
1857,6.2219714891398326e-06,5.369659827891837e-09
1858,6.550185389642138e-06,3.4255731584664773e-09
1859,6.9197544689814094e-06,3.5645213447565993e-09
1860,7.124844614736503e-06,9.154367819341758e-10
1861,6.41418228042312e-06,2.8295783494058924e-09
1862,6.349126124405302e-06,3.162590411776023e-09
1863,6.2432759477815125e-06,1.4983863039219614e-09
1864,6.1621844906767365e-06,3.835782358407869e-09
1865,6.6182938098791055e-06,2.8241067262513297e-09
1866,6.695083357044496e-06,2.919367858567057e-09
1867,6.007295269228052e-06,4.85281148598915e-09
1868,5.975271506031277e-06,2.9639244392143382e-09
1869,6.207441401784308e-06,1.953407657850903e-09
1870,6.12683106737677e-06,1.7202146374017957e-09
1871,6.588316409761319e-06,0.0
1872,6.364824457705254e-06,6.047339295989218e-10
1873,5.823185347253457e-06,5.387403856360606e-09
1874,5.764302841271274e-06,2.9873046258899194e-09
1875,6.088277132221265e-06,2.2886108563824337e-09
1876,5.623398465104401e-06,2.418405919968336e-09
1877,5.498301561601693e-06,9.27722432209066e-09
1878,5.818661975354189e-06,1.8117265465633636e-09
1879,5.583923211816e-06,4.887460214320072e-09
1880,5.172142209630692e-06,3.2089231272180996e-09
1881,5.508280992216896e-06,6.972507571312292e-10
1882,5.437449544842821e-06,3.9932310791357395e-09
1883,4.900015483144671e-06,3.159669414998234e-09
1884,5.626626261800993e-06,0.0
1885,5.25125960848527e-06,1.2891271383708158e-09
1886,5.198265171202365e-06,1.2906927748801422e-09
1887,4.997891664970666e-06,1.3057849246322917e-09
1888,5.008451353205601e-06,6.340614699951175e-10
1889,5.039676125306869e-06,2.5060546970934183e-09
1890,4.854834060097346e-06,1.3108772956016423e-09
1891,4.836120751861017e-06,1.2748440081367107e-09
1892,4.9138866415887605e-06,2.5074049503359674e-09
1893,4.7610719775548205e-06,6.774258043407144e-09
1894,4.8691995289118495e-06,1.8904617871129403e-09
1895,4.772761258209357e-06,9.027921521465032e-09
1896,4.928147063765209e-06,4.717623180994224e-09
1897,4.625245310307946e-06,1.7480140668268973e-09
1898,4.683986389864003e-06,2.26334195829736e-09
1899,4.6730147005291656e-06,2.2110313580014918e-09
1900,4.508429810812231e-06,1.5573159428683425e-09
1901,4.6302702685352415e-06,2.794369402536745e-09
1902,3.8668486013193615e-06,2.455141867585553e-09
1903,4.3342170101823285e-06,4.320176216765503e-09
1904,4.449114840099355e-06,5.374625189347171e-09
1905,4.433607955434127e-06,2.580379465655369e-09
1906,4.335518497100566e-06,2.572092316910357e-09
1907,4.187303147773491e-06,4.114274698707732e-09
1908,4.1511061681376304e-06,1.4734167663732478e-08
1909,4.176896709395805e-06,8.251475058784763e-09
1910,4.059951152157737e-06,2.137660271017694e-09
1911,4.146699666307541e-06,7.980561100850991e-09
1912,3.952908627979923e-06,6.251305251225858e-09
1913,3.933227617380908e-06,4.772690687104841e-09
1914,4.140596502111293e-06,4.018046340092951e-09
1915,4.807729055755772e-06,3.534228465440492e-09
1916,4.5597967073263135e-06,2.197492410260793e-09
1917,4.3098048081446905e-06,2.1932848870420685e-09
1918,4.540564532362623e-06,1.1486376294556067e-09
1919,4.156422619416844e-06,4.603924352863942e-09
1920,3.920144536095904e-06,3.028892692213958e-09
1921,4.064293534611352e-06,3.7863738810983705e-09
1922,4.133119546168018e-06,2.2133805899215986e-09
1923,3.78777031073696e-06,0.0
1924,3.742438593690167e-06,1.289162443462999e-09
1925,3.8064692944317358e-06,3.299453377181294e-09
1926,3.739529347512871e-06,2.229227691330493e-09
1927,4.0605477806821e-06,8.919379901328739e-09
1928,3.94541211790056e-06,1.2568645679778001e-08
1929,4.057335900142789e-06,3.342121912552898e-09
1930,3.7886497921135742e-06,2.100720708497761e-09
1931,3.816232492681593e-06,0.0
1932,3.830357854894828e-06,1.0959536611565568e-09
1933,3.8094069623184623e-06,2.2941324395731044e-09
1934,3.692723112180829e-06,0.0
1935,3.454046691331314e-06,4.787313656606784e-09
1936,3.5464790926198475e-06,2.424942913137329e-09
1937,3.5783957628154894e-06,0.0
1938,3.4915321975859115e-06,2.5930428915188486e-09
1939,3.1979859613784356e-06,7.647025235257843e-09
1940,3.2990535601129523e-06,0.0
1941,3.5919786114391172e-06,0.0
1942,3.601609478209866e-06,3.034211770724937e-09
1943,3.809044528679806e-06,0.0
1944,4.080746293766424e-06,0.0
1945,4.258975422999356e-06,6.535512131478072e-09
1946,3.956377895519836e-06,1.3921104269343232e-09
1947,3.870706677844282e-06,1.1920870957027319e-09
1948,3.5833743368129944e-06,0.0
1949,3.3564351724635344e-06,9.817008317369869e-10
1950,3.345884806549293e-06,4.2541445921528975e-09
1951,3.412714704609243e-06,1.0661401761424827e-09
1952,3.1634410788683454e-06,3.1634410646574906e-09
1953,3.376517497599707e-06,1.0773827385790469e-09
1954,3.38129757437855e-06,1.9545072227344917e-09
1955,3.083172259721323e-06,9.385607846468247e-10
1956,3.1465879146708176e-06,5.232684952005684e-09
1957,3.382936029083794e-06,8.835037701437898e-10
1958,3.123599071841454e-06,8.272243445794913e-10
1959,3.0762719234189717e-06,1.5501495642666896e-09
1960,3.084615400439361e-06,2.7683333403416555e-09
1961,3.1766983283887384e-06,0.0
1962,3.319380084576551e-06,3.170978146727066e-09
1963,3.463218035903992e-06,1.939815863494232e-09
1964,3.3376650208083447e-06,4.258777774879263e-09
1965,3.0802132187091047e-06,4.377634699181954e-09
1966,3.443642754064058e-06,3.3234448526542337e-09
1967,3.219509153495892e-06,2.465167847631733e-09
1968,3.7085619624122046e-06,5.3896989093971115e-09
1969,3.3949638691410655e-06,2.2708788183223305e-09
1970,3.098620936725638e-06,2.7592350626548523e-09
1971,3.0866353881719988e-06,1.0276794970565106e-09
1972,2.9113582513673464e-06,3.5911027485013847e-09
1973,3.0642386263934895e-06,5.513203782392395e-10
1974,2.8482270408858312e-06,1.1251143350321513e-09
1975,2.85802457256068e-06,1.1422960355389478e-09
1976,2.9338959848246304e-06,1.7140580066410394e-09
1977,2.823793693096377e-06,2.938390863960194e-09
1978,2.9399986942735268e-06,4.752473081737207e-09
1979,3.0125959256110946e-06,5.851973128301324e-09
1980,2.6458690172148636e-06,4.548120546843393e-09
1981,2.664321527845459e-06,5.060439622894819e-09
1982,2.8250342438695952e-06,6.207502289967692e-10
1983,2.8279985144763486e-06,1.2630632095778083e-09
1984,2.795701902869041e-06,5.799008495621649e-10
1985,2.777984718704829e-06,3.609334831011779e-09
1986,2.9115215056663146e-06,4.196139880008332e-09
