year,tout_DET an_NOUN,tout_DET temps_NOUN
1914,5.960101834290299e-08,1.0205837497778703e-05
1915,6.008188702111283e-08,1.058972702594474e-05
1916,4.394984731703744e-08,1.0355683116358705e-05
1917,5.154219528957782e-08,1.1312963579257485e-05
1918,5.628324206696789e-08,1.1094691217294894e-05
1919,6.077179848240633e-08,1.0649797332007438e-05
1920,5.3762846174976175e-08,9.628849511500448e-06
1921,6.66401783200321e-08,9.376575690112077e-06
1922,5.164554894854234e-08,8.9951790869236e-06
1923,8.386599104071024e-08,9.400421731697861e-06
1924,8.89522118185937e-08,9.180125744023826e-06
1925,1.0888196300129493e-07,9.527721886115614e-06
1926,7.133528434621894e-08,9.241263796866406e-06
1927,7.469980900509654e-08,9.465691618970595e-06
1928,9.9406560316595e-08,8.859752597345505e-06
1929,8.689517105864297e-08,8.697315024619456e-06
1930,8.192810962981412e-08,8.768408406467643e-06
1931,6.38699964028433e-08,8.425136911682785e-06
1932,6.356531168094648e-08,8.74461420607986e-06
1933,6.42357074198685e-08,8.243964657594915e-06
1934,5.990790086229936e-08,8.143880222633015e-06
1935,5.0266792506192814e-08,7.887098945502657e-06
1936,6.426098586587159e-08,7.621595614182297e-06
1937,4.5328025333191135e-08,7.958845344546717e-06
1938,4.797129227185337e-08,7.706523319939151e-06
1939,4.894096239382861e-08,8.035493920033332e-06
1940,5.0715657451405605e-08,7.78992489358643e-06
1941,4.7224043342453115e-08,8.013329534151126e-06
1942,5.158160010232393e-08,7.964806172822136e-06
1943,4.935499942071431e-08,7.68196059652837e-06
1944,4.498460803858961e-08,7.338917384913657e-06
1945,6.7533628023142e-08,6.9646775955334306e-06
1946,5.150808668474838e-08,6.7294618020241614e-06
1947,6.079644165879472e-08,6.850924364698585e-06
1948,5.87081931957556e-08,6.765576017642161e-06
1949,6.970075883128146e-08,6.208275863173185e-06
1950,7.338399132805762e-08,6.489697625511326e-06
1951,4.904244743642039e-08,6.670838956779335e-06
1952,5.061505825576518e-08,6.08751543040853e-06
1953,4.632745842503283e-08,5.8792775234906e-06
1954,4.202190417856855e-08,5.970042366243433e-06
1955,5.5375088070519496e-08,5.325393885868834e-06
1956,4.8838391997207964e-08,5.64083438803209e-06
1957,4.417518734145531e-08,5.3867224778514355e-06
1958,3.722509600567747e-08,5.4935967455094215e-06
1959,4.1854038901334434e-08,5.587513896898599e-06
1960,3.668041603788197e-08,5.1366423576837406e-06
1961,3.7520061002549454e-08,5.4848769650561735e-06
1962,3.9320131595133034e-08,5.1344477469683625e-06
1963,3.233026713012066e-08,5.010544555261731e-06
1964,4.3804573079953e-08,5.493215212482028e-06
1965,3.5021076982832966e-08,5.686547410732601e-06
1966,2.6587559043278475e-08,5.26932171851513e-06
1967,4.7824256055317704e-08,5.240946848061867e-06
1968,3.27873352912178e-08,5.673556643159827e-06
1969,3.179230539940292e-08,6.261267117224634e-06
1970,2.3913370506001286e-08,6.533408850373235e-06
1971,3.5454943092538826e-08,5.4508118410012685e-06
1972,3.385896840679692e-08,5.421539299277356e-06
1973,2.3155456718715328e-08,4.6746454245294444e-06
1974,2.5315072926801463e-08,5.383109510148643e-06
1975,2.341706872854843e-08,4.883315341430716e-06
1976,3.713792601223176e-08,4.511400675255572e-06
1977,2.9971587101051966e-08,4.73316003990476e-06
1978,2.5544542925359792e-08,4.950294623995433e-06
1979,2.5163484851375983e-08,4.72780948257423e-06
1980,2.2172088387506506e-08,4.75221759188571e-06
1981,2.150686922997025e-08,4.214080945530441e-06
1982,1.6760255627801257e-08,4.991452442482114e-06
1983,1.957747897129991e-08,4.464928224479081e-06
1984,1.3337719650952096e-08,4.618910224962747e-06
1985,1.02264483547998e-08,4.49241861133487e-06
1986,1.7983456945813714e-08,4.51864298156579e-06
1987,2.13878585952898e-08,4.5623360165336635e-06
1988,1.3792073927376691e-08,4.5591800699185114e-06
1989,1.0427432250992297e-08,4.567215455608675e-06
1990,7.628111586832631e-09,4.800261649506865e-06
1991,8.20605094986604e-09,4.513914518611273e-06
1992,6.060938473329003e-09,4.368834652268561e-06
1993,1.1632335650268999e-08,4.310611075197812e-06
1994,1.8989735950381004e-08,4.2584483708196785e-06
1995,1.0844901865425527e-08,4.585224360198481e-06
1996,1.0676184603042316e-08,4.296096449252218e-06
1997,6.233362936924891e-09,4.4343182707962114e-06
1998,1.144350969539687e-08,4.226469627610641e-06
1999,1.416762326900134e-08,4.61864510725718e-06
2000,1.1045078296412214e-08,4.520529728324618e-06
2001,7.448060113102173e-09,4.531049398792675e-06
2002,7.448076710936391e-09,4.5262399908096995e-06
2003,5.833692029444393e-09,4.392353275761707e-06
2004,1.1452457482352685e-08,4.309647920308635e-06
2005,8.557124120400772e-09,4.20154810854001e-06
2006,1.1118302611912156e-08,4.401612386573106e-06
2007,1.0385646564969875e-08,4.283679572836263e-06
2008,9.792111205220166e-09,4.1965581658587325e-06
2009,1.0966842323156811e-08,4.140221335546812e-06
2010,4.2514138876015295e-09,3.961372840421973e-06
2011,7.64794394481072e-09,3.81555901185493e-06
2012,3.744677928851914e-09,3.7865502235945314e-06
2013,3.904775169871755e-09,3.741053433259367e-06
2014,4.7639794331644225e-09,3.757696958928136e-06
2015,6.649726325136385e-10,4.3684267438948154e-06
2016,4.349813981230355e-09,5.037291884946171e-06
2017,1.0062445598979508e-09,3.726123395608738e-06
2018,5.421080029321956e-09,3.597790055209771e-06
2019,5.101975730781305e-09,3.693830194606562e-06
