year,sont_VERB en_ADP,sont_VERB tant_ADV
1877,4.38280803791713e-05,2.7769823418566375e-07
1878,4.3230815208517015e-05,2.7175897798770166e-07
1879,4.407145024742931e-05,2.914148069521616e-07
1880,4.306631672079675e-05,2.97146272032478e-07
1881,4.404951323522255e-05,2.698360503927688e-07
1882,4.366331995697692e-05,2.588944880699273e-07
1883,4.454375812201761e-05,2.104339813513434e-07
1884,4.428880492923781e-05,2.8981449418097327e-07
1885,4.4544500269694254e-05,2.752286434315465e-07
1886,4.51013220299501e-05,2.562025258612266e-07
1887,4.5546432374976575e-05,3.1142971579356526e-07
1888,4.3823791202157736e-05,2.238237044593916e-07
1889,4.562648609862663e-05,2.2679795108615508e-07
1890,4.537732820608653e-05,1.6844772687818477e-07
1891,4.6860717702656984e-05,2.0078793738775857e-07
1892,4.6027180360397324e-05,2.2378588937499444e-07
1893,4.572439502226189e-05,2.2539803978816053e-07
1894,4.692000220529735e-05,2.325268013692039e-07
1895,4.5773369492962956e-05,2.1426266982871311e-07
1896,4.554452243610285e-05,2.376502692413851e-07
1897,4.802843614015728e-05,2.085963473064112e-07
1898,4.6255918277893215e-05,1.7257983131457877e-07
1899,4.6463719627354294e-05,2.3160554007972678e-07
1900,4.702575097326189e-05,2.0556569779728306e-07
1901,4.835432628169656e-05,1.844283872287633e-07
1902,5.0056416512234136e-05,1.6596759166986885e-07
1903,4.6833411033730954e-05,2.1060859012322908e-07
1904,4.7323035687441006e-05,2.0853545379395655e-07
1905,4.652217830880545e-05,1.8888377439907345e-07
1906,4.751014421344735e-05,1.9547901786154398e-07
1907,4.704107413999736e-05,2.0005660417155013e-07
1908,4.78757283417508e-05,1.9301758413803327e-07
1909,4.70834675070364e-05,2.420432849703502e-07
1910,4.695317329606041e-05,1.6727192075904895e-07
1911,4.756893395096995e-05,2.3569256768496416e-07
1912,4.7032739530550316e-05,1.6461771679132653e-07
1913,4.7498349886154756e-05,1.6651387113597593e-07
1914,4.690600326284766e-05,1.8148175229271146e-07
1915,4.814090425497852e-05,1.9438256515513785e-07
1916,4.6898883738322183e-05,1.9887306734744925e-07
1917,4.6143424697220325e-05,1.7217286085724481e-07
1918,4.590874959831126e-05,1.596606296061509e-07
1919,4.5143318857299164e-05,2.0349344254100288e-07
1920,4.6025539631955326e-05,2.1732304844590544e-07
1921,4.592871482600458e-05,1.688722619519467e-07
1922,4.701294164988212e-05,1.9920425131658703e-07
1923,4.6202731027733535e-05,1.7516313732812705e-07
1924,4.5981847506482154e-05,1.7790441120268952e-07
1925,4.426876694196835e-05,2.551577154008555e-07
1926,4.3967058445559815e-05,2.0063049532836885e-07
1927,4.365701897768304e-05,2.2409942346257594e-07
1928,4.514085958362557e-05,1.8852968253213476e-07
1929,4.385532520245761e-05,1.8938690971026517e-07
1930,4.478946721064858e-05,1.5020152943634457e-07
1931,4.706420440925285e-05,1.6879927500212943e-07
1932,4.5751679863315076e-05,1.753525822323354e-07
1933,4.692533184424974e-05,1.353538152670808e-07
1934,4.6304015995701775e-05,1.1502316965561477e-07
1935,4.7443474613828585e-05,1.9508303239490488e-07
1936,4.803812043974176e-05,1.6610859177035309e-07
1937,4.7060562792466953e-05,1.9390321881473938e-07
1938,4.731914305011742e-05,1.4521040725412604e-07
1939,4.722649828181602e-05,1.330582364289512e-07
1940,4.676490789279342e-05,1.927194972495272e-07
1941,4.41898955614306e-05,2.508777185994404e-07
1942,4.5252232666825876e-05,1.790184995797972e-07
1943,4.485208046389744e-05,2.7580733785725897e-07
1944,4.487857222557068e-05,2.1849666609341512e-07
1945,4.2842460970859975e-05,1.6774481537140673e-07
1946,4.2929899791488424e-05,2.2830610646451532e-07
1947,4.367807196103968e-05,1.5020297894352552e-07
1948,4.7313369577750564e-05,1.869964734169116e-07
1949,5.1638446166180074e-05,1.4136492154648295e-07
1950,4.781445750268176e-05,1.733563976813457e-07
1951,4.7075420297915116e-05,1.8550838376540923e-07
1952,4.9343354476150125e-05,1.4235484968594392e-07
1953,4.909848576062359e-05,1.1635733443426943e-07
1954,4.9108948587672785e-05,1.348609970364123e-07
1955,4.9099868192570284e-05,1.6894094301278528e-07
1956,5.015528586227447e-05,1.7355071690872137e-07
1957,4.9699738156050444e-05,1.6344819186997483e-07
1958,5.133837112225592e-05,1.4724592745096743e-07
1959,4.8952948418445885e-05,1.48039276837153e-07
1960,4.963344690622762e-05,1.6817625692056026e-07
1961,4.981830352335237e-05,2.9738120588262973e-07
1962,4.9476137064630166e-05,1.642566758164321e-07
1963,5.1533796067815274e-05,1.6294454496801336e-07
1964,4.8760572099126875e-05,2.3544957628018892e-07
1965,4.9275204219156876e-05,1.871438826128724e-07
1966,5.1185481424909085e-05,2.1713172770887468e-07
1967,4.847949821851216e-05,1.6122197621371015e-07
1968,4.8160552978515625e-05,1.9313088728267758e-07
1969,5.066966696176678e-05,2.0392492672272056e-07
1970,4.899205669062212e-05,1.7935028040483303e-07
1971,4.871868804912083e-05,1.7367783300414885e-07
1972,4.9265825509792194e-05,1.436441152691259e-07
1973,4.9382870201952755e-05,1.7531988305563573e-07
1974,5.035617868998088e-05,1.4738998288521543e-07
1975,4.994632399757393e-05,1.3821781408296374e-07
1976,4.9294594646198675e-05,1.4398088410416676e-07
1977,4.85921700601466e-05,1.5749775172935188e-07
1978,4.8607700591674075e-05,1.5207913861559064e-07
1979,4.69737897219602e-05,1.310842066004625e-07
1980,4.820439426111989e-05,1.1540856093006369e-07
1981,4.7885041567496955e-05,1.5244575024553342e-07
1982,4.885428279521875e-05,1.694648119610065e-07
1983,4.848394382861443e-05,1.225171359919841e-07
1984,4.739007636089809e-05,1.693310451855723e-07
1985,4.740018994198181e-05,1.47381172155292e-07
1986,4.7257526603061706e-05,1.6364946020530624e-07
1987,4.750182415591553e-05,1.5827015431568725e-07
1988,4.78992733405903e-05,1.3252383723738603e-07
1989,4.737456765724346e-05,1.3610542737296782e-07
1990,4.789473314303905e-05,1.5038276046652754e-07
1991,4.6993125579319894e-05,1.998759699972652e-07
1992,4.754145265906118e-05,1.515234657745168e-07
1993,4.71574894618243e-05,1.617448504021013e-07
1994,4.6961089537944645e-05,1.6141275693826174e-07
1995,4.711188012151979e-05,1.7785639272460685e-07
1996,4.7486068069702014e-05,1.5907514239188458e-07
1997,4.8234720452455804e-05,1.5391611896120594e-07
1998,4.8862835683394223e-05,1.7403671392912656e-07
1999,4.952178642270155e-05,1.576719341755961e-07
2000,4.9344111175742e-05,1.7451223754960665e-07
2001,4.88562072860077e-05,1.476468440841927e-07
2002,4.892466313322075e-05,1.6955327453160862e-07
2003,4.9403872253606096e-05,1.4625899780185136e-07
2004,4.8698930186219513e-05,1.709059063159657e-07
2005,4.863779395236634e-05,1.567304792615687e-07
2006,4.8493919166503474e-05,1.6512738909568725e-07
2007,4.6674293116666377e-05,1.6577089922975574e-07
2008,4.761009768117219e-05,1.562480349548423e-07
2009,4.64221702713985e-05,1.5019806198779406e-07
2010,4.475840978557244e-05,1.4124141500815313e-07
2011,4.3186410039197654e-05,1.307798385141723e-07
2012,4.12445624533575e-05,1.2493607925989636e-07
2013,3.8126225263113156e-05,1.1323847814992405e-07
2014,3.591065978980623e-05,1.2841090324400284e-07
2015,3.581564669730142e-05,1.2434988150289428e-07
2016,3.5549994208849967e-05,1.5369343486781872e-07
2017,3.642051888164133e-05,1.0540411210513412e-07
2018,3.504108826746233e-05,1.236522564340703e-07
2019,3.5055927583016455e-05,1.1938622890284023e-07
