year,sont_VERB en_PRON,sont_VERB tant_ADV
1800,2.402141614510356e-06,4.401830153710762e-07
1801,2.2144996947304207e-06,2.9526663070100767e-07
1802,2.2490294213639572e-06,3.5805442166747525e-07
1803,2.999621717236778e-06,1.969842600146876e-07
1804,2.3210681390217758e-06,3.58418390078441e-07
1805,2.5870187680965273e-06,4.09374393939288e-07
1806,2.207358518191427e-06,3.2562860496909707e-07
1807,2.109593670418519e-06,2.9893027431171504e-07
1808,2.6309119398604253e-06,3.8296650473057525e-07
1809,2.1438200406009855e-06,2.7560173521123943e-07
1810,2.0382503702620625e-06,1.9657065308820165e-07
1811,1.8577439369060755e-06,2.1560860830049933e-07
1812,2.4991741183200133e-06,2.960601079848857e-07
1813,2.593918944526763e-06,2.444380413635372e-07
1814,2.6683822316186934e-06,3.304010931515222e-07
1815,2.0094315917873473e-06,3.0478625490104605e-07
1816,2.178547546805021e-06,2.109019590079697e-07
1817,2.2216583639433907e-06,2.5221348209925054e-07
1818,1.959841478882396e-06,1.4663048375496146e-07
1819,2.046402687305715e-06,3.8402396285164286e-07
1820,2.4231355082449113e-06,4.046470110097289e-07
1821,2.7128954371846703e-06,3.984041256899218e-07
1822,2.319927531857502e-06,5.133115337230265e-07
1823,2.0397864788357367e-06,4.822751407118631e-07
1824,2.138120432704227e-06,4.016870889245183e-07
1825,2.4179745929941987e-06,3.1435430969395384e-07
1826,2.270698437278895e-06,3.6200816566633875e-07
1827,2.565167005030844e-06,3.1430900548912177e-07
1828,2.566409879278808e-06,2.7333456387168553e-07
1829,2.299325863264201e-06,2.486221148956247e-07
1830,2.5465878614738813e-06,3.3710981028889364e-07
1831,2.3870135912318347e-06,2.2139512623198243e-07
1832,2.217562011352925e-06,2.0159654923190828e-07
1833,2.5565068142441305e-06,2.061885879811598e-07
1834,2.6454060666480927e-06,2.6136686415156873e-07
1835,2.5268276289125424e-06,3.63784522505739e-07
1836,2.8697603378091685e-06,4.139982081596827e-07
1837,2.341330208821546e-06,3.5554822375161166e-07
1838,2.5526383087282056e-06,3.2318268949893536e-07
1839,2.332356075385178e-06,3.02031736509889e-07
1840,2.3128339119438124e-06,3.0256020977503795e-07
1841,2.419904699735298e-06,3.6725538166137994e-07
1842,2.4008881673864835e-06,2.5155995331260783e-07
1843,2.428921803243611e-06,2.669923730991286e-07
1844,2.1795077671526997e-06,2.6784178430716565e-07
1845,2.1249508854737087e-06,2.9798417244819575e-07
1846,2.3049170962963217e-06,3.0853220778226387e-07
1847,2.1513568171371844e-06,2.4862760028554476e-07
1848,2.472296523947648e-06,2.8721441935886105e-07
1849,2.130047221271525e-06,1.8686095870634745e-07
1850,2.0597814085476784e-06,3.564223050034343e-07
1851,1.928382211247026e-06,2.3862924081186065e-07
1852,2.224002399131564e-06,2.037800754806085e-07
1853,2.1839354378272446e-06,3.135264137199556e-07
1854,2.067354883728001e-06,3.7668567642867856e-07
1855,2.095178874839121e-06,2.9878054874643567e-07
1856,2.2334393920964146e-06,2.5161139660667686e-07
1857,2.1107644663231895e-06,3.822221685823024e-07
1858,2.029896915445306e-06,3.797492524881818e-07
1859,2.3103191253426303e-06,3.6052585983270546e-07
1860,2.3595382891983263e-06,2.4671021492395084e-07
1861,2.263191047902069e-06,3.735043208052957e-07
1862,2.3949846061910307e-06,3.243914079575916e-07
1863,2.244582708144094e-06,2.627170658797695e-07
1864,2.2012594946829722e-06,2.694636975775211e-07
1865,2.2079806250019374e-06,2.621712269501586e-07
1866,2.2230986296278843e-06,3.011814442288596e-07
1867,2.2623806330557272e-06,3.275647770806245e-07
1868,2.5983736975376814e-06,3.0429623620875645e-07
1869,2.1560737888393078e-06,2.0461945382521662e-07
1870,2.2334119407219077e-06,2.591790178030351e-07
1871,2.0318311975131564e-06,2.187962451216663e-07
1872,2.2520292013439303e-06,2.4189355940507085e-07
1873,2.3381332425742585e-06,3.1785683063390024e-07
1874,2.4328608816404085e-06,2.6587011348055967e-07
1875,2.391026136194796e-06,3.204055190053623e-07
1876,2.324692765398595e-06,2.7630287036117807e-07
1877,2.2753938253572414e-06,2.7769823418566375e-07
1878,2.3643031532571968e-06,2.7175897798770166e-07
1879,2.3276529539373314e-06,2.914148069521616e-07
1880,2.3117082807999623e-06,2.97146272032478e-07
1881,2.2207436103371947e-06,2.698360503927688e-07
1882,2.258837806579095e-06,2.588944880699273e-07
1883,2.208608904652465e-06,2.104339813513434e-07
1884,2.2888083712757634e-06,2.8981449418097327e-07
1885,2.4048666915632566e-06,2.752286434315465e-07
1886,2.2296717023806423e-06,2.562025258612266e-07
1887,2.2191814323946346e-06,3.1142971579356526e-07
1888,2.350465841516325e-06,2.238237044593916e-07
1889,2.3726073852259333e-06,2.2679795108615508e-07
1890,2.4428198628356768e-06,1.6844772687818477e-07
1891,2.516542146224765e-06,2.0078793738775857e-07
1892,2.321230201829394e-06,2.2378588937499444e-07
1893,2.498469488187993e-06,2.2539803978816053e-07
1894,2.3958452111116912e-06,2.325268013692039e-07
1895,2.4862896097488374e-06,2.1426266982871311e-07
1896,2.4348833758125465e-06,2.376502692413851e-07
1897,2.4711092478924e-06,2.085963473064112e-07
1898,2.343690589157177e-06,1.7257983131457877e-07
1899,2.2690708689765415e-06,2.3160554007972678e-07
1900,2.38580804179378e-06,2.0556569779728306e-07
1901,2.198050909285598e-06,1.844283872287633e-07
1902,3.0011654423844902e-06,1.6596759166986885e-07
1903,2.2664724816934267e-06,2.1060859012322908e-07
1904,2.3696723054911217e-06,2.0853545379395655e-07
1905,2.213449661780942e-06,1.8888377439907345e-07
1906,2.274758433173929e-06,1.9547901786154398e-07
1907,2.1990798551030366e-06,2.0005660417155013e-07
1908,2.2528542427124876e-06,1.9301758413803327e-07
1909,2.3203148167283416e-06,2.420432849703502e-07
1910,2.3348593458649702e-06,1.6727192075904895e-07
1911,2.483018647581048e-06,2.3569256768496416e-07
1912,2.3426766624368156e-06,1.6461771679132653e-07
1913,2.367784972534537e-06,1.6651387113597593e-07
1914,2.375335071747031e-06,1.8148175229271146e-07
1915,2.317275765051363e-06,1.9438256515513785e-07
1916,2.3381319067539152e-06,1.9887306734744925e-07
1917,2.481701827150573e-06,1.7217286085724481e-07
1918,2.3501126094060965e-06,1.596606296061509e-07
1919,2.1933095091242194e-06,2.0349344254100288e-07
1920,2.4443163439968885e-06,2.1732304844590544e-07
1921,2.3801145800916856e-06,1.688722619519467e-07
1922,2.1868200441588215e-06,1.9920425131658703e-07
1923,2.3907114865551193e-06,1.7516313732812705e-07
1924,2.1657930133756054e-06,1.7790441120268952e-07
1925,2.1853379692515773e-06,2.551577154008555e-07
1926,2.1668093665994093e-06,2.0063049532836885e-07
1927,2.1707541293380928e-06,2.2409942346257594e-07
1928,2.046403963618104e-06,1.8852968253213476e-07
1929,2.265958762848186e-06,1.8938690971026517e-07
1930,1.9788789096253367e-06,1.5020152943634457e-07
1931,2.2035149953580913e-06,1.6879927500212943e-07
1932,2.148069185636814e-06,1.753525822323354e-07
1933,2.0452189630759676e-06,1.353538152670808e-07
1934,2.059633729345478e-06,1.1502316965561477e-07
1935,2.0226399186640265e-06,1.9508303239490488e-07
1936,2.1994232923816526e-06,1.6610859177035309e-07
1937,2.146785757162206e-06,1.9390321881473938e-07
1938,2.047207374289428e-06,1.4521040725412604e-07
1939,2.1763434148169836e-06,1.330582364289512e-07
1940,2.2745973389248775e-06,1.927194972495272e-07
1941,2.358250476675039e-06,2.508777185994404e-07
1942,2.3818561913913072e-06,1.790184995797972e-07
1943,2.3109751801086986e-06,2.7580733785725897e-07
1944,2.1014237567840155e-06,2.1849666609341512e-07
1945,2.180682473706952e-06,1.6774481537140673e-07
1946,2.2552188490010394e-06,2.2830610646451532e-07
1947,2.30192017625086e-06,1.5020297894352552e-07
1948,2.5222779811429064e-06,1.869964734169116e-07
1949,3.0737053435814232e-06,1.4136492154648295e-07
1950,2.598218728167012e-06,1.733563976813457e-07
1951,2.509694034813492e-06,1.8550838376540923e-07
1952,2.6625629914178717e-06,1.4235484968594392e-07
1953,2.731165146485637e-06,1.1635733443426943e-07
1954,2.8516260215383227e-06,1.348609970364123e-07
1955,2.7255804866399558e-06,1.6894094301278528e-07
1956,2.740182623028886e-06,1.7355071690872137e-07
1957,2.8484161447295264e-06,1.6344819186997483e-07
1958,3.0615573507475347e-06,1.4724592745096743e-07
1959,3.0026396728999316e-06,1.48039276837153e-07
1960,3.034093232656687e-06,1.6817625692056026e-07
1961,3.1822568757888803e-06,2.9738120588262973e-07
1962,3.1589285356403707e-06,1.642566758164321e-07
1963,3.2776424703229168e-06,1.6294454496801336e-07
1964,3.240321483133357e-06,2.3544957628018892e-07
1965,3.278301178966103e-06,1.871438826128724e-07
1966,3.520082039187855e-06,2.1713172770887468e-07
1967,3.3304416184876118e-06,1.6122197621371015e-07
1968,3.3097242990720588e-06,1.9313088728267758e-07
1969,3.4930658259213487e-06,2.0392492672272056e-07
1970,3.5258425512552094e-06,1.7935028040483303e-07
1971,3.635930163170542e-06,1.7367783300414885e-07
1972,3.7732230566689395e-06,1.436441152691259e-07
1973,3.7506325440972432e-06,1.7531988305563573e-07
1974,3.980091982214162e-06,1.4738998288521543e-07
1975,3.841541492022316e-06,1.3821781408296374e-07
1976,3.988041640923257e-06,1.4398088410416676e-07
1977,4.016780302151801e-06,1.5749775172935188e-07
1978,3.999800007647991e-06,1.5207913861559064e-07
1979,3.953593093797281e-06,1.310842066004625e-07
1980,4.229752171625023e-06,1.1540856093006369e-07
1981,4.2178763948186315e-06,1.5244575024553342e-07
1982,4.353942010482115e-06,1.694648119610065e-07
1983,4.483874441518765e-06,1.225171359919841e-07
1984,4.218198732530709e-06,1.693310451855723e-07
1985,4.616940806556613e-06,1.47381172155292e-07
1986,4.421532310061593e-06,1.6364946020530624e-07
1987,4.371678514303312e-06,1.5827015431568725e-07
1988,4.543588612904159e-06,1.3252383723738603e-07
1989,4.4678800961150955e-06,1.3610542737296782e-07
1990,4.5414507496843726e-06,1.5038276046652754e-07
1991,4.46936721232305e-06,1.998759699972652e-07
1992,4.473523702586135e-06,1.515234657745168e-07
1993,4.410870797499911e-06,1.617448504021013e-07
1994,4.490545105539923e-06,1.6141275693826174e-07
1995,4.531542160179924e-06,1.7785639272460685e-07
1996,4.812290264055719e-06,1.5907514239188458e-07
1997,4.749822604566134e-06,1.5391611896120594e-07
1998,4.97458903581105e-06,1.7403671392912656e-07
1999,4.843042383129159e-06,1.576719341755961e-07
2000,4.918152789912256e-06,1.7451223754960665e-07
2001,4.903452378357542e-06,1.476468440841927e-07
2002,4.995907076477124e-06,1.6955327453160862e-07
2003,5.020308861958256e-06,1.4625899780185136e-07
2004,4.825448854717251e-06,1.709059063159657e-07
2005,4.818561503583396e-06,1.567304792615687e-07
2006,4.793635564936949e-06,1.6512738909568725e-07
2007,4.451048532416735e-06,1.6577089922975574e-07
2008,4.483935402532779e-06,1.562480349548423e-07
2009,4.181704930772412e-06,1.5019806198779406e-07
2010,4.040260186854994e-06,1.4124141500815313e-07
2011,3.877125260842718e-06,1.307798385141723e-07
2012,3.4604229268708764e-06,1.2493607925989636e-07
