year,quand_CONJ elles_PRON,quand_CONJ tel_ADJ
1914,7.189624227521563e-06,1.9420557162419527e-08
1915,6.882321201828745e-06,1.7671142660269368e-08
1916,7.150640101372119e-06,5.164107252930705e-08
1917,7.606311839936097e-06,2.9609346086090227e-08
1918,7.768236059746414e-06,5.054005480786827e-08
1919,6.9942815912327205e-06,2.7623545728605592e-08
1920,7.273885842096206e-06,2.4231141537711665e-08
1921,7.175935593295435e-06,3.029098949447473e-08
1922,7.058470771426073e-06,2.8036154731125862e-08
1923,6.840917023964721e-06,3.8217414566332764e-08
1924,6.619849159505975e-06,1.160246199116699e-08
1925,6.89145826981985e-06,1.979671959695395e-08
1926,6.944044230294821e-06,2.229227646921572e-08
1927,6.836704869783716e-06,2.1183526488499638e-08
1928,6.636244563651417e-06,4.1133747963328915e-08
1929,6.7232351739221485e-06,2.7851015271807e-08
1930,6.428205210795568e-06,3.676261250973312e-08
1931,6.035714761765121e-06,7.983749661377715e-09
1932,5.680327831214527e-06,3.287861050083052e-08
1933,5.8179197708341235e-06,1.6058926410877916e-08
1934,5.755951065111731e-06,2.875579241390369e-08
1935,5.6167155548791925e-06,2.6330225111337313e-08
1936,5.7143779486068524e-06,3.6374141920703096e-08
1937,5.402848898938828e-06,1.3850230295986421e-08
1938,5.788968451270193e-06,2.074434313215079e-08
1939,5.66797490364479e-06,2.7529290846928234e-08
1940,5.03352913483468e-06,3.550096128179803e-08
1941,5.410104336078803e-06,2.6563524713196784e-08
1942,5.862097054887272e-06,2.123948195098535e-08
1943,5.736792559218884e-06,2.322588166236983e-08
1944,5.378873538575135e-06,4.4984606262232774e-08
1945,5.4658664225826215e-06,1.5249527862692958e-08
1946,5.39303584901063e-06,3.201853981948943e-08
1947,6.2906436824050616e-06,2.8610091185043984e-08
1948,5.571842450535769e-06,1.9569398101992874e-08
1949,5.47200045275531e-06,2.1597417632079896e-08
1950,5.452749633150233e-06,2.7651939404904624e-08
1951,5.502349608832446e-06,3.4116486524737866e-08
1952,5.352542473247013e-06,2.319856839960721e-08
1953,5.218842147769465e-06,3.3398864118794336e-08
1954,5.399326255428605e-06,2.5408594783726812e-08
1955,4.802615649168729e-06,3.003394466460918e-08
1956,5.178613946554833e-06,2.8779767013986657e-08
1957,4.876057346336893e-06,4.064117309354742e-08
1958,5.01628835536394e-06,2.8125627715702706e-08
1959,4.741907730476669e-06,3.100299128533379e-08
1960,4.717932284847848e-06,1.453375042537175e-08
1961,5.190969943669188e-06,3.543561266639017e-08
1962,4.904234685909614e-06,4.05885218768276e-08
1963,4.793285427240335e-06,1.8751554975438012e-08
1964,5.080113737676584e-06,3.467861997563659e-08
1965,5.189138789774006e-06,2.954903521867891e-08
1966,5.00400000191803e-06,2.215629990587331e-08
1967,5.2261555083532585e-06,3.747054977409903e-08
1968,5.370385792957677e-06,3.8626176035450044e-08
1969,4.910548653924707e-06,2.8613074132266547e-08
1970,5.04250181165844e-06,3.862929043307872e-08
1971,4.910252442869023e-06,3.288574390580834e-08
1972,4.832085295447541e-06,4.360624661359225e-08
1973,4.603525098900718e-06,4.410562937096074e-08
1974,4.351942152425181e-06,3.54411007208455e-08
1975,4.230493374279831e-06,5.6543651538731865e-08
1976,4.273146657851612e-06,3.256710368049198e-08
1977,4.5680223479394044e-06,5.876781727920388e-08
1978,4.65623529066761e-06,3.029701556300779e-08
1979,4.870012105584465e-06,6.203091906797908e-08
1980,4.522537324191944e-06,5.1166356485055076e-08
1981,4.667622846454833e-06,7.274381985666878e-08
1982,4.796537155016267e-06,4.779776574537209e-08
1983,4.728908834294998e-06,3.536577075635705e-08
1984,4.7812823709136865e-06,4.233276218457149e-08
1985,4.560996330837952e-06,4.692135213701931e-08
1986,4.694880942679447e-06,7.792831269171074e-08
1987,4.529948739673273e-06,2.9943002743948455e-08
1988,4.535193852461816e-06,4.4374498742172364e-08
1989,4.589167588164855e-06,4.170972900396919e-08
1990,4.632987838704139e-06,4.140974674271547e-08
1991,4.775335781914691e-06,4.9236309251909915e-08
1992,4.648188905775896e-06,4.1324581090407264e-08
1993,4.8379436634604644e-06,5.649991496881057e-08
1994,4.908846733542305e-06,5.485923715298213e-08
1995,4.821101015295426e-06,4.9344302865961254e-08
1996,4.779727703407843e-06,4.3772354629822985e-08
1997,4.8989435867952125e-06,5.370281819239153e-08
1998,4.990801016901969e-06,4.4343602567664675e-08
1999,5.318800162967818e-06,5.3471355343504e-08
2000,5.089572482575022e-06,5.12491649118374e-08
2001,5.089215505904576e-06,4.2935877075933604e-08
2002,5.33632777433013e-06,4.5126579806265e-08
2003,5.531173485451291e-06,4.000246089930215e-08
2004,5.505548642759095e-06,4.6250306695583276e-08
2005,5.378377977649507e-06,5.5396121467765624e-08
2006,5.477617037286109e-06,4.529678854225949e-08
2007,5.804777742923761e-06,3.7947555320272386e-08
2008,5.755207041602262e-06,4.6831835298632996e-08
2009,5.785247878975497e-06,4.434418876542168e-08
2010,6.315239090781688e-06,5.81026533552631e-08
2011,6.2066886812317534e-06,3.135657111741352e-08
2012,6.818037149969314e-06,3.710635532172546e-08
2013,7.007676799730689e-06,3.960557481974547e-08
2014,7.4168660830764566e-06,4.200963665823565e-08
2015,7.229360676319629e-06,4.034167044864034e-08
2016,7.4572386665749946e-06,4.059826430591329e-08
2017,6.784352081012912e-06,3.8740415320148713e-08
2018,7.255728519339755e-06,4.104532003168515e-08
2019,7.190213977992244e-06,3.469343301532035e-08
