year,serait_VERB en_ADP,serait_VERB tant_ADV
1848,4.436135441210354e-06,1.206783295515379e-08
1849,4.762859589391155e-06,1.5920887719289567e-08
1850,4.49295748694567e-06,1.0862393651223101e-08
1851,4.210193765175063e-06,1.1608989325395669e-08
1852,3.936926987080369e-06,3.2552726736412296e-08
1853,3.841743819066323e-06,1.911018188138769e-08
1854,3.855182967527071e-06,2.4419623656513068e-08
1855,3.861327513732249e-06,2.7065379271107304e-08
1856,3.91964977097814e-06,1.2425253714809514e-08
1857,3.819292487605708e-06,1.4156376515472857e-08
1858,3.7911308936600108e-06,2.6425849952715907e-08
1859,4.045731657242868e-06,2.5970084749360467e-08
1860,4.083305611857213e-06,3.3413442679375294e-08
1861,4.1939065340557136e-06,2.6409397335669382e-08
1862,4.128084128751652e-06,2.2589931703009825e-08
1863,3.896803264069604e-06,3.49623441309177e-08
1864,3.916333753295476e-06,1.965838514195184e-08
1865,3.88926537198131e-06,2.9182434246877165e-08
1866,3.7961513044137973e-06,4.5736761933312664e-08
1867,3.852646841551177e-06,1.358787216076962e-08
1868,3.959803052566713e-06,1.432563490055827e-08
1869,4.1207135836884845e-06,1.660396442559886e-08
1870,4.188149432593491e-06,2.8670243068518175e-08
1871,4.423720383783802e-06,2.3366590440332402e-08
1872,4.155731403443497e-06,1.3908880269752899e-08
1873,4.202175205136882e-06,3.95076291681562e-08
1874,4.004183210781775e-06,2.5093358502203955e-08
1875,4.0588515730632935e-06,1.2015206607429718e-08
1876,3.866426595777739e-06,1.753344314181504e-08
1877,3.739958174264757e-06,2.288381928394756e-08
1878,3.994857252109796e-06,1.9928991790152395e-08
1879,3.873923105857102e-06,3.604501941367744e-08
1880,3.891781943821115e-06,2.5671385017744797e-08
1881,3.8007137845852412e-06,2.9284532132578533e-08
1882,4.163608991802903e-06,2.994923420374107e-08
1883,3.7644301755790366e-06,3.159669503816076e-08
1884,3.8870794014655985e-06,2.6406787867472303e-08
1885,3.6946382806490874e-06,2.6427105837001363e-08
1886,3.7881832213315647e-06,2.19417763958063e-08
1887,3.820726760750404e-06,1.9586773092328258e-08
1888,3.7752020034531597e-06,2.3460273723685532e-08
1889,3.7897812035225797e-06,3.759081934617825e-08
1890,3.910347004421055e-06,1.7696843102044113e-08
1891,3.952016413677484e-06,2.103492668936724e-08
1892,3.778032350965077e-06,3.823792482648969e-08
1893,3.949392521462869e-06,2.155445777418663e-08
1894,3.971229943999788e-06,2.3315696040526745e-08
1895,3.896450834872667e-06,2.7083764564395096e-08
1896,3.830709829344414e-06,3.774098544795379e-08
1897,3.892244876624318e-06,2.9716238358901137e-08
1898,3.793926907746936e-06,2.2633418694795182e-08
1899,3.855485829262761e-06,2.432134493801641e-08
1900,3.574040192688699e-06,3.7894686499839736e-08
1901,3.8919979488127865e-06,3.017919070202879e-08
1902,3.6463768537942087e-06,4.6647695484125506e-08
1903,4.066365818289341e-06,3.186130115295782e-08
1904,3.886928880092455e-06,3.547252447333449e-08
1905,4.013006218883675e-06,4.6446832158153484e-08
1906,3.9466185626224615e-06,4.9384169642507914e-08
1907,3.86690408049617e-06,3.445705232252294e-08
1908,3.925673354387982e-06,2.357466755142923e-08
1909,3.710413466251339e-06,4.1257376182102234e-08
1910,3.7141846860322403e-06,5.076943310200477e-08
1911,3.772677246161038e-06,3.2454281040372734e-08
1912,3.968536930187838e-06,4.636384787204406e-08
1913,3.839364580926485e-06,3.8711824856818566e-08
1914,3.837234089587582e-06,2.0759905794420774e-08
1915,4.01959596274537e-06,1.767114277129167e-08
1916,3.85550038117799e-06,3.5159878564172686e-08
1917,3.996165105490945e-06,5.04455535121906e-08
1918,3.908814051101217e-06,4.020231614276781e-08
1919,3.8912367017474025e-06,4.235610262526279e-08
1920,4.023126621177653e-06,3.8618381381638756e-08
1921,4.026429905934492e-06,3.483463828501954e-08
1922,3.998103238700423e-06,4.205423209668879e-08
1923,4.012828412669478e-06,3.927900849021171e-08
1924,3.5993416531709954e-06,4.2542360745301266e-08
1925,3.631598247011425e-06,4.06932585406139e-08
1926,3.583483476177207e-06,4.124071395494866e-08
1927,3.721611165019567e-06,3.1217830098739796e-08
1928,3.4232418784085894e-06,3.085031252680892e-08
1929,3.987151558249025e-06,4.790374674712439e-08
1930,3.7109232380316826e-06,2.4158287814657342e-08
1931,4.039777195430361e-06,2.8513390759599133e-08
1932,4.334496679803124e-06,1.9727165678773417e-08
1933,4.198262558929855e-06,1.3764794637438627e-08
1934,3.820925940090092e-06,2.6359476379411717e-08
1935,3.863362053380115e-06,1.9149254626427137e-08
1936,3.7974605220369995e-06,3.15242587589637e-08
1937,3.773558091779705e-06,2.392312481447334e-08
1938,3.741760792763671e-06,2.463390735840676e-08
1939,3.597160684876144e-06,2.141167065872196e-08
1940,3.291446319053648e-06,2.5357829613881222e-08
1941,3.338149326737039e-06,2.9515025090631752e-08
1942,3.5682330690178787e-06,3.034211815133858e-08
1943,3.576785729819676e-06,2.6129116648121453e-08
1944,3.6019816889165668e-06,1.2852744646352221e-08
1945,4.36790060120984e-06,2.178504132643866e-08
1946,3.6668188840849325e-06,1.8097434661967782e-08
1947,3.7908368994976627e-06,1.907339353124371e-08
1948,3.792114512179978e-06,1.9569398546082084e-08
1949,3.842377282126108e-06,1.668891336237266e-08
1950,3.722376504811109e-06,2.1270722072586068e-08
1951,3.872220986522734e-06,9.595261474260042e-09
1952,3.9300484786508605e-06,2.2144087452602434e-08
1953,3.746059746845276e-06,1.508335856215126e-08
1954,3.988172011304414e-06,2.052232517257835e-08
1955,3.892211680067703e-06,2.627970197011109e-08
1956,3.785847638937412e-06,1.657016923672927e-08
1957,3.773444632315659e-06,2.297109880089465e-08
1958,3.8110224522824865e-06,1.2408365002158916e-08
1959,3.6947815260646166e-06,2.712761748568937e-08
1960,3.7164875266171293e-06,2.422291700554524e-08
1961,3.7304666875570547e-06,1.737039845295385e-08
1962,3.8432253859355114e-06,3.170978146727066e-08
1963,3.71086798622855e-06,1.2285501505004959e-08
1964,3.7373818031483097e-06,2.068549243006146e-08
1965,3.6903461477777455e-06,2.3529786119524942e-08
1966,3.760477738978807e-06,2.2710207048248776e-08
1967,3.574986294552218e-06,2.415864486238206e-08
1968,3.5284563182358397e-06,2.4253646202510026e-08
1969,4.058060767420102e-06,2.180043701116574e-08
1970,4.016526418126887e-06,3.1731204330753826e-08
1971,3.5994473819300765e-06,2.4664307929356255e-08
1972,3.6300918964116136e-06,1.5903454553267693e-08
1973,3.5278990253573284e-06,1.6539610570021068e-08
1974,3.552548605512129e-06,2.193973003272731e-08
1975,3.436026418057736e-06,1.8847885030481848e-08
1976,3.5115335776936263e-06,1.656922776760439e-08
1977,3.4708273233263753e-06,1.5867311020656416e-08
1978,3.520988457239582e-06,1.7821774278559133e-08
1979,3.7048844205855858e-06,1.8726314721106974e-08
1980,3.6095020732318517e-06,2.38776323158163e-08
1981,3.5315542845637538e-06,2.0241758491579276e-08
1982,3.6580811411113245e-06,1.2415004135846175e-08
1983,3.68877613254881e-06,1.515675762675528e-08
1984,3.564650569387595e-06,1.4497521405587577e-08
1985,3.4288680126337567e-06,1.564045071233977e-08
1986,3.5541304441721877e-06,2.1580147446798037e-08
1987,3.437334498812561e-06,1.5277041853778428e-08
1988,3.6273154364607763e-06,1.2592763276586538e-08
1989,3.545875642885221e-06,2.4147738031388144e-08
1990,3.6015583191328915e-06,1.6345952147389653e-08
1991,3.508672989482875e-06,2.05151273746651e-08
1992,3.471264790277928e-06,1.1019888113139586e-08
1993,3.6198721318214666e-06,2.7142116110212555e-08
1994,3.6122696656093467e-06,1.5824779708850656e-08
1995,3.698653699757415e-06,1.2471637056421514e-08
1996,3.8391558518924285e-06,2.5089033073300016e-08
1997,3.878110874211416e-06,1.2946214766884623e-08
1998,3.7472727854037657e-06,1.1920323395031573e-08
1999,3.8723314901289996e-06,1.8737825513426287e-08
2000,3.747374421436689e-06,1.9439339027371716e-08
2001,3.7165818866924383e-06,1.3581756164171566e-08
2002,3.696436579048168e-06,9.200564754507923e-09
2003,3.828151875495678e-06,1.5000923170305214e-08
2004,3.833930350083392e-06,1.9381081628466745e-08
2005,3.7462189084180864e-06,1.3961623857028371e-08
2006,3.6719225136039313e-06,1.4412615101377924e-08
2007,3.888226274284534e-06,1.677681460421354e-08
2008,3.652457507996587e-06,2.426740586258802e-08
2009,3.734925257958821e-06,1.5258216023994464e-08
2010,3.716680339493905e-06,2.0312310056169736e-08
2011,3.4216900530736893e-06,1.644307978665438e-08
2012,3.6769333746633492e-06,3.063827591631707e-08
2013,3.76085631614842e-06,3.0122549787847674e-08
2014,3.678874918477959e-06,3.7462200452864636e-08
2015,3.6835049286310095e-06,2.792885034352821e-08
2016,3.690092398755951e-06,3.6662719082869444e-08
2017,3.5958148600911954e-06,2.7168601590688013e-08
2018,3.669296802399913e-06,2.813798793965816e-08
2019,3.5499544992489973e-06,2.5254779600913935e-08
