year,seraient_VERB aux_ADP,seraient_VERB tôt_ADV
1936,2.182448710641438e-08,0.0
1937,4.280980192561401e-08,1.2591118148108649e-09
1938,4.537825049055755e-08,0.0
1939,2.9058696782158222e-08,6.117620188206274e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,0.0
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,4.064529335323641e-08,5.806470415592457e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.089252066321933e-08
1946,3.6194869323935563e-08,8.352662561605939e-09
1947,2.9802176726434482e-08,1.1920870957027319e-09
1948,3.261566305923225e-08,8.697510267552389e-09
1949,3.043272656100271e-08,1.2762110479513922e-08
1950,2.0207187034770868e-08,8.508289184305795e-09
1951,2.3455083209000804e-08,9.595261474260042e-09
1952,2.2144087452602434e-08,6.326882129314981e-09
1953,2.5857186614075545e-08,6.464296653518886e-09
1954,4.9839933069506515e-08,4.886268278880834e-09
1955,2.3464020060259827e-08,4.6928039232341234e-09
1956,1.3953826538681824e-08,4.360570571293465e-09
1957,2.9155623693100097e-08,5.301022731885041e-09
1958,3.3088973339090444e-08,6.617794756635931e-09
1959,1.4726420971555854e-08,6.200598257066758e-09
1960,2.7683332959327345e-08,0.0
1961,2.431855783413539e-08,5.55852741612739e-09
1962,3.4880759613997725e-08,4.43936931660005e-09
1963,2.9743844720542256e-08,8.405868889838075e-09
1964,2.1902286206909594e-08,3.6503808864551957e-09
1965,2.0793764932136583e-08,3.830430195250756e-09
1966,2.658755882123387e-08,3.3234448526542337e-09
1967,2.267954357648705e-08,4.930335695263466e-09
1968,2.4253646202510026e-08,9.88111459321317e-09
1969,3.633406109315729e-08,9.991866889436096e-09
1970,3.49503110896876e-08,4.598724956395017e-09
1971,2.928886644326667e-08,4.624557625731995e-09
1972,2.8215808356435446e-08,3.0780880067027283e-09
1973,2.866866033457427e-08,1.6539611902288698e-09
1974,2.2502286256553816e-08,2.812785782069227e-09
1975,3.826691852282238e-08,5.140332159925265e-09
1976,3.028169359708954e-08,3.4281160132820787e-09
1977,2.3507126911681553e-08,3.526069214387917e-09
1978,3.683166482915112e-08,8.910887139279566e-09
1979,1.6970723493159312e-08,2.925986564150662e-09
1980,1.8760998088396263e-08,4.548120546843393e-09
1981,2.4037088763861902e-08,3.1627747087981106e-09
1982,1.4898005495922462e-08,4.345251713999687e-09
1983,3.410270821291306e-08,5.68378455412244e-09
1984,1.9136727757995686e-08,2.3196033982486597e-09
1985,2.1656008541981464e-08,3.0077789148208467e-09
1986,2.2179596825822046e-08,2.997242676272549e-09
1987,1.8943532964499354e-08,3.0554083707556856e-09
1988,2.878345739532051e-08,4.797243047249822e-09
1989,3.457516939420202e-08,6.036934507847036e-09
1990,2.179460345530515e-08,5.44865097484859e-10
1991,2.4032006606944378e-08,3.5168792322792797e-09
1992,2.1488782309120324e-08,3.856960972825618e-09
1993,2.1048988330107932e-08,3.323524566667402e-09
1994,2.479215588380157e-08,5.274926717646622e-09
1995,3.3619194539369346e-08,3.253470381991974e-09
1996,2.882569738460461e-08,1.067618438099771e-09
1997,2.2536003285722472e-08,5.274384040632185e-09
1998,2.3363833534517653e-08,1.9072516899143466e-09
1999,2.559312584082818e-08,3.1991407301035224e-09
2000,2.8275401575683645e-08,6.627047355323157e-09
2001,2.6287271026603776e-08,1.3143635069212678e-09
2002,2.6725450297249154e-08,6.571832411594869e-09
2003,3.2918691772465536e-08,3.7502307925763034e-09
2004,2.334539317416784e-08,6.607186797680242e-09
2005,2.1617998058331978e-08,4.954124666056714e-09
2006,2.8825230202755847e-08,5.353256948836815e-09
2007,2.75619083112133e-08,3.994479413904628e-09
2008,2.3841662866175284e-08,2.9802078582719105e-09
2009,2.0026408975581944e-08,1.907277002999308e-09
2010,2.8342757474320024e-08,5.196172381261022e-09
2011,2.370862617340208e-08,3.823971805871906e-09
2012,2.655317032917992e-08,3.744677901096338e-09
2013,3.3190588055731496e-08,7.2517249982695375e-09
2014,3.659602398897732e-08,6.279790909502481e-09
2015,2.5933932334964993e-08,5.984753581600444e-09
2016,3.5212782023563705e-08,4.556948152156792e-09
2017,2.968421419780043e-08,6.792150397672003e-09
2018,3.020316086121966e-08,5.6792268665617485e-09
2019,3.698932360407525e-08,6.887666881283394e-09
