year,furent_VERB en_ADP,furent_VERB tant_ADV
1800,2.1160226424399298e-06,4.087413785214267e-08
1801,1.9787628389167367e-06,2.3811825400343878e-08
1802,2.2512672330776695e-06,1.4098392853156838e-07
1803,2.3384566247841576e-06,3.1205427575287104e-08
1804,1.6981615544864326e-06,4.943701892301533e-09
1805,2.422131728962995e-06,1.9900143755080535e-08
1806,1.8990199350810144e-06,2.881669125542885e-09
1807,1.9957155927841086e-06,1.9928686256776018e-08
1808,2.560663688200293e-06,5.6651849433819734e-08
1809,2.3945724478835473e-06,5.6475762733043666e-08
1810,1.984427399293054e-06,4.44624070894406e-08
1811,2.466963451297488e-06,5.264861258069686e-08
1812,2.0990928533137776e-06,4.800974906515876e-08
1813,1.782959770935122e-06,6.326631307729258e-08
1814,2.583421974122757e-06,3.1466772298927026e-08
1815,2.200934432039503e-06,1.6183340889597275e-08
1816,1.944469659065362e-06,2.0858434979231788e-08
1817,2.476985628163675e-06,3.269434145636296e-08
1818,2.564245278335875e-06,3.457141417584353e-08
1819,2.4697606022527907e-06,1.1696686641471388e-07
1820,2.7518369734025327e-06,1.1985146386450651e-07
1821,2.6399204671179177e-06,6.114122896860863e-08
1822,2.410158003840479e-06,6.717162648328667e-08
1823,3.1930960631143535e-06,3.755420863171821e-08
1824,4.164240181125933e-06,8.084268188213173e-08
1825,3.6137537335889647e-06,1.1094858365368054e-07
1826,4.632999662135262e-06,1.35642963527971e-07
1827,2.9744139737886144e-06,1.6222401200138847e-07
1828,3.0571279694413533e-06,3.274511470863217e-07
1829,2.637108991621062e-06,3.6864655328372464e-08
1830,2.7125336146127665e-06,4.4878394334091354e-08
1831,2.0861034499830566e-06,5.456922025359745e-08
1832,2.317683765795664e-06,4.7354891563600177e-08
1833,2.3155673716246383e-06,4.6334513115198206e-08
1834,2.6799439183378126e-06,1.23215812664057e-07
1835,3.200698756700149e-06,7.260564416355919e-08
1836,3.7286720271367813e-06,1.3911952123635274e-07
1837,3.351615987412515e-06,1.5376939188627148e-07
1838,3.945101070712553e-06,1.1993107307262107e-07
1839,3.094426801908412e-06,3.635567225046543e-08
1840,3.0402522952499567e-06,7.325142092895476e-08
1841,2.796791022774414e-06,8.089891423423978e-08
1842,2.544444896557252e-06,4.8299508392801727e-08
1843,2.619124416014529e-06,5.9069112268161916e-08
1844,2.4451539957226487e-06,2.9089374464774664e-08
1845,2.4843175197020173e-06,5.5802278353667134e-08
1846,2.299062771271565e-06,2.517435504501009e-08
1847,2.3492882519349223e-06,4.907833428546837e-08
1848,2.168187165807467e-06,2.815827571112095e-08
1849,1.955755351445987e-06,2.513824526317876e-08
1850,2.082864057229017e-06,3.2587180953669304e-08
1851,2.1515327262022765e-06,5.546517201082679e-08
1852,2.296920456501539e-06,3.841221740685796e-08
1853,2.276500481457333e-06,3.642878354526147e-08
1854,2.4372861844312865e-06,7.533713386465024e-08
1855,2.069705487883766e-06,5.7845614520601885e-08
1856,2.0563795715133892e-06,3.1063134287023786e-08
1857,2.3655793484067544e-06,5.27202992373077e-08
1858,2.520732550692628e-06,4.159624467092726e-08
1859,2.3021716515359003e-06,7.129042955966725e-08
1860,2.1759931314591086e-06,3.4786598490654796e-08
1861,2.0038130514876684e-06,2.5937801240161207e-08
1862,2.0782736100954935e-06,5.873382136201144e-08
1863,2.144690142813488e-06,4.2454278315062766e-08
1864,1.944741597981192e-06,5.8495679411407764e-08
1865,2.079483920169878e-06,4.1890913848874334e-08
1866,2.0761569885507924e-06,2.77339928800302e-08
1867,2.1949265374132665e-06,4.270474107670452e-08
1868,2.1276036932249554e-06,3.655506830568811e-08
1869,2.161933934985427e-06,3.857980246380066e-08
1870,2.207035322498996e-06,6.078091985273204e-08
1871,2.0647569272114197e-06,2.442870794538976e-08
1872,2.171599589928519e-06,3.8702971494330995e-08
1873,1.8532670083004632e-06,2.8134220286801792e-08
1874,2.1317405298759695e-06,2.9873046258899194e-08
1875,1.920716613312834e-06,4.062284375550007e-08
1876,1.7412522765880567e-06,4.292670396921494e-08
1877,2.0502664028754225e-06,3.834585982076533e-08
1878,1.9494177649903577e-06,4.468925496325937e-08
1879,1.925048309203703e-06,4.032154521382836e-08
1880,1.70201280980109e-06,2.759673911612026e-08
1881,1.6162272231667885e-06,4.183504387356152e-08
1882,1.7004508663376328e-06,3.128031167420886e-08
1883,1.5817305438758922e-06,3.6652167523243406e-08
1884,1.5962903034960618e-06,3.300848305798354e-08
1885,1.626878429306089e-06,1.8692343672910283e-08
1886,1.7753478687154711e-06,2.0651084398082276e-08
1887,1.4252642586143338e-06,2.0892558794116667e-08
1888,1.5712042795712478e-06,3.61415040117663e-08
1889,1.500500275142258e-06,4.8241552974559454e-08
1890,1.2905586572742322e-06,2.818386235503567e-08
1891,1.4456730923484429e-06,2.4859458491732767e-08
1892,1.473100383009296e-06,3.19694137829174e-08
1893,1.4644714383393875e-06,3.510297474917934e-08
1894,1.65856511102902e-06,3.969969597505951e-08
1895,1.4637270169259864e-06,1.9861428057765806e-08
1896,1.452438255000743e-06,1.7101383420481397e-08
1897,1.3453881138048018e-06,3.787363667129284e-08
1898,1.4372221812664066e-06,2.319925584970406e-08
1899,1.5880732462392189e-06,1.6582735185011188e-08
1900,1.3745908518103533e-06,1.8168686111152965e-08
1901,1.4055677866053884e-06,1.956058603980182e-08
1902,1.2580147767948802e-06,2.356936334990678e-08
1903,1.4964010688345297e-06,2.6461078661554893e-08
1904,1.3689170828001807e-06,1.7198800605910947e-08
1905,1.5219078477457515e-06,2.9932401446330914e-08
1906,1.432140948054439e-06,1.9033482345776065e-08
1907,1.3330250112630893e-06,3.085705913008496e-08
1908,1.3354066368265194e-06,3.97822503828138e-08
1909,1.4616113048759871e-06,2.8605114721358404e-08
1910,1.4113901443124632e-06,2.4583092894658876e-08
1911,1.5312036794057349e-06,3.085817112946643e-08
1912,1.3518448440663633e-06,2.344239469209697e-08
1913,1.4265042409533635e-06,3.340883480973389e-08
1914,1.4130129102341016e-06,1.6072185360371805e-08
1915,1.4054448911338113e-06,1.0602685840410686e-08
1916,1.537145976726606e-06,3.29623865980011e-08
1917,1.3784795100946212e-06,7.676496771580332e-09
1918,1.5001207884779433e-06,1.722956355365568e-08
1919,1.4529985037370352e-06,1.6574126959767455e-08
1920,1.4561401258106343e-06,4.619061400035207e-08
1921,1.338861693511717e-06,3.180553775905537e-08
1922,1.4453376024903264e-06,2.4347187377316004e-08
1923,1.5584212178509915e-06,4.564857647437748e-08
1924,1.5753564639453543e-06,3.351822286390416e-08
1925,1.4781551271880744e-06,2.74954441437103e-08
1926,1.4679463902211864e-06,3.009457216762712e-08
1927,1.3724695691053057e-06,5.5746124161260013e-08
1928,1.4156864835968008e-06,2.742249805010033e-08
1929,1.5362620615633205e-06,3.5649300400564243e-08
1930,1.4442455267271725e-06,2.2057568216382606e-08
1931,1.4530423868563958e-06,2.5091784650044247e-08
1932,1.4926888525224058e-06,2.9590749406338546e-08
1933,1.3730382306675892e-06,1.8353059516584835e-08
1934,1.3682964663530583e-06,1.9170528275935794e-08
1935,1.492444994255493e-06,5.864459140525469e-08
1936,1.3191689731684164e-06,6.0623572828433225e-09
1937,1.306958097302413e-06,3.021868266728234e-08
1938,1.2524396879598498e-06,1.5558256905023882e-08
1939,1.2143476624260074e-06,6.72938256229827e-08
1940,1.5037193179523456e-06,1.4200384157447843e-07
1941,1.2012615115963854e-06,2.3612020783048138e-08
1942,1.4533874264088809e-06,3.944475324146879e-08
1943,1.419682007508527e-06,4.3548528338988035e-08
1944,1.3495381381289917e-06,1.6065930807940276e-08
1945,1.4792042293265695e-06,2.6142048525912287e-08
1946,1.4310895721791894e-06,2.5057987684817817e-08
1947,1.451962134524365e-06,2.26496545963073e-08
1948,1.2448311963453307e-06,1.6307831529616124e-08
1949,1.3743812132815947e-06,2.5524220959027843e-08
1950,1.1762709846152575e-06,2.5524867552917385e-08
1951,1.2495162309278385e-06,3.838104589704017e-08
1952,1.3022832945353002e-06,2.003512733494972e-08
1953,1.2077460951331886e-06,2.9089333608567358e-08
1954,1.2733614767057588e-06,4.593092128857279e-08
1955,1.180709432446747e-06,2.9095383879962355e-08
1956,1.070956159310299e-06,1.657016923672927e-08
1957,1.300517510571808e-06,2.3854601849393475e-08
1958,1.1399151844670996e-06,1.9853384713997002e-08
1959,1.1711380238921265e-06,1.9376869886400527e-08
1960,1.161315822173492e-06,2.4914999841030294e-08
1961,1.2228759942445322e-06,2.223410966450956e-08
1962,1.16374894787441e-06,1.8391673961559718e-08
1963,1.2175578376627527e-06,2.3277792138287623e-08
1964,1.2417378911777632e-06,1.8860301764789256e-08
1965,1.2788165122401551e-06,3.8851506900527966e-08
1966,1.2994669305044226e-06,3.1572724878969893e-08
1967,1.5639024013580638e-06,5.867099517331553e-08
1968,1.2885872138213017e-06,1.8863946849023705e-08
1969,1.2180994417576585e-06,3.2246479264586014e-08
1970,1.1437028888394707e-06,3.587005537042387e-08
1971,1.1931358585570706e-06,3.288574390580834e-08
1972,1.1122158412035787e-06,2.0520587895589415e-08
1973,9.774910267879022e-07,2.0950174928202614e-08
1974,1.0727965218393365e-06,1.9689501584707614e-08
1975,1.0806120371853467e-06,3.198428899509054e-08
1976,1.024435391627776e-06,3.485251554025126e-08
1977,9.908254696711083e-07,1.9393379346865913e-08
1978,1.084157929653884e-06,2.0792070287711795e-08
1979,1.0012726079366985e-06,3.2185852205657284e-08
1980,9.505571938461799e-07,1.6486936260662333e-08
1981,1.0032321142716683e-06,2.213942273954217e-08
1982,1.0801054486364592e-06,3.227901146374279e-08
1983,9.599280019756407e-07,1.705135410645653e-08
1984,9.42338886034122e-07,1.275781880138993e-08
1985,9.125601536652539e-07,1.0226449020933615e-08
1986,9.58518171501055e-07,1.558566253834215e-08
1987,9.53898506850237e-07,4.888653393209097e-08
1988,9.528524174129416e-07,3.537966719591168e-08
1989,9.467010499975004e-07,1.2622680678475717e-08
1990,9.883852953862515e-07,1.1442167213715493e-08
1991,9.126301279138715e-07,2.3445860364290638e-08
1992,1.067276230060088e-06,2.3692759754112558e-08
1993,1.0230916132059065e-06,1.661762283333701e-08
1994,9.231121680386423e-07,2.2154692302933654e-08
1995,9.603160151527845e-07,1.6809597269684673e-08
1996,1.0526717915126937e-06,2.2419987644184403e-08
1997,1.103784711631306e-06,2.972834600711849e-08
1998,9.679301911091898e-07,3.194646680526603e-08
1999,9.848783975030528e-07,2.2393985332769262e-08
2000,9.569456551616895e-07,2.164835422036049e-08
2001,1.0663869716154295e-06,2.1467938537966802e-08
2002,1.0002328281188966e-06,1.6648641576466616e-08
2003,9.767267101778998e-07,1.2084076850271686e-08
2004,9.051846063812263e-07,1.3214373595360485e-08
2005,9.72809857557877e-07,2.34194974524371e-08
2006,9.121126254285628e-07,1.8942293067425453e-08
2007,9.890330829875893e-07,1.677681460421354e-08
2008,9.140723022937891e-07,2.5118893631770334e-08
2009,8.673342222209612e-07,1.5735034608610476e-08
2010,7.345498147515173e-07,1.6060896612657416e-08
2011,6.913741117386962e-07,1.0324724186716594e-08
2012,6.937867169654055e-07,8.510632198976964e-09
2013,7.435807560796093e-07,5.578249862026041e-09
2014,7.873558729443175e-07,1.3642305063399363e-08
2015,7.915390938251221e-07,2.1722438958704515e-08
2016,8.919190008782607e-07,1.4292246497404903e-08
2017,6.507886496365245e-07,8.301517695485927e-09
2018,7.070637479955622e-07,8.518839855753413e-09
2019,7.515209858866001e-07,1.9132407658162265e-08
