year,dont_PRON elles_PRON,dont_PRON telle_DET
1800,1.9984308892162517e-05,4.087413785214267e-08
1801,1.8968499716720544e-05,2.3811825400343878e-08
1802,1.7591661162441596e-05,6.713520406265161e-09
1803,2.1763835320598446e-05,9.751696339321825e-09
1804,1.6764093743404374e-05,4.2021465418429216e-08
1805,1.8103444745065644e-05,7.675770063997334e-08
1806,1.507689285062952e-05,7.492339904047185e-08
1807,1.61336938617751e-05,1.1387820464392462e-08
1808,1.6111785953398794e-05,2.039466551195801e-08
1809,1.7819233107729815e-05,1.581321384946932e-08
1810,1.67459475051146e-05,2.3401266702194334e-08
1811,1.2675780453719199e-05,1.0028307073639553e-08
1812,1.6939438864937983e-05,8.00162425207418e-09
1813,1.5681418517488055e-05,3.163315653864629e-08
1814,1.43394081533188e-05,3.1466771410748606e-09
1815,1.7669512089923956e-05,3.236668177919455e-08
1816,1.9043751308345236e-05,3.7081662185300956e-08
1817,1.7472790204919875e-05,5.1376822796100896e-08
1818,1.5440309653058648e-05,1.668964877410417e-08
1819,1.5548312148894183e-05,4.864993385922389e-08
1820,1.4454561096499674e-05,2.610625848831205e-08
1821,1.4307047422335017e-05,2.6626018723163725e-08
1822,1.4135115634417161e-05,2.606660132187244e-08
1823,1.3246753951534629e-05,2.4706716672540097e-08
1824,1.346620138065191e-05,2.6947560627377243e-08
1825,1.3312949704413768e-05,5.2832657360113444e-08
1826,1.4479445781034883e-05,2.025836387531399e-08
1827,1.4527344319503754e-05,3.7790819362726324e-08
1828,1.5436065950780176e-05,1.834460228167245e-08
1829,1.3662212950293906e-05,3.600733933240008e-08
1830,1.4427881978917867e-05,1.8786305178153384e-08
1831,1.2488556421885733e-05,9.354723218280014e-09
1832,1.3732918887399137e-05,5.411987746839486e-09
1833,1.4523553545586765e-05,1.7375443306377747e-08
1834,1.4764427760383114e-05,3.173740381612333e-08
1835,1.3633978596772067e-05,3.403389570166837e-08
1836,1.2863515621575061e-05,1.0753200108126748e-08
1837,1.3965878679300658e-05,2.99189295560609e-08
1838,1.2749304914905224e-05,1.5780404538645598e-08
1839,1.2957300896232482e-05,1.3982949909063791e-08
1840,1.2380126463540364e-05,1.8472096741106725e-08
1841,1.4152815310808364e-05,3.467096121312352e-08
1842,1.334206808678573e-05,1.8783142152756227e-08
1843,1.3650871551362798e-05,1.8902115428431898e-08
1844,1.4318009561975487e-05,1.756339607084101e-08
1845,1.350861566606909e-05,1.6182660544927785e-08
1846,1.3426712939690333e-05,2.1661654692195498e-08
1847,1.2352100384305231e-05,2.426950729272903e-08
1848,1.3711471183341928e-05,2.091757700384278e-08
1849,1.26872719192761e-05,1.75967720394965e-08
1850,1.1901110156031791e-05,1.425689166723032e-08
1851,1.2092053111700807e-05,1.6123596680017727e-08
1852,1.4083611858950462e-05,1.3672145193766028e-08
1853,1.2553598025988322e-05,2.329053394589664e-08
1854,1.2517394679889549e-05,2.1302223984775992e-08
1855,1.1814303434221074e-05,1.751289246954002e-08
1856,1.229478857567301e-05,2.485050831779745e-08
1857,1.196018547489075e-05,1.0739319655783675e-08
1858,1.1571586583158933e-05,5.872411001917044e-09
1859,1.2487027561292052e-05,3.258990943777462e-08
1860,1.2160662663518451e-05,1.5104706818647173e-08
1861,1.162013450084487e-05,2.0750240636857598e-08
1862,1.1357765288266819e-05,9.939570055905733e-09
1863,1.1042607184208464e-05,2.247579411474021e-08
1864,1.1532759344845545e-05,1.4863656527808189e-08
1865,1.1464931048976723e-05,3.3418594114209554e-08
1866,1.087367218133295e-05,1.8002767276925624e-08
1867,1.128133044403512e-05,1.5043715606566366e-08
1868,1.1850263945234474e-05,2.5687345583946808e-08
1869,1.1399110007914715e-05,9.767038733343725e-09
1870,1.1476125109766144e-05,1.2614907340946502e-08
1871,1.0758190910564736e-05,6.37270636261178e-09
1872,1.0615499377308879e-05,1.6932549473658298e-08
1873,1.0992100214934908e-05,3.41202257558848e-08
1874,1.0818224836839363e-05,1.3741601190275787e-08
1875,1.0565371667325962e-05,1.945319194618378e-08
1876,1.0943286724796053e-05,1.813804395567331e-08
1877,1.0868577192013618e-05,2.5976227613355718e-08
1878,1.0013412975240499e-05,2.294853773676664e-08
1879,1.0324759387003724e-05,1.221865097988939e-08
1880,1.0164584637095686e-05,1.2835692508872398e-08
1881,1.0310246580047533e-05,2.998178416646624e-08
1882,9.887240594252944e-06,1.6638462163598433e-08
1883,1.0162761100218631e-05,1.5166413291911596e-08
1884,9.905185834213626e-06,1.4523733327109767e-08
1885,9.79865581030026e-06,2.1915161241281567e-08
1886,9.441417205380276e-06,6.388929163492207e-08
1887,9.180321285384707e-06,1.697520346510828e-08
1888,9.718260116642341e-06,1.902184476598734e-08
1889,9.690913429949433e-06,1.8795409673089125e-08
1890,9.402922842127737e-06,1.1142456735058204e-08
1891,9.6237972684321e-06,2.6134301833735663e-08
1892,9.298711120209191e-06,2.1312942521944933e-08
1893,9.354635039926507e-06,1.3548516086814288e-08
1894,9.894047252601013e-06,1.6384001710889606e-08
1895,9.511818461760413e-06,2.1065150068722005e-08
1896,9.520163985143881e-06,1.7691087705884456e-08
1897,9.471323210163973e-06,1.2818770045441852e-08
1898,9.533196134725586e-06,2.1501748159735712e-08
1899,9.079047231352888e-06,2.65323762960179e-08
1900,9.526620488031767e-06,1.86877908703309e-08
1901,9.387405043526087e-06,2.1237207548097103e-08
1902,8.439305020147003e-06,1.915010727771005e-08
1903,9.574050636729226e-06,2.592105685650381e-08
1904,9.141162081505172e-06,1.9886112312406112e-08
1905,9.662488992034923e-06,1.7546580632910036e-08
1906,9.547606168780476e-06,1.2860461140462576e-08
1907,9.570317160978448e-06,3.034277673563679e-08
1908,9.244216926163062e-06,2.4065806236706067e-08
1909,8.999609235615935e-06,1.3752458727367411e-08
1910,9.003290870168712e-06,1.0153886398356349e-08
1911,9.058469004230574e-06,2.3409645777405785e-08
1912,9.28683493839344e-06,1.1981668990301841e-08
1913,8.672509466123302e-06,2.3863453046946148e-08
1914,8.695052201801445e-06,8.705766774141921e-09
1915,8.83439315657597e-06,1.8849219074468238e-08
1916,9.320664503320586e-06,4.394984642885902e-08
1917,9.31597787712235e-06,6.57985488317081e-09
1918,8.875523235474247e-06,9.189101035644853e-09
1919,9.202323781209998e-06,1.7494911797033552e-08
1920,9.131354090641253e-06,2.953170330499688e-08
1921,8.660193998366594e-06,5.14946840723951e-08
1922,8.740639714233112e-06,2.1396012073182646e-08
1923,8.310164048452862e-06,2.653987074552333e-08
1924,7.956710760481656e-06,2.3204924204378585e-08
1925,8.046266884775832e-06,1.3197813508725176e-08
1926,8.660549610794988e-06,2.452150482668003e-08
1927,8.23035770736169e-06,2.0068604555945058e-08
1928,7.893108886491973e-06,2.2852082892654835e-08
1929,8.37758580018999e-06,1.4482528065684619e-08
1930,8.142393198795617e-06,1.3654684494213143e-08
1931,7.768187970214058e-06,2.6232321204133768e-08
1932,7.487555194529705e-06,2.0823119339929974e-08
1933,7.402018127322663e-06,1.8353059516584835e-08
1934,7.2812063081073575e-06,2.875579241390369e-08
1935,7.305440703930799e-06,1.555876938397205e-08
1936,7.080833256623009e-06,2.3036957230715416e-08
1937,7.140422894735821e-06,2.0145789036973838e-08
1938,7.334421752602793e-06,9.075650453382877e-09
1939,7.382438070635544e-06,1.070583532936098e-08
1940,6.991153441049391e-06,5.0715658339584024e-09
1941,7.1869089879328385e-06,1.7709016475464523e-08
1942,7.2365951382380445e-06,1.2136847082899749e-08
1943,7.748734788037837e-06,2.322588166236983e-08
1944,7.984767762536649e-06,3.213186161588055e-08
1945,7.348094186454546e-06,1.3071024262956144e-08
1946,7.243150776048424e-06,2.227376683094917e-08
1947,7.516109235439217e-06,1.0728784083369192e-08
1948,7.303734037122922e-06,9.784699273041042e-09
1949,7.374536835413892e-06,1.1780409536754632e-08
1950,7.215029199869605e-06,1.701657836861159e-08
1951,7.027996161923511e-06,1.0661401539380222e-08
1952,6.582066816918086e-06,1.5817205323287453e-08
1953,7.084868684614776e-06,1.508335856215126e-08
1954,6.9717270889668725e-06,1.4658803948464083e-08
1955,6.455421043938259e-06,1.595553378308523e-08
1956,6.4780638240335975e-06,2.7907653077363648e-08
1957,6.27110966888722e-06,1.236905244894615e-08
1958,6.53259075988899e-06,1.3235589513271862e-08
1959,6.588135875063017e-06,2.015194411342236e-08
1960,6.308339379756944e-06,2.2146666722733244e-08
1961,6.496528840216342e-06,1.876002952982958e-08
1962,6.33434592600679e-06,2.0928455413127267e-08
1963,6.285650215431815e-06,2.3277790806019993e-08
1964,6.448397925851168e-06,3.041984258933539e-08
1965,6.857017524453113e-06,2.298258233723871e-08
1966,7.10995618646848e-06,1.9386760974349215e-08
1967,6.752094577677781e-06,1.1339771677221222e-08
1968,6.892526926094433e-06,2.6499353711351148e-08
1969,7.309505235753022e-06,2.497966811176866e-08
1970,6.89072976456373e-06,1.931464521653936e-08
1971,6.521140221593669e-06,3.0316544386010946e-08
1972,6.385493634297745e-06,2.0007573542368817e-08
1973,6.304899670794839e-06,2.1501494140707678e-08
1974,6.512161689897766e-06,2.7002744096282782e-08
1975,6.069019036658574e-06,1.8276736568623164e-08
1976,6.134042450867128e-06,1.8854638739185248e-08
1977,6.443303391279187e-06,2.291944944943225e-08
1978,6.345739620883251e-06,3.148513272321907e-08
1979,6.320131433312781e-06,1.8141117053005473e-08
1980,6.2923249970481265e-06,2.160357320812878e-08
1981,6.082648269511992e-06,3.5423077027196825e-08
1982,6.7934906837763265e-06,3.1037512115972277e-08
1983,6.54077302897349e-06,3.031351525351056e-08
1984,6.560418114531785e-06,1.9136728035551442e-08
1985,6.525677235913463e-06,3.2484013701150616e-08
1986,6.137154286989244e-06,1.1389522269755759e-08
1987,6.243421466933796e-06,2.261002229886344e-08
1988,6.205833415151574e-06,2.0388283061834045e-08
1989,6.364575256156968e-06,1.701317808855407e-08
1990,6.576521627721377e-06,2.942271493111548e-08
1991,6.430027497117408e-06,2.6962739874125674e-08
1992,6.459307769546285e-06,1.1570882918476855e-08
1993,6.6354164118820336e-06,2.8803878393546256e-08
1994,6.46020271233283e-06,2.37371703404321e-08
1995,6.51236359772156e-06,1.7894087989134277e-08
1996,6.582935384358279e-06,1.7615704450690828e-08
1997,6.7866935751226265e-06,1.7261619689179497e-08
1998,6.733552254445385e-06,1.621164003040576e-08
1999,6.7748660512734205e-06,2.9706307858035075e-08
2000,6.68492339173099e-06,2.0764748254187282e-08
2001,6.797450168960495e-06,3.855466346180947e-08
2002,6.733499503752682e-06,2.3658595971198793e-08
2003,6.796251454943558e-06,2.0001230893740285e-08
2004,6.863545877422439e-06,2.0262039879259675e-08
2005,6.723647857143078e-06,1.7114247796712334e-08
2006,6.840638889116235e-06,2.141302779534726e-08
2007,6.451883109548362e-06,2.836080348345149e-08
2008,6.11410905548837e-06,2.1287197782271505e-08
2009,6.0813526943093166e-06,1.8595951445377068e-08
2010,5.686974418495083e-06,1.6533276081531767e-08
2011,5.100414000480669e-06,1.5295887223487625e-08
2012,4.889187948720064e-06,1.2936160587173617e-08
2013,5.2165005399729125e-06,1.3666713094551142e-08
2014,4.897370672551915e-06,1.3425760059249114e-08
2015,5.212055384617997e-06,1.684597350504191e-08
2016,5.518464149645297e-06,1.491364898242864e-08
2017,4.548980086838128e-06,1.2326495379966218e-08
2018,4.755061581818154e-06,1.3681773936013997e-08
2019,4.70478653369355e-06,1.0969247732361964e-08
