year,fût_VERB au_ADP,fût_VERB tôt_ADV
1800,8.049061079873354e-07,6.288328968651058e-09
1801,7.738843237348192e-07,0.0
1802,6.556871312568546e-07,0.0
1803,7.41128928893886e-07,0.0
1804,8.255981924776279e-07,2.4718509461507665e-09
1805,7.363053100561956e-07,0.0
1806,8.011040222299926e-07,0.0
1807,8.910969313546957e-07,2.8469551160981155e-09
1808,7.047490271361312e-07,0.0
1809,8.155100204021437e-07,2.259030518203531e-09
1810,7.441603315783141e-07,0.0
1811,8.198140903914464e-07,0.0
1812,5.254400434751005e-07,0.0
1813,8.886041769073927e-07,0.0
1814,6.482155185949523e-07,0.0
1815,7.39039251129725e-07,5.394447111228828e-09
1816,1.008157710202795e-06,0.0
1817,9.138846621681296e-07,1.556873407970727e-09
1818,1.0097237463924102e-06,4.768470951432846e-09
1819,9.08822187284386e-07,0.0
1820,9.49318518905784e-07,0.0
1821,8.658386718707334e-07,1.577838126820552e-08
1822,8.481671329718665e-07,4.010246357211145e-09
1823,1.1948168321396224e-06,5.929612356680991e-09
1824,1.1082183846156113e-06,0.0
1825,1.2098678325855872e-06,1.7610886082763955e-09
1826,1.0411037010271684e-06,0.0
1827,1.2166800615887041e-06,4.608636583469661e-09
1828,9.447470006307412e-07,4.586150570418113e-09
1829,9.970603969122749e-07,8.57317605795771e-10
1830,9.194852168548096e-07,7.305785310052215e-09
1831,7.951514930937265e-07,0.0
1832,8.618590641162882e-07,0.0
1833,7.309269562938425e-07,0.0
1834,6.954225568733818e-07,0.0
1835,9.12108419015567e-07,7.563087933704082e-10
1836,8.878110975274467e-07,6.720750067579218e-10
1837,8.989595130515227e-07,6.957890930081589e-10
1838,9.020079119181901e-07,0.0
1839,7.410963576148788e-07,2.7965900706306e-09
1840,9.656448582973098e-07,1.2739377330817092e-09
1841,8.526488386451092e-07,3.852329122366882e-09
1842,7.607172847201582e-07,0.0
1843,8.80129732649948e-07,3.5441467538532834e-09
1844,7.969391049300611e-07,7.683985892015244e-09
1845,7.499826324419701e-07,1.1160455892778032e-09
1846,7.967976216605166e-07,3.5127007969038004e-09
1847,7.092089049365313e-07,1.6179670936367074e-09
1848,6.661443308075832e-07,0.0
1849,6.661634870397393e-07,8.379414939696517e-10
1850,7.753033628432604e-07,4.752297222410107e-09
1851,7.339461376432155e-07,2.579775504329973e-09
1852,6.451950298469455e-07,2.6042181744401205e-09
1853,7.405195674436982e-07,5.971931837933653e-10
1854,6.905037821525184e-07,9.352196350675968e-09
1855,6.692047804790491e-07,1.5920811335945473e-09
1856,7.631176686118124e-07,5.177189232874468e-10
1857,8.669559861118614e-07,0.0
1858,8.147970333993726e-07,2.4468380654951716e-09
1859,7.678997349103156e-07,2.5460866748261424e-09
1860,8.765306915847759e-07,5.492620580582752e-09
1861,8.017138384275313e-07,5.659156698811785e-09
1862,7.346245638473192e-07,9.487771457372673e-09
1863,8.161210303114785e-07,1.4983863039219614e-09
1864,6.794129490117484e-07,7.1920918109924514e-09
1865,7.465055205102544e-07,0.0
1866,7.541700028923515e-07,2.919367858567057e-09
1867,7.036576903374225e-07,8.249779526181555e-09
1868,6.046406042514718e-07,1.975949626142892e-09
1869,6.456012329181249e-07,0.0
1870,6.548283977281244e-07,1.1468097582678638e-09
1871,5.469906341204478e-07,5.3105884134652115e-09
1872,6.573457653757941e-07,1.2094678591978436e-09
1873,6.500800964204245e-07,0.0
1874,6.870800461911131e-07,4.182226565063729e-09
1875,6.225021706995904e-07,0.0
1876,6.039968525328732e-07,4.836811839936672e-09
1877,5.547780119741219e-07,7.421779191219002e-09
1878,5.604274520010222e-07,0.0
1879,5.993248350932845e-07,3.0546627449723474e-09
1880,5.84665770020365e-07,0.0
1881,4.6088274530120543e-07,6.972507571312292e-10
1882,5.550591026803886e-07,6.655385131892899e-10
1883,5.352480343390198e-07,0.0
1884,6.509273475785449e-07,7.922036360241691e-09
1885,4.776215973834042e-07,1.0957580620640783e-08
1886,5.730676093662623e-07,1.2906927748801422e-09
1887,4.942396003571048e-07,5.876032105334161e-09
1888,5.338797564036213e-07,6.974675947901687e-09
1889,4.692587367571832e-07,2.5060546970934183e-09
1890,4.765038852383441e-07,1.3108772956016423e-09
1891,4.557567194751755e-07,0.0
1892,4.124681254324969e-07,1.2537024751679837e-09
1893,5.173070007913338e-07,1.2316833108982905e-09
1894,4.7324559204753314e-07,6.301539290376468e-10
1895,5.958428346275468e-07,4.814891596538473e-09
1896,4.747108448555082e-07,1.179405795248556e-09
1897,4.533183073363034e-07,1.7480140668268973e-09
1898,4.3342998878870276e-07,2.26334195829736e-09
1899,4.5713073859587894e-07,6.633094074004475e-09
1900,4.147651395669527e-07,1.038210628578895e-09
1901,4.107723157176224e-07,5.588738916095792e-10
1902,4.0558944647273165e-07,4.910283846193408e-10
1903,3.6613494103221456e-07,7.560307935250421e-09
1904,4.278201686247485e-07,2.6873125946735854e-09
1905,3.911855230853689e-07,1.5482277682110634e-09
1906,4.4497195972326153e-07,1.0288369045596824e-09
1907,3.944560944546538e-07,6.1714118260169926e-09
1908,4.0960983938020945e-07,7.367083831866239e-09
1909,4.829863655686495e-07,1.1001967115120692e-09
1910,3.9119183270486246e-07,0.0
1911,3.405039592507819e-07,1.0640748282497725e-09
1912,4.157118098646606e-07,3.125652625612929e-09
1913,4.104514061964437e-07,1.060597942803554e-09
1914,3.8841113791932e-07,5.357394972094198e-09
1915,4.0290206015924923e-07,0.0
1916,4.4718970571011596e-07,0.0
1917,3.761483640118968e-07,1.6449636319748606e-08
1918,3.618208666011924e-07,0.0
1919,4.751249775836186e-07,9.207848372660976e-10
1920,3.8391215184674365e-07,3.786115865267448e-09
1921,4.142292766573519e-07,2.2718242842501013e-09
1922,4.5374304136203136e-07,7.377935595798135e-09
1923,3.704965934048232e-07,2.1231896241147297e-09
1924,4.215561091314157e-07,0.0
1925,3.9813403418520465e-07,4.399271169575059e-09
1926,4.068340615503985e-07,8.916910765321973e-09
1927,4.481988469251519e-07,3.3447675740205796e-09
1928,3.6677593584499846e-07,1.1426041224282812e-09
1929,4.244494959948497e-07,6.684243825105796e-09
1930,4.0753982943897427e-07,5.2518016602221e-09
1931,3.501444609810278e-07,1.1405356659111021e-09
1932,4.1207857748304377e-07,1.0959536611565568e-09
1933,4.0262023048853735e-07,4.588264879146209e-09
1934,3.55852932898415e-07,1.1981580172459871e-09
1935,3.8657557865917624e-07,3.590485242455088e-09
1936,3.1524257337878225e-07,3.6374143697059935e-09
1937,3.0344594392772706e-07,2.5182236296217297e-09
1938,3.5135730058755144e-07,1.2965214457594243e-09
1939,3.288220966624067e-07,1.070583532936098e-08
1940,3.0682971896567324e-07,2.5357829169792012e-09
1941,2.8924725370416127e-07,5.9030051957620344e-09
1942,2.912843228841666e-07,6.068423541449874e-09
1943,4.093561756235431e-07,0.0
1944,4.7233837108251464e-07,0.0
1945,4.2698678726083017e-07,4.357008087652048e-09
1946,4.092804601896205e-07,5.568441707737293e-09
1947,4.4584058400687354e-07,1.1920870957027319e-09
1948,3.859520063542732e-07,3.2615663503321457e-09
1949,3.2003447358874837e-07,2.945102384188658e-09
1950,3.1055256499712414e-07,0.0
1951,4.296544773296773e-07,0.0
1952,3.384882063528494e-07,2.1089607837865287e-09
1953,3.5338155157660367e-07,2.1547654771580937e-09
1954,3.615838295445428e-07,9.772536113672459e-10
1955,3.144178606362402e-07,9.385607846468247e-10
1956,3.0175149845490523e-07,8.72114158667614e-10
1957,2.8890573844364553e-07,8.835037701437898e-10
1958,3.07727447079742e-07,0.0
1959,2.906530482960079e-07,0.0
1960,3.169741660258296e-07,2.7683333403416555e-09
1961,3.1475161677008145e-07,3.47407969059077e-09
1962,3.1646362685933127e-07,6.341956404476434e-10
1963,3.233026575344411e-07,1.2932106496776896e-09
1964,3.32793064217185e-07,3.041984220075733e-09
1965,3.184729280292231e-07,4.924839203113152e-09
1966,2.697529453143943e-07,3.3234448526542337e-09
1967,3.3575585689504805e-07,1.9721342336964653e-09
1968,3.458390267496725e-07,0.0
1969,2.8749326475008274e-07,4.087581828571274e-09
1970,2.6534644348430447e-07,6.438214850135182e-09
1971,2.2352028850036731e-07,3.5968783507200897e-09
1972,2.631765312344214e-07,5.130146862875051e-10
1973,2.4423493982794753e-07,1.6539611902288698e-09
1974,1.8058085515804123e-07,5.625571675160757e-10
1975,1.9647491455998534e-07,1.1422960355389478e-09
1976,1.9083179836343334e-07,3.9994687561772935e-09
1977,1.868816639216675e-07,1.7630346071939584e-09
1978,2.1920781989592797e-07,5.940591352171509e-10
1979,2.0891545204904105e-07,2.925986564150662e-09
1980,1.9556918573471194e-07,1.7055452605774235e-09
1981,1.7964561038752436e-07,3.795329828193417e-09
1982,1.9739857748390932e-07,6.828252629986764e-09
1983,1.9703786335867335e-07,1.2630632095778083e-09
1984,1.9948589624618762e-07,1.1598016991243298e-09
1985,1.6482628950598155e-07,3.609334831011779e-09
1986,2.008152648613759e-07,5.994485463567401e-10
1987,1.9126856898310507e-07,1.8332451112712533e-09
1988,1.960873134976282e-07,1.1993107618124554e-09
1989,1.6299722460644261e-07,4.390497743145261e-09
1990,1.7871575153094454e-07,3.2691906959314565e-09
1991,1.6529331503534195e-07,1.7584396161396398e-09
1992,1.9339904611115344e-07,1.65298330578878e-09
1993,1.6229877530804515e-07,1.1078414852150331e-09
1994,1.6985264039703907e-07,1.0549853213248639e-09
1995,1.6592699125794752e-07,3.795715741716776e-09
1996,1.633456179206405e-07,1.067618438099771e-09
1997,1.5919049189960788e-07,2.3974471297094624e-09
1998,1.5877870396252547e-07,9.536258449571733e-10
1999,1.6041406070144149e-07,9.140402323914998e-10
2000,1.497712673881324e-07,2.2090156370779823e-09
2001,1.5903798100680433e-07,4.3812117822561447e-10
2002,1.6122895374337531e-07,4.38122149670761e-10
2003,1.625099912416772e-07,2.5001538617175356e-09
2004,1.3522709707558533e-07,8.809582507929292e-10
2005,1.463718604099995e-07,1.3511248786457486e-09
2006,1.758339038815393e-07,8.235779835885637e-10
2007,1.5618414295204275e-07,1.5977917877663117e-09
2008,1.7838672761172347e-07,2.9802078582719105e-09
2009,1.630721868650653e-07,3.337734755248789e-09
2010,1.8942409951705486e-07,5.668551850135373e-09
2011,2.0037613523982145e-07,1.911985902935953e-09
2012,2.8834020326939935e-07,5.1063788752969685e-09
2013,2.886744425723009e-07,2.7891249310130206e-09
2014,3.1810390055397875e-07,4.114345752981308e-09
2015,3.7969937238813145e-07,4.876465897751814e-09
2016,3.8278363945210003e-07,6.214019965256057e-09
2017,2.052738778957064e-07,3.018733707449428e-09
2018,3.1158302249423286e-07,3.0977600484760615e-09
2019,3.2601624866401835e-07,4.846876677788714e-09
