year,seront_VERB en_PRON,seront_VERB tant_ADV
1854,3.3771819119010615e-08,2.7537021551893304e-08
1855,4.776243400783642e-08,1.2205955357558196e-08
1856,6.833889898416601e-08,1.346069211649592e-08
1857,4.637433548282388e-08,1.513267733344037e-08
1858,6.949019848434546e-08,4.4532452392331834e-08
1859,5.550468884507609e-08,4.379269213927728e-08
1860,4.439868561689764e-08,1.5562426014525954e-08
1861,4.291527133659656e-08,1.3676294763342867e-08
1862,3.7951085829490694e-08,3.11741068514948e-08
1863,2.7470415275843152e-08,9.989241434027463e-09
1864,5.897515364949868e-08,1.4863656971897399e-08
1865,4.5185707620021276e-08,2.3534221682552925e-08
1866,2.3354942868536455e-08,8.271541673821048e-09
1867,5.143980175148499e-08,9.220341823379385e-09
1868,3.1615194018286275e-08,1.0373735648272486e-08
1869,3.4672986259920435e-08,6.8369265804335555e-09
1870,3.1537268796455464e-08,2.0069171213776826e-08
1871,2.3366590440332402e-08,1.274541272522356e-08
1872,3.3260366905096816e-08,1.7537283625301825e-08
1873,2.7535620006347017e-08,1.616221290134945e-08
1874,7.52800772829687e-08,1.3144139998644278e-08
1875,1.830888685105947e-08,2.0025344937835143e-08
1876,2.9625471853478302e-08,1.874264654588842e-08
1877,3.710889728836264e-08,1.1751150275074451e-08
1878,3.8650167510922984e-08,2.717589886458427e-08
1879,3.5434087664043545e-08,1.588424503040642e-08
1880,4.685027832351807e-08,9.626769603698904e-09
1881,6.763332294212887e-08,9.761510710859511e-09
1882,2.3959387362992857e-08,1.3976308999019693e-08
1883,2.274962085380139e-08,1.0742875922176154e-08
1884,2.5746619058963915e-08,1.2543224237049344e-08
1885,3.0294486919046903e-08,1.353583467533781e-08
1886,2.0005737511041843e-08,1.2906927970846027e-08
1887,5.6801642500659e-08,3.0685946228459215e-08
1888,3.106901047544852e-08,2.0924028731883482e-08
1889,4.2602930960811136e-08,5.6386229019267375e-09
1890,2.8839300725280737e-08,8.520702365899524e-09
1891,3.250852387282066e-08,1.211101796627645e-08
1892,5.829716442917743e-08,1.9432388143059143e-08
1893,3.387129154930335e-08,1.6011883374744684e-08
1894,4.285046628638156e-08,8.192000855444803e-09
1895,3.49079627426363e-08,8.426059849853118e-09
1896,2.1229304536518612e-08,1.1204354777305525e-08
1897,2.5637540090883704e-08,6.992056267307589e-09
1898,4.187182511827814e-08,1.9238406423482957e-08
1899,3.15071986278781e-08,8.844125432005967e-09
1900,2.1283318218934255e-08,1.5054054003371675e-08
1901,2.235495522029396e-08,1.7325090695408107e-08
1902,2.5042448115186744e-08,1.6203935970793282e-08
1903,3.94216073118514e-08,1.0260418292773466e-08
1904,3.2247751136083025e-08,9.13686282189019e-09
1905,3.715746643706552e-08,1.3934049469810361e-08
1906,4.83553357355504e-08,9.259531807970234e-09
1907,4.4742737514980035e-08,1.2342823652033985e-08
1908,5.35341406759926e-08,1.1296195090437777e-08
1909,3.960708028216686e-08,1.4302557360679202e-08
1910,2.1911017000775246e-08,8.550641084070776e-09
1911,2.128149745317387e-08,1.5961122423746588e-09
1912,3.1777467768279166e-08,7.293189607793238e-09
1913,2.1742257771961704e-08,5.833288518886093e-09
1914,1.4063162190325329e-08,1.2054139020278853e-08
1915,3.180805663305364e-08,2.4739600590351074e-08
1916,4.8344833913915863e-08,8.789969641043172e-09
1917,2.8512703309502285e-08,1.2063066989753679e-08
1918,4.3648228142956214e-08,9.189101035644853e-09
1919,2.3940405213807026e-08,7.366278698128781e-09
1920,2.1202248845497706e-08,6.057785384427916e-09
1921,3.559191341651058e-08,1.3630945261411398e-08
1922,2.1396012073182646e-08,0.0
1923,1.5923921736771263e-08,7.431163684401554e-09
1924,3.0939897754933554e-08,1.0313299547703991e-08
1925,1.9796720707176974e-08,1.2097995494286806e-08
1926,2.5636119005412183e-08,5.57306911730393e-09
1927,6.466550672712401e-08,8.919379901328739e-09
1928,3.5420729460611255e-08,1.0283437212876834e-08
1929,2.6736975300423182e-08,1.7824650200282122e-08
1930,3.151081173768944e-08,6.302162347537887e-09
1931,2.9653927313688655e-08,1.0264820993199919e-08
1932,1.6439305028370654e-08,1.753525857850491e-08
1933,4.244144946596862e-08,3.4411986593596566e-09
1934,3.5944740517379614e-08,1.0783422155213884e-08
1935,1.3165112555668657e-08,2.2739740757060645e-08
1936,2.182448710641438e-08,2.424942913137329e-09
1937,3.777335422228134e-08,1.1332006444320086e-08
1938,3.1116513810047763e-08,7.779128452511941e-09
1939,2.141167065872196e-08,3.058810094103137e-09
1940,3.803674530900025e-08,2.5357829169792012e-09
1941,4.427253941230447e-08,1.7709016475464523e-08
1942,4.247896612241675e-08,2.4273694165799498e-08
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,3.267756198965799e-08,1.9606536838523425e-08
1946,2.3665876369705074e-08,2.7842208538686464e-09
1947,1.6689218895749036e-08,3.5762612871081956e-09
1948,2.6092530802657166e-08,1.3046265401328583e-08
1949,2.0615717133409817e-08,9.817008539414473e-09
1950,3.616023036556726e-08,6.381216888229346e-09
1951,1.9190522948520083e-08,1.7058242818279723e-08
1952,1.8980646387944944e-08,5.272402070488624e-09
1953,3.124409886368085e-08,3.232148326759443e-09
1954,1.3681550115052232e-08,7.818028890937967e-09
1955,1.6894095011821264e-08,1.0324168187025862e-08
1956,3.575668117150599e-08,1.744228317335228e-09
1957,2.297109880089465e-08,1.1485549400447326e-08
1958,2.8952852559882558e-08,4.9633461784992505e-09
1959,3.332821663093455e-08,2.325224457422337e-09
1960,3.8756667208872386e-08,1.1073333361366622e-08
1961,3.335116360858592e-08,3.057190056665604e-08
1962,4.249110929777089e-08,3.805173953708163e-09
1963,2.0044765847160306e-08,5.819448034571906e-09
1964,2.7377858202726202e-08,1.3384730657151067e-08
1965,2.954903344232207e-08,1.2038495533772675e-08
1966,2.547974453648294e-08,9.416426749453422e-09
1967,3.894965061590483e-08,1.035370456037299e-08
1968,2.8745061442236874e-08,1.1677681044375277e-08
1969,4.6325929758950224e-08,1.589615195030092e-08
1970,3.9089162129357646e-08,9.197449912790034e-09
1971,2.980270608077262e-08,1.0790635052160269e-08
1972,3.026786643545165e-08,9.747279428040656e-09
1973,3.748978727458052e-08,7.1671650836435674e-09
1974,4.500457251310763e-08,7.875800456247362e-09
1975,4.683413834527528e-08,7.996072248772634e-09
1976,3.9994688449951354e-08,1.0284348483935446e-08
1977,3.702372453062708e-08,9.402850942308305e-09
1978,4.455443658457625e-08,7.72276909088987e-09
1979,3.920822067016161e-08,9.363157360553487e-09
1980,3.411090432337005e-08,9.096241093686785e-09
1981,2.84649726012276e-08,8.223214109648325e-09
1982,4.6556266397601576e-08,7.449002747961231e-09
1983,4.925946583966834e-08,9.47297440490047e-09
1984,4.233276129639307e-08,4.639206796497319e-09
1985,3.849957153079231e-08,9.02333674446254e-09
1986,3.2370220282018636e-08,4.7955883708539204e-09
1987,2.8720839040374813e-08,2.4443267410134695e-09
1988,4.797243136067664e-08,1.0194141530917022e-08
1989,3.951447880012893e-08,4.390497743145261e-09
1990,4.5223803368799054e-08,6.538381391862913e-09
1991,4.5133283776976896e-08,8.20605094986604e-09
1992,3.581463658974826e-08,7.162927584403178e-09
1993,3.268132431344384e-08,4.4313659408601325e-09
1994,3.797947201178431e-08,8.967375286772494e-09
1995,3.741491028108612e-08,9.760411145975922e-09
1996,4.003569031851839e-08,5.871901187504136e-09
1997,4.171558032339817e-08,6.7128524960935465e-09
1998,3.719140906355278e-08,5.2449422582867555e-09
1999,3.4733528053720875e-08,1.1425503210205079e-08
2000,2.87172046142814e-08,7.95245647111642e-09
2001,2.6725391677473453e-08,1.1391150245287918e-08
2002,3.198291764761052e-08,9.63868718173444e-09
2003,3.958576755280774e-08,5.000307723435071e-09
2004,3.4357370282123156e-08,5.285749615779878e-09
2005,2.7022498017004182e-08,2.251874686720612e-09
2006,2.594270576139479e-08,7.412201963319376e-09
2007,2.676301313897511e-08,4.393927444112933e-09
2008,2.6396126173722223e-08,3.405951742863067e-09
2009,2.4794601927169424e-08,4.76819250749827e-09
2010,2.9287516412068726e-08,4.723793023408973e-10
2011,2.4091024286576612e-08,3.823971805871906e-09
2012,2.0765941854961056e-08,3.744677901096338e-09
2013,1.7292574483462886e-08,6.9728125495771565e-09
2014,2.1221362445089653e-08,7.145969149746634e-09
2015,1.8619234154471087e-08,7.093041265449074e-09
2016,2.195620396605591e-08,5.799752234025846e-09
2017,1.911864622172743e-08,3.2702947017071438e-09
2018,1.3423626654684995e-08,4.3884935685412074e-09
2019,1.811201322254874e-08,5.3570743396846865e-09
