year,en_ADP iles_NOUN,en_ADP fils_NOUN
1839,1.1885507911202353e-08,1.3199904742577928e-06
1840,1.4013315285943406e-08,1.2924098227173886e-06
1841,7.704658244733764e-09,1.2353135350195998e-06
1842,4.695785538189057e-09,1.4375812340539085e-06
1843,4.13483786099178e-09,1.3603616491053572e-06
1844,4.9397050894128824e-09,1.368298303328075e-06
1845,5.580227946389016e-09,1.271733893304372e-06
1846,1.1709002656346001e-08,1.4308401210527677e-06
1847,6.47186837454683e-09,1.280890590926731e-06
1848,1.126331028444838e-08,1.3347022280729703e-06
1849,1.0893238977516262e-08,1.2091495402710706e-06
1850,8.146795238417326e-09,1.3231753319686845e-06
1851,7.739326290945314e-09,1.4330653108629576e-06
1852,1.1718982229069752e-08,1.2298419989065223e-06
1853,4.180352286553557e-09,1.3323379564056381e-06
1854,9.352196128631363e-09,1.5202513967693676e-06
1855,3.714855978387277e-09,1.454631441077936e-06
1856,1.7084724746041502e-08,1.2290647033452728e-06
1857,7.810414537345878e-09,1.4151494625025407e-06
1858,4.893675908945738e-09,1.3716973850108616e-06
1859,2.5460866748261424e-09,1.4685828055860384e-06
1860,3.661747072225552e-09,1.3864289796217122e-06
1861,3.3011746669586728e-09,1.6024844535778016e-06
1862,5.421583626485926e-09,1.4263283123483461e-06
1863,2.996772441310469e-09,1.423966414115796e-06
1864,6.712619238236073e-09,1.3617027931900338e-06
1865,5.648213063924601e-09,1.3974621153600708e-06
1866,5.352174370365503e-09,1.4669822627766393e-06
1867,3.396968040192405e-09,1.8770674294898981e-06
1868,4.939873954334928e-09,1.4676365291954596e-06
1869,1.953407657850903e-09,1.3415027333429919e-06
1870,2.2936195165357276e-09,1.3933738634008819e-06
1871,3.18635318130589e-09,1.1407144551167647e-06
1872,5.442605366390296e-09,1.4942975230525235e-06
1873,1.1972008717719973e-08,1.6557288637919498e-06
1874,6.5720701658555924e-09,1.5002243625161782e-06
1875,2.860763514966891e-09,1.6060326402111968e-06
1876,3.02300739996042e-09,1.6765599193391267e-06
1877,4.9478527941460015e-09,1.6915472009770838e-06
1878,8.454724254036705e-09,1.4083154837862821e-06
1879,6.10932526790009e-10,1.4723473542588295e-06
1880,6.417846032391594e-09,1.593551257172976e-06
1881,6.972507571312292e-10,1.7208148186398375e-06
1882,8.652000671460769e-09,1.71642379953596e-06
1883,3.791603475633565e-09,1.611431445169842e-06
1884,5.941527270181268e-09,1.9019489272409373e-06
1885,3.222817901438191e-09,1.9143537777210895e-06
1886,1.1616235306988187e-08,2.010254029016778e-06
1887,3.264462256069578e-09,1.7817434923017572e-06
1888,6.340614699951175e-09,1.7202087256862342e-06
1889,5.638623234993645e-09,1.7724071703639765e-06
1890,3.2771931834929546e-09,1.7434667647364677e-06
1891,5.736798147637501e-09,1.858722590952766e-06
1892,1.2537024751679837e-09,1.7113039056937396e-06
1893,8.621783287310336e-09,1.7034179800035076e-06
1894,6.301539512421073e-09,1.6062623116042118e-06
1895,4.213030146971164e-09,1.709286550521938e-06
1896,7.076434771491336e-09,1.5013836147659276e-06
1897,4.661370844871726e-09,1.5079534723128063e-06
1898,4.526683805572418e-09,1.7506949721024512e-06
1899,5.527578395003729e-09,1.577570822419716e-06
1900,2.07642125715779e-09,1.530841625907442e-06
1901,7.265360812969135e-09,1.4575430871133221e-06
1902,3.928227187977029e-09,2.0048689863827462e-06
1903,4.860198243861191e-09,1.5142217719699147e-06
1904,5.912087708281888e-09,1.5183315937861153e-06
1905,5.676834835544042e-09,1.745884832260458e-06
1906,3.0865107691901983e-09,1.7433641597008886e-06
1907,3.08570607954195e-09,1.5125102681423641e-06
1908,3.929111258571538e-09,1.4380547259662535e-06
1909,7.151278569317299e-09,1.5842833036572301e-06
1910,3.740905585303267e-09,1.6454639464313914e-06
1911,3.1922244847493175e-09,1.483852390293805e-06
1912,6.251305251225858e-09,1.4143578930259082e-06
1913,6.893886572711949e-09,1.532033727436044e-06
1914,6.696743715117748e-10,1.3507332052853371e-06
1915,2.3561523843085297e-09,1.2287334518745752e-06
1916,0.0,1.1031412263662332e-06
1917,2.1932848870420685e-09,1.5396860320038286e-06
1918,1.1486376294556067e-09,1.5966063040551148e-06
1919,4.603924241841639e-09,1.455760878954493e-06
1920,1.514446346106979e-09,1.6174286745496147e-06
1921,4.543648624011354e-09,1.3827837150870437e-06
1922,5.902348387820666e-09,1.5146901670703983e-06
1923,4.246379248229459e-09,1.6295480413930363e-06
1924,3.867487330388997e-09,1.4760910129751892e-06
1925,2.1996355847875293e-09,1.485853874605425e-06
1926,8.916910765321973e-09,1.512530953817759e-06
1927,5.574612549352764e-09,1.647855466302417e-06
1928,3.4278123672848437e-09,1.4853853187446475e-06
1929,2.2280812750352652e-09,1.2900590711240056e-06
1930,4.201441416995522e-09,1.4106339385477895e-06
1931,2.2810713318222042e-09,1.4302317712377999e-06
1932,3.2878609834696704e-09,1.326103893362074e-06
1933,4.588264879146209e-09,1.3845089501529628e-06
1934,1.1981580172459871e-09,1.2412917040904858e-06
1935,3.590485242455088e-09,1.6121278569869446e-06
1936,8.487300195980652e-09,1.4234415370850684e-06
1937,6.295558963032022e-09,1.4668652621452338e-06
1938,3.8895642262559704e-09,1.5156335457788828e-06
1939,7.647025235257843e-09,1.45752301250468e-06
1940,2.5357829169792012e-09,1.4403246808569747e-06
1941,2.9515025978810172e-09,1.3813031678466814e-06
1942,0.0,1.4291137424571332e-06
1943,5.806470415592457e-09,1.6025858546875327e-06
1944,6.4263723231761105e-09,1.5262634036616873e-06
1945,0.0,1.2264977868881033e-06
1946,6.960552134671616e-09,1.3057996355314572e-06
1947,4.7683483828109274e-09,1.1420194718780863e-06
1948,3.2615663503321457e-09,1.2741852577491386e-06
1949,0.0,1.2074919872873124e-06
1950,3.190608444114673e-09,1.2975141565618742e-06
1951,2.1322803522849654e-09,1.4126356910892923e-06
1952,7.381362521208246e-09,1.097714052988863e-06
1953,1.0773827385790469e-08,1.445847668257727e-06
1954,2.9317608341017376e-09,1.1443640115516018e-06
1955,2.815682353940474e-09,1.2801968622966342e-06
1956,3.488456634670456e-09,1.2375299538458506e-06
1957,5.301022620862739e-09,1.370314299808939e-06
1958,1.6544486891589827e-09,1.1415695615468735e-06
1959,2.325224457422337e-09,1.185089390620675e-06
1960,4.152500121534786e-09,1.2824304018721477e-06
1961,5.558527305105088e-09,1.3104228910876259e-06
1962,1.2683912808952869e-09,1.3793754991553442e-06
1963,3.2330265131719216e-09,1.2505347068980655e-06
1964,3.650380997477498e-09,1.215576923563333e-06
1965,3.2832260243864653e-09,1.1671868858087464e-06
1966,5.539074976468328e-09,1.324946625302914e-06
1967,3.944268467392931e-09,1.182787557674203e-06
1968,5.838840522187638e-09,1.395932002878908e-06
1969,2.725054681906869e-09,1.2780506546405945e-06
1970,1.8394900047624674e-09,1.2641894908682616e-06
1971,2.0553589941130213e-09,1.2311600321446292e-06
1972,5.130146751852749e-09,1.3343512077490516e-06
1973,4.961883570686609e-09,1.247086737876657e-06
1974,4.500457340128605e-09,1.2229993373580328e-06
1975,2.8557400888473694e-09,1.1520055340774604e-06
1976,3.9994687561772935e-09,1.0535743628636851e-06
1977,2.9383909194713453e-09,1.108948696426637e-06
1978,5.940591352171509e-10,1.265939998162935e-06
1979,2.3407893401383717e-09,1.1563499642264219e-06
1980,2.2740603289328476e-09,1.1938816570911115e-06
1981,3.162774819820413e-09,1.0835666648389974e-06
1982,1.2415004579935385e-09,1.0881751544289386e-06
1983,4.4207211225000265e-09,9.485604661740865e-07
1984,4.639206796497319e-09,1.147623790664909e-06
1985,1.2031116103372597e-09,1.158596481865004e-06
1986,1.1988970927134801e-09,1.2072893547099284e-06
1987,1.8332450557601021e-09,1.3517126760120846e-06
1988,1.7989661427186832e-09,1.2119035339708262e-06
1989,1.6464366536794728e-09,1.1234186239050814e-06
1990,2.724325487424295e-09,1.1916199520456416e-06
1991,1.1722930404189924e-09,1.1541225140021538e-06
1992,1.65298330578878e-09,1.1906989740850804e-06
1993,1.6617622278225497e-09,1.2945127672026047e-06
1994,2.637463358823311e-09,1.1821110614818053e-06
1995,1.6267352465071383e-09,1.1153980850053813e-06
1996,2.135236876199542e-09,1.1962664934195288e-06
1997,2.3974471297094624e-09,1.0985102871785557e-06
1998,4.768129224785866e-10,1.1829728130408057e-06
1999,1.8280804925385752e-09,1.164944242404431e-06
2000,1.3254094488601709e-09,1.1756381352867606e-06
2001,3.06684819206815e-09,1.0457952859255215e-06
2002,8.76244299341522e-10,1.1759198361716017e-06
2003,2.500153750695233e-09,1.0721493044485442e-06
2004,8.809582507929292e-10,1.0492212689783287e-06
2005,9.007499190971657e-10,1.0286563973949114e-06
2006,1.6471559671771274e-09,1.1497148486583342e-06
2007,7.988958938831558e-10,1.1040741210166516e-06
2008,8.514879357157668e-10,1.1239640365090509e-06
2009,4.76819250749827e-10,1.0842869233584906e-06
2010,1.8895172648747405e-09,1.1870892109300257e-06
2011,3.82397197240536e-10,1.3116223325226883e-06
2012,1.0212758139171996e-09,1.2708075516343342e-06
2013,1.1156500168141292e-09,1.133779306883298e-06
2014,4.330890368553497e-10,1.1762697873507477e-06
2015,0.0,1.1805480029103421e-06
2016,6.214020409345267e-10,1.2502608957021266e-06
2017,2.515611330355938e-10,9.423479792047829e-07
2018,5.162933414126769e-10,1.056077975292169e-06
2019,2.55098775436835e-10,1.0191195967124145e-06
