year,en_ADP iles_NOUN,en_ADP file_NOUN
1800,3.144164484325529e-08,1.980823611802407e-07
1801,7.143547975374531e-09,3.64320925427819e-07
1802,8.951360541686881e-09,3.1329761895904085e-07
1803,9.751695895232615e-09,2.262393496987869e-07
1804,1.9774807569206132e-08,2.2493843232496147e-07
1805,2.2743021688143017e-08,3.240880630528409e-07
1806,8.645007376628655e-09,1.0950342410609437e-07
1807,8.540865792383556e-09,6.832692633906845e-08
1808,2.4926814390369145e-08,1.654234011994049e-07
1809,2.25903047379461e-08,3.185232912983338e-07
1810,1.8721014072298203e-08,1.427477371862551e-07
1811,7.521230305229665e-09,1.353821517113829e-07
1812,8.00162469616339e-09,1.226915742336132e-07
1813,8.627224934443234e-09,2.041776525629757e-07
1814,3.1466771410748606e-09,1.195737269199526e-07
1815,0.0,1.1867783911156948e-07
1816,2.3176038865813098e-09,1.1356259221884102e-07
1817,2.3353101674672416e-08,8.56280379935015e-08
1818,2.0266001987678806e-08,8.225612657675185e-08
1819,8.280840235741493e-09,1.4594981223581271e-07
1820,3.5599443393152796e-09,1.6138415048772004e-07
1821,3.94459531705138e-09,1.6172840922035192e-07
1822,1.4035862250239006e-08,9.825103575167304e-08
1823,6.917880712720148e-09,1.7492355652848346e-07
1824,1.6000114122505238e-08,1.271587990459011e-07
1825,2.641632912414593e-09,1.1359021812040737e-07
1826,8.807984452907647e-09,8.984144272972117e-08
1827,5.530363889061363e-09,1.3088528011406808e-07
1828,2.7516904310687096e-09,1.0548146178734896e-07
1829,2.5719527840806222e-08,9.430493719264632e-08
1830,9.39315203396518e-09,3.0162456710058905e-07
1831,4.677361609140007e-09,5.76874619184764e-08
1832,8.117981509236927e-09,1.4747666909897816e-07
1833,1.3900354645102198e-08,1.5174553880115127e-07
1834,6.534171870242744e-09,7.934351486937885e-08
1835,1.1344631900556124e-08,1.7092578730171226e-07
1836,1.0753199664037538e-08,1.9086930080902675e-07
1837,6.262101726051128e-09,1.0784731052648766e-07
1838,1.3255539776935166e-08,1.35711474058553e-07
1839,1.1885507911202353e-08,1.307405881334489e-07
1840,1.4013315285943406e-08,1.2930468074046075e-07
1841,7.704658244733764e-09,1.5216700433029473e-07
1842,4.695785538189057e-09,9.794067068469303e-08
1843,4.13483786099178e-09,1.1045923559160897e-07
1844,4.9397050894128824e-09,1.4764229661068384e-07
1845,5.580227946389016e-09,1.350415175238595e-07
1846,1.1709002656346001e-08,1.0889372248357176e-07
1847,6.47186837454683e-09,9.546005941274416e-08
1848,1.126331028444838e-08,1.6090443466509896e-07
1849,1.0893238977516262e-08,1.508294644736452e-07
1850,8.146795238417326e-09,1.3781661323264416e-07
1851,7.739326290945314e-09,1.3479326810283965e-07
1852,1.1718982229069752e-08,1.7578472011336999e-07
1853,4.180352286553557e-09,1.0510600012558768e-07
1854,9.352196128631363e-09,8.365019965594911e-08
1855,3.714855978387277e-09,9.234070574848374e-08
1856,1.7084724746041502e-08,1.3564235573637617e-07
1857,7.810414537345878e-09,1.2740738336569635e-07
1858,4.893675908945738e-09,9.934162648050915e-08
1859,2.5460866748261424e-09,1.2679511485202966e-07
1860,3.661747072225552e-09,1.5745512604858902e-07
1861,3.3011746669586728e-09,1.2402984800319317e-07
1862,5.421583626485926e-09,1.0481728196509721e-07
1863,2.996772441310469e-09,1.4634238709732017e-07
1864,6.712619238236073e-09,1.3377291452343343e-07
1865,5.648213063924601e-09,1.3226232753460465e-07
1866,5.352174370365503e-09,1.9413795371292508e-07
1867,3.396968040192405e-09,1.591722114113736e-07
1868,4.939873954334928e-09,1.1905096319875241e-07
1869,1.953407657850903e-09,1.6701634864002557e-07
1870,2.2936195165357276e-09,1.2041502372994728e-07
1871,3.18635318130589e-09,1.1683295042530517e-07
1872,5.442605366390296e-09,2.225420895340946e-07
1873,1.1972008717719973e-08,1.592277243389617e-07
1874,6.5720701658555924e-09,1.1112772779764413e-07
1875,2.860763514966891e-09,1.2930651394071901e-07
1876,3.02300739996042e-09,1.3784914187908726e-07
1877,4.9478527941460015e-09,1.6699003246856137e-07
1878,8.454724254036705e-09,1.6728274943034194e-07
1879,6.10932526790009e-10,2.2115757758456311e-07
1880,6.417846032391594e-09,1.732818541988479e-07
1881,6.972507571312292e-10,2.10569723435583e-07
1882,8.652000671460769e-09,2.788606252579484e-07
1883,3.791603475633565e-09,2.0980205006626562e-07
1884,5.941527270181268e-09,2.3766108370182337e-07
1885,3.222817901438191e-09,2.739395199569117e-07
1886,1.1616235306988187e-08,2.652373700673394e-07
1887,3.264462256069578e-09,2.7813217684524716e-07
1888,6.340614699951175e-09,3.0688574126358503e-07
1889,5.638623234993645e-09,3.6588397200887357e-07
1890,3.2771931834929546e-09,2.9494739184343644e-07
1891,5.736798147637501e-09,3.3847109648377227e-07
1892,1.2537024751679837e-09,3.2972375740847326e-07
1893,8.621783287310336e-09,2.937564720362218e-07
1894,6.301539512421073e-09,3.5477667581496064e-07
1895,4.213030146971164e-09,3.346349748412081e-07
1896,7.076434771491336e-09,3.644363923971383e-07
1897,4.661370844871726e-09,4.1253132898599887e-07
1898,4.526683805572418e-09,3.4176464391855177e-07
1899,5.527578395003729e-09,3.5487052585381207e-07
1900,2.07642125715779e-09,3.4987698249722143e-07
1901,7.265360812969135e-09,3.392364507082135e-07
1902,3.928227187977029e-09,3.869303593084794e-07
1903,4.860198243861191e-09,3.3157353640511644e-07
1904,5.912087708281888e-09,3.412887066289727e-07
1905,5.676834835544042e-09,3.509316077732194e-07
1906,3.0865107691901983e-09,3.513478050720664e-07
1907,3.08570607954195e-09,3.137134529929142e-07
1908,3.929111258571538e-09,2.946833408401517e-07
1909,7.151278569317299e-09,3.4601187159921665e-07
1910,3.740905585303267e-09,3.7141846975785597e-07
1911,3.1922244847493175e-09,5.144801953349543e-07
