year,en_ADP oies_NOUN,en_ADP fois_NOUN
1800,9.432493897065797e-09,1.5720821977538435e-08
1801,0.0,9.524730337773235e-09
1802,6.713520406265161e-09,2.2378401354217203e-08
1803,1.950339267864365e-08,7.801356671777171e-09
1804,1.9774807569206132e-08,2.4718509461507665e-09
1805,2.842877711017877e-09,8.528632911009026e-09
1806,0.0,2.881669125542885e-09
1807,1.9928686256776018e-08,1.4234775136401367e-08
1808,2.039466551195801e-08,4.5321479902327155e-09
1809,2.4849335034105025e-08,9.036122072814123e-09
1810,2.106114038724627e-08,2.106114038724627e-08
1811,2.5070768572277302e-08,1.7549536490690798e-08
1812,5.3344164641089264e-09,1.0668832928217853e-08
1813,1.1502966579257645e-08,1.1502966579257645e-08
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,2.697223555614414e-09
1816,4.6352077731626196e-09,1.622322720606917e-08
1817,0.0,7.784366928831332e-09
1818,2.384235475716423e-09,1.6689648552059566e-08
1819,1.035105001712111e-09,6.210630232317271e-09
1820,1.3053129244156025e-08,9.493184904840746e-09
1821,1.1833785507064931e-08,8.875339463365606e-09
1822,3.0076847679083585e-09,1.1028177482330648e-08
1823,2.668325471688604e-08,5.929612356680991e-09
1824,0.0,1.0947446504872005e-08
1825,3.522177216552791e-09,1.584979747448756e-08
1826,0.0,1.3211976290783412e-08
1827,1.8434546111834038e-09,1.566936447261469e-08
1828,4.586150570418113e-09,1.1923991571904935e-08
1829,5.143905745796928e-09,1.3717081526198882e-08
1830,8.349468672008697e-09,9.39315203396518e-09
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,0.0,5.411987746839486e-09
1833,2.548398292390175e-08,1.0425265983826648e-08
1834,2.42697808516823e-08,1.9602515832772838e-08
1835,5.294161553592858e-09,3.781543966852041e-09
1836,6.720750067579218e-10,1.6801874724858834e-08
1837,0.0,9.045258320128369e-09
1838,1.8936485712828244e-09,9.468242634369517e-09
1839,1.2584655095793096e-08,4.194884994923598e-09
1840,1.4650283985950807e-08,1.0191502197720581e-08
1841,5.778493683550323e-09,8.346713098461578e-09
1842,1.341653010911159e-08,2.2808102073668124e-08
1843,4.7255288571079745e-09,2.008349803128695e-08
1844,9.330554162634286e-09,1.0428266306039546e-08
1845,3.9061593959388574e-09,7.254296385816872e-09
1846,9.367202347121406e-09,2.0490754870650107e-08
1847,9.168480197274675e-09,1.294373674909366e-08
1848,1.287235473768078e-08,8.045221766561639e-09
1849,1.1731180693530519e-08,3.267971671050418e-08
1850,6.1100964288129944e-09,1.2899092460827433e-08
1851,6.449438760824933e-10,5.804494884742439e-09
1852,5.208436348880241e-09,2.539112742283578e-08
1853,2.9859659189668264e-09,1.4929829150744922e-08
1854,5.195664343204953e-09,1.8704392368285028e-08
1855,4.776243400783642e-09,2.1227748447927297e-09
1856,3.106313539724681e-09,8.283502495043393e-09
1857,9.763018171682347e-10,7.810414537345878e-09
1858,1.468102750479261e-09,8.319249067412215e-09
1859,3.5645213447565993e-09,7.129042689513199e-09
1860,5.95033897154984e-09,1.1900678442700041e-08
1861,8.017138342086838e-09,1.084671663598158e-08
1862,9.035972525772706e-10,7.68057684119583e-09
1863,4.9946209945694875e-09,2.4973103585068657e-09
1864,9.589455896019672e-10,1.582260222843246e-08
1865,3.2947911621228343e-09,4.706844247692743e-09
1866,6.811858188626729e-09,1.897589108068587e-08
1867,4.85281148598915e-10,7.76449837758264e-09
1868,5.433861360870651e-09,9.385760946223343e-09
1869,1.953407657850903e-09,6.836926913500463e-09
1870,1.1468097582678638e-09,2.064257520473234e-08
1871,1.0621177271019633e-09,5.735435526510457e-08
1872,1.2094678591978436e-09,1.8142017332856142e-08
1873,2.9930022349411445e-09,7.1832053083475955e-09
1874,4.182226565063729e-09,1.6728905372076497e-08
1875,5.149374260327022e-09,8.010137941827367e-09
1876,8.464420275799966e-09,9.069022421925865e-09
1877,2.4739263970730008e-09,1.3606595405946109e-08
1878,1.3285995414946683e-08,9.662541766708443e-09
1879,1.0996785704264767e-08,7.942122737247814e-09
1880,1.1552123035940554e-08,6.417846254436199e-09
1881,6.972507571312292e-10,9.761510488814906e-09
1882,6.655385131892899e-10,7.986462158271479e-09
1883,1.2006744043446815e-08,1.516641345844505e-08
1884,3.300848483434038e-09,1.7824581810543805e-08
1885,7.090199094506033e-09,1.3535834897382415e-08
1886,1.5488312854472497e-08,2.2587123726935943e-08
1887,7.834709769838355e-09,1.4363634281977511e-08
1888,1.7119660356001987e-08,5.706553229956057e-09
1889,1.8795409673089125e-09,7.518164035769104e-09
1890,5.243509182406569e-09,1.2453334363726754e-08
1891,3.1871101313640793e-09,1.0198751843049081e-08
1892,6.268512375839919e-09,9.402768563759878e-09
1893,6.158416498980301e-09,1.4780199508734881e-08
1894,5.041231432301174e-09,6.301539290376468e-09
1895,1.745398137131815e-08,7.824198844375019e-09
1896,2.948514543632541e-09,4.127920172347643e-09
1897,6.992056045262984e-09,1.7480140002135158e-08
1898,1.923840653450526e-08,1.0185038701315818e-08
1899,6.080336234504102e-09,1.1607914629507832e-08
1900,4.15284251431558e-09,1.2458527431924438e-08
1901,6.147612696683069e-09,1.0618603829559703e-08
1902,1.6694965410124496e-08,1.4730851871647133e-08
1903,1.0260418292773466e-08,3.7801541896698154e-09
1904,2.6873125946735854e-09,9.13686282189019e-09
1905,5.160759042333041e-10,7.741138785544166e-09
1906,9.259531807970234e-09,1.1831624346925196e-08
1907,6.685696440911215e-09,6.1714118260169926e-09
1908,4.4202501658929805e-09,1.1296194868393172e-08
1909,6.60118004702781e-09,1.8153244907281874e-08
1910,2.137660271017694e-09,9.0850561518252e-09
1911,2.128149656499545e-09,8.512598403953575e-09
1912,5.209421061191932e-09,9.376957876838787e-09
1913,5.302989602995467e-09,7.424185766158331e-09
1914,4.018046340092951e-09,1.5402510378237366e-08
1915,5.890381071793627e-09,1.0602685396321476e-08
1916,3.2962386153911893e-09,1.6481193076955947e-08
1917,3.289927441585405e-09,1.4256351876795748e-08
1918,3.44591288836682e-09,9.189101035644853e-09
1919,2.762354511798293e-09,1.841569663429965e-08
1920,9.086678076641874e-09,1.4387239843927091e-08
1921,7.572747429129834e-10,2.196096815509918e-08
1922,2.951174193910333e-09,1.4018077532096385e-08
1923,2.1231896241147297e-09,1.6985516992917837e-08
1924,5.156649662829693e-09,1.933743698501189e-08
1925,7.698724768800957e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,1.4489979882625903e-08
1927,6.689535148041159e-09,1.3379069851993108e-08
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,3.342121912552898e-09,1.3368487428166986e-08
1930,2.100720708497761e-09,1.57554050916886e-08
