year,en_ADP oies_NOUN,en_ADP fois_NOUN
1931,4.5621426636444085e-09,1.8248570654577634e-08
1932,6.575722188983946e-09,8.767629400274757e-09
1933,0.0,8.02946331646126e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,2.393656828303392e-08
1936,2.424942913137329e-09,1.9399543305098632e-08
1937,0.0,6.295559074054324e-09
1938,9.075650453382877e-09,1.1668692789790214e-08
1939,1.070583532936098e-08,4.588215141154706e-09
1940,7.607348750937604e-09,1.7750480196809804e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,1.8205270624349623e-08
1943,2.9032352077962287e-09,4.064529335323641e-08
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,1.1136883415474585e-08
1947,2.3841741914054637e-09,9.53669654357725e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,9.817008317369869e-10,6.871905600114303e-09
1950,1.0635361480382244e-09,1.595304199852876e-08
1951,3.198420528427448e-09,6.396841278899501e-09
1952,9.490323193972472e-09,8.435843024123812e-09
1953,8.619062019654677e-09,1.0773827496812771e-08
1954,9.772536113672459e-10,1.0749790169128914e-08
1955,1.8771215692936494e-09,9.385608290557457e-09
1956,1.744228317335228e-09,7.849027428008526e-09
1957,0.0,7.0680299946168645e-09
1958,0.0,5.790570356545288e-09
1959,6.975672928177801e-09,2.325224457422337e-09
1960,3.460416619915918e-09,6.228750015768725e-09
1961,3.47407969059077e-09,8.337791124191085e-09
1962,6.341956404476434e-10,6.341956571009888e-09
1963,2.5864212993553792e-09,7.759263453976928e-09
1964,2.4335873316516654e-09,6.6923653285755336e-09
1965,1.6416130677043839e-09,8.755269398363907e-09
1966,7.754704434148607e-09,1.3293779410616935e-08
1967,5.916402701089396e-09,1.2818872630049327e-08
1968,4.491415656060482e-09,1.3923389080572335e-08
1969,3.1792304344691047e-09,9.537691303407314e-09
1970,9.197450023812337e-10,6.898087712148282e-09
1971,3.596878239697787e-09,1.6956711812454728e-08
1972,2.0520587451500205e-09,1.48774259578488e-08
1973,4.410563025913916e-09,6.0645241051204835e-09
1974,2.812785782069227e-09,1.1251143350321513e-08
1975,3.4268881066168433e-09,4.569184142155791e-09
1976,1.7140580066410394e-09,1.0284348261890841e-08
1977,2.3507127355770763e-09,7.052138428775834e-09
1978,8.316827893040113e-09,2.138612864577283e-08
1979,7.607565244427406e-09,1.404473559674102e-08
1980,2.8425752862659692e-09,1.4781391444174119e-08
1981,8.223214109648325e-09,3.0995193578409186e-08
1982,4.345251713999687e-09,1.4277254933858785e-08
1983,6.315316158911344e-09,5.68378455412244e-09
1984,5.219107812592938e-09,2.8415141017923418e-08
1985,1.8046674155058895e-09,9.62489254963117e-09
1986,4.795588426365072e-09,1.4986213270340443e-08
1987,3.0554083707556856e-09,8.555143704569446e-09
1988,4.197587610832443e-09,1.7390005657702545e-08
1989,6.585746614717891e-09,1.5915554429923873e-08
1990,5.44865097484859e-10,1.1442166991670888e-08
1991,1.7584396161396398e-09,1.2309077312977479e-08
1992,4.4079553340736766e-09,1.1570883029499157e-08
1993,3.323524566667402e-09,1.4401939474328884e-08
1994,3.6924485691258724e-09,1.1077346151466827e-08
1995,1.0844901643380922e-09,1.3556126665648094e-08
1996,4.270473752399084e-09,1.6548085568501847e-08
1997,7.192341833217597e-09,1.3425704104008673e-08
1998,4.7681290027412615e-09,1.4781201040925396e-08
1999,2.285100553223174e-09,9.597422329088445e-09
2000,3.97622823555821e-09,1.4137701009886428e-08
2001,3.5049694258049158e-09,1.6210482900458345e-08
2002,5.6955880012310445e-09,1.4019908511908596e-08
2003,2.9168460979889232e-09,1.6250999046452108e-08
2004,1.7619165015858584e-09,1.3214374150471997e-08
2005,4.503749373441224e-09,1.035862429166201e-08
2006,3.294311934354255e-09,1.605977051344354e-08
2007,3.1955835755326234e-09,1.6776813382968214e-08
2008,3.405951742863067e-09,2.2990173847992068e-08
2009,9.53638501499654e-10,1.764231316592202e-08
2010,1.4171379625338432e-09,1.1809482280966677e-08
2011,2.2943831279320648e-09,1.1854313058945465e-08
2012,1.0212758416727752e-09,1.1574459224394928e-08
2013,1.9523875849358774e-09,1.2272150407000026e-08
2014,2.815078836704288e-09,8.661781028540538e-09
2015,4.43315073539452e-09,9.087958829923082e-09
2016,3.935546111222266e-09,7.663958190295972e-09
2017,2.7671724911471074e-09,1.3835862788802444e-08
2018,3.872199894061623e-09,1.2391039860837338e-08
2019,4.08158040698936e-09,1.2754938882864053e-08
