year,en_ADP oies_NOUN,en_ADP foie_NOUN
1800,9.432493897065797e-09,8.174827570428533e-08
1801,0.0,4.0480102825313224e-08
1802,6.713520406265161e-09,0.0
1803,1.950339267864365e-08,1.950339267864365e-08
1804,1.9774807569206132e-08,4.943701892301533e-09
1805,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,0.0
1807,1.9928686256776018e-08,2.8469551160981155e-09
1808,2.039466551195801e-08,1.1330369531492579e-08
1809,2.4849335034105025e-08,6.7770917766551975e-09
1810,2.106114038724627e-08,2.3401267590372754e-09
1811,2.5070768572277302e-08,1.2535384286138651e-08
1812,5.3344164641089264e-09,0.0
1813,1.1502966579257645e-08,1.7254450312975678e-08
1814,0.0,6.293354282149721e-09
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,5.5622493277951435e-08
1817,0.0,1.0898113522728181e-08
1818,2.384235475716423e-09,4.768470951432846e-09
1819,1.035105001712111e-09,2.070210003424222e-09
1820,1.3053129244156025e-08,0.0
1821,1.1833785507064931e-08,1.97229765852569e-09
1822,3.0076847679083585e-09,3.0076847679083585e-09
1823,2.668325471688604e-08,9.882686891060644e-10
1824,0.0,3.3684450784221553e-09
1825,3.522177216552791e-09,1.7610886082763955e-09
1826,0.0,3.5231937367541377e-09
1827,1.8434546111834038e-09,1.1060727445055818e-08
1828,4.586150570418113e-09,7.337841001486822e-09
1829,5.143905745796928e-09,6.001223074036943e-09
1830,8.349468672008697e-09,3.1310507520032616e-09
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,0.0,1.3529969367098715e-09
1833,2.548398292390175e-08,3.4750886612755494e-09
1834,2.42697808516823e-08,7.467624518753269e-09
1835,5.294161553592858e-09,6.806779140333674e-09
1836,6.720750067579218e-10,1.2097349788575684e-08
1837,0.0,3.478945576063097e-09
1838,1.8936485712828244e-09,1.2624324030596767e-08
1839,1.2584655095793096e-08,2.0974426639952526e-09
1840,1.4650283985950807e-08,3.1848443882154243e-09
1841,5.778493683550323e-09,6.420548537278137e-10
1842,1.341653010911159e-08,6.708265054555795e-09
1843,4.7255288571079745e-09,2.953455480181333e-09
1844,9.330554162634286e-09,2.7442805805577564e-09
1845,3.9061593959388574e-09,1.1160455892778032e-09
1846,9.367202347121406e-09,2.9272506640865004e-09
1847,9.168480197274675e-09,9.707802561820245e-09
1848,1.287235473768078e-08,8.045221711050488e-10
1849,1.1731180693530519e-08,0.0
1850,6.1100964288129944e-09,9.504594444820214e-09
1851,6.449438760824933e-10,2.579775504329973e-09
1852,5.208436348880241e-09,3.906327261660181e-09
1853,2.9859659189668264e-09,4.180352064508952e-09
1854,5.195664343204953e-09,2.0782657816909023e-09
1855,4.776243400783642e-09,4.776243400783642e-09
1856,3.106313539724681e-09,2.0708756931497874e-09
1857,9.763018171682347e-10,9.763018171682347e-10
1858,1.468102750479261e-09,2.446837954472869e-09
1859,3.5645213447565993e-09,5.092173349652285e-09
1860,5.95033897154984e-09,8.696649622663699e-09
1861,8.017138342086838e-09,3.3011746669586728e-09
1862,9.035972525772706e-10,2.7107918409985388e-09
1863,4.9946209945694875e-09,4.495158911765884e-09
1864,9.589455896019672e-10,4.794727948009836e-10
1865,3.2947911621228343e-09,1.3179164426446732e-08
1866,6.811858188626729e-09,2.4328065117984465e-09
1867,4.85281148598915e-10,4.367530337390235e-09
1868,5.433861360870651e-09,4.939874287401835e-09
1869,1.953407657850903e-09,6.836926913500463e-09
1870,1.1468097582678638e-09,4.013834153937523e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,1.2094678591978436e-09,4.8378714367913744e-09
1873,2.9930022349411445e-09,3.7711828326791874e-08
1874,4.182226565063729e-09,8.961913877669758e-09
1875,5.149374260327022e-09,9.154443425529735e-09
1876,8.464420275799966e-09,4.836811839936672e-09
1877,2.4739263970730008e-09,4.9478527941460015e-09
1878,1.3285995414946683e-08,6.039088673581716e-10
1879,1.0996785704264767e-08,4.887460214320072e-09
1880,1.1552123035940554e-08,1.7969969512421358e-08
1881,6.972507571312292e-10,3.4862537301449947e-09
1882,6.655385131892899e-10,3.3276925659464496e-09
1883,1.2006744043446815e-08,1.8958017378167824e-09
1884,3.300848483434038e-09,4.621187876807653e-09
1885,7.090199094506033e-09,1.4180398244523218e-08
1886,1.5488312854472497e-08,1.2906927748801422e-09
1887,7.834709769838355e-09,6.528924623161458e-10
1888,1.7119660356001987e-08,8.242799331981132e-09
1889,1.8795409673089125e-09,2.5060546970934183e-09
1890,5.243509182406569e-09,6.554386478008212e-10
1891,3.1871101313640793e-09,1.912266012205066e-09
1892,6.268512375839919e-09,4.387958441043338e-09
1893,6.158416498980301e-09,7.390099865389743e-09
1894,5.041231432301174e-09,5.041231432301174e-09
1895,1.745398137131815e-08,3.0093072478365457e-09
1896,2.948514543632541e-09,1.3563166312291486e-08
1897,6.992056045262984e-09,2.9133566670225264e-09
1898,1.923840653450526e-08,5.6583546736987955e-09
1899,6.080336234504102e-09,5.527578395003729e-10
1900,4.15284251431558e-09,3.1146317747143826e-09
1901,6.147612696683069e-09,6.706486532781497e-09
1902,1.6694965410124496e-08,5.892340670943241e-09
1903,1.0260418292773466e-08,9.180374460626695e-09
1904,2.6873125946735854e-09,7.524475265086039e-09
1905,5.160759042333041e-10,5.160759153355343e-09
1906,9.259531807970234e-09,5.658602919567102e-09
1907,6.685696440911215e-09,1.1828539980829333e-08
1908,4.4202501658929805e-09,1.4243028312321826e-08
1909,6.60118004702781e-09,2.750491778780173e-09
1910,2.137660271017694e-09,5.878565967343263e-09
1911,2.128149656499545e-09,5.852411777418354e-09
1912,5.209421061191932e-09,5.2094213387476884e-09
1913,5.302989602995467e-09,3.712092910834741e-09
1914,4.018046340092951e-09,4.0180461735594974e-09
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,3.289927441585405e-09,0.0
1918,3.44591288836682e-09,3.44591288836682e-09
1919,2.762354511798293e-09,1.8415696745321952e-09
1920,9.086678076641874e-09,3.028892692213958e-09
1921,7.572747429129834e-10,4.5436484574779e-09
1922,2.951174193910333e-09,8.115729421831475e-09
1923,2.1231896241147297e-09,1.0615948120573648e-08
1924,5.156649662829693e-09,6.4458122173149945e-09
1925,7.698724768800957e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,6.689535148041159e-09,5.574612327308159e-09
1928,2.2852082448565625e-09,1.1426041335305115e-08
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,2.100720708497761e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,6.575722188983946e-09,6.575721855917038e-09
1933,0.0,9.176529536247813e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,3.590485242455088e-09,1.795242710045386e-08
1936,2.424942913137329e-09,2.424943001955171e-08
1937,0.0,8.813782592653752e-09
1938,9.075650453382877e-09,1.4261735792331365e-08
1939,1.070583532936098e-08,9.176430282309411e-09
1940,7.607348750937604e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,3.193558839598154e-08
1944,0.0,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,0.0,0.0
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,1.0871887834440486e-09,1.6307831529616124e-08
1949,9.817008317369869e-10,8.835307596655184e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,3.198420528427448e-09,9.595261474260042e-09
1952,9.490323193972472e-09,1.1599284199803606e-08
1953,8.619062019654677e-09,1.1851209791302608e-08
1954,9.772536113672459e-10,7.818028890937967e-09
1955,1.8771215692936494e-09,1.407841176970237e-08
1956,1.744228317335228e-09,6.976913269340912e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,1.2408365557270429e-08
1959,6.975672928177801e-09,6.200598479111363e-09
1960,3.460416619915918e-09,6.228750015768725e-09
1961,3.47407969059077e-09,8.337791124191085e-09
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,1.5209921211400967e-08
1965,1.6416130677043839e-09,9.84967779560364e-09
1966,7.754704434148607e-09,8.862519940144864e-09
1967,5.916402701089396e-09,2.1200442679170095e-08
1968,4.491415656060482e-09,4.491415850349512e-09
1969,3.1792304344691047e-09,2.180043701116574e-08
1970,9.197450023812337e-10,1.4715920038099739e-08
1971,3.596878239697787e-09,9.249115473508596e-09
1972,2.0520587451500205e-09,6.156176013405457e-09
1973,4.410563025913916e-09,1.4334329778709076e-08
1974,2.812785782069227e-09,9.563471792262135e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,1.2569759455516305e-08
1977,2.3507127355770763e-09,6.464460078348111e-09
1978,8.316827893040113e-09,1.0099005298691566e-08
1979,7.607565244427406e-09,1.345953837272873e-08
1980,2.8425752862659692e-09,4.548120602354544e-09
1981,8.223214109648325e-09,9.488324403950088e-09
1982,4.345251713999687e-09,4.345251602977385e-09
1983,6.315316158911344e-09,7.578379146444547e-09
1984,5.219107812592938e-09,3.3054348591576854e-08
1985,1.8046674155058895e-09,8.421781050316213e-09
1986,4.795588426365072e-09,7.792831269171074e-09
1987,3.0554083707556856e-09,1.099947066762752e-08
1988,4.197587610832443e-09,1.3192418657492766e-08
1989,6.585746614717891e-09,4.390497632122958e-09
1990,5.44865097484859e-10,7.628111475810329e-09
1991,1.7584396161396398e-09,7.619904984768056e-09
1992,4.4079553340736766e-09,7.162927584403178e-09
1993,3.323524566667402e-09,1.3294098266669607e-08
1994,3.6924485691258724e-09,3.6924485691258724e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,4.270473752399084e-09,5.3380921904988554e-09
1997,7.192341833217597e-09,1.2946214877906925e-08
1998,4.7681290027412615e-09,1.001307092796111e-08
1999,2.285100553223174e-09,4.113180906983871e-09
2000,3.97622823555821e-09,9.277866475088103e-09
2001,3.5049694258049158e-09,6.571817839917671e-09
2002,5.6955880012310445e-09,1.0076809331405201e-08
2003,2.9168460979889232e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,3.9643119897903034e-09
2005,4.503749373441224e-09,6.7556242822064405e-09
2006,3.294311934354255e-09,7.823990788580204e-09
2007,3.1955835755326234e-09,5.192823337996089e-09
2008,3.405951742863067e-09,1.4901038708492464e-08
2009,9.53638501499654e-10,1.0966842545201416e-08
2010,1.4171379625338432e-09,7.558068837454357e-09
2011,2.2943831279320648e-09,1.7972668631127675e-08
2012,1.0212758416727752e-09,1.5319137958158535e-08
2013,1.9523875849358774e-09,1.8966050674418256e-08
2014,2.815078836704288e-09,1.4725027419615344e-08
2015,4.43315073539452e-09,1.3521109565317602e-08
2016,3.935546111222266e-09,1.4499380140975404e-08
2017,2.7671724911471074e-09,1.0062445376934903e-08
2018,3.872199894061623e-09,1.0067719991013746e-08
2019,4.08158040698936e-09,1.0714148679369373e-08
