year,en_ADP ânes_NOUN,en_ADP anes_NOUN,en_ADP fans_NOUN
1800,6.288328968651058e-09,0.0,1.3457023513296917e-06
1801,2.3811825844433088e-09,0.0,1.1858289390431764e-06
1802,2.2378401354217203e-09,0.0,1.5083042512742395e-06
1803,2.145373123596528e-08,0.0,1.2618694977817313e-06
1804,3.213406074564773e-08,0.0,1.8563600505672184e-06
1805,1.7057265822018053e-08,0.0,1.8364990346242394e-06
1806,8.645007376628655e-09,0.0,1.7174748556669783e-06
1807,0.0,0.0,2.0298789280559504e-06
1808,0.0,0.0,1.5590588589020626e-06
1809,2.259030518203531e-09,0.0,1.6445742652138051e-06
1810,4.680253518074551e-09,0.0,1.3783346233253724e-06
1811,5.515568801683912e-08,0.0,1.3237365870111262e-06
1812,0.0,0.0,1.480300532819001e-06
1813,1.4378708002027452e-08,0.0,1.79446279346962e-06
1814,0.0,0.0,1.1485371906871933e-06
1815,0.0,0.0,1.3701896222073628e-06
1816,4.6352077731626196e-08,0.0,1.5875586711899814e-06
1817,4.670620334934483e-09,0.0,1.203463130039495e-06
1818,1.1921177378582115e-09,0.0,1.3613984783944488e-06
1819,3.001804671498576e-08,0.0,1.1489665023844964e-06
1820,7.119888678630559e-09,0.0,1.529589425786071e-06
1821,7.88919063410276e-09,0.0,1.0492623765401277e-06
1822,6.015369535816717e-09,0.0,1.3544606929372094e-06
1823,9.882686891060644e-10,0.0,1.0327407977683833e-06
1824,5.894778887238772e-09,8.421112696055388e-10,1.0147441251717737e-06
1825,8.805443485471187e-09,4.4027217427355936e-09,1.0610558884849297e-06
1826,3.170874407487645e-08,0.0,7.627714424529586e-07
1827,9.217273166939322e-09,0.0,1.2406449947377496e-06
1828,2.2013523448549677e-08,0.0,1.3409904973116227e-06
1829,2.571952872898464e-09,0.0,1.0845067777154327e-06
1830,2.0873671680021744e-09,2.0873671680021744e-09,1.0770815066507566e-06
1831,4.677361609140007e-09,0.0,1.0789114774922837e-06
1832,3.92369123858316e-08,0.0,1.0079827568176825e-06
1833,6.950177322551099e-09,1.1583628500844156e-09,9.753414982327513e-07
1834,1.213489042584115e-08,0.0,1.142546615540141e-06
1835,4.5378527602224494e-09,0.0,1.0444624152228243e-06
1836,4.032449929525228e-09,0.0,8.656326322409313e-07
1837,1.3915781860163179e-09,0.0,6.97876474831105e-07
1838,1.8936485712828244e-09,0.0,6.482590073630945e-07
1839,5.5931801412612e-09,6.9914751765765e-10,6.250378881134111e-07
1840,3.821813088222825e-09,0.0,5.490671712848894e-07
1841,1.4767261191650505e-08,0.0,4.796149664088034e-07
1842,1.408735705865638e-08,0.0,3.401090467036738e-07
1843,1.1813821920725331e-08,0.0,2.717178952948984e-07
1844,9.879410178825765e-09,0.0,3.007731637083566e-07
1845,1.2276501593078137e-08,0.0,1.445279012024514e-07
1846,9.367202125076801e-09,0.0,2.0724935367866237e-07
1847,1.294373674909366e-08,0.0,9.977463655275187e-08
1848,2.413566457803995e-09,0.0,8.527935335678194e-08
1849,3.3517659758786067e-09,0.0,8.379414850878675e-08
1850,7.467895635215882e-09,0.0,1.093028334508972e-07
1851,1.2898877521649865e-09,0.0,1.1866967275508955e-07
1852,1.3672145193766028e-08,0.0,1.4453411445458642e-07
1853,1.4332636411040767e-08,0.0,6.867721635828161e-08
1854,7.79349651480743e-09,0.0,1.574286336847308e-07
1855,9.021793090369101e-09,0.0,1.0720012610931917e-07
1856,2.5885945831305435e-08,0.0,7.972871163275386e-08
1857,1.0251168802710708e-08,0.0,1.4790972580058792e-07
1858,1.0766087576996597e-08,4.893676019968041e-10,7.732008433514181e-08
1859,4.073738679721828e-09,0.0,7.587337957914997e-08
1860,1.2358396972445007e-08,0.0,5.8587954709921064e-08
1861,7.545541969022906e-09,0.0,3.914249957492899e-08
1862,5.873382225018986e-09,0.0,5.692662702339035e-08
1863,5.9935452156878455e-09,0.0,6.99246927027275e-08
1864,6.233146443435089e-09,0.0,8.390773986732825e-08
1865,1.4120533187167439e-08,0.0,6.118897744045171e-08
1866,2.919367858567057e-09,0.0,5.0115813055029435e-08
1867,4.85281148598915e-10,0.0,6.40571080623431e-08
1868,9.87974857480367e-09,4.93987406535723e-10,8.69417857707333e-08
1869,5.860222973552709e-09,0.0,6.202069391392229e-08
1870,2.2936195165357276e-09,5.734048791339319e-10,3.039045948227681e-08
1871,2.1242354542039266e-09,0.0,3.5049885438454e-08
1872,2.4189357183956872e-09,0.0,5.321658713697275e-08
1873,5.387403856360606e-09,5.986004469882289e-10,4.070483106133338e-08
1874,8.961913877669758e-09,5.974609140757536e-10,4.540702835953425e-08
1875,0.0,0.0,6.122034079680816e-08
