year,un_DET or_NOUN,un_DET fort_ADJ
1800,4.4961552170263985e-07,9.75319827034582e-06
1801,5.762461718905598e-07,9.250894535739462e-06
1802,6.019789964284428e-07,9.130388008316004e-06
1803,3.335080056565687e-07,9.047623535707316e-06
1804,6.67399774556543e-07,8.91102254740872e-06
1805,4.264316615376629e-07,9.088680258173554e-06
1806,4.2072369854651015e-07,9.253039820578124e-06
1807,4.128084847287994e-07,8.07681131220761e-06
1808,5.053345026873046e-07,9.621750493238324e-06
1809,2.6430655797327063e-07,9.386271955236225e-06
1810,3.5803939590906e-07,9.697485211290768e-06
1811,7.420947225611485e-07,9.51686379835337e-06
1812,4.4275655497472144e-07,7.860262854819666e-06
1813,4.486157074712338e-07,1.033829138918918e-05
1814,2.5488085952929396e-07,8.244293695724991e-06
1815,2.8051123601713357e-07,7.368814792130252e-06
1816,3.3373494900956757e-07,8.422172768973724e-06
1817,3.596377702308473e-07,9.459562619440476e-06
1818,4.1128063266171466e-07,9.465414976261854e-06
1819,4.3370898339389896e-07,9.198977920732432e-06
1820,5.339916668845035e-07,1.1385888569748204e-05
1821,3.9939027973723285e-07,9.745122639515102e-06
1822,4.210758675071702e-07,1.0554968326914604e-05
1823,3.3996441639594366e-07,1.2631062560330975e-05
1824,3.9747652991195537e-07,1.109397385334887e-05
1825,3.971254782797473e-07,1.2161196963234033e-05
1826,3.1796822663743285e-07,1.1241630147651449e-05
1827,3.659257501453794e-07,8.83014732266929e-06
1828,3.3754069272973197e-07,9.57771692355891e-06
1829,2.700550321144135e-07,1.044727270027579e-05
1830,2.661393030400916e-07,9.74278654553018e-06
1831,3.3677005895071943e-07,8.69833428396305e-06
1832,3.084832966848694e-07,8.529292585990333e-06
1833,3.312917766784551e-07,1.0186642697362913e-05
1834,4.2005388944943434e-07,9.032091753624627e-06
1835,4.00843653380889e-07,9.95151094684843e-06
1836,3.803944532698722e-07,1.022427741759202e-05
1837,3.0266826422931103e-07,1.0232969970047634e-05
1838,4.336455154962948e-07,1.0921933707663811e-05
1839,2.712692359629898e-07,9.107794795681912e-06
1840,3.044711236466213e-07,9.165344692974031e-06
1841,3.890852333654493e-07,8.498879651597235e-06
1842,3.0790937222135994e-07,8.943459164356682e-06
1843,3.142476772133307e-07,7.869186987363719e-06
1844,2.969311720946166e-07,7.726247758910176e-06
1845,2.818015216732306e-07,7.711875099403187e-06
1846,2.359364073001302e-07,8.782923231365203e-06
1847,2.389198110464008e-07,7.281391020796946e-06
1848,2.622742316660265e-07,7.883512722628438e-06
1849,2.1702684072089085e-07,6.9616180553566664e-06
1850,2.4033045598059743e-07,7.544611264620471e-06
1851,2.8313036226634836e-07,7.969571811372589e-06
1852,2.994851013848887e-07,7.041806128427197e-06
1853,3.039713381003395e-07,8.083607127673531e-06
1854,3.0342679568917674e-07,8.430485252119979e-06
1855,3.157627688210596e-07,7.6069635497333365e-06
1856,3.05454175508757e-07,7.892624637406698e-06
1857,4.0760602182388084e-07,8.984905804254595e-06
1858,2.8089699988242955e-07,8.921660452188007e-06
1859,2.8261562801112916e-07,8.325193789460172e-06
1860,2.3984443742186556e-07,8.065456199801702e-06
1861,2.801282459330423e-07,7.85821038107315e-06
1862,3.203252283423552e-07,8.093972326150833e-06
1863,3.156600310028068e-07,7.643268332913067e-06
1864,3.04944698381604e-07,7.042017017511171e-06
1865,2.7676245673013966e-07,7.980454682865457e-06
1866,3.4643163537850796e-07,7.842881501574084e-06
1867,2.9747733343299387e-07,7.900376942870935e-06
1868,2.657652117266096e-07,7.809940939296212e-06
1869,2.1878165790134574e-07,7.234445035919634e-06
1870,2.6204603731372345e-07,7.470318763580508e-06
1871,1.6993883589222492e-07,7.697167063724919e-06
1872,2.666876723900202e-07,8.075012345898358e-06
1873,2.3405277038701655e-07,8.591712088446002e-06
1874,1.8162811832311831e-07,8.363855499737838e-06
1875,2.385876887167626e-07,8.04503952167579e-06
1876,1.8682186286866909e-07,7.979530096235976e-06
1877,2.2389034581848932e-07,8.05572264539478e-06
1878,1.7332184998331002e-07,8.198063056852334e-06
1879,1.9549841123733813e-07,8.473633869243713e-06
1880,1.8675932844658405e-07,8.235380420273941e-06
1881,2.168449799722083e-07,8.108328927391995e-06
1882,1.6571908467710728e-07,8.771797411100124e-06
1883,1.9526757766286096e-07,8.747860874791513e-06
1884,1.7956616193970376e-07,9.01461731928066e-06
1885,1.7983322930792411e-07,8.19884814973193e-06
1886,1.6327263929749591e-07,8.643124488116882e-06
1887,1.912974973983239e-07,8.694568890632581e-06
1888,1.6739223385187074e-07,8.668888796137253e-06
1889,2.1677373718276272e-07,7.952338251016045e-06
1890,1.8811089363968136e-07,8.398135520337746e-06
1891,2.581559104264386e-07,8.72057080414379e-06
1892,2.062340609398916e-07,7.71591166426333e-06
1893,2.0630695130030574e-07,7.833505634380344e-06
1894,1.7959387621502287e-07,8.305428906396628e-06
1895,2.2028128654483226e-07,8.415226773195172e-06
1896,2.305738274754887e-07,8.324246152824344e-06
1897,1.526598898404785e-07,7.769340072627529e-06
1898,1.9691074593097824e-07,7.91773618402658e-06
1899,2.1391728921571485e-07,8.116696221804887e-06
1900,2.429412844229262e-07,7.93815848965096e-06
1901,1.9616473878603102e-07,7.453142188751372e-06
1902,2.3569362550546202e-07,8.012601142581843e-06
1903,1.7064696722357553e-07,7.726635146809713e-06
1904,1.5102696426794182e-07,7.500826768591651e-06
1905,2.2758947837431265e-07,6.981474683698252e-06
1906,1.9599343009657488e-07,7.321717788499882e-06
1907,1.7279953024029737e-07,6.901181563989667e-06
1908,2.2445048664110345e-07,7.509514091452729e-06
1909,2.4644406049212364e-07,7.162830740981008e-06
1910,2.2552315703805448e-07,7.172918913056492e-06
1911,2.027062564469162e-07,6.8584941743665695e-06
1912,2.3650772540406706e-07,6.737865248851449e-06
1913,2.2378616071350166e-07,7.160626864788355e-06
1914,2.2434091140333123e-07,7.1039058866517735e-06
1915,1.9556064301262666e-07,7.27579873682771e-06
1916,2.2524296805492838e-07,7.367093530774582e-06
1917,2.5442104623074613e-07,6.8704650573181425e-06
1918,2.1134932559618846e-07,7.609724264057149e-06
1919,2.900472335642945e-07,7.232765085518622e-06
1920,2.83958701441378e-07,6.6802230378470995e-06
1921,2.1430874874717176e-07,6.732929819008859e-06
1922,2.700324364113271e-07,6.665226976565464e-06
1923,2.781378549698843e-07,6.72732625162098e-06
1924,3.081098132184934e-07,6.502535228491979e-06
1925,2.3756064404523158e-07,6.3514479791138e-06
1926,2.7642422395501853e-07,6.692141312214517e-06
1927,2.0403081357756037e-07,6.775383980084371e-06
1928,2.787953921057351e-07,6.8133482500343234e-06
1929,2.2280813460895388e-07,6.4502953307510325e-06
1930,1.9746774748696794e-07,6.457615285171414e-06
1931,2.2696660373355826e-07,7.278898635831865e-06
1932,2.2357455264909731e-07,6.413520907244674e-06
1933,2.1106018088801193e-07,6.321481833992948e-06
1934,2.3963159989648375e-07,6.362219210132025e-06
1935,1.9867351674918154e-07,6.4676609667913e-06
1936,1.9520790317528736e-07,5.887761460598995e-06
1937,1.825712123704193e-07,5.990854106130428e-06
1938,2.4115299090965436e-07,6.043086443696666e-06
1939,1.9117562644055397e-07,6.105384812826742e-06
1940,1.3186070790816018e-07,6.942973669765706e-06
1941,2.508777141585483e-07,6.14797983189419e-06
1942,1.9115534199976025e-07,8.234850838562124e-06
1943,2.467749915524564e-07,6.776151082021897e-06
1944,2.2170985047864633e-07,6.278565535922098e-06
1945,3.071690679590233e-07,6.546404620166868e-06
1946,2.519719863869341e-07,5.81902168050874e-06
1947,2.467620250357072e-07,5.828113842198945e-06
1948,2.2504807328793675e-07,5.5261804448036855e-06
1949,1.6787084566871613e-07,6.089490057092917e-06
1950,2.392956330865559e-07,5.445305248485965e-06
1951,1.8124383416306955e-07,5.507680072014409e-06
1952,1.5079069926038358e-07,6.190854151100211e-06
1953,1.63762175486859e-07,5.642253199766856e-06
1954,1.7688290654405137e-07,5.248829040738201e-06
1955,2.0554480517631646e-07,5.621040429559798e-06
1956,2.284939024654875e-07,5.248382848321853e-06
1957,2.085068859791761e-07,4.992679862425575e-06
1958,1.7619878889263418e-07,5.308298710815507e-06
1959,2.418233284728899e-07,5.133320115646711e-06
1960,2.0693291524764845e-07,5.221768788032932e-06
1961,1.5702839251119372e-07,5.336881088169321e-06
1962,1.6235407795939238e-07,5.479450436496336e-06
1963,2.172593909222087e-07,5.42307869011438e-06
1964,1.843442358762104e-07,5.271150371299882e-06
1965,1.8933270418131087e-07,5.327034131141772e-06
1966,1.7558866582945143e-07,5.5202416859856385e-06
1967,1.8488758657397852e-07,5.372093554001367e-06
1968,2.1918108839003025e-07,5.841984702215086e-06
1969,2.089208512856544e-07,5.087222746169573e-06
1970,1.926865720314197e-07,4.978119719112328e-06
1971,2.04508219692201e-07,5.399428147256913e-06
1972,1.6416469428293112e-07,5.254296510770473e-06
1973,1.6649875078655896e-07,5.130587368284978e-06
1974,1.282630317511746e-07,4.975817986974107e-06
1975,1.4221585997731268e-07,5.221435117164219e-06
1976,1.605501056545222e-07,5.2113078510274136e-06
1977,1.7806648999751928e-07,5.035226763538958e-06
1978,1.6990090667690083e-07,5.4433637615147745e-06
1979,1.5624769433841834e-07,5.550596853254319e-06
1980,1.4042322349361314e-07,5.628867810969496e-06
1981,1.3663186382295578e-07,5.591153239947744e-06
1982,1.4960080729764513e-07,5.404872325698307e-06
1983,1.7430272425400517e-07,5.589686068674382e-06
1984,2.0644470088981848e-07,5.416853852580061e-06
1985,1.6843561922996741e-07,5.1866142740664145e-06
1986,1.5166047662162896e-07,5.5173241975126075e-06
1987,1.6865854401970637e-07,5.527233867042014e-06
1988,1.5890867549606114e-07,5.759689869933027e-06
1989,1.597043612910909e-07,5.645631290462916e-06
1990,2.075936054168892e-07,5.7712109367002995e-06
1991,1.5298424571597025e-07,5.784679814269111e-06
1992,1.526254580497266e-07,5.977738297247015e-06
1993,1.6340661534997025e-07,6.291985670259237e-06
1994,1.5561033483990627e-07,6.308812260158447e-06
1995,1.697227065555751e-07,6.305225596747732e-06
1996,1.6441323813509712e-07,6.199660376182692e-06
1997,1.380929672833986e-07,6.423719938197792e-06
1998,1.325539886742888e-07,6.740227334489646e-06
1999,1.2705159235792962e-07,6.635932138010503e-06
2000,1.4049340268940114e-07,6.855901332869507e-06
2001,1.1697835455848349e-07,6.742246696944676e-06
2002,1.3888471617207188e-07,6.827695628430774e-06
2003,1.4875914144951707e-07,7.110020604272904e-06
2004,1.1364361629517816e-07,7.263500990006833e-06
2005,1.328606158423895e-07,7.04251327476868e-06
2006,1.288899516005415e-07,7.001236483006323e-06
2007,1.2982058628097093e-07,6.896868114836252e-06
2008,1.4560443784006338e-07,7.10566698103321e-06
2009,1.258802806436421e-07,6.76177384661969e-06
2010,1.2848717245717012e-07,6.851389599660251e-06
2011,1.4148695681726053e-07,6.571495617890832e-06
2012,1.6714880723966985e-07,6.796590753310738e-06
2013,1.7794617912514354e-07,6.318204839317332e-06
2014,1.5980985668129222e-07,5.9395996743205615e-06
2015,1.9395035044666997e-07,6.361349605299438e-06
2016,1.9367029446826223e-07,6.5379776685858815e-06
2017,1.5420698051826776e-07,5.597738109486272e-06
2018,2.0858250815436463e-07,5.968351075580358e-06
2019,1.992321396748764e-07,6.027218717008509e-06
