year,en_ADP hôtes_NOUN,en_ADP faute_NOUN
1933,8.02946331646126e-09,1.147066200246627e-06
1934,9.585264137967897e-09,1.0999090136465384e-06
1935,2.393656828303392e-08,1.367974846289144e-06
1936,1.576212937948185e-08,1.1263859960308764e-06
1937,1.3850230295986421e-08,1.1256460084041464e-06
1938,7.779128452511941e-09,1.1811309832410188e-06
1939,1.988226472349197e-08,1.0323484502805513e-06
1940,1.2678914806940611e-08,1.0320636647520587e-06
1941,1.1806010391524069e-08,7.231181484712579e-07
1942,3.3376331032286544e-08,8.617161597612721e-07
1943,2.0322646676618206e-08,9.929063935487648e-07
1944,2.2492303131116387e-08,9.286108024753048e-07
1945,2.6142048525912287e-08,9.476492550675175e-07
1946,3.6194869323935563e-08,8.255215107055847e-07
1947,1.0728784083369192e-08,1.16586113563244e-06
1948,3.805160786463091e-08,8.621407232567435e-07
1949,1.4725512254010198e-08,8.432809863734292e-07
1950,1.595304155443955e-08,9.890885621643974e-07
1951,3.3050344683260846e-08,9.765843742570723e-07
1952,7.381362632230548e-09,1.0291728358424734e-06
1953,1.1851210235391818e-08,9.491741934652964e-07
1954,2.5408594339637602e-08,9.362089485875913e-07
1955,3.003394510869839e-08,8.409504630435549e-07
1956,1.2209598665435806e-08,9.471159501117654e-07
1957,2.03205861026845e-08,7.933863912512606e-07
1958,2.3989505493204888e-08,8.462504865747178e-07
1959,1.5501495198577686e-08,8.487068612339499e-07
1960,1.3564833523105335e-07,7.516024993492465e-07
1961,2.36237411854745e-08,7.358100901910802e-07
1962,2.0294261215969556e-08,8.14307213659049e-07
1963,1.2932106940866106e-08,7.571748597001715e-07
1964,2.5552667537454e-08,7.592792599098175e-07
1965,1.3132904541635071e-08,7.201209086815652e-07
1966,1.6063316343739587e-08,7.206336363196897e-07
1967,2.218651040664099e-08,9.490896104580315e-07
1968,1.257596426995633e-08,6.072394285183691e-07
1969,1.862120768691966e-08,6.290334795266972e-07
1970,1.1496812390987543e-08,6.465807587119343e-07
1971,1.1818314327172175e-08,5.456977874018776e-07
1972,1.3338381954497436e-08,5.591859917331021e-07
1973,7.718485461882807e-09,5.055607630310988e-07
1974,2.925297337696975e-08,5.147397814653232e-07
1975,1.6563292515314743e-08,4.76908610380633e-07
1976,1.4855169538918744e-08,4.856497639593726e-07
1977,1.645498848290572e-08,4.1431312070017157e-07
1978,1.7227715365386587e-08,5.42970042261004e-07
1979,1.7555919384903973e-08,5.465743129207112e-07
1980,1.5349907178663358e-08,5.025673317504697e-07
1981,2.213942412732095e-08,4.3140246930306603e-07
1982,1.1794254461960918e-08,4.872889576290618e-07
1983,1.515675762675528e-08,4.5912346990917285e-07
1984,1.6817124248724724e-08,4.842171961172426e-07
1985,1.3835783740923091e-08,4.704166371993779e-07
1986,1.1389522214244607e-08,4.5737922960142896e-07
1987,1.5277041853778428e-08,4.906985964225896e-07
1988,1.9188972188999287e-08,4.935163815389387e-07
1989,9.878619700032232e-09,4.5112363977750647e-07
1990,2.0160008773473237e-08,4.767569521391124e-07
1991,1.4653663171770859e-08,4.6012502252779086e-07
1992,2.2039776725879534e-08,5.003029173167306e-07
1993,1.3848018731721368e-08,4.702787066435121e-07
1994,1.793475057354499e-08,5.185252689443587e-07
1995,6.506940763983948e-09,4.907317929792043e-07
1996,1.1209993822092201e-08,4.393249923850817e-07
1997,2.0618046159270875e-08,4.3681490069502615e-07
1998,1.6688451509594415e-08,4.7585930929017195e-07
1999,2.0565904534919355e-08,4.757579290526337e-07
2000,1.5904913164277446e-08,4.7449657358811237e-07
2001,1.7962968529294798e-08,5.156686029295088e-07
2002,1.7086764003693133e-08,4.915730755783443e-07
2003,2.6668306507549033e-08,4.7877944098218e-07
2004,2.2464435645019876e-08,4.884913664682244e-07
2005,2.2068373795036678e-08,4.922598577650206e-07
2006,9.471147199846541e-09,4.875581680607866e-07
2007,1.7975157362570826e-08,5.484420171342208e-07
2008,2.0861454952392222e-08,6.007247179695696e-07
2009,2.4794601927169424e-08,6.079445711293374e-07
2010,1.3698999989930627e-08,8.209952397919551e-07
2011,1.9502257586623273e-08,8.091524819064944e-07
2012,2.008509092377153e-08,9.157439535556477e-07
2013,1.2551062911203559e-08,9.58901182457339e-07
2014,1.992209548717927e-08,1.1567808542167768e-06
2015,1.8175918020668647e-08,1.0821321438925224e-06
2016,1.802065902056782e-08,1.076475427908008e-06
2017,1.9873329037967125e-08,1.026621021082974e-06
2018,1.9361000358486535e-08,1.1126121535198763e-06
2019,1.8877309826415e-08,1.0862105455089477e-06
