year,son_DET utile_ADJ,son_DET futile_ADJ
1800,1.131899196593622e-07,0.0
1801,1.8573224025431045e-07,0.0
1802,1.8350289110458107e-07,0.0
1803,1.8528221978897363e-07,0.0
1804,1.878606652461201e-07,0.0
1805,2.1321582721611776e-07,0.0
1806,1.930718269704812e-07,0.0
1807,1.395007984683616e-07,0.0
1808,1.835519896076221e-07,0.0
1809,1.6039117101129818e-07,0.0
1810,1.263668423234776e-07,0.0
1811,2.6825722443390987e-07,0.0
1812,3.173977916048898e-07,0.0
1813,2.904499183387088e-07,0.0
1814,3.5872119497071253e-07,0.0
1815,1.5643897199879575e-07,0.0
1816,1.5527946573001827e-07,0.0
1817,1.8526794143269854e-07,0.0
1818,2.4557624311860593e-07,0.0
1819,2.4324967395905617e-07,0.0
1820,2.100367115787094e-07,0.0
1821,2.0610510143015404e-07,0.0
1822,1.954995099140433e-07,0.0
1823,2.935157965566759e-07,9.882686891060644e-10
1824,2.349490380026964e-07,0.0
1825,1.6642287326007477e-07,0.0
1826,1.981796406980152e-07,8.807984341885344e-10
1827,2.525532802888364e-07,0.0
1828,2.907619554015639e-07,0.0
1829,2.4433551137903464e-07,0.0
1830,2.3169775009712623e-07,0.0
1831,1.9644919291295082e-07,0.0
1832,2.3136247762067796e-07,4.058990921151917e-09
1833,3.417170493236199e-07,0.0
1834,2.324298242761813e-07,0.0
1835,2.2159848356295697e-07,7.563087933704082e-10
1836,1.5054480789755686e-07,5.376600054063374e-09
1837,1.8438410620547074e-07,0.0
1838,1.6159134319515545e-07,0.0
1839,1.8107920141119394e-07,6.9914751765765e-10
1840,1.6115313028475242e-07,3.1848443882154243e-09
1841,2.2215097583710985e-07,1.2841097074556274e-09
1842,1.2946951866155132e-07,0.0
1843,2.3509506297259009e-07,0.0
1844,2.2009131050992892e-07,0.0
1845,1.8303148086040721e-07,0.0
1846,1.9788214267180138e-07,0.0
1847,2.1572894404187082e-07,5.393223645455691e-10
1848,1.689496542667257e-07,8.045221711050488e-10
1849,1.3155680766985256e-07,0.0
1850,1.7990839751291787e-07,0.0
1851,1.960629454345053e-07,0.0
1852,1.9792058658651968e-07,0.0
1853,1.5288146171243966e-07,0.0
1854,2.0730701066895563e-07,0.0
1855,2.1227748803198665e-07,5.306937111981824e-10
1856,1.5945743514489408e-07,0.0
1857,1.6890020854143373e-07,0.0
1858,1.585551065996782e-07,0.0
1859,2.3780449875943077e-07,0.0
1860,1.8674910895466468e-07,0.0
1861,1.6505873140504335e-07,0.0
1862,1.76201467638748e-07,1.3553959066214816e-09
1863,1.7431227217201695e-07,0.0
1864,1.4144447391117865e-07,4.315255264231155e-09
1865,1.3838122314702161e-07,0.0
1866,1.4548182392104536e-07,0.0
1867,1.979947032992868e-07,0.0
1868,2.143905390994405e-07,2.4699371437009177e-09
1869,1.6115613510336857e-07,3.906815315701806e-09
1870,1.318831204244475e-07,0.0
1871,1.2957836448279636e-07,0.0
1872,1.4332194098187756e-07,0.0
1873,1.5803051328644457e-07,5.986004469882289e-10
1874,1.6788651996391124e-07,0.0
1875,1.6535213376300817e-07,1.716458086775674e-09
1876,1.4026754513452033e-07,0.0
1877,1.7255637319024686e-07,8.658742167710898e-09
1878,1.4795766828390455e-07,6.039088673581716e-10
1879,1.435691387996485e-07,6.10932526790009e-10
1880,1.8034148152601404e-07,6.417846254436199e-10
1881,1.7500994431429717e-07,0.0
1882,1.4442186424545866e-07,0.0
1883,1.744137563264303e-07,3.159669414998234e-09
1884,1.4259665626070728e-07,6.601696966868076e-10
1885,1.5147244036839425e-07,3.2228177904158883e-09
1886,1.542377796592831e-07,0.0
1887,1.0642146963668608e-07,1.9586774424595887e-09
1888,1.2300792739949884e-07,0.0
1889,1.3282090066679686e-07,0.0
1890,1.389529984408e-07,0.0
1891,1.408702607896828e-07,0.0
1892,1.2913135094549943e-07,0.0
1893,1.0838812880553661e-07,1.2316833108982905e-09
1894,8.570093457116457e-08,0.0
1895,1.0171458675323208e-07,0.0
1896,9.612157469973681e-08,0.0
1897,1.0488084500881456e-07,5.826713556089658e-10
1898,8.317781852174022e-08,0.0
1899,9.341607665191987e-08,0.0
1900,1.1368406660494657e-07,1.038210628578895e-09
1901,8.047784311182582e-08,0.0
1902,8.691202424415678e-08,0.0
1903,8.100330717297766e-08,0.0
1904,1.246913106101033e-07,0.0
1905,7.844353855368524e-08,1.0321518084666081e-09
1906,8.590787814455325e-08,0.0
1907,1.0954256168815846e-07,0.0
1908,9.135183631769905e-08,1.4734167219643268e-09
1909,8.306485455022994e-08,0.0
1910,7.749018493541371e-08,0.0
1911,8.406191376320038e-08,0.0
1912,1.0835596420122329e-07,1.0418842455450772e-09
1913,9.810530976483989e-08,0.0
1914,8.839702003715644e-08,2.678697486047099e-09
1915,6.597226587246041e-08,1.1780761921542648e-09
1916,8.570220444426013e-08,0.0
1917,8.224818515145671e-08,0.0
1918,1.6999836294218085e-07,0.0
1919,7.182121763982252e-08,0.0
1920,9.313845339420368e-08,0.0
1921,8.708659748890568e-08,0.0
1922,9.665095185296124e-08,0.0
1923,7.961961445701604e-08,0.0
1924,9.797634703545555e-08,0.0
1925,5.939016034517408e-08,0.0
1926,7.802297052883489e-08,0.0
1927,5.5746123384103896e-08,0.0
1928,7.883968100586003e-08,0.0
1929,9.469345485513259e-08,0.0
1930,5.566909833110145e-08,0.0
1931,7.299428350648896e-08,0.0
1932,7.233294330166729e-08,0.0
1933,7.800050383366397e-08,0.0
1934,1.0304158593044122e-07,0.0
1935,7.180970307274492e-08,0.0
1936,6.30485130770353e-08,1.2124714565686645e-09
1937,4.910535977842301e-08,0.0
1938,5.186085871855539e-08,0.0
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,6.846613587185857e-08,0.0
1941,3.246652724442356e-08,0.0
1942,4.8547388331598995e-08,3.034211770724937e-09
1943,3.193558839598154e-08,0.0
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,4.574858536443571e-08,2.178504043826024e-09
1946,5.0115975369635635e-08,5.568441707737293e-09
1947,5.245183132274178e-08,3.5762612871081956e-09
1948,4.240036233227329e-08,0.0
1949,4.613993809243766e-08,0.0
1950,4.892266147749069e-08,0.0
1951,4.157946797977985e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,4.525007413214155e-08,1.0773827385790469e-09
1954,3.2249369175119114e-08,0.0
1955,4.786659957289885e-08,0.0
1956,4.6222051963695776e-08,1.744228317335228e-09
1957,4.064117442581505e-08,0.0
1958,3.22617488279775e-08,8.272243445794913e-10
1959,2.5577467255288866e-08,0.0
1960,2.07624992754063e-08,0.0
1961,4.238377115939329e-08,0.0
1962,3.107558727011295e-08,6.341956404476434e-10
1963,3.556329275511416e-08,2.5864212993553792e-09
1964,3.1636636366183524e-08,1.2167936658258327e-09
1965,5.636204625236729e-08,5.472043373977442e-10
1966,4.597432123887302e-08,0.0
1967,4.48660522067712e-08,3.451234853457663e-09
1968,4.760900651490374e-08,1.3474247273492779e-09
1969,3.996746877898971e-08,0.0
1970,3.265094719595574e-08,9.197450023812337e-10
1971,2.928886644326667e-08,5.138397485282553e-10
1972,3.283293992240033e-08,0.0
1973,2.1501495306441853e-08,5.513203782392395e-10
1974,2.981553137715309e-08,0.0
1975,2.5701660355537115e-08,5.711480177694739e-10
1976,2.7996280849151844e-08,0.0
1977,2.1744092748576804e-08,1.1753563677885381e-09
1978,3.445542873237173e-08,0.0
1979,2.4578288626564415e-08,5.851973350345929e-10
1980,3.0131298567326326e-08,1.1370301367108482e-09
1981,2.0241758491579276e-08,6.325549528618524e-10
1982,2.0484757556893385e-08,0.0
1983,1.705135410645653e-08,1.2630632095778083e-09
1984,1.4497521405587577e-08,0.0
1985,1.9851341903631692e-08,0.0
1986,1.3187867686781374e-08,5.994485463567401e-10
1987,2.13878585952898e-08,0.0
1988,1.3792074149421296e-08,0.0
1989,2.250130037850795e-08,0.0
1990,2.1794603066727092e-08,1.089730194969718e-09
1991,1.1136783939491579e-08,0.0
1992,1.708082664197974e-08,5.509944167592096e-10
