year,son_DET utile_ADJ,son_DET futile_ADJ
1993,2.6034275180109034e-08,5.539207426075166e-10
1994,2.1099706815075336e-08,1.0549853213248639e-09
1995,8.133675954979935e-09,0.0
1996,2.3487606082284174e-08,0.0
1997,1.5823152565985765e-08,0.0
1998,2.0979769033147022e-08,0.0
1999,1.553868322901053e-08,0.0
2000,2.2973763558198357e-08,0.0
2001,1.7086726700199506e-08,0.0
2002,2.3658596581821456e-08,0.0
2003,1.7917768602160322e-08,8.333845835650777e-10
2004,1.6297727611913615e-08,4.404791253964646e-10
2005,3.4228498591026835e-08,0.0
2006,1.523619275189958e-08,0.0
2007,1.4380126256430259e-08,0.0
2008,1.3623806971452268e-08,8.514879357157668e-10
2009,1.4781396995289242e-08,4.76819250749827e-10
2010,7.558068837454357e-09,0.0
2011,1.2619107536693264e-08,0.0
2012,1.5659562535574878e-08,6.808505426114664e-10
2013,8.925200134513034e-09,8.367375126105969e-10
2014,1.5807749775831326e-08,2.1654451842767486e-10
2015,1.3521109565317602e-08,4.433150790905671e-10
2016,3.0448699700480475e-08,8.285360175719347e-10
2017,7.2952728302766445e-09,7.54683426862357e-10
2018,1.3165480261534412e-08,7.744400121190154e-10
2019,1.3265136544760026e-08,0.0
