year,en_ADP arts_NOUN,en_ADP phare_NOUN
1878,2.5364172762110115e-08,4.22736201599605e-09
1879,1.7717042943843353e-08,1.221865053580018e-09
1880,2.7596738449986447e-08,1.9253538763308597e-09
1881,1.2550513517339823e-08,1.1853262871230896e-08
1882,2.5290463057103807e-08,1.1979693681496428e-08
1883,2.7805092117638708e-08,8.21514056781325e-09
1884,1.914492120391742e-08,1.9805090900604227e-09
1885,3.931837805337679e-08,3.2228177904158883e-09
1886,4.130216729736347e-08,1.355227396970804e-08
1887,4.178511875396751e-08,7.1818169189441505e-09
1888,2.1558089979833994e-08,1.268122939990235e-09
1889,2.6940088715399213e-08,0.0
1890,4.194807196045147e-08,1.3108772956016423e-09
1891,5.0993758771156195e-08,2.5496880162734215e-09
1892,4.701384459515623e-08,9.402768341715273e-09
1893,2.5249507429325746e-08,9.853466487186324e-09
1894,2.9617235108858608e-08,4.411077725308132e-09
1895,4.6343330728504384e-08,6.018614495673091e-10
1896,5.071444997284402e-08,2.358811590497112e-09
1897,2.4472196047398143e-08,9.322741689743452e-09
1898,3.734514275599565e-08,2.26334195829736e-09
1899,3.59292577911674e-08,7.738609753005221e-09
1900,3.9971108201086736e-08,6.22926377147337e-09
1901,3.297355899434251e-08,7.265360757457984e-09
1902,3.731815834129293e-08,7.365425824801264e-09
1903,4.104167294904926e-08,4.320176216765503e-09
1904,5.159640092955442e-08,2.1498500757388683e-09
1905,2.3223415412942927e-08,6.708986699521802e-09
1906,5.452835516450705e-08,4.115347507216427e-09
1907,2.2114226339020604e-08,1.5428529565042481e-09
1908,5.549869519505535e-08,0.0
1909,3.6306490647231016e-08,2.7504918342913243e-09
1910,3.42025641142385e-08,2.137660271017694e-09
1911,5.32037401912433e-08,3.1922244847493175e-09
1912,6.355493675780366e-08,6.772247651554153e-09
1913,2.0681660051202755e-08,2.121195885607108e-09
1914,5.0895253012051e-08,6.696743604095445e-09
1915,1.8849218963445935e-08,1.1780761921542648e-09
1916,4.944358011904626e-08,3.2962386153911893e-09
1917,3.728584374584898e-08,2.1932848870420685e-09
1918,6.776962369059447e-08,1.2635013924011673e-08
1919,2.1178050757519884e-08,2.762354567309444e-09
1920,4.46761680983343e-08,4.543339038320937e-09
1921,4.240738515903786e-08,7.572747429129834e-10
1922,3.32007097370024e-08,6.640141769764796e-09
1923,3.6094222277682775e-08,6.369568872344189e-09
1924,2.707241186783449e-08,2.578324886925998e-09
1925,3.849362140151413e-08,5.499089184013428e-09
1926,3.566764272822098e-08,3.343841648018042e-09
1927,4.682674314970825e-08,1.1149224876660924e-09
1928,3.8848539829494655e-08,3.4278123672848437e-09
1929,3.3421218015305953e-08,8.912325322185666e-09
1930,5.566909955234678e-08,8.402882833991043e-09
1931,2.3951248984133144e-08,2.2810713318222042e-09
1932,4.7126008873021874e-08,4.383814644626227e-09
1933,5.850037565480193e-08,2.2941324395731044e-09
1934,5.990790441501304e-08,7.188948103475923e-09
1935,6.582556189016486e-08,4.787313656606784e-09
1936,5.698615890281644e-08,2.424942913137329e-09
1937,5.791914281516597e-08,3.777335333410292e-09
1938,3.889564470505036e-08,5.186085783037697e-09
1939,3.8235125288110794e-08,4.588215141154706e-09
1940,3.803674530900025e-08,2.5357829169792012e-09
1941,7.378756183840096e-08,5.9030051957620344e-09
1942,5.158160121254696e-08,0.0
1943,2.6129116870166058e-08,0.0
1944,3.855823393905666e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,4.315542145860718e-08,2.7842208538686464e-09
1947,3.457052732969146e-08,0.0
1948,2.3918153901902883e-08,3.2615663503321457e-09
1949,5.203014352694879e-08,2.9451024952109606e-09
1950,1.0103593162114066e-07,2.1270722960764488e-09
1951,5.01085888338082e-08,6.396841278899501e-09
1952,3.796129288691219e-08,6.326882129314981e-09
1953,5.279175385730639e-08,9.69644453618912e-09
1954,3.811289239763482e-08,2.9317608341017376e-09
1955,3.566531070475776e-08,2.815682353940474e-09
1956,3.7500909488841216e-08,7.849027205963921e-09
1957,3.003912851795576e-08,3.534015080575159e-09
1958,4.880623505343351e-08,8.272243445794913e-10
1959,4.960478516835565e-08,1.5501495642666896e-09
1960,7.543708591128961e-08,6.2287499602575735e-09
1961,4.446822099435366e-08,2.08444772553662e-09
1962,5.77118033362467e-08,4.43936931660005e-09
1963,8.082566393952106e-08,8.405868889838075e-09
1964,7.848319272252269e-08,9.125952382671443e-09
1965,7.058936013493167e-08,5.47204326295514e-09
1966,6.979234279391733e-08,7.200797069728537e-09
1967,7.543413310662217e-08,4.437302081328198e-09
1968,7.051523109868896e-08,4.491415656060482e-09
1969,1.2626086995370933e-07,5.450109252791435e-09
1970,1.3106366436588246e-07,8.27770510469783e-09
1971,1.3051529534902073e-07,5.138397485282553e-09
1972,1.1132418914483466e-07,3.0780880067027283e-09
1973,1.334195335322974e-07,2.7566018911961976e-09
1974,1.5020276666888321e-07,3.3753431161187564e-09
1975,1.1765649432504688e-07,6.8537762132336866e-09
1976,1.2512623959182179e-07,7.4275851025262796e-09
1977,1.569100801512846e-07,7.639816446136649e-09
1978,1.657425026113657e-07,5.940591241149207e-09
1979,2.0598946381955585e-07,7.607565244427406e-09
1980,2.0523393451377103e-07,3.411090521154847e-09
1981,1.5371085165805098e-07,6.325549528618524e-09
1982,3.1720337467788795e-07,6.828252629986764e-09
1983,2.1408921646592916e-07,1.0736036948344463e-08
1984,2.696539020963229e-07,4.059306057957457e-09
1985,3.326603521536242e-07,4.210890747202711e-09
1986,4.5797868297725586e-07,1.7384007122700496e-08
1987,2.7804215485538464e-07,6.110816741511371e-09
1988,4.17360150439805e-07,2.99827696004229e-09
1989,3.605696310415851e-07,8.232183490441969e-09
1990,3.639698877844211e-07,7.628111475810329e-09
1991,4.185086017738371e-07,7.6199047072123e-09
1992,3.4051454278483106e-07,8.264915862810085e-09
1993,4.5975422180433156e-07,2.7696036575264316e-09
1994,3.6502492362089356e-07,5.274926717646622e-09
1995,5.232664950227672e-07,5.4224509327127635e-09
1996,3.9501881499148794e-07,7.473328622609188e-09
1997,4.909971869082597e-07,6.7128524960935465e-09
1998,3.4425893347123093e-07,6.675381136744818e-09
1999,5.246590891738734e-07,6.398281460207045e-09
2000,3.892285849182997e-07,2.6508188977203417e-09
2001,6.361519561681739e-07,8.762423675534592e-09
2002,5.555388691291796e-07,7.009954394732176e-09
2003,4.6169506306981134e-07,9.167230530238157e-09
2004,3.9731216042171447e-07,6.166707589017051e-09
2005,5.17480829742567e-07,7.656374423348211e-09
2006,5.270899150477959e-07,9.882935358973555e-09
2007,4.841309169112407e-07,1.0385646481703148e-08
2008,4.849223698144556e-07,1.3198063086861112e-08
2009,4.0481954499682615e-07,1.0490023072406984e-08
2010,3.80265337884822e-07,8.502827775203059e-09
2011,5.74360592808798e-07,1.3766299211681599e-08
2012,4.54808154914943e-07,1.2595734927289826e-08
2013,3.7932100527271473e-07,8.925200134513034e-09
2014,3.6596023633705954e-07,1.1043770342666903e-08
2015,3.6396168223706837e-07,4.211493376260478e-09
2016,3.5005647902597303e-07,1.118523584864306e-08
2017,4.857645619082973e-07,6.792150397672003e-09
2018,4.0451583177558703e-07,9.035133530232997e-09
2019,3.499955180119585e-07,9.438654302584837e-09
