year,en_ADP airs_NOUN,en_ADP fer_NOUN
1800,0.0,4.964635536452988e-06
1801,2.3811825844433088e-09,5.476720161823323e-06
1802,0.0,5.865379080205457e-06
1803,7.801356671777171e-09,5.800308827019762e-06
1804,2.4718509905596875e-08,4.214505679556169e-06
1805,3.1271653710973624e-08,6.248645149753429e-06
1806,4.3225035994964855e-08,6.394423962774454e-06
1807,1.4234775136401367e-08,4.677547167375451e-06
1808,2.2660739951163578e-09,6.204510555107845e-06
1809,2.259030518203531e-09,8.069257091847248e-06
1810,9.360507036149102e-09,6.243458301469218e-06
1811,1.2535384286138651e-08,7.230409210023936e-06
1812,2.9339290108509886e-08,9.44725161389215e-06
1813,4.3136125782439194e-08,9.400799171999097e-06
1814,0.0,8.713149327377323e-06
1815,3.506390555685357e-08,6.262953320401721e-06
1816,1.228330006597389e-07,6.915729954926064e-06
1817,6.227493631882908e-09,5.705941021005856e-06
1818,5.960588467246453e-09,7.784528861520812e-06
1819,0.0,7.543845185864484e-06
1820,2.0173018810965004e-08,7.576747975690523e-06
1821,1.676452932031225e-08,5.062888249085518e-06
1822,1.0025615893027862e-09,7.624480986123672e-06
1823,1.2847492847356534e-08,1.1726796401489992e-05
1824,1.7684335773537896e-08,1.2369772775855381e-05
1825,4.4027217427355936e-09,1.1369587809895165e-05
1826,7.0463874735082754e-09,1.235936360899359e-05
1827,5.530363722527909e-09,1.4612142877012957e-05
1828,1.0089530988466322e-08,1.1801083019236103e-05
1829,1.7146351893870815e-08,1.1506916962389369e-05
1830,1.982998831806526e-08,1.6586220226599835e-05
1831,0.0,1.5466475815628655e-05
1832,2.976593194148336e-08,1.533080830995459e-05
1833,2.085053074640797e-08,1.5162970157689415e-05
1834,1.8669061851994684e-09,1.5880837963777594e-05
1835,6.050470346963266e-09,1.2625819181266706e-05
1836,1.1425274948351216e-08,1.1540872037585359e-05
1837,2.5048407792382932e-08,1.263483409275068e-05
1838,2.1461350030449466e-08,1.1520326552272309e-05
1839,5.2436064379435265e-08,1.684456037764903e-05
1840,7.0066574764382494e-09,1.2782054000126664e-05
1841,1.733548060656176e-08,1.3445270269585308e-05
1842,6.708265054555795e-09,1.2115126992284786e-05
1843,1.3585895075607368e-08,1.2783146303263493e-05
1844,1.0977122322231025e-08,1.416158556821756e-05
1845,5.580227835366713e-09,1.4101794477028307e-05
1846,9.952652035849496e-09,1.441788026568247e-05
1847,9.168480197274675e-09,1.4114066289039329e-05
1848,2.735375304041554e-08,1.3120147741574328e-05
1849,6.703531951757213e-09,1.1754643310268875e-05
1850,2.0366988096043315e-09,1.2962230357516091e-05
1851,3.8696632564949596e-09,1.4118466424406506e-05
1852,5.859490670445666e-09,1.3777616004517768e-05
1853,1.1943863675867306e-09,1.6510599380126223e-05
1854,7.27393034694046e-09,1.3655764632858336e-05
1855,1.2736649068756378e-08,1.5138038179429714e-05
1856,1.0872097000458325e-08,1.40969686981407e-05
1857,7.322263684272912e-09,1.5077029274834786e-05
1858,2.4468379322684086e-08,1.4639921573689207e-05
1859,1.3748867822016564e-08,1.5209812772809528e-05
1860,1.373155189554609e-08,1.6220166799030267e-05
1861,1.2733101684148096e-08,1.6551146472920664e-05
1862,1.0843167252971853e-08,1.5353021808550693e-05
1863,9.489779628779615e-09,1.6857844457263127e-05
1864,1.3904711160250827e-08,1.6121794033097103e-05
1865,7.530950973944073e-09,1.610776234883815e-05
1866,1.0704348518686402e-08,1.6825775674078614e-05
1867,2.426405742994575e-08,1.9438421077211387e-05
1868,1.1855697756857353e-08,2.076080818369519e-05
1869,1.5627261262807224e-08,1.5129142411751673e-05
1870,8.027668307875047e-09,1.502263421571115e-05
1871,6.37270636261178e-09,1.6864305507624522e-05
1872,1.269941263259966e-08,1.6813417460070923e-05
1873,1.496501056408306e-08,2.015188329096418e-05
1874,3.5847653734322193e-09,1.85123262781417e-05
1875,6.293679799540541e-09,1.7448368453187868e-05
1876,2.0556450763820067e-08,1.8450622519594617e-05
1877,7.421779191219002e-09,1.8876058675232343e-05
1878,2.8383716710322915e-08,2.0034072804264724e-05
1879,5.498392852132383e-09,1.6905114534893073e-05
1880,1.2193908105473383e-08,1.7573345758137293e-05
1881,2.022027217885025e-08,1.891501779027749e-05
1882,9.983077475794744e-09,1.640153095650021e-05
1883,7.583206784733676e-09,1.674119266681373e-05
1884,1.9805090900604227e-08,1.748129398038145e-05
1885,1.6114089618213256e-08,1.7914999261847697e-05
1886,1.5488312854472497e-08,1.84072141564684e-05
1887,1.8933882017790893e-08,1.7566071619512513e-05
1888,6.974675947901687e-09,1.8108796211890876e-05
1889,8.771191772893872e-09,1.7459056834923103e-05
1890,1.1797895993481688e-08,1.929283644130919e-05
1891,1.1473596073230397e-08,2.033949931501411e-05
1892,1.0656471260972467e-08,1.7623922758502886e-05
1893,2.3401982574000613e-08,1.7541633496875875e-05
1894,9.452309157609307e-09,1.7385946193826385e-05
1895,9.027921299420427e-09,1.6678784959367476e-05
1896,1.4152869098893461e-08,1.492243154643802e-05
1897,1.6897470089816125e-08,1.6019383110688068e-05
1898,5.6583546736987955e-09,1.795452590158675e-05
1899,1.1055156790007459e-08,1.5245614122250117e-05
1900,6.748368974740515e-09,1.664303636061959e-05
1901,2.235495566438317e-09,1.4346293028211221e-05
1902,8.838511256215043e-09,2.189790211559739e-05
1903,1.1880484596105134e-08,1.5393867215607315e-05
1904,1.2361637935498493e-08,1.4733460375282448e-05
1905,4.644683138099737e-09,1.2736752978526056e-05
1906,2.0576738091193647e-09,1.4242703400668688e-05
1907,8.742833790265081e-09,1.2533108929346781e-05
1908,2.1118972570732808e-08,1.2807428902306128e-05
1909,9.351672325408344e-09,1.2099413652322255e-05
1910,1.2825961404061559e-08,1.2952084034623113e-05
1911,1.702519769608557e-08,1.1900080608029384e-05
1912,6.772247651554153e-09,1.1923843885597307e-05
1913,5.833288518886093e-09,1.2710205737676006e-05
1914,7.36641797560722e-09,1.1813725905085448e-05
1915,2.3561523843085297e-09,1.104917646443937e-05
1916,1.0987462051303964e-09,1.0037046195066068e-05
1917,2.1932848870420685e-09,1.026896006806055e-05
1918,1.4932289182922887e-08,8.583769158576615e-06
1919,1.289098744416961e-08,9.220739229931496e-06
1920,1.2872794385998532e-08,1.0191466571995988e-05
1921,2.2718242898012164e-08,9.663583114161156e-06
1922,2.1396012073182646e-08,9.632633009459823e-06
1923,1.9108707505210987e-08,9.285769920097664e-06
1924,2.9650736976805092e-08,8.2480610217317e-06
1925,2.3096173862313663e-08,8.441101272183005e-06
1926,1.8948435376309192e-08,9.39173605729593e-06
1927,2.0068604777989663e-08,9.258315913029946e-06
1928,6.8556245125250825e-09,8.680363862367813e-06
1929,1.2254447234738564e-08,8.353076736966614e-06
1930,1.68057662230936e-08,7.840940270398278e-06
1931,7.983749661377715e-09,9.204122761730105e-06
1932,5.4797681947604815e-09,8.134167728712782e-06
1933,1.605892663292252e-08,8.724585313757416e-06
1934,2.3963160344919743e-09,7.480100521206623e-06
1935,4.787313656606784e-09,8.558519766665995e-06
1936,1.2124714565686645e-08,7.815590834070463e-06
1937,3.777335333410292e-09,7.80145637691021e-06
1938,1.0372171566075394e-08,8.265324140666053e-06
1939,0.0,8.60902127897134e-06
1940,2.5357829169792012e-09,9.795729056349955e-06
1941,0.0,8.190419976017438e-06
1942,6.068423541449874e-09,7.573392394988332e-06
1943,2.0322646676618206e-08,8.282930139102973e-06
1944,6.4263723231761105e-09,7.946209734654985e-06
1945,1.5249527862692958e-08,6.696721357002389e-06
1946,1.3921104269343232e-08,6.587466486962512e-06
1947,7.152522574216391e-09,5.818576937599573e-06
1948,1.6307831529616124e-08,6.677513283648295e-06
1949,8.835307596655184e-09,5.933399734203704e-06
1950,7.444753036267571e-09,6.565208423126023e-06
1951,1.3859821956785368e-08,6.956564448046265e-06
1952,1.0544803696888039e-08,7.223190550575964e-06
1953,5.386913581872932e-09,6.911410309839994e-06
1954,7.818028890937967e-09,6.513395419460721e-06
1955,1.2201290200408721e-08,6.967875378904864e-06
1956,1.744228317335228e-09,6.989995199546684e-06
1957,8.835037590415595e-09,7.08304969521123e-06
1958,1.1581141212690937e-08,7.451636975019937e-06
1959,5.425523585955716e-09,6.273455255723093e-06
1960,2.2838749558218296e-08,7.0481764851137996e-06
1961,4.863711378089164e-09,6.53057486488251e-06
1962,8.244543714397423e-09,6.601342647627462e-06
1963,1.6165133231993423e-08,6.365829449350713e-06
1964,6.083968384640315e-09,6.0365132412698586e-06
1965,1.2038495811328431e-08,6.628833489230601e-06
1966,6.092982229866095e-09,5.475375473906752e-06
1967,1.5284040255636455e-08,5.797088761028135e-06
1968,1.5719955531734442e-08,5.682089977199212e-06
1969,8.629339798282842e-09,6.634145847783657e-06
1970,1.6095537708205043e-08,6.27450026513543e-06
1971,9.762954888969944e-09,6.450744422181742e-06
1972,2.3598676068825597e-08,6.843102710263338e-06
