year,en_ADP airs_NOUN,en_ADP fer_NOUN
1973,9.372446541089374e-09,6.251421837077942e-06
1974,9.563471792262135e-09,6.264074272621656e-06
1975,3.4268881066168433e-09,6.223800028237747e-06
1976,6.8562320265641574e-09,6.0574811868718825e-06
1977,7.639816335114347e-09,5.756895461672684e-06
1978,1.1287123569125868e-08,6.347521775751375e-06
1979,1.1118749476679568e-08,5.985983534628758e-06
1980,6.253665585376211e-09,6.715868494211463e-06
1981,1.2018544381930951e-08,5.824565960210748e-06
1982,7.449002747961231e-09,5.5836480896687135e-06
1983,1.2630632317822688e-08,5.752621291321702e-06
1984,1.0438215292118969e-08,5.986316409689607e-06
1985,7.82022557821449e-09,5.57461771677481e-06
1986,8.392279760016663e-09,5.728929863835219e-06
1987,1.2221634038134255e-08,5.3084668252267875e-06
1988,1.4991384134077634e-08,5.63016419619089e-06
1989,4.939309850016116e-09,5.5605655688850675e-06
1990,8.717841171179685e-09,5.798999154649209e-06
1991,1.1722930182145319e-08,5.035584763390943e-06
1992,7.713921945651236e-09,5.67469169254764e-06
1993,8.862731548653358e-09,4.926570909447037e-06
1994,7.912389743403025e-09,5.891565706406254e-06
1995,1.3556126887692699e-08,4.760369392897701e-06
1996,4.270473752399084e-09,4.725279268313898e-06
1997,1.054876808126437e-08,4.991485184291378e-06
1998,7.629006981701991e-09,4.562622962112073e-06
1999,1.2339543165040823e-08,4.8901151785685215e-06
2000,1.192868470667463e-08,4.579731466947123e-06
2001,7.0099388516098315e-09,4.216916295263218e-06
2002,1.0076809608960957e-08,4.815400643565226e-06
2003,1.2500768864498468e-08,5.314910140441498e-06
2004,1.4535811221350059e-08,4.3056834329036064e-06
2005,1.1259373877692269e-08,4.392957180243684e-06
2006,1.070651389767363e-08,4.2373085307190195e-06
2007,1.358123019601365e-08,5.178043920750497e-06
2008,1.021785517307805e-08,5.155333838047227e-06
2009,3.337734755248789e-09,5.625990525004454e-06
2010,8.9752067999882e-09,5.204675289860461e-06
2011,2.2943831279320648e-09,6.199423296493478e-06
2012,4.425528637996834e-09,6.963739451748552e-06
2013,6.693900156395927e-09,6.0406869124562945e-06
2014,4.547434789836657e-09,6.071042207622668e-06
2015,6.871383573248124e-09,6.3274360400100704e-06
2016,4.349813981230355e-09,6.859863788122311e-06
2017,4.024978267347379e-09,6.390659109456465e-06
2018,1.8070267504555204e-09,6.508910246338928e-06
2019,7.652963041060445e-09,6.122880677139619e-06
