year,un_DET axe_NOUN,un_DET fax_NOUN
1800,2.587647465190912e-06,3.144164484325529e-09
1801,2.154970286882829e-06,0.0
1802,3.2717223632516834e-06,2.2378401354217203e-09
1803,1.9951971086396014e-06,0.0
1804,1.5226601433049325e-06,0.0
1805,2.01560020141045e-06,0.0
1806,2.3312702852607003e-06,0.0
1807,1.910306991703692e-06,0.0
1808,2.0734576082759304e-06,0.0
1809,2.1167114949705024e-06,0.0
1810,3.3861633585985373e-06,0.0
1811,5.4228071895146e-06,0.0
1812,2.632534489066529e-06,8.00162425207418e-09
1813,3.068416309703892e-06,1.1502966579257645e-08
1814,2.7250224468033934e-06,0.0
1815,3.438960032298155e-06,0.0
1816,3.789282416732931e-06,0.0
1817,2.0177078638994317e-06,0.0
1818,2.856314090138312e-06,0.0
1819,3.522462218796818e-06,0.0
1820,1.8855838739284536e-06,0.0
1821,1.9328517346650642e-06,0.0
1822,2.906426104232196e-06,0.0
1823,3.1476358799409354e-06,0.0
1824,2.496017724951116e-06,0.0
1825,2.787803365933428e-06,0.0
1826,3.798883692951449e-06,0.0
1827,3.0536825725846484e-06,0.0
1828,3.136009766535608e-06,9.172301251858528e-10
1829,2.3044696142449084e-06,8.57317605795771e-10
1830,3.544349489459364e-06,0.0
1831,2.581903838727584e-06,3.1182412207897414e-09
1832,2.5003383283817016e-06,0.0
1833,3.8040635157443603e-06,0.0
1834,2.690211902134365e-06,0.0
1835,2.2772458478925728e-06,7.563087933704082e-10
1836,2.008832236555236e-06,0.0
1837,2.6314744125954803e-06,2.0873671680021744e-09
1838,2.917481243258635e-06,3.1560809521380406e-09
1839,2.8322466913976996e-06,2.7965900706306e-09
1840,2.8052108405063336e-06,6.369688665408546e-10
1841,2.441734501701376e-06,0.0
1842,2.7134932363281905e-06,1.341653010911159e-09
1843,2.486218956931907e-06,0.0
1844,2.85899148622093e-06,0.0
1845,2.1176964075664273e-06,0.0
1846,2.221197707541478e-06,0.0
1847,3.315753986044001e-06,0.0
1848,3.500475941109471e-06,0.0
1849,2.652084845067293e-06,8.379414939696517e-10
1850,3.036718023707863e-06,1.3577992064028876e-09
1851,3.2227846364918378e-06,6.449438760824933e-10
1852,3.666088161935477e-06,6.510545436100301e-10
1853,3.4810390445727535e-06,0.0
1854,3.2000097842654895e-06,5.195664454227256e-10
1855,3.8284244716635385e-06,0.0
1856,3.8632186338816155e-06,0.0
1857,3.3443218363515825e-06,9.763018171682347e-10
1858,4.146900991486291e-06,9.787352039936081e-10
1859,2.791529460921538e-06,0.0
1860,2.4121759913953156e-06,0.0
1861,3.800123504760222e-06,1.4147891747029462e-09
1862,3.1942163065679097e-06,4.517986262886353e-10
1863,2.388427729371756e-06,0.0
1864,3.263771422012951e-06,4.794727948009836e-10
1865,2.6847839134092055e-06,0.0
1866,3.8871381562444185e-06,4.865612912574591e-10
1867,4.8998838515501575e-06,0.0
1868,4.490345350660618e-06,0.0
1869,3.8965598854190375e-06,0.0
1870,3.800527554886912e-06,0.0
1871,4.4046020946098e-06,0.0
1872,4.074697276479355e-06,0.0
1873,4.670879427237651e-06,5.986004469882289e-10
1874,4.623152346283632e-06,0.0
1875,3.4546581986205638e-06,1.1443054281912168e-09
1876,4.1137084885178865e-06,0.0
1877,4.030644625174773e-06,0.0
1878,3.988214045236305e-06,6.039088673581716e-10
1879,4.007106500836244e-06,0.0
1880,3.404667346273982e-06,0.0
1881,3.878805905799254e-06,0.0
1882,4.230828192675062e-06,0.0
1883,4.311053157124434e-06,0.0
1884,5.5460854611055765e-06,6.601696966868076e-10
1885,4.69822402848763e-06,0.0
1886,4.6051917088618666e-06,6.453463874400711e-10
1887,4.0270405996523095e-06,0.0
1888,4.092866678462315e-06,0.0
1889,4.160677251618949e-06,6.265136742733546e-10
1890,4.411757533517857e-06,0.0
1891,5.556407806750485e-06,0.0
1892,4.029399864435845e-06,0.0
1893,4.884240304647847e-06,0.0
1894,4.677632446714597e-06,0.0
1895,3.223569960297823e-06,1.2037228991346183e-09
1896,3.879655157135176e-06,0.0
1897,4.198147163236854e-06,0.0
1898,3.883894986955738e-06,0.0
1899,3.6459906667118958e-06,0.0
1900,4.041753861372399e-06,0.0
1901,4.216703324289028e-06,5.588738916095792e-10
1902,1.896597187567295e-05,4.910283846193408e-10
1903,3.3799979295423555e-06,5.400220270956879e-10
1904,4.162109888738996e-06,0.0
1905,3.264180119089133e-06,0.0
1906,3.255754343456374e-06,0.0
1907,3.935303787727662e-06,0.0
1908,3.6265696934378866e-06,4.911389073214423e-10
1909,4.008016546208637e-06,1.1001967115120692e-09
1910,3.93650145014135e-06,0.0
1911,4.647347029873572e-06,0.0
1912,3.6481577403435494e-06,0.0
1913,4.2689065509193824e-06,0.0
1914,4.076308023570618e-06,1.3393487430235496e-09
1915,3.487105560751047e-06,1.1780761921542648e-09
1916,3.1874626778005677e-06,0.0
1917,3.1144644552227874e-06,0.0
1918,3.4137510382947767e-06,0.0
1919,5.032089248402372e-06,9.207848372660976e-10
1920,3.802774852346147e-06,0.0
1921,4.634521555857418e-06,0.0
1922,3.5000924896166907e-06,0.0
1923,3.178414964111198e-06,0.0
1924,3.448509481529527e-06,0.0
1925,2.848528094290259e-06,0.0
1926,3.871053912973821e-06,0.0
1927,2.4160371268067138e-06,0.0
1928,2.7593889573296337e-06,0.0
1929,2.818522879977081e-06,0.0
1930,2.9788219322313125e-06,1.0503603542488804e-09
1931,2.851339125697905e-06,0.0
1932,2.8494795785150018e-06,0.0
1933,2.679546689421386e-06,0.0
1934,2.5772378577926247e-06,0.0
1935,2.871191270514828e-06,0.0
1936,3.1609130601850666e-06,0.0
1937,3.1200791532626226e-06,0.0
1938,2.9184698142614707e-06,0.0
1939,2.9028106851569646e-06,0.0
1940,3.6236338587514183e-06,0.0
1941,3.323392022025473e-06,2.9515025978810172e-09
1942,3.3983172293972075e-06,0.0
1943,3.666785961087271e-06,0.0
1944,4.655906678863175e-06,6.4263723231761105e-09
1945,4.001911797502089e-06,0.0
1946,3.057074572154761e-06,0.0
1947,3.5953346468886593e-06,0.0
1948,3.5768511672529257e-06,0.0
1949,3.037382285242529e-06,1.9634016634739737e-09
1950,3.243785176465508e-06,0.0
1951,3.0043831173998115e-06,1.0661401761424827e-09
1952,4.388747328221143e-06,0.0
1953,3.5542855982839683e-06,0.0
1954,3.0412132652202217e-06,0.0
1955,3.2314647349096504e-06,0.0
1956,3.2721724281259412e-06,0.0
1957,3.3776349823710916e-06,0.0
1958,3.2518189954089394e-06,0.0
1959,3.057669907491345e-06,0.0
1960,3.5012495231967478e-06,0.0
1961,3.1357042864499363e-06,0.0
1962,3.153220653473454e-06,0.0
1963,2.975031115681759e-06,6.466053248388448e-10
1964,2.9434237767134164e-06,0.0
1965,2.9921133304355862e-06,5.472043373977442e-10
1966,2.836560241803454e-06,1.1078149508847446e-09
1967,2.8388872266305043e-06,9.860671168482327e-10
1968,3.0577560004019233e-06,1.7965663401398047e-09
1969,2.4788913997042528e-06,4.5417578031781147e-10
1970,2.492508983209518e-06,9.197450023812337e-10
