year,en_ADP acteurs_NOUN,en_ADP facteur_NOUN
1853,7.763511611358354e-09,2.9859659633757474e-08
1854,1.4028294081924741e-08,3.740878540270387e-08
1855,1.0083180512765466e-08,6.156047049898916e-08
1856,5.177189343896771e-09,6.419714537742038e-08
1857,3.905207268672939e-09,4.051652524594829e-08
1858,7.829881631948865e-09,8.025628517316363e-08
1859,2.49516496353408e-08,1.1050016013314234e-07
1860,3.204028820036342e-09,5.080674014834585e-08
1861,1.4147890858851042e-08,9.6677254646238e-08
1862,9.487771457372673e-09,3.5692092836825395e-08
1863,1.2986014041871385e-08,5.5939754162182e-08
1864,8.63051052846231e-09,9.109982812560702e-08
1865,7.530950973944073e-09,5.7894187222018445e-08
1866,8.75810357570117e-09,2.77339928800302e-08
1867,9.7056229719783e-09,7.910082899797999e-08
1868,1.975949626142892e-09,5.433861360870651e-08
1869,7.325278605918584e-09,4.541672637969896e-08
1870,1.0894693147633916e-08,9.633201614178688e-08
1871,2.1242354542039266e-09,5.2043770182308435e-08
1872,3.0236697590169115e-09,8.768641635015229e-08
1873,5.9860045809045914e-09,1.0475508105400877e-07
1874,1.4339061493728877e-08,1.057505798485181e-07
1875,1.0298748520654044e-08,1.2244068159361632e-07
1876,1.1487427897804992e-08,1.0217765122888522e-07
1877,6.184816214727107e-09,6.617753456339415e-08
1878,1.5701630218245555e-08,1.4071076748223277e-07
1879,3.4823152361695975e-08,1.6189711971037468e-07
1880,3.4656370218044685e-08,1.078198152981713e-07
1881,1.743126887276958e-08,1.4223915911770746e-07
1882,8.652000893505374e-09,1.6372247557683295e-07
1883,1.1374810426900694e-08,1.7883729697132367e-07
1884,1.386356363042296e-08,1.3995597214488953e-07
1885,2.1915161241281567e-08,2.146396695934527e-07
1886,1.7424351739236954e-08,1.1874373484488387e-07
1887,4.570247291724172e-09,2.3308260210797016e-07
1888,4.4384300679212174e-09,1.014498351992188e-07
1889,2.5060546970934183e-09,1.8858061423543404e-07
1890,2.0974036729626278e-08,2.208828249194994e-07
1891,3.1871101313640793e-09,1.6572971617279109e-07
1892,1.9432388143059143e-08,1.5169800349212892e-07
1893,1.6627724974682678e-08,2.0261190059045475e-07
1894,1.5123694296903523e-08,2.734868189691042e-07
1895,1.0833506536300774e-08,1.4986349583523406e-07
1896,5.307326134129653e-09,2.229077011861591e-07
1897,8.740070001067579e-09,1.7480140002135158e-07
1898,1.3014216371232123e-08,1.7031648269494326e-07
1899,8.844125432005967e-09,1.376367038119497e-07
1900,8.824790675987515e-09,1.1783690467837005e-07
1901,1.117747761014698e-08,1.1401027677493403e-07
1902,2.9461704187383475e-09,1.149006436662603e-07
1903,4.320176216765503e-09,1.9656802408007934e-07
1904,1.8811189050893518e-08,1.746753213183183e-07
1905,1.4966200723165457e-08,2.363627658041878e-07
1906,5.658602919567102e-09,2.4589201075286837e-07
1907,1.1828539925318182e-08,1.4657103974968777e-07
1908,8.349361202419914e-09,1.82212531285586e-07
1909,9.901770070541716e-09,1.798821642751136e-07
1910,4.809735720812114e-09,1.9292383512947708e-07
1911,1.755723388896513e-08,1.6333548558122857e-07
1912,1.3544495303108306e-08,1.2554704653666704e-07
1913,3.075734156254839e-08,1.0552949447628635e-07
1914,7.366418142140674e-09,2.049203544629563e-07
1915,2.3561523843085297e-09,3.51066717030335e-07
1916,6.592477230782379e-09,9.00971883766033e-08
1917,2.1932848870420685e-09,1.030843890248434e-07
1918,3.101321510712296e-08,8.040463228553563e-08
1919,3.6831393490643904e-09,1.1509810349252803e-07
1920,9.843901693784574e-09,1.7340410352062463e-07
1921,6.058197943303867e-09,5.240341351964162e-07
1922,1.696925089333945e-08,6.389292366293375e-07
1923,1.9108707505210987e-08,4.1189878174918704e-07
1924,6.445812328337297e-09,2.9521820010813826e-07
1925,8.798542339150117e-09,3.354444402248191e-07
1926,1.5604593173179637e-08,3.990317622992734e-07
1927,1.0034302277972529e-08,8.61835076193529e-07
1928,6.8556245125250825e-09,3.7020373611085233e-07
1929,1.4482528065684619e-08,3.219577422441944e-07
1930,1.470504518152893e-08,2.2687783030050923e-07
1931,1.4826963656844327e-08,3.3759855000425887e-07
1932,6.575722188983946e-09,2.849479585620429e-07
1933,1.261772819560747e-08,3.716494632044487e-07
1934,9.585264137967897e-09,7.081113722051668e-07
1935,2.8723881939640705e-08,4.2607092609614483e-07
1936,7.274828739411987e-09,3.8192851548046747e-07
1937,2.0145789036973838e-08,2.43008571487735e-07
1938,3.8895642262559704e-09,4.3433468022158195e-07
1939,2.2941076593951948e-08,3.4870436138589866e-07
1940,1.5214697057785997e-08,4.868703058491519e-07
1941,8.854508237732261e-09,3.305682980681013e-07
1942,2.4273694165799498e-08,3.7017383647253155e-07
1943,2.9032351633873077e-08,2.9903321774327196e-07
1944,2.8918675454292497e-08,2.8918674388478394e-07
1945,1.5249527862692958e-08,2.9191954808993614e-07
1946,1.8097434661967782e-08,3.0348007840075297e-07
1947,1.1920871401116528e-08,3.2424767937300203e-07
1948,1.0871888278529696e-08,4.4683457645078306e-07
1949,1.8652315247891238e-08,3.593025041936926e-07
1950,2.0207187034770868e-08,2.9566305670414295e-07
1951,9.595261474260042e-09,2.8892398518109985e-07
1952,1.687168627029223e-08,4.165197537986387e-07
1953,3.232148060305917e-08,2.747325993368577e-07
1954,7.818028890937967e-09,3.1076663731255394e-07
1955,1.8771215692936494e-08,4.1578243781259516e-07
1956,1.2209598665435806e-08,3.52334126318965e-07
1957,1.236905244894615e-08,5.141992005519569e-07
1958,1.5717262158432277e-08,3.201358254045772e-07
1959,1.1626121398933265e-08,3.7126082474969735e-07
1960,1.7302083321624195e-08,3.1974249736776983e-07
1961,2.848745239703021e-08,3.849280290069146e-07
1962,2.4099433559854333e-08,3.82419983679938e-07
1963,2.2631185814248056e-08,3.407610051908705e-07
1964,1.520992043424485e-08,2.433587269479176e-07
1965,1.8057743744748223e-08,2.500723894627299e-07
1966,2.4925835617750636e-08,2.5701305617076287e-07
1967,2.3665609916179164e-08,3.0025742603356775e-07
1968,4.221930893777426e-08,2.5241757839467027e-07
1969,1.3171097990039016e-08,2.1845855258106894e-07
1970,2.7592349738370103e-08,2.7914259703720745e-07
1971,2.209510974182649e-08,2.3122788661567029e-07
1972,3.1293897251316594e-08,2.5086418986575154e-07
1973,4.3002987837326145e-08,2.0839910064296419e-07
1974,2.700274492895005e-08,1.991452336369548e-07
1975,2.3988217634496323e-08,2.3302838769723166e-07
1976,3.199575004941835e-08,2.3711136520887521e-07
1977,4.2312830572655e-08,1.6866363239387283e-07
1978,3.5643548557118265e-08,2.1089098822812957e-07
1979,2.57486831856113e-08,1.8960393788347574e-07
1980,2.8994268319593175e-08,2.0011729873203876e-07
1981,3.6055631369436014e-08,2.1696634178169916e-07
1982,5.338451813940992e-08,2.0050232762969245e-07
1983,6.378468953016636e-08,1.6419821236013377e-07
1984,4.871167291753409e-08,1.6527174295788427e-07
1985,5.895246957265954e-08,1.672325140589237e-07
1986,6.174320077434459e-08,1.5525716889897012e-07
1987,5.621951615353282e-08,1.6560314008984278e-07
1988,7.075933439182336e-08,1.8529351564211538e-07
1989,7.573608939992482e-08,1.805592262371647e-07
1990,6.048002632041971e-08,1.961514328741032e-07
1991,8.381895355569213e-08,1.6470717412175873e-07
1992,6.99762878753063e-08,1.7301225341270765e-07
1993,8.641163873335245e-08,1.872252113344075e-07
1994,8.650879834704028e-08,1.7618255299112207e-07
1995,9.597737715694166e-08,2.3424988171427685e-07
1996,1.286480255657807e-07,1.6387943446716235e-07
1997,1.2754419742577738e-07,2.541294179536635e-07
1998,1.4399749659332883e-07,2.0169186143448314e-07
1999,1.1105588981763503e-07,1.7321062273367716e-07
2000,1.4270241877056833e-07,1.5904913652775576e-07
2001,1.537805331963682e-07,2.0504070619153936e-07
2002,1.0602555988725726e-07,1.910212574784964e-07
2003,1.3459161607443093e-07,2.141798347565782e-07
2004,1.1144121714323774e-07,1.9337034018462873e-07
2005,1.0763961455495519e-07,2.648204713295854e-07
2006,1.0377082304557916e-07,2.1165953967283713e-07
2007,1.1943492950194923e-07,2.0851183535341988e-07
2008,1.302776553302465e-07,2.2521855669310753e-07
2009,1.1872799632328679e-07,2.3840962626309192e-07
2010,8.644541082958312e-08,2.5130577796517173e-07
2011,9.292251945680619e-08,2.4702859491299023e-07
2012,7.14893104714065e-08,1.9404239992582006e-07
2013,7.92111478631341e-08,1.2662627568715834e-07
2014,6.193172907842381e-08,1.4335246589780581e-07
2015,6.383736916859561e-08,1.5626856963990576e-07
2016,5.116210033406787e-08,1.0522407478674722e-07
2017,6.565745280795454e-08,1.182337356908647e-07
2018,5.369450661873998e-08,1.3113850627632928e-07
2019,4.1326000399521945e-08,8.265200079904389e-08
