year,en_ADP os_NOUN,en_ADP fosse_NOUN
1800,2.389564883742423e-07,9.432493897065797e-09
1801,1.7620750725200196e-07,1.0000967165524344e-07
1802,4.184761053238617e-07,4.475680270843441e-09
1803,2.691468239390815e-07,3.315576790896557e-08
1804,1.7055771195373381e-07,2.4718509905596875e-08
1805,3.5820258403873595e-07,9.381496113292087e-08
1806,3.976703339958476e-07,5.76333825108577e-09
1807,2.391442421867396e-07,1.2526602688467392e-07
1808,1.3369836437959748e-07,3.6257183921861724e-08
1809,1.9201759471343394e-07,4.743964154840796e-08
1810,2.223120389999167e-07,7.020380277111826e-09
1811,2.8329966994533606e-07,5.0141537144554604e-08
1812,2.2137828636914492e-07,4.000812481308458e-08
1813,3.134558426154399e-07,0.0
1814,2.454408161156607e-07,1.8880061958270744e-08
1815,1.6992508733437717e-07,4.315557688983063e-08
1816,2.2248997311180574e-07,1.3905623319487859e-08
1817,1.7748357095115352e-07,1.556873407970727e-09
1818,2.527289666431898e-07,3.457141417584353e-08
1819,3.105315045104362e-07,5.175524897538253e-09
1820,2.408895625194418e-07,1.542642635854463e-08
1821,2.692186171771027e-07,2.3667571014129862e-08
1822,2.7871212182617455e-07,1.2030739071633434e-08
1823,3.024102284143737e-07,5.929612356680991e-09
1824,2.6442293687978236e-07,1.3473780313688621e-08
1825,2.764909083907696e-07,4.3146670236637874e-08
1826,2.589547420939198e-07,5.284790383086602e-09
1827,3.4564774864520587e-07,6.544263858598853e-08
1828,2.595761259271967e-07,1.7427371545863934e-08
1829,3.0349042390298564e-07,5.143905745796928e-09
1830,3.1832348668103805e-07,4.696576283436116e-08
1831,3.492430096230237e-07,1.091384405071949e-08
1832,3.9236911675288866e-07,1.21769722305487e-07
1833,5.421138098427036e-07,8.91939393454777e-08
1834,4.5085783995091333e-07,3.173740381612333e-08
1835,5.347102955965966e-07,3.025235173481633e-08
1836,4.4222534256732615e-07,3.2259599436201825e-08
1837,5.621976129077666e-07,8.349468672008697e-09
1838,4.778306674779742e-07,6.312161904276081e-09
1839,5.411401957644557e-07,2.586845759822154e-08
1840,4.955617782798072e-07,3.121147429396842e-08
1841,6.670949801446113e-07,2.8892468861840825e-08
1842,5.903273176954826e-07,1.2745703159566801e-08
1843,5.03268836382631e-07,2.8353174030826267e-08
1844,4.807979507859272e-07,4.061535463506516e-08
1845,5.864819740963867e-07,3.236532108985557e-08
1846,5.632030024571577e-07,1.2879903366069811e-08
1847,6.358610562529066e-07,2.9123407685460734e-08
1848,4.738635652756784e-07,5.068489628001771e-08
1849,6.234284910533461e-07,3.5193544078993e-08
1850,5.607710704680358e-07,2.1724787302446202e-08
1851,4.849977699450392e-07,5.288539739467524e-08
1852,5.240988798504986e-07,2.669323606596663e-08
1853,5.840549306412868e-07,3.2248433257109355e-08
1854,5.756796213063353e-07,1.3508727303435109e-08
1855,7.169671789597487e-07,3.661786607267459e-08
1856,5.896818606743182e-07,3.3134010535285086e-08
1857,1.0446429996591178e-06,2.2943092758964667e-08
1858,6.342203846543271e-07,3.474509924217273e-08
1859,6.925355933162791e-07,1.9350258284589472e-08
1860,1.3466075188262039e-06,1.9681891672007623e-08
1861,7.696452826166933e-07,1.9335450573976232e-08
1862,7.662504799554881e-07,1.355395884417021e-08
1863,9.100199349632021e-07,3.696019490462277e-08
1864,1.2792334018740803e-06,2.589153069720851e-08
1865,1.4708888329550973e-06,3.2006543193574544e-08
1866,1.6144103938131593e-06,2.578774882522339e-08
1867,1.7868052282210556e-06,1.4073153309368536e-08
1868,1.891477722892887e-06,2.618133299048253e-08
1869,1.260924591406365e-06,3.613804011592947e-08
1870,1.7953307178686373e-06,2.981705193860762e-08
1871,1.2352429621387273e-06,4.0360472297606975e-08
1872,1.782755589374574e-06,4.354084381930079e-08
1873,2.064572981907986e-06,5.686704102059181e-08
1874,1.7983574025492999e-06,5.616132625618775e-08
1875,1.916711653393577e-06,2.9751941355016243e-08
1876,2.0629001937777502e-06,5.139112602137175e-08
1877,1.9092526599706616e-06,5.504486144669585e-08
1878,1.9518333829182666e-06,3.5026715750063886e-08
1879,1.9195499589841347e-06,3.237942469702659e-08
1880,1.634625391488953e-06,1.5402831010646878e-08
1881,1.981586592592066e-06,1.6036766581351003e-08
1882,1.451539446861716e-06,2.4624924321869912e-08
1883,2.0809582110814517e-06,2.338155447034751e-08
1884,1.7375666629959596e-06,3.1027976632458376e-08
1885,1.6913347735680873e-06,2.2559724754955823e-08
1886,1.7714758087095106e-06,3.033127882190456e-08
1887,1.6929501498452737e-06,5.157850324621904e-08
1888,2.4303576537931804e-06,3.9311810695608074e-08
1889,1.9603612599894404e-06,5.262714708464955e-08
1890,1.46162813052797e-06,4.7847022621727575e-08
1891,1.4412111113415449e-06,4.270727305133448e-08
1892,1.853599087553448e-06,4.8267544405788954e-08
1893,1.7884041199067724e-06,5.234653954744317e-08
1894,1.7833356196206296e-06,3.906954404442331e-08
1895,1.5913216202534386e-06,4.5139607385280556e-08
1896,1.3616239584735013e-06,3.420276900589769e-08
1897,1.5236855688272044e-06,3.612562338162206e-08
1898,1.4841864413028816e-06,2.6028432742464247e-08
1899,1.4493310800389736e-06,3.205995469102163e-08
1900,1.8064864661937463e-06,2.9589003247565415e-08
1901,1.459778559365077e-06,4.0238919751800495e-08
1902,1.4377311572388862e-06,4.517461249520238e-08
1903,1.72645036400354e-06,5.238213773850475e-08
1904,1.5914265532046556e-06,7.363236420587782e-08
1905,1.4604947864427231e-06,9.908657716550806e-08
1906,1.8668246184461168e-06,8.436462906047382e-08
1907,1.940394895427744e-06,6.891410464504588e-08
1908,2.131051815013052e-06,1.3457205949585216e-07
1909,1.4412577229450108e-06,1.3532419218531544e-07
1910,1.7742580666890717e-06,1.004700322937424e-07
1911,1.6152655462065013e-06,1.0161914376638492e-07
1912,1.5742871255497448e-06,9.11648712076385e-08
1913,1.6083968148450367e-06,4.13633196583163e-08
1914,1.6286480786220636e-06,7.567320547963163e-08
1915,2.628288029882242e-06,1.0956108553727972e-07
1916,9.11959375571314e-07,5.823354798373259e-08
1917,1.1854705235236906e-06,6.031533672512523e-08
1918,1.0027606549556367e-06,3.6756402366222574e-08
1919,1.5091663954081014e-06,4.327688746252889e-08
1920,1.2925800092489226e-06,6.057785384427916e-08
1921,1.58724787979736e-06,4.7708308026361834e-08
1922,1.3804117315885378e-06,6.123686491221747e-08
1923,1.8471749854143127e-06,4.4586981218230903e-08
1924,1.562464831295074e-06,7.60605871619191e-08
1925,1.5947357496770564e-06,4.5092530598367375e-08
1926,2.298333811268094e-06,5.907453337616886e-08
1927,2.244338929813239e-06,7.469980822794042e-08
1928,1.814455345083843e-06,3.999114450703445e-08
1929,1.4972706594562624e-06,5.904415290025611e-08
1930,1.6627204786345828e-06,3.4661891690213054e-08
1931,1.6400903177782311e-06,5.5886247629644004e-08
1932,1.604476210559369e-06,5.1509820520045935e-08
1933,1.584098413331958e-06,6.652984052557542e-08
1934,1.6510617797393934e-06,3.235026646564165e-08
1935,1.3943050589659833e-06,6.223507842406661e-08
1936,1.487702434133098e-06,7.517323297179246e-08
1937,1.6204769508476602e-06,5.414180748175568e-08
1938,1.5869422895775642e-06,7.519824529733654e-08
1939,1.838344815041637e-06,1.8352861275161558e-07
1940,1.6482589444422047e-06,1.4453962648985907e-07
1941,1.3931091871199897e-06,5.607854847156091e-08
1942,1.2743689694616478e-06,9.4060562672027e-08
1943,1.669360244704876e-06,6.096794180621146e-08
1944,1.7319073322141776e-06,1.0282195717081777e-07
1945,1.6099145341286203e-06,9.585417881652347e-08
1946,1.3489550383383175e-06,7.238974131240639e-08
1947,1.1050647117372137e-06,4.7683485604466114e-08
1948,1.6818810308905086e-06,5.3272248834446145e-08
1949,1.218290776705544e-06,7.068246232755371e-08
1950,1.3102765024086693e-06,3.616023036556726e-08
1951,1.4904640011081938e-06,6.610068858936557e-08
1952,1.6270632841042243e-06,1.2337421217978317e-07
1953,1.6160740869963774e-06,5.8178667217134716e-08
1954,1.3603370234704926e-06,5.668070812703263e-08
1955,1.6969179341685958e-06,4.1296674080371076e-08
1956,1.3953826965007465e-06,4.098936412511023e-08
1957,1.729900418467878e-06,7.598132123476375e-08
1958,1.5030666418169858e-06,7.196852114255137e-08
1959,1.4470646192421555e-06,4.107896511840181e-08
1960,1.4928237987987814e-06,5.1906251741229426e-08
1961,1.2847146990679903e-06,6.670233143601934e-08
1962,1.4466002085100627e-06,7.102991050889074e-08
1963,1.5596120874761255e-06,1.1962198853687767e-07
1964,1.1669051218632376e-06,6.874883951013544e-08
1965,1.4916789723429247e-06,6.402290964047097e-08
1966,1.5581417756038718e-06,2.088231116914585e-07
1967,1.3967641052659019e-06,8.085750202724284e-08
1968,1.371678422401601e-06,1.307001957773224e-07
1969,1.8117071931555984e-06,6.903471613806111e-08
1970,1.222800960931636e-06,6.392227619445023e-08
1971,1.7599011243873974e-06,9.506035514306177e-08
1972,1.5575126326439204e-06,7.643918847888287e-08
1973,1.1406818885006942e-06,1.3672745069470693e-07
1974,1.7388641708748764e-06,2.0870870459654967e-07
1975,1.2902233947897912e-06,1.7991162071240296e-07
1976,1.7266278291572235e-06,1.776906904948916e-07
1977,1.6167026615221403e-06,9.109011789298904e-08
1978,2.081583261315245e-06,8.435639664572392e-08
1979,1.7778295386960963e-06,1.3986216629291448e-07
1980,1.6083291711765924e-06,1.2905291346676506e-07
1981,1.7300377521678456e-06,1.1449244535777225e-07
1982,1.5655321021768032e-06,8.752578273263367e-08
1983,1.5497785170737188e-06,9.978199488891448e-08
1984,1.8377057813268038e-06,1.6991094309304344e-07
1985,1.6422472981503233e-06,1.5700606648128002e-07
1986,1.8061384707834804e-06,1.594533137194709e-07
1987,1.6627532204438467e-06,2.1754508172655562e-07
1988,1.8031637409876566e-06,1.121355592825779e-07
1989,1.5630172356395633e-06,1.4214236121468105e-07
1990,1.671101244937745e-06,1.264087075014686e-07
1991,1.4284390772445477e-06,1.3422755940073472e-07
1992,1.8645650925463997e-06,1.322386558033628e-07
1993,1.60249271630164e-06,9.195084393898156e-08
1994,1.7618255014895112e-06,1.2290578843554556e-07
1995,1.6858399476404884e-06,3.2805826621906675e-07
1996,1.672958092058252e-06,1.7081894920778495e-07
1997,1.7808238226280082e-06,1.3138010601654315e-07
1998,1.567284130032931e-06,1.2254091719121618e-07
1999,1.5643798860764946e-06,1.6726936086230992e-07
2000,1.7544002730573993e-06,1.2856471109934375e-07
2001,1.42038891226548e-06,1.7919155936851894e-07
2002,1.5364943237727857e-06,1.932118651737369e-07
2003,1.513426354904368e-06,1.5667630792748355e-07
2004,1.4469738971456536e-06,1.2950086003549188e-07
2005,1.4461539876720053e-06,1.324102351096812e-07
2006,1.469674884901906e-06,1.1530091581501978e-07
2007,1.6013867707442841e-06,2.9119754874074033e-07
2008,1.9469271137495525e-06,1.1324789550570813e-07
2009,1.8090522644342855e-06,3.123166014695755e-07
2010,1.752527168719098e-06,9.353110463905523e-08
2011,1.8171514284404111e-06,7.112587668833825e-08
2012,1.9441686163190752e-06,9.157439673224133e-08
2013,1.9507140223140595e-06,4.853077467670275e-08
2014,1.99026067093655e-06,5.911665179603176e-08
2015,2.0600850803020876e-06,6.206411207188012e-08
2016,1.974815631911042e-06,6.586861217572348e-08
2017,1.9020537820324535e-06,5.7607500325573824e-08
2018,2.1023465706093702e-06,5.1887481533618995e-08
2019,1.9823726233880734e-06,4.0815804180915904e-08
