year,ancien_ADJ air_NOUN,ancien_ADJ fer_NOUN
1848,1.6090443422100975e-09,8.04522137798358e-09
1849,1.6758828991214614e-08,8.379414939696517e-10
1850,1.2899092460827433e-08,6.788996032014438e-10
1851,1.096404567135778e-08,0.0
1852,9.765818376195057e-09,2.6042181744401205e-09
1853,6.569124799682413e-09,1.1943863675867306e-09
1854,1.0910895298366086e-08,5.195664454227256e-10
1855,5.837630823180007e-09,1.5920811335945473e-09
1856,8.801221973442352e-09,1.0354378687793542e-08
1857,1.5620829074691756e-08,0.0
1858,6.8511465389775594e-09,9.787352039936081e-10
1859,8.147477359443656e-09,7.129042689513199e-09
1860,1.3731552062079544e-08,0.0
1861,1.226150558863992e-08,1.8863854922557266e-09
1862,2.936691068100572e-08,2.710791813242963e-09
1863,3.496234635136375e-09,2.4973103585068657e-09
1864,9.589456340108882e-09,5.274200631788517e-09
1865,3.2947911621228343e-09,8.47231973466478e-09
1866,3.8924903300596725e-09,1.216403244796993e-08
1867,3.396968040192405e-09,1.6984840200962026e-08
1868,7.903798504571569e-09,4.939874287401835e-09
1869,2.4417595945180892e-08,5.860222973552709e-09
1870,5.734048791339319e-09,2.8670243956696595e-09
1871,1.1683294554032386e-08,1.0621176826930423e-08
1872,9.675742762560446e-09,1.8142017887967654e-09
1873,7.183205141814142e-09,2.9930022904522957e-09
1874,1.4339061493728877e-08,7.766991494406739e-09
1875,3.432916173551348e-09,1.1443054281912168e-09
1876,1.6324239737741664e-08,5.441413541973361e-09
1877,7.421779191219002e-09,1.2369631985365004e-09
1878,2.7175899530718084e-08,1.2078177347163432e-09
1879,2.443730107160036e-09,3.665595160740054e-09
1880,1.9253539207397807e-08,5.776061406947974e-09
1881,6.9725074602899895e-09,9.064259565150223e-09
1882,6.655385131892899e-10,5.324308105514319e-09
1883,6.951272890631799e-09,5.687405213450347e-09
1884,8.582206056928499e-09,4.621187876807653e-09
1885,7.090199150017185e-09,5.80107206715752e-09
1886,2.0651084398082276e-08,3.2267319927115068e-09
1887,1.1752064210668323e-08,1.9586774424595887e-09
1888,1.014498351992188e-08,9.510921827882157e-09
1889,1.503632862664972e-08,2.5060546970934183e-09
1890,1.5075089621063853e-08,1.4419650362640368e-08
1891,5.736798147637501e-09,6.3742202627281586e-09
1892,1.2537024751679837e-09,3.1342561879199593e-09
1893,4.926733243593162e-09,0.0
1894,5.671385139294216e-09,1.2603078580752936e-09
1895,5.416753268150387e-09,2.4074457982692365e-09
1896,7.66613794667137e-09,6.486732040400511e-09
1897,4.661370844871726e-09,0.0
1898,1.1316709347397591e-08,7.355861253444118e-09
1899,6.080336234504102e-09,6.080336234504102e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,5.58873880507349e-09,2.235495566438317e-09
1902,1.9641135384773634e-09,0.0
1903,3.7801539676252105e-09,0.0
1904,5.374625189347171e-09,1.0211787859759625e-08
1905,5.676834835544042e-09,2.580379465655369e-09
1906,1.4918134283448126e-08,2.0576738091193647e-09
1907,2.057137349353866e-09,5.142843484406967e-09
1908,3.929111258571538e-09,6.384805573134145e-09
1909,5.5009836685826485e-09,4.950885035270858e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,2.128149656499545e-09,1.5961122423746588e-09
1912,7.814131564032323e-09,7.814131564032323e-09
1913,5.833288740930698e-09,5.833288518886093e-09
1914,8.036092680185902e-09,9.37544086809794e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.2635013924011673e-08,0.0
1919,0.0,9.207848372660976e-10
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,6.815472630705699e-09,5.300923255902035e-09
1922,3.6889677978990676e-09,1.4755870969551665e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,2.578324886925998e-09,0.0
1925,1.2097995494286806e-08,0.0
1926,4.458455382660986e-09,4.458455382660986e-09
1927,5.574612438330462e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,6.575722188983946e-09,0.0
1933,6.882397318719313e-09,0.0
1934,9.585264137967897e-09,0.0
1935,7.180970484910176e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,0.0,0.0
1938,0.0,3.8895642262559704e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,0.0
1949,0.0,0.0
1950,3.190608444114673e-09,0.0
1951,4.264560704569931e-09,0.0
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,3.2321482157371406e-09,0.0
1954,9.772536113672459e-10,9.772536113672459e-10
1955,3.754243138587299e-09,0.0
1956,2.616342476002842e-09,6.976913269340912e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,2.325224457422337e-09,7.750747821333448e-10
1960,6.920833350854139e-10,6.920833350854139e-10
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,4.43936931660005e-09,0.0
1963,2.5864212993553792e-09,0.0
1964,3.041984220075733e-09,3.041984220075733e-09
1965,2.188817349590977e-09,2.73602163147757e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,3.944268467392931e-09,2.465167847631733e-09
1968,7.63540694559417e-09,4.4914158503495116e-10
1969,4.5417578031781147e-10,2.2708788183223305e-09
1970,2.2993625059530842e-09,3.6789800095249348e-09
1971,8.735275836002643e-09,2.0553589941130213e-09
1972,1.0773308800615666e-08,1.5390440033513642e-09
1973,1.6539611902288698e-09,0.0
1974,1.1251143350321513e-09,1.1251143350321513e-09
1975,0.0,1.7134440533084216e-09
1976,2.856763492431469e-09,0.0
1977,1.1753563677885381e-09,0.0
1978,4.1584139465200565e-09,5.940591352171509e-10
1979,5.266775904289034e-09,5.851973350345929e-10
1980,1.1370301367108482e-09,0.0
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,4.059305780401701e-09,0.0
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,4.888653482026939e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,5.44865097484859e-10,0.0
1991,5.861465202094962e-10,0.0
1992,0.0,1.65298330578878e-09
1993,4.431366051882435e-09,1.1078414852150331e-09
1994,2.637463358823311e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,2.7112254663563817e-09
1996,2.135236876199542e-09,4.804283193493575e-09
1997,2.3974471297094624e-09,4.315404922294874e-09
1998,7.629006537612781e-09,9.536258449571733e-10
1999,5.0272213059088244e-09,2.285100553223174e-09
2000,2.6508187866980393e-09,4.418031274155965e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,1.752488598683044e-09
2003,3.7502307925763034e-09,1.2500769308587678e-09
2004,4.404791253964646e-10,4.404791253964646e-10
2005,0.0,9.007499190971657e-10
2006,3.294311934354255e-09,8.235779835885637e-10
2007,1.5977918155218873e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,4.2514138876015295e-09
2011,1.529588788962144e-09,1.1471915639660324e-09
2012,5.7872298064864935e-09,2.0425516833455504e-09
2013,5.020424964641279e-09,2.789125042035323e-10
2014,3.897801192920269e-09,8.661780737106994e-10
2015,9.752931795503628e-09,1.10828768384863e-09
2016,7.2496901815100045e-09,8.285360175719347e-10
2017,3.018733707449428e-09,7.54683426862357e-10
2018,6.9699601645822895e-09,2.5814667070633845e-10
2019,4.08158040698936e-09,5.1019755087367e-10
