year,bien_ADV été_VERB,bien_ADV eté_VERB,bien_ADV fêté_VERB
1912,1.306522790400777e-06,1.5628263128064646e-09,6.251305251225858e-09
1913,1.306656713495613e-06,0.0,1.113627856597077e-08
1914,1.4920344710844802e-06,1.3393487430235496e-09,4.68772043404897e-09
1915,1.5161840565269813e-06,0.0,1.1780761921542648e-09
1916,1.4942947927920613e-06,0.0,1.0987461607214755e-08
1917,1.4497612710329122e-06,0.0,9.869782324756216e-09
1918,1.340460130450083e-06,1.1486376294556067e-09,1.722956355365568e-08
1919,1.3627615089717438e-06,0.0,9.207848372660976e-10
1920,1.4122211950962082e-06,0.0,5.300562211374427e-09
1921,1.484258518757997e-06,1.5145494858259667e-09,8.330022005509363e-09
1922,1.4704224895467632e-06,1.4755870969551665e-09,7.377935595798135e-09
1923,1.4352762036651256e-06,4.246379248229459e-09,6.369568872344189e-09
1924,1.4464402511293883e-06,3.867487219366694e-09,2.578324886925998e-09
1925,1.3890698937757406e-06,2.1996355847875293e-09,7.698724324711748e-09
1926,1.4634879335062578e-06,0.0,4.458455382660986e-09
1927,1.4594335198125918e-06,1.1149224876660924e-09,3.3447675740205796e-09
1928,1.4419664466913673e-06,4.570416489713125e-09,2.2852082892654835e-08
1929,1.5162092950049555e-06,0.0,4.4561625500705304e-09
1930,1.3906770846006111e-06,0.0,4.201441416995522e-09
1931,1.3378482890402665e-06,0.0,1.0264820993199919e-08
1932,1.5299513052013936e-06,1.0959536611565568e-09,5.4797681947604815e-09
1933,1.5072449741637683e-06,0.0,1.1470662197865522e-09
1934,1.5180662558123004e-06,0.0,5.990790086229936e-09
1935,1.4409814639293472e-06,1.196828414151696e-09,0.0
1936,1.6635108295304235e-06,2.424942913137329e-09,3.6374143697059935e-09
1937,1.4139825452730292e-06,2.5182236296217297e-09,5.0364472592434595e-09
1938,1.4300632074082387e-06,0.0,2.5930428915188486e-09
1939,1.45752301250468e-06,1.5294050470515685e-09,1.5294050470515685e-09
1940,1.574721181896166e-06,0.0,1.0143131667916805e-08
1941,1.481654294366308e-06,0.0,0.0
1942,1.55655061462312e-06,0.0,6.068423541449874e-09
1943,1.486456426391669e-06,2.9032352077962287e-09,5.806470415592457e-09
1944,1.4234415175451431e-06,0.0,3.2131861615880553e-09
1945,1.6425919966422953e-06,0.0,0.0
1946,1.4324816675070906e-06,0.0,0.0
1947,1.5580578747176332e-06,0.0,0.0
1948,1.4492226227957872e-06,0.0,5.435944139264848e-09
1949,1.5726847095720586e-06,0.0,1.9634016634739737e-09
1950,1.7005943391268374e-06,1.0635361480382244e-09,6.381216888229346e-09
1951,1.5149852288232069e-06,0.0,6.396841278899501e-09
1952,1.5521951581831672e-06,2.1089607837865287e-09,7.381362632230548e-09
1953,1.5438894251929014e-06,0.0,4.3095309543161875e-09
1954,1.6085595007098163e-06,9.772536113672459e-10,1.9545072227344917e-09
1955,1.6650068346280023e-06,0.0,6.569925492527773e-09
1956,1.4817219380347524e-06,1.744228317335228e-09,5.232684952005684e-09
1957,1.4268586028265418e-06,0.0,2.6505113659425206e-09
1958,1.484040467403247e-06,0.0,1.0753916868111446e-08
1959,1.4858183021715377e-06,2.325224457422337e-09,3.100299128533379e-09
1960,1.4686008853459498e-06,0.0,4.152500121534786e-09
1961,1.4876009117870126e-06,0.0,6.94815938118154e-09
1962,1.6197357126657153e-06,1.2683912808952869e-09,3.170978146727066e-09
1963,1.5389206282634404e-06,1.939815863494232e-09,5.819448034571906e-09
1964,1.4984814242779976e-06,0.0,2.4335873316516654e-09
1965,1.4495442428597016e-06,2.73602163147757e-09,2.188817349590977e-09
1966,1.4484680832538288e-06,5.539074754423723e-10,3.8773522170743036e-09
1967,1.4712121583215776e-06,4.930335584241163e-10,5.423369309198733e-09
1968,1.4103045486990595e-06,4.4914158503495116e-10,9.88111459321317e-09
1969,1.426566086593084e-06,1.8167031212712459e-09,4.087581828571274e-09
1970,1.4348022432386642e-06,0.0,1.1496812390987543e-08
1971,1.4156285033095628e-06,5.138397485282553e-10,4.624557625731995e-09
1972,1.4856905181659386e-06,5.130146862875051e-10,1.0260293947794707e-08
1973,1.5315680457206327e-06,5.513203782392395e-10,8.269805285010534e-09
1974,1.5802230564077036e-06,5.625571675160757e-10,1.6876715580593782e-09
1975,1.6232027064688737e-06,5.711480177694739e-10,4.569184142155791e-09
1976,1.6700638525435352e-06,1.7140580066410394e-09,7.998937512354587e-09
1977,1.5967216313583776e-06,1.1753563677885381e-09,9.402850942308305e-09
1978,1.6069299135779147e-06,5.940591352171509e-10,1.7821774056514528e-09
1979,1.6367969237762736e-06,5.851973350345929e-10,3.5111840102075575e-09
1980,1.6083291711765924e-06,0.0,1.3075846183596695e-08
1981,1.7053681631296058e-06,5.060439622894819e-09,3.1627747087981106e-09
1982,1.7772078990674345e-06,6.207502289967692e-10,1.0552754226011984e-08
1983,1.7430272691854043e-06,3.157658134966823e-09,6.315316269933646e-09
1984,1.7507206848677015e-06,0.0,4.639206796497319e-09
1985,1.9057288227486424e-06,3.0077789148208467e-09,4.210890747202711e-09
1986,1.870279447757639e-06,0.0,2.3977941854269602e-09
1987,1.9346846329426626e-06,1.2221633705067347e-09,5.49973533381376e-09
1988,1.8631292277859757e-06,0.0,2.99827696004229e-09
1989,1.7781516135073616e-06,2.1952488715726304e-09,2.1952488715726304e-09
1990,1.7517412516099284e-06,1.089730194969718e-09,7.083246433836621e-09
1991,1.9225606138206786e-06,1.7584396161396398e-09,4.68917216167597e-09
1992,1.9417043404246215e-06,0.0,6.060938417817852e-09
1993,1.876129545053118e-06,5.539207426075166e-10,6.093128224193833e-09
1994,2.0297918581491103e-06,0.0,5.274926717646622e-09
1995,1.9819058252323885e-06,1.626735190995987e-09,3.253470381991974e-09
1996,2.0375498479552334e-06,2.6690460952494277e-09,6.939520069693117e-09
1997,1.9659066765598254e-06,3.835915585170824e-09,1.917957792585412e-09
1998,2.038852016994497e-06,0.0,6.198567881199324e-09
1999,2.0309973933763104e-06,0.0,6.398281460207045e-09
2000,2.0910542843921576e-06,1.7672125984802278e-09,5.3016377954406835e-09
2001,2.0648651570809307e-06,1.7524847129024579e-09,5.695575122643959e-09
2002,2.0320105704740854e-06,5.6955880012310445e-09,4.381221607729913e-09
2003,2.0838781438214937e-06,2.083461403401543e-09,4.583615265119079e-09
2004,2.064525688183494e-06,0.0,1.0131019578807354e-08
2005,2.190173518101801e-06,4.5037495954858286e-10,5.404499514582994e-09
2006,2.2129540866444586e-06,0.0,4.529678854225949e-09
2007,2.1414405182440532e-06,0.0,4.393927444112933e-09
2008,2.211314267697162e-06,2.554463751636149e-09,1.0217855006544596e-08
2009,2.2105341486167163e-06,4.76819250749827e-10,3.337734755248789e-09
2010,2.3647307898500003e-06,1.8895172093635892e-09,9.919965293647692e-09
2011,2.352889850953943e-06,3.82397197240536e-10,8.030340836739924e-09
2012,2.307742988705286e-06,0.0,7.829781267787439e-09
2013,2.412035428278614e-06,0.0,8.367375237128272e-09
2014,2.3668314952374203e-06,0.0,5.630157673408576e-09
2015,2.260020210087532e-06,0.0,1.0639562120218216e-08
2016,2.1048956568847643e-06,0.0,1.0149566520567532e-08
2017,2.4197665879910346e-06,0.0,1.0565567976072998e-08
2018,2.2931169496587245e-06,0.0,1.161660012627408e-08
2019,2.277521844007424e-06,0.0,1.4285530980373551e-08
