year,en_ADP oies_NOUN,en_ADP foi_NOUN
1800,9.432493897065797e-09,1.9588144497539872e-06
1801,0.0,1.3882294638278836e-06
1802,6.713520406265161e-09,3.8088039389094774e-06
1803,1.950339267864365e-08,6.806684069715629e-07
1804,1.9774807569206132e-08,7.341397463278554e-07
1805,2.842877711017877e-09,6.02690079176682e-07
1806,0.0,2.5877389759898506e-06
1807,1.9928686256776018e-08,2.08397113965475e-06
1808,2.039466551195801e-08,1.5907839383544342e-06
1809,2.4849335034105025e-08,9.036122321504081e-07
1810,2.106114038724627e-08,7.628813420978986e-07
1811,2.5070768572277302e-08,9.000405611914175e-07
1812,5.3344164641089264e-09,6.668020660072216e-07
1813,1.1502966579257645e-08,7.476928090000001e-07
1814,0.0,2.0799535889182152e-06
1815,2.697223555614414e-09,3.096412604985943e-06
1816,4.6352077731626196e-09,2.5377762398193227e-06
1817,0.0,2.5781823183024244e-06
1818,2.384235475716423e-09,2.6357723186265503e-06
1819,1.035105001712111e-09,1.5143586028498746e-06
1820,1.3053129244156025e-08,8.579466008740155e-07
1821,1.1833785507064931e-08,1.419068212271668e-06
1822,3.0076847679083585e-09,9.724847416237026e-07
1823,2.668325471688604e-08,9.813507801936794e-07
1824,0.0,1.013901965052355e-06
1825,3.522177216552791e-09,9.421824245237076e-07
1826,0.0,1.7281265723978478e-06
1827,1.8434546111834038e-09,1.4001037355049206e-06
1828,4.586150570418113e-09,1.5647945919572415e-06
1829,5.143905745796928e-09,1.955541478082523e-06
1830,8.349468672008697e-09,1.0322030732368148e-06
1831,3.1182412207897414e-09,1.9644919575512176e-06
1832,0.0,2.129617106882975e-06
1833,2.548398292390175e-08,1.6101243377475427e-06
1834,2.42697808516823e-08,1.7119529616138607e-06
1835,5.294161553592858e-09,1.7334596904561295e-06
1836,6.720750067579218e-10,2.2958082293023097e-06
1837,0.0,1.4068855307414196e-06
1838,1.8936485712828244e-09,1.132401820314044e-06
1839,1.2584655095793096e-08,1.85134260277664e-06
1840,1.4650283985950807e-08,1.1115106715586798e-06
1841,5.778493683550323e-09,9.97111186507027e-07
1842,1.341653010911159e-08,1.4134315113878415e-06
1843,4.7255288571079745e-09,1.2634882295969874e-06
1844,9.330554162634286e-09,1.2662110577821295e-06
1845,3.9061593959388574e-09,1.2828943647957836e-06
1846,9.367202347121406e-09,1.4700652508636836e-06
1847,9.168480197274675e-09,1.3288903346619918e-06
1848,1.287235473768078e-08,1.4215906247727617e-06
1849,1.1731180693530519e-08,1.520863804671535e-06
1850,6.1100964288129944e-09,1.3170652835015062e-06
1851,6.449438760824933e-10,1.3834045644589565e-06
1852,5.208436348880241e-09,1.816442136259866e-06
1853,2.9859659189668264e-09,1.2421618578173366e-06
1854,5.195664343204953e-09,1.3191792049838114e-06
1855,4.776243400783642e-09,1.505578108407235e-06
1856,3.106313539724681e-09,2.3245579736652644e-06
1857,9.763018171682347e-10,1.5464620446437038e-06
1858,1.468102750479261e-09,1.5723380810128695e-06
1859,3.5645213447565993e-09,2.2762014129096286e-06
1860,5.95033897154984e-09,1.4569176614021018e-06
1861,8.017138342086838e-09,2.152837448143874e-06
1862,9.035972525772706e-10,1.3897325459311105e-06
1863,4.9946209945694875e-09,1.599277603070437e-06
1864,9.589455896019672e-10,2.6260724723670137e-06
1865,3.2947911621228343e-09,2.4786243161822874e-06
1866,6.811858188626729e-09,2.8152435835870904e-06
1867,4.85281148598915e-10,1.6164714686794923e-06
1868,5.433861360870651e-09,2.310872973421141e-06
1869,1.953407657850903e-09,1.5373318076328246e-06
1870,1.1468097582678638e-09,1.2213524112070218e-06
1871,1.0621177271019633e-09,1.3435789218974037e-06
1872,1.2094678591978436e-09,1.5330005687097525e-06
1873,2.9930022349411445e-09,1.597066040026629e-06
1874,4.182226565063729e-09,1.8730399578004153e-06
1875,5.149374260327022e-09,1.619764357307929e-06
1876,8.464420275799966e-09,1.7454844403186343e-06
1877,2.4739263970730008e-09,1.2975744374532638e-06
1878,1.3285995414946683e-08,2.1819226682651127e-06
1879,1.0996785704264767e-08,1.3727653884743063e-06
1880,1.1552123035940554e-08,5.4898258126101496e-06
1881,6.972507571312292e-10,2.4201574331250697e-06
1882,6.655385131892899e-10,1.4628536710858953e-06
1883,1.2006744043446815e-08,2.1056037491362645e-06
1884,3.300848483434038e-09,1.5679030704873753e-06
1885,7.090199094506033e-09,1.8215366126561605e-06
1886,1.5488312854472497e-08,2.199985822071149e-06
1887,7.834709769838355e-09,1.8881649817004131e-06
1888,1.7119660356001987e-08,2.2693060550693644e-06
1889,1.8795409673089125e-09,1.3294620488935038e-06
1890,5.243509182406569e-09,1.4596618523876614e-06
1891,3.1871101313640793e-09,1.8313134085845562e-06
1892,6.268512375839919e-09,1.6586483402303287e-06
1893,6.158416498980301e-09,1.6935645286153544e-06
1894,5.041231432301174e-09,1.1689355625676967e-06
1895,1.745398137131815e-08,1.3457622181078932e-06
1896,2.948514543632541e-09,1.2189159359632384e-06
1897,6.992056045262984e-09,1.3424747976609197e-06
1898,1.923840653450526e-08,1.293499965360212e-06
1899,6.080336234504102e-09,1.4587279348887705e-06
1900,4.15284251431558e-09,1.5152684653685355e-06
1901,6.147612696683069e-09,1.3329142607432232e-06
1902,1.6694965410124496e-08,2.018617655696886e-06
1903,1.0260418292773466e-08,1.5541833651155912e-06
1904,2.6873125946735854e-09,1.787600393043931e-06
1905,5.160759042333041e-10,1.8661304768130549e-06
1906,9.259531807970234e-09,1.7726859482536383e-06
1907,6.685696440911215e-09,2.414564929331675e-06
1908,4.4202501658929805e-09,1.6251785874832336e-06
1909,6.60118004702781e-09,1.6260906843257317e-06
1910,2.137660271017694e-09,1.400701898468526e-06
1911,2.128149656499545e-09,1.5918559848060454e-06
1912,5.209421061191932e-09,1.4081066002091802e-06
1913,5.302989602995467e-09,1.1406731335039666e-06
1914,4.018046340092951e-09,1.0768363596369568e-06
1915,5.890381071793627e-09,1.238158054306382e-06
1916,3.2962386153911893e-09,1.7173403232817464e-06
1917,3.289927441585405e-09,1.2600422154562807e-06
1918,3.44591288836682e-09,1.722956465499692e-06
1919,2.762354511798293e-09,1.1196743412433818e-06
1920,9.086678076641874e-09,1.3902617155281405e-06
1921,7.572747429129834e-10,1.1639312837985472e-06
1922,2.951174193910333e-09,1.6578221249119451e-06
1923,2.1231896241147297e-09,1.451200115187845e-06
1924,5.156649662829693e-09,1.914406204228669e-06
1925,7.698724768800957e-09,2.0951529888790787e-06
1926,1.1146138456652466e-09,2.6460932769367673e-06
1927,6.689535148041159e-09,2.1049736655953666e-06
1928,2.2852082448565625e-09,2.7913819042879595e-06
1929,3.342121912552898e-09,2.3016080339388623e-06
1930,2.100720708497761e-09,2.1112243082654913e-06
1931,4.5621426636444085e-09,2.3757358107445725e-06
1932,6.575722188983946e-09,1.7546217998543057e-06
1933,0.0,2.8848715647455947e-06
1934,3.5944740517379614e-09,2.0572372783078663e-06
1935,3.590485242455088e-09,1.7545505128779837e-06
1936,2.424942913137329e-09,2.0878757975850704e-06
1937,0.0,2.266401198158796e-06
1938,9.075650453382877e-09,2.252057708318489e-06
1939,1.070583532936098e-08,1.7924626822818368e-06
1940,7.607348750937604e-09,2.0615915170552057e-06
1941,0.0,1.0743469411877982e-06
1942,3.034211770724937e-09,8.435108682647297e-07
1943,2.9032352077962287e-09,6.067761706418651e-07
1944,0.0,6.876218296980596e-07
1945,4.357008087652048e-09,8.953651882137592e-07
1946,0.0,7.225053320070174e-07
1947,2.3841741914054637e-09,7.355177373824517e-07
1948,1.0871887834440486e-09,7.914734325709105e-07
1949,9.817008317369869e-10,9.905361295636794e-07
1950,1.0635361480382244e-09,1.0443924782777003e-06
1951,3.198420528427448e-09,7.676209072826623e-07
1952,9.490323193972472e-09,9.121255564181752e-07
1953,8.619062019654677e-09,6.895249429206274e-07
1954,9.772536113672459e-10,9.665038191997155e-07
1955,1.8771215692936494e-09,9.254209203390928e-07
1956,1.744228317335228e-09,5.686184358921764e-07
1957,0.0,8.843872620900584e-07
1958,0.0,1.1043445233838156e-06
1959,6.975672928177801e-09,7.805003203742444e-07
1960,3.460416619915918e-09,9.225470645191081e-07
