year,en_ADP oies_NOUN,en_ADP foi_NOUN
1961,3.47407969059077e-09,7.163552346867164e-07
1962,6.341956404476434e-10,6.132671916958543e-07
1963,2.5864212993553792e-09,5.360358183992275e-07
1964,2.4335873316516654e-09,9.016440865039499e-07
1965,1.6416130677043839e-09,6.741557383449504e-07
1966,7.754704434148607e-09,7.843329825618639e-07
1967,5.916402701089396e-09,1.191169083369914e-06
1968,4.491415656060482e-09,5.825366429235146e-07
1969,3.1792304344691047e-09,5.369720049941407e-06
1970,9.197450023812337e-10,3.1561050235495713e-06
1971,3.596878239697787e-09,1.2912793110331222e-06
1972,2.0520587451500205e-09,9.413819199721729e-07
1973,4.410563025913916e-09,8.870745009659231e-07
1974,2.812785782069227e-09,1.1509919559671289e-06
1975,3.4268881066168433e-09,1.0828966274800678e-06
1976,1.7140580066410394e-09,9.838693344477178e-07
1977,2.3507127355770763e-09,1.0619344648077345e-06
1978,8.316827893040113e-09,1.0199995212900603e-06
1979,7.607565244427406e-09,6.905328664430499e-07
1980,2.8425752862659692e-09,9.880791740357608e-07
1981,8.223214109648325e-09,6.401456218441126e-07
1982,4.345251713999687e-09,1.879010930849745e-06
1983,6.315316158911344e-09,6.725811507735102e-07
1984,5.219107812592938e-09,6.993604116378727e-07
1985,1.8046674155058895e-09,6.232118181515034e-07
1986,4.795588426365072e-09,5.131279574577263e-07
1987,3.0554083707556856e-09,7.229096041783123e-07
1988,4.197587610832443e-09,4.347501487700356e-07
1989,6.585746614717891e-09,5.153346542829951e-07
1990,5.44865097484859e-10,4.119180082584606e-07
1991,1.7584396161396398e-09,4.144055877342012e-07
1992,4.4079553340736766e-09,3.8569607696548047e-07
1993,3.323524566667402e-09,4.519993339613393e-07
1994,3.6924485691258724e-09,4.4995125125790736e-07
1995,1.0844901643380922e-09,3.4649460900482154e-07
1996,4.270473752399084e-09,4.649478240192906e-07
1997,7.192341833217597e-09,3.783171749205394e-07
1998,4.7681290027412615e-09,5.993538458870518e-07
1999,2.285100553223174e-09,3.907521966550753e-07
2000,3.97622823555821e-09,4.2501462838018256e-07
2001,3.5049694258049158e-09,3.785367068687151e-07
2002,5.6955880012310445e-09,3.6583200113682324e-07
2003,2.9168460979889232e-09,3.654391385055078e-07
2004,1.7619165015858584e-09,4.338719499230592e-07
2005,4.503749373441224e-09,3.467887150776505e-07
2006,3.294311934354255e-09,2.9484091113030075e-07
2007,3.1955835755326234e-09,3.8946175284770845e-07
2008,3.405951742863067e-09,3.478328167716427e-07
2009,9.53638501499654e-10,3.1613116036055544e-07
2010,1.4171379625338432e-09,2.801209184610798e-07
2011,2.2943831279320648e-09,1.5487086812981943e-07
2012,1.0212758416727752e-09,1.9914878279791992e-07
2013,1.9523875849358774e-09,1.4280320614901143e-07
2014,2.815078836704288e-09,1.4746682119870513e-07
2015,4.43315073539452e-09,1.478455780024035e-07
2016,3.935546111222266e-09,2.5228921218811706e-07
2017,2.7671724911471074e-09,1.6779127709476427e-07
2018,3.872199894061623e-09,1.3707588042422003e-07
2019,4.08158040698936e-09,1.4004922688215515e-07
