year,en_ADP aire_NOUN,en_ADP fers_NOUN
1800,4.7162466820793725e-08,4.4018303668735825e-08
1801,1.619204113012529e-07,5.714838380299625e-08
1802,3.3567602031325805e-08,3.5805442166747525e-08
1803,2.9255089017965474e-08,5.812011067973799e-07
1804,1.730295728918918e-08,1.2606439270257397e-07
1805,3.695740935505398e-08,1.051864728651708e-07
1806,4.8988376022407465e-08,1.729001475325731e-08
1807,1.1387820464392462e-08,4.555128185756985e-08
1808,4.5321479014148736e-08,9.970725445285211e-08
1809,7.00299480627109e-08,4.066255088197579e-08
1810,5.3822916346035754e-08,2.8081521108447305e-08
1811,5.0141535368197765e-09,1.2535383131506705e-07
1812,3.200649700829672e-08,5.067695729721322e-08
1813,2.0130190847567064e-08,4.026038169513413e-08
1814,4.090680150170556e-08,6.293354459785405e-08
1815,8.091670444798638e-09,1.6183340889597275e-08
1816,7.184571870766376e-08,4.8669683394564345e-08
1817,1.2454987263765815e-08,6.227493543065066e-08
1818,7.152706427149269e-09,2.1458118837358597e-08
1819,2.484252026313527e-08,2.4842520929269085e-08
1820,1.7799721696576398e-08,7.357218478887262e-08
1821,3.7473656067099625e-08,2.9584464655840748e-08
1822,3.0076847679083585e-08,2.5064039732569654e-08
1823,3.2612866407433216e-08,4.4472090010572174e-08
1824,1.431589158329416e-08,8.084268188213173e-08
1825,1.3208164117983756e-08,5.459374596838984e-08
1826,2.466235649034587e-08,5.813269599030946e-08
1827,2.027800155568471e-08,7.18947319455765e-08
1828,2.384798225563145e-08,3.118582370120748e-08
1829,4.800978425922864e-08,7.54439470895818e-08
1830,1.6698937788106605e-08,4.279102583382155e-08
1831,1.4032085493553836e-08,5.456922025359745e-08
1832,9.470978445946798e-09,4.7354894228135436e-08
1833,1.2741991461950875e-08,3.4750886612755494e-08
1834,2.1469421573883096e-08,7.280934033460085e-08
1835,2.571449897459388e-08,6.050470346963266e-08
1836,2.9571301130015826e-08,7.997692819117219e-08
1837,1.8786305289175687e-08,8.419048214136637e-08
1838,3.8504186727905676e-08,9.846972393035003e-08
1839,2.6567605448946097e-08,9.648235987924636e-08
1840,5.860113566624747e-08,3.331347215862479e-07
1841,4.173356549230789e-08,6.099521243640993e-08
1842,3.287049921141261e-08,7.915753030829364e-08
1843,3.0125246297529884e-08,4.8436671562512856e-08
1844,5.488561261035585e-08,4.720162749549672e-08
1845,2.7343117381395388e-08,5.0780073479472776e-08
1846,1.3465352832753297e-08,4.9763260401292086e-08
1847,2.480882788091776e-08,7.172987714909596e-08
1848,2.0113054055581614e-08,4.505324113779352e-08
1849,2.3462362719328667e-08,6.703532151597358e-08
1850,2.1724787302446202e-08,2.851378333446064e-08
1851,2.1283148576856092e-08,5.93348374877678e-08
1852,1.9531636752390114e-08,6.185018008864063e-08
1853,2.26933418723263e-08,1.2839653606988577e-07
1854,2.1821789930598356e-08,9.50806624544498e-08
1855,1.1144567935161831e-08,8.384960636931282e-08
1856,2.0191037064520856e-08,1.2632341483964638e-07
1857,1.2691923956253959e-08,9.714203441646418e-08
1858,4.502181916166137e-08,1.0080972501214092e-07
1859,2.6479301196147276e-08,9.01314709533807e-08
1860,1.373155189554609e-08,8.422018260567654e-08
1861,1.3204698334767784e-08,7.969978510491416e-08
1862,3.6143891435358455e-08,1.0978706657671644e-07
1863,1.947902072974017e-08,7.441985189204914e-08
1864,2.5412057458318316e-08,9.54150891629979e-08
1865,2.9653119293371333e-08,7.060266526970338e-08
1866,1.8489329622894957e-08,6.03335987836573e-08
1867,2.8631587767335986e-08,1.295700666759103e-07
1868,3.112120594561674e-08,1.447383123354129e-07
1869,3.174287332985415e-08,1.1622775275554886e-07
1870,4.0711745086241535e-08,1.2442885921615243e-07
1871,3.929835434846041e-08,9.665271250014484e-08
1872,2.0560953717385644e-08,1.0280476914203973e-07
1873,3.8909028887701425e-08,1.2211448563448357e-07
1874,5.616132481289782e-08,1.3263632858695473e-07
1875,2.4030413270370587e-08,1.2186852416107286e-07
1876,3.748529087133079e-08,1.4329055253448075e-07
1877,5.999271590617639e-08,1.6513458434008754e-07
1878,2.2344627481629686e-08,9.602150896625972e-08
1879,1.8327976358811782e-08,1.1118971743329098e-07
1880,4.492492533536563e-08,1.5531187624873155e-07
1881,6.83305714233029e-08,1.296886438240108e-07
1882,6.25606177973026e-08,7.986462136067018e-08
1883,3.475636339844712e-08,1.0426909524685612e-07
1884,3.6969503902639644e-08,1.346746154595735e-07
1885,3.287274280561192e-08,1.4760505362421128e-07
1886,5.0982363997142954e-08,2.8846983773922474e-07
1887,3.199173115309151e-08,1.3776031471124384e-07
1888,2.4728397107764977e-08,1.2744635724537545e-07
1889,3.8217333020451605e-08,1.528693329144737e-07
1890,3.211649390877369e-08,1.7369123944677156e-07
1891,3.44207886637804e-08,1.5871807423906148e-07
1892,2.7581454897784852e-08,1.1847488678995433e-07
1893,2.832871559554917e-08,1.262475424201881e-07
1894,3.591877373310126e-08,2.1803325411795527e-07
1895,2.106515117894503e-08,9.208480333811053e-08
1896,2.122930492509667e-08,1.0260830340946825e-07
1897,2.9133568113515196e-08,1.544079119009112e-07
1898,2.6594268232038587e-08,1.9917409099790007e-07
1899,2.984892333302014e-08,1.6582734474468452e-07
1900,2.0764213348734017e-08,1.7286207010247523e-07
1901,3.409130783227354e-08,1.4754271054906454e-07
1902,2.8970674414985353e-08,3.69253344012499e-07
1903,3.0781254878320397e-08,1.6794685642196328e-07
1904,3.117282521003517e-08,1.7091308635031055e-07
1905,2.5803795267176355e-08,1.2850289987653696e-07
1906,2.05767382577271e-08,1.8107529287103574e-07
1907,2.8799923057487575e-08,1.6302813565793883e-07
1908,2.897719486583128e-08,1.4685053395524506e-07
1909,1.925344239595006e-08,2.2333992699685723e-07
1910,1.9238942772226153e-08,1.2825961615003934e-07
1911,1.9685384544665396e-08,1.5961122712404574e-07
1912,2.5005221671037248e-08,1.4638474343797725e-07
1913,2.1742257383383645e-08,1.7128657026077576e-07
1914,1.808120764223986e-08,1.7210630742781063e-07
1915,2.3561524287174507e-08,1.2016376826906594e-07
1916,2.4172415624690302e-08,9.55909200683891e-08
1917,5.3735480065597585e-08,1.1953402678788194e-07
1918,1.033773866510046e-08,1.0567465924538055e-07
1919,1.6574127070789757e-08,1.1049418335851158e-07
1920,1.8930578438158818e-08,1.4538684345311026e-07
1921,2.4990065738972334e-08,1.1131938670860819e-07
1922,2.360939327372691e-08,1.224737278260335e-07
1923,1.4862327812892318e-08,1.4968486539146397e-07
1924,5.156649773851996e-09,9.926550581518256e-08
1925,8.798542339150117e-09,7.038833871320094e-08
1926,6.687683296036084e-09,9.697140512798796e-08
1927,1.0034302388994831e-08,1.0034302555528285e-07
1928,1.4853853258500749e-08,1.028343703524115e-07
1929,2.116677166874581e-08,1.0026365515614089e-07
1930,1.1553964007759987e-08,8.928063266466779e-08
1931,2.5091784650044247e-08,8.668071416195744e-08
1932,4.055028668403793e-08,1.3261039555345633e-07
1933,4.1294382802092855e-08,1.066771606605954e-07
1934,2.875579241390369e-08,1.1981580883002607e-07
1935,2.0346082152400413e-08,1.1609235883724978e-07
1936,1.9399542861009422e-08,1.248845533652343e-07
1937,2.1404900962807005e-08,9.065605155456069e-08
1938,2.333738657878115e-08,9.205302120562919e-08
1939,1.2235240376412548e-08,8.411727936419311e-08
1940,1.5214697057785997e-08,7.100192078723921e-08
1941,1.1806010391524069e-08,1.0625409174735978e-07
1942,1.517105907566929e-08,6.675266206457309e-08
1943,2.9032351855917682e-08,7.258088174921795e-08
1944,4.4984606262232774e-08,5.462416652335378e-08
1945,1.3071024707045353e-08,8.06046500656521e-08
1946,3.062643028073353e-08,4.454753366189834e-08
1947,1.6689218895749036e-08,6.198852986472048e-08
1948,2.5005341575123907e-08,5.979538286737807e-08
1949,2.2579119796084512e-08,1.0602368805123774e-07
1950,2.4461330738745346e-08,7.444752725405124e-08
1951,2.3455083209000804e-08,1.0128331950909342e-07
1952,3.374337254058446e-08,7.27591498161928e-08
1953,3.124409986288157e-08,7.43394120705787e-08
1954,3.029486128625081e-08,4.202190595492539e-08
1955,2.2525458831523792e-08,7.696198656148567e-08
1956,2.703553869665143e-08,4.6222051963695776e-08
1957,7.951533903538532e-08,8.216584745923683e-08
1958,2.8125628048769613e-08,6.038737865310395e-08
1959,1.9376869886400527e-08,6.200598079431074e-08
1960,2.629916601160076e-08,6.713208478004162e-08
1961,3.265634873628187e-08,4.863711566827078e-08
1962,5.45408234131628e-08,4.756467220090599e-08
1963,3.039045082253722e-08,4.1382741566842185e-08
1964,4.0154192526564714e-08,5.293052568466905e-08
1965,4.0493119801698896e-08,5.034279954019283e-08
1966,5.151339477205141e-08,4.154306187942325e-08
1967,2.5144710702473816e-08,6.360132687177611e-08
1968,3.413475932467769e-08,4.1770166658849917e-08
1969,3.451736046988785e-08,3.769658840635515e-08
1970,3.3570694335516293e-08,3.541018359087822e-08
1971,3.956565930440803e-08,2.928886511099904e-08
1972,3.5398013353837854e-08,6.463984902893571e-08
1973,4.300298939163838e-08,2.921997932503473e-08
1974,4.050411750444738e-08,5.513060230555311e-08
1975,4.16938057412608e-08,3.712462159910501e-08
1976,2.228275491900078e-08,3.7709277478370495e-08
1977,4.8189612078530786e-08,7.228441739615121e-08
1978,5.287126469966097e-08,3.1485134055486697e-08
1979,5.442335160310563e-08,3.2185852205657284e-08
1980,3.581644952843632e-08,2.9562784220615868e-08
1981,6.135783220395652e-08,2.0241758491579276e-08
1982,3.165826112372372e-08,1.924325765401136e-08
1983,3.6628833299801045e-08,2.7155859783078995e-08
1984,3.537395104613594e-08,3.189454744756404e-08
1985,4.9327574580537714e-08,2.3460676956688076e-08
1986,5.874595604415944e-08,2.517683839187157e-08
1987,4.8275453745638686e-08,1.955461326197394e-08
1988,3.238138990280248e-08,3.1182079085478875e-08
1989,7.079677288857056e-08,1.6464367313950845e-08
1990,8.554382369130309e-08,2.669838927715773e-08
1991,3.8099522925438833e-08,3.165191131415668e-08
1992,4.573253731265936e-08,2.8100715643297747e-08
1993,5.760775678709251e-08,1.883330469354405e-08
1994,4.378189177867142e-08,2.9012095781322245e-08
1995,6.181593642518024e-08,2.76544991351102e-08
1996,5.8719012541175175e-08,1.8149513891785318e-08
1997,4.842843426278165e-08,3.4523239378358994e-08
1998,5.912480360859007e-08,2.4794271524797296e-08
1999,4.295989214364582e-08,2.6050146928469076e-08
2000,5.610899900254651e-08,2.783359853708589e-08
