year,en_ADP oeil_NOUN,en_ADP feuille_NOUN
1800,9.432493897065797e-09,4.779129896270717e-07
1801,4.7623651688866175e-09,3.881327472754492e-07
1802,0.0,3.3343818017783633e-07
1803,2.145373123596528e-08,3.31557681754191e-07
1804,1.730295728918918e-08,3.114532205472642e-07
1805,0.0,3.3261667908845993e-07
1806,0.0,3.429186392622796e-07
1807,0.0,9.679647394733593e-08
1808,0.0,2.4246992325061e-07
1809,0.0,2.3719820552159376e-07
1810,0.0,2.92515835553786e-07
1811,0.0,5.26486132912396e-07
1812,2.6672082320544632e-09,1.947062044926895e-07
1813,2.8757416448144113e-09,1.9555042740648787e-07
1814,0.0,2.3914745561626205e-07
1815,0.0,1.5104452066871943e-07
1816,0.0,2.3176039576355834e-07
1817,6.227493631882908e-09,1.2922048786556672e-07
1818,0.0,1.5378319062619994e-07
1819,1.035105001712111e-09,1.8528379808202544e-07
1820,3.5599443393152796e-09,2.5512933543581084e-07
1821,0.0,1.4397772929442e-07
1822,1.0025615893027862e-09,7.017931125119503e-08
1823,0.0,1.82829711925514e-07
1824,0.0,1.6252747769840425e-07
1825,1.7610886082763955e-09,1.4881199206229212e-07
1826,8.807984341885344e-10,1.9201405621060985e-07
1827,0.0,3.5855191526934505e-07
1828,0.0,1.0731592436918902e-07
1829,0.0,2.1347207734834228e-07
1830,0.0,2.3482880351366475e-07
1831,1.5591206103948707e-09,2.697278649321788e-07
1832,1.3529969367098715e-09,2.2053849513259394e-07
1833,0.0,2.0155513225095234e-07
1834,0.0,2.2496219065359924e-07
1835,2.2689263801112247e-09,1.3386666353198962e-07
1836,4.032449929525228e-09,1.7205120206309488e-07
1837,1.0436836284100082e-08,2.6231248106967087e-07
1838,2.5248647617104325e-09,1.5906647710117738e-07
1839,0.0,2.586845710972341e-07
1840,0.0,2.356784847279414e-07
1841,6.420548537278137e-10,3.0048166399510023e-07
1842,0.0,2.1533531446848997e-07
1843,1.7720733769266417e-09,1.6952834758221513e-07
1844,0.0,1.6301027061516038e-07
1845,0.0,1.685228894210411e-07
1846,2.3418005312692003e-09,1.9319854205335218e-07
1847,0.0,1.822909654336513e-07
1848,8.045221711050488e-10,2.2767977525539607e-07
1849,1.6758829879393033e-09,1.784815328864653e-07
1850,2.0366988096043315e-09,2.600185444734393e-07
1851,0.0,2.5539777182004286e-07
1852,1.3021090872200602e-09,2.2917119557597232e-07
1853,5.971931837933653e-10,2.4305761603393705e-07
1854,1.558699391779328e-09,1.5898733352059935e-07
1855,5.306937111981824e-10,1.68760600161022e-07
1856,2.5885946719483854e-09,1.9466232004106132e-07
1857,9.763018171682347e-10,2.41634698250337e-07
1858,5.3830437884982985e-09,2.3636455881437257e-07
1859,0.0,1.7567998322753908e-07
1860,9.154367819341758e-10,2.3297865503479898e-07
1861,4.715963730639317e-10,1.754338475601358e-07
1862,4.9697850279528666e-09,2.981870967921907e-07
1863,9.989241656072068e-10,1.9429074482602005e-07
1864,4.794727948009836e-10,1.961043736287138e-07
1865,4.706844358715045e-10,1.920392558307782e-07
1866,0.0,2.6858182566869004e-07
1867,9.7056229719783e-10,2.7612496467099845e-07
1868,9.87974813071446e-10,3.0528421368636316e-07
1869,4.883519144627257e-10,1.9192230227282892e-07
1870,5.734048791339319e-10,2.0413213697167976e-07
1871,0.0,3.674927235852721e-07
1872,1.2094678591978436e-09,2.418935802772637e-07
1873,5.986004469882289e-10,4.178231178819658e-07
1874,0.0,2.5870056291621424e-07
1875,2.2886108563824337e-09,2.946586432628351e-07
1876,0.0,2.914179035862219e-07
1877,6.184815992682502e-10,2.92541790458678e-07
1878,1.8117265465633636e-09,3.0316223864623737e-07
1879,5.498392852132383e-09,2.132154545142484e-07
1880,5.776061406947974e-09,3.2410124095605397e-07
1881,2.091752326904839e-09,3.1097384933787e-07
1882,1.3310770263785798e-09,2.7153970738602595e-07
1883,0.0,4.7268654218557415e-07
1884,6.601696966868076e-10,4.4891539374702916e-07
1885,0.0,4.2283369561246786e-07
1886,2.5813855497602844e-09,4.317367281458928e-07
1887,0.0,3.1730573990529365e-07
1888,1.268122939990235e-09,3.58878797346307e-07
1889,1.2530273485467092e-09,3.972096687121507e-07
1890,6.554386478008212e-10,2.759396740548148e-07
1891,1.9122659011827636e-09,3.4484529964906585e-07
1892,6.268512375839919e-10,4.1184126753357475e-07
1893,6.158416554491453e-10,3.892119215809231e-07
1894,1.8904617871129403e-09,3.6674959669191765e-07
1895,1.2037228991346183e-09,3.7857086487846914e-07
1896,0.0,3.962803347690169e-07
1897,0.0,3.65917601219401e-07
