year,rien_PRON été_VERB,rien_PRON eté_VERB,rien_PRON fêté_VERB
1933,3.739435783245426e-07,0.0,0.0
1934,3.462676545495924e-07,0.0,0.0
1935,3.722136341366422e-07,0.0,0.0
1936,4.00115567344983e-07,0.0,0.0
1937,3.903246579284314e-07,1.2591118148108649e-09,0.0
1938,3.8377035593839537e-07,0.0,0.0
1939,3.945864932575205e-07,0.0,0.0
1940,3.1190128879643453e-07,0.0,0.0
1941,3.069562808377668e-07,0.0,0.0
1942,3.853448902191303e-07,0.0,0.0
1943,3.135494068828848e-07,0.0,0.0
1944,3.213186232642329e-07,0.0,0.0
1945,3.5945316767538316e-07,0.0,0.0
1946,3.6473292652772216e-07,1.3921104269343232e-09,0.0
1947,3.647786570581957e-07,0.0,0.0
1948,3.9791109429643257e-07,0.0,0.0
1949,3.858084198782308e-07,0.0,0.0
1950,3.7755532389383006e-07,0.0,0.0
1951,3.870088960411522e-07,0.0,0.0
1952,3.47978527770465e-07,0.0,0.0
1953,3.2860174314919277e-07,0.0,0.0
1954,3.224936904189235e-07,0.0,0.0
1955,3.3412763400519907e-07,0.0,0.0
1956,3.200659079993784e-07,0.0,0.0
1957,2.8978922728128964e-07,8.835037701437898e-10,0.0
1958,4.086488161192392e-07,8.272243445794913e-10,0.0
1959,3.325070849768963e-07,0.0,0.0
1960,3.578070959520119e-07,0.0,0.0
1961,3.1544644230052654e-07,0.0,0.0
1962,3.304159292838449e-07,0.0,0.0
1963,3.194230373537721e-07,0.0,0.0
1964,2.9263887313391024e-07,0.0,0.0
1965,3.184729280292231e-07,0.0,0.0
1966,3.290210486284195e-07,1.1078149508847446e-09,0.0
1967,3.510398869366327e-07,0.0,0.0
1968,3.7278752529346093e-07,0.0,0.0
1969,3.338192016144603e-07,4.5417578031781147e-10,0.0
1970,3.738763325600303e-07,0.0,0.0
1971,3.4684182992350543e-07,0.0,0.0
1972,3.524410772115516e-07,0.0,0.0
1973,3.495371174722095e-07,0.0,0.0
1974,3.3697173762448074e-07,0.0,0.0
1975,2.8100481586079695e-07,0.0,5.711480177694739e-10
1976,3.610948908772116e-07,0.0,0.0
1977,3.5907137885260454e-07,5.876781838942691e-10,0.0
1978,3.398018293410132e-07,0.0,0.0
1979,3.5872596981789684e-07,5.851973350345929e-10,0.0
1980,2.888056656047411e-07,0.0,0.0
1981,3.504354424421763e-07,0.0,0.0
1982,3.7058788393551367e-07,0.0,0.0
1983,3.523946361383423e-07,0.0,6.315316047889041e-10
1984,3.07927336962166e-07,5.799008495621649e-10,0.0
1985,3.6273814885134925e-07,0.0,0.0
1986,3.296966895049991e-07,5.994485463567401e-10,0.0
1987,3.3670599464130646e-07,0.0,0.0
1988,3.3100977248068375e-07,0.0,5.996553809062277e-10
1989,3.583743648505333e-07,0.0,0.0
1990,2.925925457475387e-07,0.0,5.44865097484859e-10
1991,3.118299503057642e-07,5.861465202094962e-10,5.861465202094962e-10
1992,3.002919584105257e-07,0.0,0.0
1993,3.3622990258663776e-07,0.0,1.1078414852150331e-09
1994,3.3495783213766117e-07,0.0,2.1099706426497278e-09
1995,3.361919596045482e-07,0.0,0.0
1996,3.1761649665895675e-07,0.0,5.338092190498855e-10
1997,3.111886428541766e-07,0.0,4.79489448146353e-10
1998,3.0182258115019067e-07,0.0,0.0
1999,3.0254730631895654e-07,0.0,0.0
2000,3.295851627171942e-07,0.0,4.4180314962005696e-10
2001,3.1413287615578156e-07,0.0,8.762423564512289e-10
2002,3.014280309798778e-07,0.0,0.0
2003,3.14185996330707e-07,8.333845835650777e-10,0.0
2004,3.2683550443834974e-07,0.0,0.0
2005,2.666219813818316e-07,0.0,0.0
2006,2.923701742929552e-07,0.0,0.0
2007,2.8959976816622657e-07,0.0,3.994479469415779e-10
2008,2.87377190488769e-07,0.0,8.514879357157668e-10
2009,2.6463467861503887e-07,0.0,0.0
2010,2.848447309133917e-07,0.0,4.723793023408973e-10
2011,2.588828920124797e-07,0.0,1.1471915639660324e-09
2012,2.849359646006633e-07,0.0,3.404252713057332e-10
2013,2.981574596105929e-07,0.0,1.3945624655065103e-09
2014,3.352109274601389e-07,0.0,1.5158115873603606e-09
2015,2.8128340545663377e-07,0.0,8.866301581811342e-10
2016,2.8149511877018085e-07,0.0,1.0356699942093428e-09
2017,2.724407011100993e-07,0.0,1.509366853724714e-09
2018,2.529837388465239e-07,0.0,7.744400121190154e-10
2019,2.7525157975105685e-07,0.0,1.2754939326953263e-09
