year,rien_PRON été_VERB,rien_PRON eté_VERB,rien_PRON fêté_VERB
1800,1.2262241000371432e-07,0.0,0.0
1801,1.571580554582397e-07,0.0,0.0
1802,1.7455153056289419e-07,0.0,0.0
1803,1.5407680109547073e-07,0.0,0.0
1804,3.781931923185766e-07,0.0,0.0
1805,2.388017321663938e-07,0.0,0.0
1806,3.313919592073944e-07,0.0,0.0
1807,3.7295112065294234e-07,0.0,0.0
1808,2.8325925427452603e-07,4.5321479902327155e-09,0.0
1809,2.2816207945197675e-07,0.0,0.0
1810,1.9657065308820165e-07,0.0,0.0
1811,2.0056614857821842e-07,0.0,0.0
1812,2.1337666566978442e-07,0.0,0.0
1813,2.2718359105056152e-07,2.8757416448144113e-09,0.0
1814,1.7621391634747852e-07,0.0,0.0
1815,1.537417375629957e-07,0.0,0.0
1816,1.668674798338543e-07,0.0,0.0
1817,2.0706416137272754e-07,0.0,0.0
1818,1.2755660350194375e-07,0.0,0.0
1819,1.2110729130654363e-07,0.0,0.0
1820,1.9223699609938194e-07,0.0,0.0
1821,1.3904698903388635e-07,0.0,0.0
1822,1.303330066093622e-07,0.0,0.0
1823,1.393458859411112e-07,0.0,0.0
1824,2.0042247683704772e-07,0.0,0.0
1825,2.0956954926987237e-07,8.805443041381977e-10,0.0
1826,1.7792127948723646e-07,0.0,0.0
1827,1.6591091878126463e-07,9.217273055917019e-10,0.0
1828,2.650795067893341e-07,2.7516904310687096e-09,0.0
1829,2.1090012580771145e-07,8.57317605795771e-10,0.0
1830,2.2126091892005206e-07,0.0,0.0
1831,1.7773975002910447e-07,0.0,0.0
1832,2.191855088540251e-07,0.0,0.0
1833,2.5020636940098484e-07,0.0,0.0
1834,2.4176435431400023e-07,0.0,0.0
1835,1.973965879642492e-07,7.563087933704082e-10,0.0
1836,2.9705714155170426e-07,0.0,0.0
1837,2.727493324528041e-07,0.0,0.0
1838,2.6447958134667715e-07,0.0,0.0
1839,2.2792208653754642e-07,0.0,0.0
1840,2.840881165866449e-07,0.0,0.0
1841,2.3370796498056734e-07,6.420548537278137e-10,0.0
1842,2.173477895439646e-07,0.0,0.0
1843,2.3686713745973975e-07,0.0,0.0
1844,3.880412862145022e-07,5.488561272137815e-10,0.0
1845,3.2142114037014835e-07,1.1160455892778032e-09,0.0
1846,3.1672851719122264e-07,5.854501328173001e-10,0.0
1847,2.901554410073004e-07,5.393223645455691e-10,0.0
1848,3.1054554483489483e-07,0.0,0.0
1849,5.815314239043801e-07,1.6758829879393033e-09,0.0
1850,3.0822042162981234e-07,0.0,0.0
1851,3.6503823253042356e-07,1.2898877521649865e-09,0.0
1852,3.0599562705901917e-07,0.0,0.0
1853,2.7530606416803494e-07,0.0,0.0
1854,3.216116226667509e-07,2.0782657816909023e-09,0.0
1855,3.147013671878085e-07,5.306937111981824e-10,0.0
1856,4.2349407181063725e-07,3.1063134287023786e-09,0.0
1857,3.270611159678083e-07,9.763018171682347e-10,0.0
1858,2.994929673150182e-07,1.9574704079872163e-09,0.0
1859,3.009474482951191e-07,0.0,0.0
1860,2.842431285898783e-07,0.0,0.0
1861,3.013500702309102e-07,0.0,0.0
1862,3.587281014461041e-07,0.0,0.0
1863,2.9917779897914443e-07,0.0,0.0
1864,3.039857574549387e-07,0.0,4.794727948009836e-10
1865,3.8172507288436464e-07,0.0,0.0
1866,3.186976584856893e-07,0.0,0.0
1867,2.7418386139288486e-07,0.0,0.0
1868,3.601168145905831e-07,0.0,0.0
1869,3.3061425597225025e-07,9.767038289254515e-10,0.0
1870,3.3716207781253615e-07,0.0,0.0
1871,3.813002535935084e-07,0.0,0.0
1872,4.729019451588101e-07,0.0,0.0
1873,3.896888927101827e-07,0.0,0.0
1874,4.068708960858203e-07,0.0,0.0
1875,4.6001079567759007e-07,0.0,0.0
1876,4.0024619352152513e-07,1.209202959984168e-09,0.0
1877,4.2056748839058855e-07,0.0,0.0
1878,3.9616421076971164e-07,6.039088673581716e-10,0.0
1879,4.7530551228192053e-07,0.0,0.0
1880,4.2421964963068604e-07,0.0,0.0
1881,4.985342911822954e-07,0.0,0.0
1882,5.071403279544029e-07,1.9966155395678697e-09,0.0
1883,4.5436047457769746e-07,0.0,0.0
1884,4.614586259776843e-07,0.0,0.0
1885,5.472344923873607e-07,0.0,0.0
1886,4.362541687896737e-07,1.2906927748801422e-09,0.0
1887,4.975040610588621e-07,0.0,0.0
1888,4.666692348109791e-07,0.0,0.0
1889,5.438138828139927e-07,1.2530273485467092e-09,0.0
1890,4.5749618493573507e-07,1.3108772956016423e-09,0.0
1891,4.6659289409944904e-07,0.0,0.0
1892,4.870634029430221e-07,6.268512375839919e-10,0.0
1893,4.6434459477495693e-07,6.158416554491453e-10,0.0
1894,4.7387575818902405e-07,0.0,0.0
1895,5.194064556235389e-07,6.018614495673091e-10,0.0
1896,5.071444775239797e-07,0.0,0.0
1897,4.46908927642653e-07,5.826713556089658e-10,0.0
1898,4.4587835645870655e-07,0.0,0.0
1899,4.919544949189003e-07,0.0,0.0
1900,5.056085683463607e-07,0.0,0.0
1901,4.728073008664069e-07,0.0,0.0
1902,5.008489551983075e-07,4.910283846193408e-10,0.0
1903,6.037446382833878e-07,0.0,0.0
1904,5.363875743569224e-07,0.0,0.0
1905,5.067865345154132e-07,5.160759042333041e-10,0.0
1906,4.6451987145701423e-07,0.0,0.0
1907,4.849701440434728e-07,0.0,0.0
1908,4.970326017428306e-07,0.0,0.0
1909,4.670335158607486e-07,0.0,0.0
1910,5.023501898904215e-07,1.6032452032632705e-09,0.0
1911,5.277811396808829e-07,0.0,0.0
1912,4.954159749104292e-07,0.0,0.0
1913,5.027234237786615e-07,0.0,0.0
1914,4.928803605253052e-07,6.696743715117748e-10,0.0
1915,5.07750826272968e-07,1.1780761921542648e-09,0.0
1916,4.5927592395855754e-07,0.0,0.0
1917,5.033588763581065e-07,1.0966424435210342e-09,0.0
1918,4.985087116438081e-07,0.0,0.0
1919,3.7568020161415916e-07,0.0,0.0
1920,4.550911398837343e-07,7.572231730534895e-10,0.0
1921,4.392193488911289e-07,0.0,0.0
1922,4.670233124670631e-07,7.377935484775833e-10,0.0
1923,3.6837340644524375e-07,0.0,0.0
1924,4.2671277356021164e-07,0.0,0.0
1925,4.4102694118919317e-07,1.0998177923937646e-09,0.0
1926,3.6893717947350524e-07,0.0,0.0
1927,4.259003958395624e-07,0.0,0.0
1928,3.7134634567337343e-07,0.0,0.0
1929,3.609491727729619e-07,0.0,0.0
1930,3.4977000495928223e-07,0.0,0.0
1931,3.706740869802161e-07,0.0,0.0
1932,4.866034259976004e-07,0.0,0.0
