year,en_ADP as_NOUN,en_ADP face_NOUN
1800,3.4585810571030606e-07,1.3045138246070564e-05
1801,4.2861285987072506e-07,1.0577212833595695e-05
1802,3.3343818017783633e-07,1.08557622979788e-05
1803,3.003522337508002e-07,9.297266899466194e-06
1804,2.4718509372689823e-07,1.1271640062204824e-05
1805,2.7860201168294907e-07,1.1260638473231666e-05
1806,2.651135728726217e-07,1.1748565214020346e-05
1807,2.5622595423158145e-07,1.540202686101111e-05
1808,2.8099317894714204e-07,1.0176938417316705e-05
1809,2.1460790433636134e-07,1.1518796441123413e-05
1810,2.808152181899004e-07,8.714632116380017e-06
1811,2.557218179433107e-07,1.1998869126728096e-05
1812,1.9737341272474396e-07,1.228249368523393e-05
1813,2.50189524653166e-07,1.3639642702401034e-05
1814,4.0277466961669006e-07,1.6856749880389543e-05
1815,2.022917642285904e-07,1.1616941833381134e-05
1816,2.757948678322464e-07,1.000973145437456e-05
1817,3.720927379546879e-07,1.2556183662582043e-05
1818,1.4305412698867315e-07,1.443177734472556e-05
1819,2.918996142575736e-07,1.0198889754065021e-05
1820,4.378731439658168e-07,1.2128729906635272e-05
1821,4.339054879842763e-07,1.2651303677557735e-05
1822,3.8297854132451903e-07,1.1822206317901873e-05
1823,3.281052071146817e-07,1.2396842748785275e-05
1824,3.680026168240147e-07,1.3594202073363704e-05
1825,2.8969908849596493e-07,1.4265698382587289e-05
1826,2.8449789102324985e-07,1.3548441188504512e-05
1827,2.6084881338261923e-07,1.2859939658937947e-05
1828,2.2563861046265288e-07,1.3601605360236135e-05
1829,2.777708928980438e-07,1.52808289612949e-05
1830,3.214545323260154e-07,1.6496462535542378e-05
1831,2.2451337056139664e-07,1.9513953475325252e-05
1832,3.2877825006938366e-07,2.0286836729610513e-05
1833,2.9422415903646026e-07,2.3016670297693054e-05
1834,3.407103701391634e-07,2.0588240658980794e-05
1835,4.3790279136146637e-07,2.324439458334382e-05
1836,3.3536543780909867e-07,2.1806145923619624e-05
1837,3.7920506068545023e-07,2.1361420294851996e-05
1838,2.7521026901844436e-07,2.127324773937289e-05
1839,2.5868458308764275e-07,2.1495291321116383e-05
1840,3.4014138294846674e-07,2.4505465489710332e-05
1841,3.820226459616549e-07,2.4241422920567857e-05
1842,4.3268309024568907e-07,2.441070523673261e-05
1843,3.3964738710423603e-07,2.3010963332126266e-05
1844,2.6729294777538826e-07,2.632423775139614e-05
1845,4.0456653921383534e-07,2.5857102627924178e-05
1846,2.915541785775133e-07,2.476336953805003e-05
1847,3.537954720300718e-07,2.5475430447841063e-05
1848,2.5181543988894717e-07,2.779945953079732e-05
1849,2.2875802829780412e-07,2.823946670105215e-05
1850,2.8038552457587684e-07,2.7217085062147817e-05
1851,2.2637530627811486e-07,2.8069247036910383e-05
1852,2.793023943237216e-07,2.5411309025002993e-05
1853,2.6037622324892595e-07,2.6048968720715493e-05
1854,2.9407460516717165e-07,2.545771735640301e-05
1855,3.3539842902996497e-07,2.9899283163103973e-05
1856,2.8422767495150936e-07,2.8018429702569847e-05
1857,3.1192843735761144e-07,3.0544090122930356e-05
1858,3.8366420923585665e-07,3.110616216872586e-05
1859,3.7071023051282737e-07,3.464765677563264e-05
1860,3.9272237825627165e-07,3.695252098623314e-05
1861,3.485097264110948e-07,3.558100479494897e-05
1862,2.9186190375618537e-07,3.398067838134011e-05
1863,3.3064388560433144e-07,3.377212669875007e-05
1864,3.2700043783862043e-07,3.650274265964981e-05
1865,3.1959472512888e-07,3.669502757475129e-05
1866,4.5785417668309236e-07,3.7689525925088674e-05
1867,3.9550414143718626e-07,3.834060726148891e-05
1868,2.711990786385954e-07,3.582297904358711e-05
1869,4.0728548655888375e-07,3.725148326338967e-05
1870,4.512696407665828e-07,3.6306850915934774e-05
1871,3.8236238508737586e-07,4.442519684744184e-05
1872,3.368367974543318e-07,3.9534480947622797e-05
1873,3.5137846432498065e-07,3.6621777780965203e-05
1874,3.5130700881680355e-07,3.684780585899716e-05
1875,4.7317029022719836e-07,3.659431467895047e-05
1876,3.301123994159383e-07,3.649132600003213e-05
1877,3.698519965844582e-07,3.484958415356232e-05
1878,3.448319532139976e-07,3.575502705643885e-05
1879,3.335691514116945e-07,3.6208747815180686e-05
1880,3.3244444619384694e-07,3.431879144955019e-05
1881,3.4653363067960186e-07,3.7969487721056794e-05
1882,3.374280168610966e-07,3.7354015603341395e-05
1883,3.7536872571353186e-07,3.670587966553285e-05
1884,3.096195948515401e-07,3.69629008218908e-05
1885,4.447488609615746e-07,3.659509684439399e-05
1886,3.2331852700684394e-07,3.676925598483649e-05
1887,3.042478760040268e-07,3.7199199596216204e-05
1888,2.5869708109027556e-07,3.8912986838113284e-05
1889,2.982205120072301e-07,3.7764993066957686e-05
1890,2.890484358530898e-07,3.75874403744092e-05
1891,2.3520871894611162e-07,3.458396713540424e-05
1892,3.265894872317432e-07,3.6752913729287684e-05
1893,2.43873290228791e-07,3.690677408485499e-05
1894,2.2307449065728235e-07,3.8569831076529226e-05
1895,2.3773527124681948e-07,3.7477913338079816e-05
1896,3.036969786762711e-07,3.7452029800988385e-05
1897,2.709421679236712e-07,3.774544939005864e-05
1898,2.5858681684809426e-07,3.6835323726336355e-05
1899,2.785899582136153e-07,3.8448728673756705e-05
1900,3.021192990226851e-07,3.8102850567156565e-05
1901,2.749659515632885e-07,3.771616457015625e-05
1902,2.828323433234914e-07,3.873919263241987e-05
1903,2.6299072075630647e-07,3.7499670952456654e-05
1904,3.004415365381874e-07,3.8141563891258556e-05
1905,2.797131311016443e-07,3.631935715020518e-05
1906,2.9218967750876956e-07,3.769041245504923e-05
1907,2.900563543795087e-07,3.708504300448112e-05
1908,3.0254155403142136e-07,3.706428765326564e-05
1909,3.2730850829665314e-07,3.772849549932289e-05
1910,3.8210678510175455e-07,4.0442929730488686e-05
1911,2.4526925279655387e-07,3.6826565064984607e-05
1912,2.5682447457597846e-07,3.586217781048617e-05
1913,3.1817937240496974e-07,3.6409267522685695e-05
1914,2.7858453233164937e-07,3.766918325709412e-05
1915,1.9791680205827333e-07,4.3977585391985485e-05
1916,2.593041019682829e-07,4.642752264771843e-05
1917,2.9719009653206285e-07,4.4848288325738395e-05
1918,2.9634850040594074e-07,4.2980870603059884e-05
1919,2.541366124209077e-07,4.063976030010963e-05
1920,3.4377930724360795e-07,3.930821230824222e-05
1921,3.218417599648582e-07,3.616214053181466e-05
1922,4.190667302061968e-07,3.969624231103808e-05
1923,3.980980638473852e-07,3.7662199702026555e-05
1924,4.486285209992502e-07,3.874706476381107e-05
1925,4.2233001984470775e-07,3.792061670537805e-05
1926,3.9791713002390594e-07,3.662063636511448e-05
1927,4.4708391400138936e-07,4.021413951704744e-05
1928,3.8734279761420964e-07,3.7814485040144064e-05
1929,4.3670392324557383e-07,3.7825020854143077e-05
1930,3.382160305154258e-07,3.6855045436823275e-05
1931,3.3189588410920123e-07,3.706170582518098e-05
1932,3.704323338071802e-07,3.695774785228423e-05
1933,3.005313560233702e-07,3.7654740935977316e-05
1934,3.2350267531455756e-07,3.882750888806186e-05
1935,4.057248297328897e-07,3.491387815302005e-05
1936,3.297922339662307e-07,3.6999779695179313e-05
1937,3.9536109475157843e-07,3.5806621781375725e-05
1938,3.721016561542001e-07,3.590197547964635e-05
1939,3.869394795685821e-07,3.500808065837191e-05
1940,2.865434600707317e-07,3.3104646263382165e-05
1941,3.984528449407776e-07,3.417840002839512e-05
1942,5.643633826935002e-07,3.4213771868962795e-05
1943,5.458082172893342e-07,4.074690514244139e-05
1944,4.7555155546774586e-07,3.970534271502402e-05
1945,5.969101186664716e-07,4.304288358980557e-05
1946,5.33178296180381e-07,4.236748736730078e-05
1947,5.364392037243704e-07,4.129866692892392e-05
1948,5.131530942392715e-07,3.987590980614186e-05
1949,4.476555710564156e-07,3.404243943805341e-05
1950,5.455940654819358e-07,3.627828255048371e-05
1951,4.2112536879912454e-07,3.773603293666383e-05
1952,3.9964806997083713e-07,3.675496827781899e-05
1953,4.6650671969850066e-07,3.7033955777587835e-05
1954,4.944903166936854e-07,3.623070188041311e-05
1955,3.819942366867224e-07,3.425371437515423e-05
1956,4.6134837927702677e-07,3.629215916589601e-05
1957,5.16849691933885e-07,3.394774876142037e-05
1958,4.988162860541934e-07,3.444727735768538e-05
1959,4.402424780280967e-07,3.275931067037163e-05
1960,5.003762590938265e-07,3.578001451387536e-05
1961,4.967934006394614e-07,3.5384194234211463e-05
1962,5.098932955860391e-07,3.633370124589419e-05
1963,5.347425994228772e-07,3.513653473419254e-05
1964,4.404793096934867e-07,3.45818850746582e-05
1965,4.985031392124029e-07,3.250120153097669e-05
1966,4.913159239450238e-07,3.378281780896941e-05
1967,4.7380523993112433e-07,3.225770615244983e-05
1968,4.540821489928959e-07,3.259510231146123e-05
1969,4.446380916789394e-07,3.0286711307780934e-05
1970,3.8583302530703634e-07,2.9163734325265978e-05
1971,4.377914790687498e-07,2.8602376232811366e-05
1972,3.457718964483547e-07,2.773049504867231e-05
1973,4.377483728834619e-07,2.7525221412361134e-05
1974,3.5159821631935984e-07,2.6210101395918173e-05
1975,3.7410196407350327e-07,2.4814097514536115e-05
1976,3.982328118379286e-07,2.48635542448028e-05
1977,3.9668278306592697e-07,2.4862900772859575e-05
1978,4.877225388000284e-07,2.413662241451675e-05
1979,4.3889798639895616e-07,2.493408806003572e-05
1980,4.178585761849263e-07,2.488163067937421e-05
1981,4.0989559701998246e-07,2.4197756829380523e-05
1982,4.475609056697749e-07,2.459226266182668e-05
1983,4.319676154551644e-07,2.402977679594187e-05
1984,4.4884324790217534e-07,2.3499902454204857e-05
1985,4.511668638684796e-07,2.339931847927801e-05
1986,4.6577151557869456e-07,2.3680015829086187e-05
1987,4.3203475463826635e-07,2.2221375274966704e-05
1988,4.779253419684437e-07,2.3583846541441744e-05
1989,4.4289146305942495e-07,2.3223538391903276e-05
1990,4.544174814213875e-07,2.269472042826237e-05
1991,3.974073312651427e-07,2.1744863033745787e-05
1992,4.3142863326295355e-07,2.2617218746745493e-05
1993,3.894062734488557e-07,2.246702592856309e-05
1994,4.293790212273052e-07,2.181867898798373e-05
1995,4.370495325645152e-07,2.162961436624755e-05
1996,4.099654749012416e-07,2.0777989220732707e-05
1997,4.809279241513309e-07,2.104383224832418e-05
1998,4.4105196650434664e-07,2.1508077225007582e-05
1999,4.935817319307034e-07,2.0801727941943682e-05
2000,3.8348513342612023e-07,2.1409781084003043e-05
2001,4.0920518795672933e-07,2.1161691620363854e-05
2002,4.937636735036222e-07,2.2723643041899777e-05
2003,4.891967542164366e-07,2.2996414145382005e-05
2004,4.695507432317392e-07,2.2253445195019594e-05
2005,4.6793958929924884e-07,2.165582941415778e-05
2006,4.7891058541083e-07,2.3661807063035667e-05
2007,7.661411516313166e-07,2.5509145416435786e-05
2008,8.872504198009779e-07,2.8197448045830242e-05
2009,9.007115471248994e-07,2.91765700239921e-05
2010,1.3127420475100848e-06,3.4556436503407895e-05
2011,1.4397254788356406e-06,4.076774575878517e-05
2012,1.8437432953710697e-06,4.669681629820843e-05
2013,1.957129092566845e-06,4.4828771706306725e-05
2014,2.121486572193021e-06,4.825889527637628e-05
2015,2.1358920470060383e-06,4.8753573992144084e-05
2016,2.1204307736333305e-06,5.09205819980707e-05
2017,2.478631914076823e-06,4.5625140955962706e-05
2018,2.6754321372779444e-06,4.990207412447489e-05
2019,2.4678255622356815e-06,5.047001559432829e-05
