year,un_DET utile_ADJ,un_DET futile_ADJ
1800,5.502288065173389e-07,1.8864986905953174e-08
1801,2.8574191901498125e-07,2.3811825844433088e-09
1802,2.886813774694019e-07,2.0140561218795483e-08
1803,2.7694815685208596e-07,2.3404069793286908e-08
1804,2.496569493359857e-07,9.887403784603066e-09
1805,2.842877790953935e-07,0.0
1806,2.3629687539994393e-07,0.0
1807,2.8184857114865736e-07,0.0
1808,3.0591999689022487e-07,2.2660739951163578e-09
1809,3.162642769893864e-07,1.3554183553310395e-08
1810,2.3167254914469027e-07,1.1700633795186377e-08
1811,6.794178268876294e-07,2.5070767684098882e-09
1812,5.627809507302572e-07,1.600324983641599e-08
1813,3.9110085481297574e-07,0.0
1814,3.115210267523594e-07,2.2026740431613234e-08
1815,2.5623623400861106e-07,0.0
1816,3.2446453346324233e-07,1.8540831092650478e-08
1817,4.172420826620282e-07,1.556873407970727e-09
1818,3.3140872801595833e-07,1.0729059418679299e-08
1819,4.0783137578159767e-07,3.1053151161586356e-09
1820,5.221251910825231e-07,2.254631326081835e-08
1821,3.4909667245841547e-07,1.97229765852569e-09
1822,3.7395548702079395e-07,4.010246357211145e-09
1823,3.0735157641181843e-07,9.882686669016039e-09
1824,3.898975240446134e-07,1.2631669044083083e-08
1825,4.4731650628015984e-07,7.924898959288385e-09
1826,5.399294327190773e-07,1.4973573381205085e-08
1827,5.834533792770102e-07,1.1982455028203276e-08
1828,4.898008967302303e-07,3.668920500743411e-09
1829,4.93814943824944e-07,6.001223074036943e-09
1830,4.613081330262503e-07,2.2961039292113128e-08
1831,5.238645144345355e-07,1.2472964883158966e-08
1832,4.532539803481228e-07,1.894195755802741e-08
1833,7.320853268044658e-07,1.1583628278799551e-08
1834,5.834081617805964e-07,1.4935249037506537e-08
1835,4.197513732151492e-07,1.5126175867408165e-08
1836,3.9383594802044897e-07,1.4785650370718884e-08
1837,5.844628646611838e-07,7.653680356156656e-09
1838,6.034426560663775e-07,1.3886756633496589e-08
1839,6.425165679502243e-07,9.08891817363866e-09
1840,5.96202846647742e-07,1.7198158619446957e-08
1841,7.075444328208391e-07,1.4767261191650505e-08
1842,6.607641087619243e-07,2.3478928135034494e-08
1843,7.944795119563253e-07,2.4218335781256428e-08
1844,6.888144317152012e-07,1.701453911095996e-08
1845,7.103630084159818e-07,1.9530798311961917e-08
1846,7.932849108716056e-07,1.1709002656346001e-09
1847,7.334784308810072e-07,1.1325769655456952e-08
1848,7.120021285889067e-07,1.287235473768078e-08
1849,7.491196800657463e-07,1.6758829879393033e-09
1850,7.420372849509249e-07,1.1541293254424545e-08
1851,8.371371713611353e-07,5.159551008659946e-09
1852,6.575650641771347e-07,2.018269107395554e-08
1853,8.020304487210694e-07,5.3747388761848924e-09
1854,7.710366052293693e-07,1.0391328686409906e-08
1855,8.517633993676554e-07,2.4411910715116392e-08
1856,7.206647318902526e-07,1.0354378687793542e-08
1857,8.215579927473016e-07,1.757343343067319e-08
1858,7.88371223192641e-07,1.3702292633865909e-08
1859,7.027199155906771e-07,3.1571474323754956e-08
1860,8.61883722835799e-07,9.15436793036406e-09
1861,8.031286376497526e-07,1.55626805886655e-08
1862,7.377871825697824e-07,2.5300723294208183e-08
1863,8.730597320649736e-07,1.1987090431375691e-08
1864,8.362005514683801e-07,1.9178911347950134e-08
1865,7.97339444025269e-07,2.5887643639865843e-08
1866,7.877427141700366e-07,7.298419646417642e-09
1867,8.230368298001167e-07,7.76449837758264e-09
1868,7.755602537962147e-07,1.1855697756857353e-08
1869,7.88688323094533e-07,5.860222973552709e-09
1870,7.73523192165726e-07,1.3761717099214366e-08
1871,6.69134180952824e-07,3.18635318130589e-09
1872,7.752689215045905e-07,2.116568786902917e-08
1873,8.039203942544759e-07,1.616221290134945e-08
1874,8.298732163680711e-07,1.0754296120296658e-08
1875,6.654136228689822e-07,1.3731664694205392e-08
1876,6.590156274022263e-07,9.06902175579205e-09
1877,8.584524315846664e-07,1.2369632429454214e-08
1878,7.047616507604992e-07,1.0266450800600069e-08
1879,6.481994065943297e-07,6.720257683667796e-09
1880,6.892766912791615e-07,1.3477476912271413e-08
1881,6.812139754508451e-07,5.5780060570498335e-09
1882,7.254369744913447e-07,7.986462158271479e-09
1883,7.052382272054736e-07,1.2638677659992936e-08
1884,6.608298495081044e-07,1.3203393933736152e-09
1885,7.077308215586164e-07,4.511945039809007e-09
1886,6.71160263143733e-07,1.0325542199041138e-08
1887,6.176362634668919e-07,8.487601954598745e-09
1888,6.86054507204048e-07,1.141310668195672e-08
1889,7.186111898316305e-07,3.132568426877924e-09
1890,6.711691753480409e-07,5.898947996740844e-09
1891,6.361471789340101e-07,1.211101796627645e-08
1892,5.835984770996561e-07,6.8953633913793055e-09
1893,6.072198746043256e-07,6.774258043407144e-09
1894,6.60401326513238e-07,8.192000855444803e-09
1895,6.915387971151432e-07,1.5648398132839247e-08
1896,7.153096144296711e-07,1.0024949259612725e-08
1897,5.919941025167574e-07,1.7480140002135158e-08
1898,5.99219755148539e-07,5.6583546736987955e-09
1899,5.356223518049319e-07,5.527578395003729e-09
1900,5.512898604287386e-07,1.86877908703309e-08
1901,6.259387783646986e-07,1.3412973398629902e-08
1902,5.308016761684797e-07,1.9641135384773634e-09
1903,6.010445385840057e-07,7.560307935250421e-09
1904,5.965834057874986e-07,1.2361637935498493e-08
1905,6.017444960093599e-07,9.289366165177171e-09
1906,6.44051922016331e-07,9.259531807970234e-09
1907,5.914269802786976e-07,9.257118072092396e-09
1908,5.800350719731284e-07,7.367083609821634e-09
1909,6.056583092828305e-07,1.1552065082298668e-08
1910,6.183182508223695e-07,1.0153886620400954e-08
1911,6.208876488500437e-07,5.852411666396051e-09
1912,6.548242543757965e-07,3.125652625612929e-09
1913,5.780258875986988e-07,1.856046338843953e-08
1914,5.986888975684224e-07,6.027069510139427e-09
1915,5.63120405305817e-07,2.3561523843085297e-09
1916,5.944217120745776e-07,7.69122365795738e-09
1917,6.130231353651538e-07,2.631941953268324e-08
1918,5.708728849640465e-07,8.040463406189247e-09
1919,5.579955955070659e-07,8.287063479883727e-09
1920,5.171834089878757e-07,9.086678076641874e-09
1921,4.914712892212236e-07,1.817459427400081e-08
1922,5.430160747721402e-07,1.8444838545406128e-08
1923,4.904567769692392e-07,7.431163684401554e-09
1924,4.9632753906792e-07,1.5469948877466777e-08
1925,6.158979657389096e-07,1.0998178368026856e-08
1926,4.915446805142665e-07,1.671920735191179e-08
1927,4.79416671250732e-07,4.4596899506643695e-09
1928,4.776085247293338e-07,1.1426041335305115e-08
1929,5.726169109987467e-07,8.912325100141061e-09
1930,5.220291168228641e-07,5.2518016602221e-09
1931,5.44035498428741e-07,1.3686427990933225e-08
1932,5.983906818940454e-07,3.2878609834696704e-09
1933,5.2765048019765e-07,1.1470662197865522e-09
1934,5.355766319325994e-07,1.4377896206951846e-08
1935,4.763377114969103e-07,4.787313656606784e-09
1936,4.813511562673511e-07,8.487299751891442e-09
1937,5.099402837771549e-07,1.1332006444320086e-08
1938,5.432424821094628e-07,5.186085783037697e-09
1939,5.30703538004218e-07,9.176430282309411e-09
1940,5.756227148268067e-07,1.2678914806940611e-08
1941,3.1876227613025776e-07,5.9030051957620344e-09
1942,4.5513177360234636e-07,2.1239483061208375e-08
1943,3.6871085828948935e-07,8.709705845433291e-09
1944,4.241405733296233e-07,1.927911696952833e-08
1945,4.160942745912166e-07,1.9606536838523425e-08
1946,4.774938888729707e-07,8.352662561605939e-09
1947,4.3749596123632273e-07,1.4305045148432782e-08
1948,4.305267564674864e-07,1.0871888278529696e-08
1949,3.975888387408588e-07,2.945102384188658e-09
1950,5.264503890600736e-07,1.3825969702452312e-08
1951,4.4564658763235343e-07,1.1727541604500402e-08
1952,5.103685261076407e-07,1.0544803918932644e-09
1953,5.419235105108555e-07,9.69644453618912e-09
1954,4.378096249979535e-07,2.34540866728139e-08
1955,4.899287207038583e-07,1.0324168631115072e-08
1956,5.005935506119386e-07,6.976913269340912e-09
1957,4.938786108965587e-07,2.03205861026845e-08
1958,4.483556068635153e-07,5.790570245522986e-09
1959,4.340418833237436e-07,1.0851047171911432e-08
1960,4.1109750625878405e-07,7.612916519406099e-09
1961,4.0507769227815515e-07,1.459113452284555e-08
1962,4.356924154791386e-07,9.512934440181198e-09
1963,4.2417309131792535e-07,9.69907976156037e-09
1964,4.197938068273288e-07,2.4335873316516654e-09
1965,5.089000190139359e-07,9.302473458205895e-09
1966,4.536502355989569e-07,9.970334557962701e-09
1967,4.028084301666013e-07,6.409436426046966e-09
1968,3.903040486363807e-07,4.491415683816058e-09
1969,3.84232711425625e-07,7.72098829315837e-09
1970,3.9135150942115615e-07,4.5987250119061684e-09
1971,4.3059770415965204e-07,1.0790635052160269e-08
1972,3.755267528049444e-07,1.0260293392683195e-08
1973,3.401646679890291e-07,1.1026407842340546e-08
1974,3.667872725543475e-07,7.313243344242437e-09
1975,3.615367063503072e-07,4.569184142155791e-09
1976,3.67951125568311e-07,6.284879672247001e-09
1977,3.631851228647065e-07,1.645498892699493e-08
1978,3.3504935448291917e-07,3.5643548113029055e-09
1979,3.8623023268513634e-07,8.192762579461998e-09
1980,2.979019044779818e-07,5.116635559687666e-09
1981,3.061565898576646e-07,1.2018544159886346e-08
1982,3.612766432681269e-07,6.2075020679230875e-09
1983,3.7070905811731336e-07,1.1999100379966876e-08
1984,3.6011842752259327e-07,9.278413592994639e-09
1985,3.1100434849662406e-07,6.015557829641693e-09
1986,3.344922951953322e-07,4.795588481876223e-09
1987,3.098184091498979e-07,6.721898426764739e-09
1988,3.3220906825448537e-07,7.195864348830128e-09
1989,3.4739813870032776e-07,7.683371272548811e-09
1990,2.8823365028074477e-07,8.717841559757744e-09
1991,3.2472516053871914e-07,5.2753188484189195e-09
1992,3.361065967766308e-07,3.856960972825618e-09
1993,3.4786222435911895e-07,3.877445031719162e-09
1994,2.753511827435773e-07,4.7474339459618875e-09
1995,3.405299224823466e-07,7.0491861237087505e-09
1996,3.17082667677937e-07,6.4057106285986265e-09
1997,2.71391037642843e-07,4.315404922294874e-09
1998,3.280472764544129e-07,5.72175506974304e-09
1999,2.970630630372284e-07,4.113180906983871e-09
2000,2.84963038943431e-07,4.859834756842929e-09
2001,3.1413288859027944e-07,7.448059946568719e-09
2002,2.7032136884486135e-07,3.066854992184176e-09
2003,2.729334465101374e-07,5.8336921959778465e-09
2004,2.682517834529108e-07,6.607186797680242e-09
2005,2.6391973495520915e-07,1.0358624180639708e-08
2006,2.5613274079461235e-07,4.117890028965121e-09
2007,2.3687263173144402e-07,3.994479413904628e-09
2008,2.0691157320840148e-07,8.089135583588813e-09
2009,1.516285226266234e-07,4.291373478793048e-09
2010,1.1006437983240858e-07,5.196172381261022e-09
2011,9.904087305834253e-08,5.353560705856353e-09
2012,9.327652594759428e-08,7.82978107349841e-09
2013,1.1100717589584974e-07,9.204113027294625e-09
2014,1.0524063609462786e-07,8.445236510112863e-09
2015,1.3476778271126477e-07,1.1747849804066846e-08
2016,1.6467153507448984e-07,1.1806638333666797e-08
2017,8.40214191555333e-08,8.804639378690027e-09
2018,7.512067939918765e-08,7.744399788123246e-09
2019,1.288248756559085e-07,9.948852131014263e-09
