year,un_DET are_NOUN,un_DET fard_NOUN
1800,2.3266816917555388e-07,1.0375742931501009e-07
1801,1.9287579511306774e-07,8.096020565062645e-08
1802,2.215461734067503e-07,8.951360541686881e-08
1803,2.788984960755414e-07,1.6967950955404376e-07
1804,1.7797326279378467e-07,7.662737999680758e-08
1805,7.675769686521505e-08,7.107194099909009e-08
1806,1.2391176706927354e-07,9.509508203109363e-08
1807,9.679647661187119e-08,5.97860605466849e-08
1808,1.6768947030953996e-07,3.3991110370834576e-08
1809,8.132509665692567e-08,5.421673421324158e-08
1810,7.254393041833396e-08,3.042164919975221e-08
1811,1.2033968266322859e-07,1.4541044901505984e-07
1812,9.601949502169305e-08,7.734903828549022e-08
1813,1.6966876126289776e-07,8.627225156487839e-08
1814,7.237357690925705e-08,7.552025094170745e-08
1815,9.170560133497929e-08,9.170560133497929e-08
1816,9.965696534663948e-08,7.879853569647821e-08
1817,1.0275364747958093e-07,7.472992469281792e-08
1818,7.867977047659735e-08,7.510341504257667e-08
1819,4.761483052284632e-08,4.45095160728215e-08
1820,5.814575754214957e-08,7.357218123615894e-08
1821,5.522433432769702e-08,7.790576006527772e-08
1822,4.210758675071702e-08,8.421517350143404e-08
1823,4.051901758561627e-08,1.680056804787e-08
1824,5.3895122142932905e-08,6.905312233129735e-08
1825,4.6668849673636714e-08,7.660735112935413e-08
1826,8.631824399696342e-08,3.082794364228647e-08
1827,7.558163994669798e-08,5.346018383534101e-08
1828,6.879225594724758e-08,3.485474309172787e-08
1829,4.372319883927389e-08,1.1145129263923081e-08
1830,8.975679155476257e-08,3.757260813586072e-08
1831,4.2096254482260065e-08,9.354723218280014e-09
1832,1.3259370146290195e-07,4.464889968858188e-08
1833,8.571884757557768e-08,9.614411367042663e-08
1834,7.747660801804557e-08,7.560969805808782e-08
1835,7.109302657681837e-08,5.067268915581735e-08
1836,9.677879853065008e-08,4.9061476659062464e-08
1837,7.86241648453867e-08,3.965997663613052e-08
1838,6.690891618532646e-08,3.1560809077291196e-08
1839,8.45968473051073e-08,2.866504900111977e-08
1840,7.771020305025189e-08,3.4396318682183846e-08
1841,6.292137255670127e-08,7.062603080143504e-08
1842,9.391570809924588e-08,4.561620237097941e-08
1843,7.265500523434554e-08,2.9534556134080958e-08
1844,1.5971713107632013e-07,2.7991663265058975e-08
1845,1.2332303644946307e-07,4.9664027557128065e-08
1846,1.176754762521881e-07,3.981061058588864e-08
1847,9.384208876639377e-08,3.721324404182269e-08
1848,1.3274615284775138e-07,3.781254065415851e-08
1849,1.6339858888159142e-07,6.619737535906722e-08
1850,1.3442211965752904e-07,4.141287579528807e-08
1851,1.0125618654655e-07,4.5791015423901626e-08
1852,1.2825774886593422e-07,3.450589147746541e-08
1853,1.1406389655022053e-07,4.419229560070903e-08
1854,8.988499344830814e-08,4.000661490977109e-08
1855,1.1091498564042013e-07,5.413075854221461e-08
1856,1.0199063016358423e-07,4.866558001026533e-08
1857,9.226052422039999e-08,3.2217959411440233e-08
1858,9.102237541469549e-08,2.8383321415414997e-08
1859,1.1202781236008263e-07,3.666364989385329e-08
1860,9.245911714028665e-08,4.989130486521276e-08
1861,9.290448810261864e-08,6.649509032286005e-08
1862,1.418647754825031e-07,4.879425219428413e-08
1863,1.683187182965895e-07,5.4940830551686304e-08
1864,1.4096500455806904e-07,4.602938896702824e-08
1865,1.0637468372820535e-07,4.330296832222302e-08
1866,8.417510199976164e-08,4.0384586896813346e-08
1867,1.640250335555038e-07,3.34843974769683e-08
1868,1.353525531655464e-07,2.9145256874585357e-08
1869,9.962379388106513e-08,3.4184633235234685e-08
1870,9.28915917519646e-08,2.8096838633473453e-08
1871,1.2108142133371302e-07,1.8056001360733376e-08
1872,1.1066630656308973e-07,1.814201766592305e-08
1873,6.644465111449449e-08,2.753562017288047e-08
1874,7.946230157207523e-08,3.7042575229406793e-08
1875,9.440519954662108e-08,3.6617772591895914e-08
1876,9.371322651219316e-08,3.869449471949338e-08
1877,8.102109150254222e-08,3.277952487223956e-08
1878,8.213160263004227e-08,3.5026713862684744e-08
1879,1.2646303693131244e-07,2.6881030734671185e-08
1880,9.370055242818864e-08,1.6044615636090498e-08
1881,9.203710221727945e-08,4.462404845639867e-08
1882,1.1513815967312269e-07,3.4608003574021495e-08
1883,1.4471285614270357e-07,4.802697617378726e-08
1884,9.242376020068832e-08,3.036780604759315e-08
1885,1.6371914757229433e-07,3.545099502844096e-08
1886,1.2777858227064343e-07,2.774989482645651e-08
1887,1.2404956895029073e-07,2.8074376601239237e-08
1888,1.0905857417142784e-07,2.53624587998047e-08
1889,1.2655575876152625e-07,2.0048437576747347e-08
1890,1.5075088288796223e-07,2.6872984115744458e-08
1891,1.3832057632612305e-07,2.6134301833735663e-08
1892,1.1095266749805432e-07,3.2596265242545996e-08
1893,1.114673375823827e-07,2.771287377356657e-08
1894,1.0586585896810163e-07,5.293292915098391e-08
1895,9.509410947572405e-08,6.680661934765908e-08
1896,7.135404911373655e-08,3.4202766840962795e-08
1897,1.1303824309916166e-07,3.612562271548825e-08
1898,1.216546299254162e-07,2.093591255913907e-08
1899,1.1055156967643143e-07,1.8241008703512307e-08
1900,1.225088535061758e-07,1.8168686666264477e-08
1901,1.2798212334352854e-07,6.259387325124877e-08
1902,1.0164287767011615e-07,4.3210498290591204e-08
1903,9.34238104655094e-08,4.1581696308412575e-08
1904,9.835564274141007e-08,2.579820090886642e-08
1905,1.0115087789586141e-07,4.335037734337632e-08
1906,1.1471531824458481e-07,4.4754403738522797e-08
1907,8.948547225440251e-08,3.291419820028452e-08
1908,9.478980600441389e-08,5.304300265684958e-08
1909,1.2102164137495208e-07,5.170924399777732e-08
1910,1.1810572808634845e-07,5.02350161468712e-08
1911,1.3354139472010473e-07,3.351835864418007e-08
1912,1.224213976858124e-07,3.2819354345292595e-08
1913,1.4477161336401423e-07,4.507541206955068e-08
1914,1.151839890134454e-07,4.486818383497848e-08
1915,9.778032228346945e-08,4.2410742473464325e-08
1916,1.109733647197686e-07,3.186364061491531e-08
1917,1.0966424524028184e-07,5.812205117194935e-08
1918,1.7344428826504554e-07,2.412139021856774e-08
1919,1.390385036548203e-07,4.788081087170326e-08
1920,1.4462962916184097e-07,3.483226551637131e-08
1921,1.0223209084836427e-07,7.042654903699486e-08
1922,1.2690049722152708e-07,8.041949683956773e-08
1923,1.1040586356259041e-07,5.8387714219065856e-08
1924,1.2118126879734348e-07,7.606058349818312e-08
1925,9.348451457391604e-08,5.169143735272996e-08
1926,9.697140512798796e-08,6.018914655570029e-08
1927,9.69982593135299e-08,8.473410684217697e-08
1928,1.4625332145357106e-07,5.827280868953011e-08
1929,8.021092501309113e-08,6.015819353777374e-08
1930,1.3654684727359978e-07,5.566909833110145e-08
1931,1.1405356659111021e-07,7.18537451760426e-08
1932,1.0630750701956515e-07,2.7398842306070037e-08
1933,8.029463227643419e-08,4.12943848004943e-08
1934,8.626737901806791e-08,6.230421689679133e-08
1935,1.089113839114475e-07,4.547947884958603e-08
1936,1.4185915464537402e-07,5.33487423126644e-08
1937,1.0324717014675855e-07,4.280980192561401e-08
1938,1.335417136871797e-07,5.0564334941327616e-08
1939,9.482311291719725e-08,5.047036744088018e-08
1940,1.217175815693139e-07,2.2822046474857416e-08
1941,2.1841119535181974e-07,5.017554371988808e-08
1942,3.4590012876201115e-07,8.49579275818968e-08
1943,2.4096852158095317e-07,6.387117701400769e-08
1944,1.6065930807940276e-07,4.498460803858961e-08
1945,1.1546071476686848e-07,7.189063344625879e-08
1946,1.2946627681031941e-07,3.7586982415405146e-08
1947,8.344609869759267e-08,7.271731305991125e-08
1948,1.1632919849624557e-07,4.783630713767195e-08
1949,8.344457014253237e-08,6.577395339490977e-08
1950,1.6059396301670859e-07,6.062156221453563e-08
1951,1.1194472115949594e-07,2.7719645245838365e-08
1952,1.2970109430909815e-07,3.1634410091463394e-08
1953,1.3144069577197826e-07,1.0342874645630218e-07
1954,1.1042966008290023e-07,7.13395160722996e-08
1955,9.76103229355374e-08,4.5050916774869165e-08
1956,1.2558444195676088e-07,4.534993536253751e-08
1957,1.4401111131379096e-07,6.007825492648777e-08
1958,8.520411026724517e-08,6.121460227603848e-08
1959,9.533419831342371e-08,4.650448559573306e-08
1960,9.82758352474633e-08,6.02112498193641e-08
1961,8.685198760183255e-08,7.781938360373886e-08
1962,6.659053974900075e-08,4.566208677836414e-08
1963,1.1315593217986475e-07,6.07809000907622e-08
1964,6.449006278996805e-08,6.874883951013544e-08
1965,6.073968217279457e-08,5.198441377363139e-08
1966,4.3758689449724386e-08,3.5450078428311826e-08
1967,4.6345153603688516e-08,6.902469568137448e-08
1968,4.715986617886969e-08,6.108325661946523e-08
1969,3.9059117246109665e-08,3.860494146579185e-08
1970,4.2308268943802574e-08,5.0126104156333895e-08
1971,3.596878195288866e-08,5.7550050946986175e-08
1972,4.719735197111774e-08,4.668433745136369e-08
1973,5.182411616511118e-08,3.80411072642417e-08
1974,3.825388633638127e-08,4.500457362333066e-08
1975,3.655347269315712e-08,5.597250618549765e-08
1976,4.228009747864192e-08,4.1708744680235554e-08
1977,3.702372453062708e-08,6.523227691346278e-08
1978,3.742572596276972e-08,5.0495025494257106e-08
1979,5.617894283105329e-08,5.6764141609377816e-08
1980,3.4679418559058206e-08,4.8323780754699897e-08
1981,3.668818771007665e-08,5.503228234227109e-08
1982,3.9728013434547904e-08,5.6488270616661396e-08
1983,5.052252782800082e-08,5.810090897284681e-08
1984,2.145633087868859e-08,5.161117400120929e-08
1985,3.609334697785016e-08,5.2335354605581585e-08
1986,3.237022216939778e-08,5.5748715976911e-08
1987,5.377518663696179e-08,6.538574348624593e-08
1988,3.418035615654347e-08,5.876622560796463e-08
1989,3.786804469996241e-08,5.872290675945635e-08
1990,3.650596192006361e-08,5.503137390228119e-08
1991,2.9893472863751214e-08,6.506226180036379e-08
1992,2.1488782309120324e-08,6.060938573249075e-08
1993,1.550978068198816e-08,5.649991408063215e-08
1994,2.8484603120659813e-08,6.013416231631652e-08
1995,2.1689803453295298e-08,6.561165166729666e-08
1996,3.20285518107255e-08,5.4982350672361235e-08
1997,2.0138555933968405e-08,6.808749963838068e-08
1998,2.8131962537258914e-08,6.389293227826442e-08
1999,1.8280805091919206e-08,5.392837368334291e-08
2000,1.8113928690333125e-08,6.09688318720103e-08
2001,3.02303612975674e-08,4.9945814595275806e-08
2002,2.0153618940366158e-08,6.703268995433831e-08
2003,1.541761440737588e-08,4.750292026400871e-08
2004,1.673820673731008e-08,8.369103188243798e-08
2005,2.2969122936977726e-08,6.48539969505535e-08
2006,1.3177248070483927e-08,7.618096231620797e-08
2007,1.5977917655618512e-08,1.306194732930699e-07
2008,1.7455502904217823e-08,1.5369356665129175e-07
2009,1.4781396995289242e-08,1.6164172711441438e-07
2010,1.0392344762522043e-08,2.4422009925473276e-07
2011,1.4148696353410983e-08,2.5161734362733057e-07
2012,1.0212758527750054e-08,3.1557422586203643e-07
2013,1.5898012406534434e-08,3.3832086820950735e-07
2014,1.1043770259400176e-08,3.605466236678012e-07
2015,1.2634479462647619e-08,3.6861647845221057e-07
2016,1.470651400659051e-08,3.84854973667359e-07
2017,1.1823373391450787e-08,4.553256585104748e-07
2018,8.260693684647435e-09,4.7137580860834305e-07
