year,ton_DET âne_NOUN,ton_DET ane_NOUN,ton_DET fan_NOUN
1800,3.772997558826319e-08,3.144164484325529e-09,0.0
1801,1.4287095950749062e-08,2.3811825844433088e-09,0.0
1802,8.503792514602537e-08,2.2378401354217203e-09,0.0
1803,1.755305234496518e-08,0.0,0.0
1804,0.0,0.0,0.0
1805,2.55858996212055e-08,0.0,0.0
1806,2.305335300434308e-08,5.76333825108577e-09,0.0
1807,9.11025637151397e-08,0.0,0.0
1808,3.172503681980743e-08,0.0,0.0
1809,2.25903047379461e-08,1.129515236897305e-08,0.0
1810,1.0296557917399696e-07,0.0,0.0
1811,2.2563691359778204e-08,0.0,0.0
1812,2.9339290108509886e-08,0.0,0.0
1813,0.0,0.0,0.0
1814,6.293354282149721e-09,0.0,0.0
1815,1.0788894222457657e-08,0.0,0.0
1816,2.3176038865813098e-09,0.0,0.0
1817,2.1796227045456362e-08,0.0,0.0
1818,1.1921176934492905e-08,0.0,0.0
1819,2.2772310259711048e-08,7.245735234029382e-09,0.0
1820,5.93324074316115e-08,1.1866481131050932e-09,0.0
1821,5.423818549843418e-08,0.0,0.0
1822,6.717162648328667e-08,0.0,0.0
1823,9.882686669016039e-09,0.0,0.0
1824,3.9579230559638745e-08,8.421112696055388e-10,0.0
1825,3.434122675116669e-08,1.7610886082763955e-09,0.0
1826,4.1397527184017235e-08,0.0,0.0
1827,1.013900075008678e-08,0.0,0.0
1828,1.7427371545863934e-08,9.172301251858528e-10,0.0
1829,4.1151244023485134e-08,8.57317605795771e-10,4.286587973467704e-09
1830,3.861629238599562e-08,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,0.0,0.0
1832,6.088486514954639e-08,0.0,0.0
1833,1.2741991461950875e-08,0.0,2.3167257001688313e-09
1834,1.866906162995008e-08,0.0,0.0
1835,2.193295500774184e-08,7.563087933704082e-10,0.0
1836,4.435695188931277e-08,0.0,0.0
1837,6.401259766697365e-08,2.087367279024477e-09,0.0
1838,4.355391713950496e-08,0.0,0.0
1839,1.8177836236255018e-08,6.9914751765765e-10,0.0
1840,2.0383003729307347e-08,0.0,0.0
1841,7.0626033910059505e-09,1.926164561183441e-09,0.0
1842,8.049918065466954e-09,2.0124795163667386e-09,0.0
1843,1.7130041385371442e-08,5.906911071384968e-10,0.0
1844,8.781698035420504e-09,0.0,0.0
1845,3.0691253982695343e-08,0.0,0.0
1846,3.33706573485415e-08,0.0,0.0
1847,6.687597498000741e-08,5.393223645455691e-10,0.0
1848,1.609044275596716e-08,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,0.0,0.0
1850,3.055048214406497e-08,0.0,0.0
1851,1.6768540334055615e-08,0.0,0.0
1852,2.799534470909748e-08,1.3021090872200602e-09,6.510545436100301e-10
1853,3.463720310570295e-08,0.0,0.0
1854,1.922395914677466e-08,0.0,0.0
1855,2.175844215912548e-08,5.306937111981824e-10,0.0
1856,9.836659486950339e-09,1.0354378465748937e-09,0.0
1857,1.4156376570984008e-08,4.881509085841174e-10,4.881509085841174e-10
1858,4.159624467092726e-08,0.0,0.0
1859,8.656694916453489e-09,0.0,0.0
1860,2.9293977021893625e-08,0.0,0.0
1861,4.33868656557479e-08,0.0,0.0
1862,4.066187744844463e-08,4.517986262886353e-10,0.0
1863,1.548332484446746e-08,4.994620828036034e-10,0.0
1864,3.212467802882202e-08,0.0,0.0
1865,2.8711750810206382e-08,0.0,0.0
1866,3.3572728597164314e-08,4.865612912574591e-10,0.0
1867,1.94112459439566e-08,9.7056229719783e-10,0.0
1868,1.2843672791973404e-08,0.0,0.0
1869,2.9789466893248573e-08,0.0,0.0
1870,1.77755516972411e-08,1.1468097582678638e-09,0.0
1871,2.973929724703339e-08,0.0,0.0
1872,1.7537283625301825e-08,6.047339295989218e-10,0.0
1873,1.0774807712721213e-08,0.0,0.0
1874,2.0911132381229436e-08,1.7923826867161097e-09,0.0
1875,1.830888685105947e-08,0.0,0.0
1876,1.813804395567331e-08,0.0,0.0
1877,3.463496867084359e-08,6.184815992682502e-10,0.0
1878,3.744234872149477e-08,6.039088673581716e-10,0.0
1879,1.5273313280772527e-08,0.0,0.0
1880,1.9253538541263993e-08,0.0,0.0
1881,1.5339516323820135e-08,0.0,0.0
1882,1.5972923872453748e-08,0.0,0.0
1883,3.159669459407155e-08,0.0,0.0
1884,8.582206056928499e-09,0.0,0.0
1885,1.1602144245337342e-08,0.0,0.0
1886,3.743009102663564e-08,0.0,0.0
