year,aucun_DET acteur_NOUN,aucun_DET facteur_NOUN
1954,2.5408594117592997e-08,1.0554339358037623e-07
1955,1.6894094123642844e-08,1.3984556090917977e-07
1956,2.0058625871399727e-08,1.8401608414819748e-07
1957,1.9437083054185678e-08,1.6344819364633167e-07
1958,2.729840264947825e-08,1.4228258393700344e-07
1959,1.4726420971555854e-08,1.7284167874720424e-07
1960,3.183583263677292e-08,1.3703250090202346e-07
1961,2.987708480617357e-08,1.3618392280534408e-07
1962,3.297817308123285e-08,1.4396241354575068e-07
1963,4.138273990150765e-08,1.1703556612729926e-07
1964,3.4070221754944896e-08,8.578395238600933e-08
1965,2.5718604579338944e-08,1.006855967489173e-07
1966,2.658755882123387e-08,1.1798228882753392e-07
1967,2.7609878827661305e-08,1.203001893657074e-07
1968,3.2787336401440825e-08,1.244122165289241e-07
1969,3.315483176891121e-08,1.0082702139868616e-07
1970,1.97745175789521e-08,1.0990952858946912e-07
1971,3.3913423180820246e-08,1.0893402802025776e-07
1972,1.9494558411992102e-08,9.952485058306593e-08
1973,1.1577727887512879e-08,1.0144295270464454e-07
1974,2.2502286700643026e-08,9.675983569934488e-08
1975,3.0270844497692906e-08,9.995090533010398e-08
1976,3.370980916628241e-08,9.770130660058385e-08
1977,2.703319657015868e-08,1.004929668368959e-07
1978,3.861384367809251e-08,1.0990094168050746e-07
1979,3.6282234106010947e-08,8.953519525789488e-08
1980,2.4446148216838992e-08,1.091548966769551e-07
1981,3.542307780435294e-08,9.361813191333113e-08
1982,2.669225951379417e-08,7.200702434317918e-08
1983,3.0945048301589395e-08,9.599280303973501e-08
1984,4.291266231248869e-08,8.640522697334063e-08
1985,4.3913574998555305e-08,1.0948315676273523e-07
1986,4.91547815784088e-08,1.1509412267685093e-07
1987,3.116516555934368e-08,1.2099417112665378e-07
1988,4.3774842417576565e-08,8.455140898533386e-08
1989,5.158834959217984e-08,9.055401406499186e-08
1990,3.9775152060883556e-08,8.772327753092668e-08
1991,6.095923943405523e-08,8.792197725426831e-08
1992,4.4630546369717194e-08,9.422004332293454e-08
1993,5.539207492688547e-08,6.979401678819386e-08
1994,5.802419345002363e-08,8.86187683235562e-08
1995,6.018920473138678e-08,1.0736452260573515e-07
1996,5.6049969998639426e-08,1.0249137272211328e-07
1997,7.096443788157103e-08,8.007473795146325e-08
1998,7.77205055868535e-08,7.390600398338165e-08
1999,6.398281637842729e-08,7.769341969776633e-08
2000,9.896390551489276e-08,9.277865764545368e-08
2001,9.112920285048176e-08,7.798557000171513e-08
2002,9.200564754507923e-08,8.499569759123915e-08
2003,1.004228415979469e-07,9.875607176468293e-08
2004,1.0527450911013148e-07,8.809582219271306e-08
2005,8.331936562910869e-08,9.45787412831578e-08
2006,9.100536679795823e-08,9.182894444847989e-08
2007,8.268572848635358e-08,7.749290364955641e-08
2008,9.877259721235987e-08,9.706962167399524e-08
2009,9.584066873458141e-08,8.344336688281828e-08
2010,8.502827064660323e-08,8.786254923620618e-08
2011,9.330491401726704e-08,1.0592402510667398e-07
2012,7.182973149610916e-08,9.565949987688782e-08
2013,7.86533256302846e-08,7.3632904218357e-08
2014,5.738429820212332e-08,5.565193994527817e-08
2015,6.583228984169409e-08,5.807427516657526e-08
2016,5.841179095966709e-08,4.8676493058508186e-08
2017,6.565745636066822e-08,4.9809103508380304e-08
2018,6.763442605972614e-08,5.3436360225589397e-08
2019,6.65807808886143e-08,4.056070412872259e-08
