year,en_ADP aire_NOUN,en_ADP fer_NOUN
1881,6.83305714233029e-08,1.891501779027749e-05
1882,6.25606177973026e-08,1.640153095650021e-05
1883,3.475636339844712e-08,1.674119266681373e-05
1884,3.6969503902639644e-08,1.748129398038145e-05
1885,3.287274280561192e-08,1.7914999261847697e-05
1886,5.0982363997142954e-08,1.84072141564684e-05
1887,3.199173115309151e-08,1.7566071619512513e-05
1888,2.4728397107764977e-08,1.8108796211890876e-05
1889,3.8217333020451605e-08,1.7459056834923103e-05
1890,3.211649390877369e-08,1.929283644130919e-05
1891,3.44207886637804e-08,2.033949931501411e-05
1892,2.7581454897784852e-08,1.7623922758502886e-05
1893,2.832871559554917e-08,1.7541633496875875e-05
1894,3.591877373310126e-08,1.7385946193826385e-05
1895,2.106515117894503e-08,1.6678784959367476e-05
1896,2.122930492509667e-08,1.492243154643802e-05
1897,2.9133568113515196e-08,1.6019383110688068e-05
1898,2.6594268232038587e-08,1.795452590158675e-05
1899,2.984892333302014e-08,1.5245614122250117e-05
1900,2.0764213348734017e-08,1.664303636061959e-05
1901,3.409130783227354e-08,1.4346293028211221e-05
1902,2.8970674414985353e-08,2.189790211559739e-05
1903,3.0781254878320397e-08,1.5393867215607315e-05
1904,3.117282521003517e-08,1.4733460375282448e-05
1905,2.5803795267176355e-08,1.2736752978526056e-05
1906,2.05767382577271e-08,1.4242703400668688e-05
1907,2.8799923057487575e-08,1.2533108929346781e-05
1908,2.897719486583128e-08,1.2807428902306128e-05
1909,1.925344239595006e-08,1.2099413652322255e-05
1910,1.9238942772226153e-08,1.2952084034623113e-05
1911,1.9685384544665396e-08,1.1900080608029384e-05
1912,2.5005221671037248e-08,1.1923843885597307e-05
1913,2.1742257383383645e-08,1.2710205737676006e-05
1914,1.808120764223986e-08,1.1813725905085448e-05
1915,2.3561524287174507e-08,1.104917646443937e-05
1916,2.4172415624690302e-08,1.0037046195066068e-05
1917,5.3735480065597585e-08,1.026896006806055e-05
1918,1.033773866510046e-08,8.583769158576615e-06
1919,1.6574127070789757e-08,9.220739229931496e-06
1920,1.8930578438158818e-08,1.0191466571995988e-05
1921,2.4990065738972334e-08,9.663583114161156e-06
1922,2.360939327372691e-08,9.632633009459823e-06
1923,1.4862327812892318e-08,9.285769920097664e-06
1924,5.156649773851996e-09,8.2480610217317e-06
1925,8.798542339150117e-09,8.441101272183005e-06
1926,6.687683296036084e-09,9.39173605729593e-06
1927,1.0034302388994831e-08,9.258315913029946e-06
1928,1.4853853258500749e-08,8.680363862367813e-06
1929,2.116677166874581e-08,8.353076736966614e-06
1930,1.1553964007759987e-08,7.840940270398278e-06
1931,2.5091784650044247e-08,9.204122761730105e-06
1932,4.055028668403793e-08,8.134167728712782e-06
1933,4.1294382802092855e-08,8.724585313757416e-06
1934,2.875579241390369e-08,7.480100521206623e-06
1935,2.0346082152400413e-08,8.558519766665995e-06
1936,1.9399542861009422e-08,7.815590834070463e-06
1937,2.1404900962807005e-08,7.80145637691021e-06
1938,2.333738657878115e-08,8.265324140666053e-06
1939,1.2235240376412548e-08,8.60902127897134e-06
1940,1.5214697057785997e-08,9.795729056349955e-06
1941,1.1806010391524069e-08,8.190419976017438e-06
1942,1.517105907566929e-08,7.573392394988332e-06
1943,2.9032351855917682e-08,8.282930139102973e-06
1944,4.4984606262232774e-08,7.946209734654985e-06
1945,1.3071024707045353e-08,6.696721357002389e-06
1946,3.062643028073353e-08,6.587466486962512e-06
1947,1.6689218895749036e-08,5.818576937599573e-06
1948,2.5005341575123907e-08,6.677513283648295e-06
1949,2.2579119796084512e-08,5.933399734203704e-06
1950,2.4461330738745346e-08,6.565208423126023e-06
1951,2.3455083209000804e-08,6.956564448046265e-06
1952,3.374337254058446e-08,7.223190550575964e-06
1953,3.124409986288157e-08,6.911410309839994e-06
1954,3.029486128625081e-08,6.513395419460721e-06
1955,2.2525458831523792e-08,6.967875378904864e-06
1956,2.703553869665143e-08,6.989995199546684e-06
1957,7.951533903538532e-08,7.08304969521123e-06
1958,2.8125628048769613e-08,7.451636975019937e-06
1959,1.9376869886400527e-08,6.273455255723093e-06
1960,2.629916601160076e-08,7.0481764851137996e-06
1961,3.265634873628187e-08,6.53057486488251e-06
1962,5.45408234131628e-08,6.601342647627462e-06
1963,3.039045082253722e-08,6.365829449350713e-06
1964,4.0154192526564714e-08,6.0365132412698586e-06
1965,4.0493119801698896e-08,6.628833489230601e-06
1966,5.151339477205141e-08,5.475375473906752e-06
1967,2.5144710702473816e-08,5.797088761028135e-06
1968,3.413475932467769e-08,5.682089977199212e-06
1969,3.451736046988785e-08,6.634145847783657e-06
1970,3.3570694335516293e-08,6.27450026513543e-06
1971,3.956565930440803e-08,6.450744422181742e-06
1972,3.5398013353837854e-08,6.843102710263338e-06
1973,4.300298939163838e-08,6.251421837077942e-06
1974,4.050411750444738e-08,6.264074272621656e-06
1975,4.16938057412608e-08,6.223800028237747e-06
1976,2.228275491900078e-08,6.0574811868718825e-06
1977,4.8189612078530786e-08,5.756895461672684e-06
1978,5.287126469966097e-08,6.347521775751375e-06
1979,5.442335160310563e-08,5.985983534628758e-06
1980,3.581644952843632e-08,6.715868494211463e-06
1981,6.135783220395652e-08,5.824565960210748e-06
1982,3.165826112372372e-08,5.5836480896687135e-06
1983,3.6628833299801045e-08,5.752621291321702e-06
1984,3.537395104613594e-08,5.986316409689607e-06
1985,4.9327574580537714e-08,5.57461771677481e-06
1986,5.874595604415944e-08,5.728929863835219e-06
1987,4.8275453745638686e-08,5.3084668252267875e-06
1988,3.238138990280248e-08,5.63016419619089e-06
1989,7.079677288857056e-08,5.5605655688850675e-06
1990,8.554382369130309e-08,5.798999154649209e-06
1991,3.8099522925438833e-08,5.035584763390943e-06
1992,4.573253731265936e-08,5.67469169254764e-06
1993,5.760775678709251e-08,4.926570909447037e-06
1994,4.378189177867142e-08,5.891565706406254e-06
1995,6.181593642518024e-08,4.760369392897701e-06
1996,5.8719012541175175e-08,4.725279268313898e-06
1997,4.842843426278165e-08,4.991485184291378e-06
1998,5.912480360859007e-08,4.562622962112073e-06
1999,4.295989214364582e-08,4.8901151785685215e-06
2000,5.610899900254651e-08,4.579731466947123e-06
2001,6.790878490092744e-08,4.216916295263218e-06
2002,5.651775714099472e-08,4.815400643565226e-06
2003,6.833753474211335e-08,5.314910140441498e-06
2004,6.7393305602792e-08,4.3056834329036064e-06
2005,6.71058666412705e-08,4.392957180243684e-06
2006,5.8474035113942335e-08,4.2373085307190195e-06
2007,3.794755376596015e-08,5.178043920750497e-06
2008,4.385162938325138e-08,5.155333838047227e-06
2009,6.103286476211167e-08,5.625990525004454e-06
2010,4.91274465552749e-08,5.204675289860461e-06
2011,4.0916501159449226e-08,6.199423296493478e-06
2012,5.106378955788138e-08,6.963739451748552e-06
2013,4.62994750871637e-08,6.0406869124562945e-06
2014,3.5729847039367435e-08,6.071042207622668e-06
2015,3.568686279820099e-08,6.3274360400100704e-06
2016,3.749125579433077e-08,6.859863788122311e-06
2017,4.150758609045013e-08,6.390659109456465e-06
2018,3.252648211882203e-08,6.508910246338928e-06
2019,3.851991381420561e-08,6.122880677139619e-06
