year,aucun_DET autographe_NOUN,aucun_DET photographe_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,8.02049271442229e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,9.334530925997342e-10
1835,0.0,0.0
1836,4.032449929525228e-09,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,7.690622361167243e-09,0.0
1840,3.1848443882154243e-09,0.0
1841,0.0,0.0
1842,1.341653010911159e-09,0.0
1843,5.906911071384968e-10,0.0
1844,0.0,0.0
1845,5.580227946389016e-10,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,1.6090443422100975e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,2.851378333446064e-08,0.0
1851,9.674158363282004e-09,0.0
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,0.0,0.0
1854,0.0,4.1565315633818045e-09
1855,0.0,2.653468555990912e-09
1856,5.177189232874468e-10,5.177189232874468e-10
1857,0.0,4.881509085841174e-10
1858,2.4468380654951716e-09,2.9362056674919756e-09
1859,0.0,0.0
1860,4.577183909670879e-10,0.0
1861,4.715963619617014e-09,0.0
1862,6.325180823552046e-09,2.2589932147099034e-09
1863,9.989241656072068e-10,4.994620828036034e-10
1864,4.794727948009836e-10,4.794727948009836e-10
1865,0.0,4.706844358715045e-10
1866,2.4328065117984465e-09,1.4596839292835284e-09
1867,4.367530337390235e-09,4.367530337390235e-09
1868,8.397786022129594e-09,4.93987406535723e-10
1869,0.0,9.767038289254515e-10
1870,6.307453670473251e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,4.8378714367913744e-09,3.628403577593531e-09
1873,5.986004469882289e-10,1.1972008939764578e-09
1874,1.792382742227261e-09,0.0
1875,5.721527140956084e-10,0.0
1876,3.627608879952504e-09,6.04601479992084e-10
1877,2.4739263970730008e-09,0.0
1878,1.4493813205174177e-08,6.039088673581716e-10
1879,2.443730107160036e-09,0.0
1880,5.776061406947974e-09,0.0
1881,4.8807553554297556e-09,3.486253841167297e-09
1882,0.0,3.9932310791357395e-09
1883,2.1485751844352308e-08,3.791603364611262e-09
1884,2.6406787867472303e-09,1.3203393933736152e-09
1885,7.090199094506033e-09,1.2891271383708158e-09
1886,1.2906927748801422e-09,0.0
1887,5.876032105334161e-09,0.0
1888,3.804368819970705e-09,6.340614699951175e-10
1889,6.265136742733546e-10,6.265136742733546e-10
1890,2.6217545912032847e-09,4.588070479094597e-09
1891,1.9122659011827636e-09,1.9122659011827636e-09
1892,2.5074049503359674e-09,2.5074049503359674e-09
1893,4.310891643655168e-09,6.158416554491453e-10
1894,1.2603078580752936e-09,6.301539290376468e-10
1895,7.824199066419624e-09,5.416753046105782e-09
1896,2.358811590497112e-09,2.358811590497112e-09
1897,2.330685422435863e-09,2.9133566670225264e-09
1898,0.0,1.13167097914868e-09
1899,4.9748205555033564e-09,5.527578395003729e-10
1900,8.30568502863116e-09,5.19105292084987e-09
1901,5.029864968975062e-09,1.1177477832191585e-09
1902,6.874397495693074e-09,1.4730852093691738e-09
1903,3.7801539676252105e-09,2.7001101354784396e-09
1904,0.0,1.0749250378694342e-09
1905,3.612531440655431e-09,5.1607592088664944e-09
1906,5.144184522798412e-10,6.173021205313489e-09
1907,5.142843484406967e-09,3.599990305858114e-09
1908,4.4202499438483756e-09,2.9468334439286537e-09
1909,2.2003934230241384e-09,5.500983557560346e-10
1910,6.412980813053082e-09,0.0
1911,7.448523575703803e-09,5.320374141248863e-10
1912,1.0418842455450772e-09,0.0
1913,0.0,1.060597942803554e-09
1914,0.0,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,9.888715624128963e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,7.572747429129834e-10
1922,8.853522359686394e-09,1.4755870969551665e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,3.867487219366694e-09,0.0
1925,3.299453377181294e-09,0.0
1926,0.0,2.229227691330493e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,1.1140406375176326e-09,0.0
1930,1.05036033204442e-08,0.0
1931,6.843213995466613e-09,0.0
1932,1.0959536611565568e-09,4.38381475564853e-09
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,6.4826072287971215e-09
1939,1.5294050470515685e-09,0.0
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,1.0871887834440486e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,0.0
1951,0.0,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,3.2321482157371406e-09
1954,2.9317608341017376e-09,4.886268056836229e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,4.417518795207798e-09,0.0
1958,1.0753916535044539e-08,8.272243445794913e-10
1959,1.5501495642666896e-09,3.100299128533379e-09
1960,1.3149583255600561e-08,1.3841666701708277e-09
1961,3.47407969059077e-09,0.0
1962,7.610347907416326e-09,1.9025869213429303e-09
1963,6.466053470433053e-09,1.939815863494232e-09
1964,1.8251904432275978e-09,2.433587276140514e-09
1965,5.472043373977442e-09,6.019247544841733e-09
1966,2.769537488234164e-09,3.877352328096606e-09
1967,1.972134178185314e-09,1.9721342336964653e-09
1968,3.5931326802796093e-09,4.9405572410954335e-09
1969,9.083515606356229e-10,3.1792304344691047e-09
1970,1.8394900047624674e-09,4.5987250119061684e-09
1971,9.24911525146399e-09,1.0276794970565106e-09
1972,5.130146862875051e-10,1.5390440033513642e-09
1973,2.7566018356850464e-09,2.205281512956958e-09
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,1.1422960355389478e-09
1976,2.8567634369203176e-09,5.142174019923118e-09
1977,4.113747342771035e-09,2.938390863960194e-09
1978,2.3762365408686037e-09,5.346532105932056e-09
1979,7.022367909392813e-09,1.7555920051037788e-09
1980,3.411090521154847e-09,4.548120546843393e-09
1981,0.0,5.69299452024552e-09
1982,2.483000915987077e-09,5.586751949948621e-09
1983,5.052252838311233e-09,3.1576580239445207e-09
1984,8.69851302098823e-09,8.69851302098823e-09
1985,2.4062232206745193e-09,7.2186697730458604e-09
1986,0.0,9.591176963752446e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,2.398621523624911e-09,6.596209134457354e-09
1989,1.6464366536794728e-09,6.036934285802431e-09
1990,7.083246433836621e-09,5.44865097484859e-10
1991,1.7584396161396398e-09,4.103025585955322e-09
1992,5.509944167592096e-10,4.407955445095979e-09
1993,2.2156829704300662e-09,4.985286683467649e-09
1994,4.219941229788304e-09,1.1604838645595805e-08
1995,7.0491861237087505e-09,2.7112253553340793e-09
1996,1.6014276571496566e-09,3.736664533349199e-09
1997,2.397447240731765e-09,5.753873377756236e-09
1998,4.7681290027412615e-09,7.152193726156497e-09
1999,3.1991408688814005e-09,5.0272213059088244e-09
2000,4.4180314962005696e-09,2.2090157481002848e-09
2001,3.943090742808408e-09,7.448060168613324e-09
2002,8.76244299341522e-10,9.638687403779045e-09
2003,2.5001538617175356e-09,7.500461141063397e-09
2004,3.964312211834908e-09,3.523833003171717e-09
2005,2.2518747977429143e-09,1.170974872621855e-08
2006,5.353256948836815e-09,8.64756888319107e-09
2007,3.994479552682506e-09,1.3181782554383403e-08
2008,3.8316958494988285e-09,1.149508732645188e-08
2009,1.430457752249481e-09,1.192048104670107e-08
2010,2.3618964561933353e-09,1.2754241218715379e-08
2011,2.676780297417025e-09,1.3001504317600165e-08
2012,3.404252713057332e-10,1.0893608459738857e-08
2013,3.6258626101570712e-09,1.2551062855692408e-08
2014,8.661780875884872e-10,1.667392801607548e-08
2015,1.5516027906947727e-09,1.7289288223309995e-08
2016,3.314144070287739e-09,1.4085112187700588e-08
2017,3.270294757218295e-09,1.6099912958367213e-08
2018,7.744400121190154e-10,1.5230653849229725e-08
2019,1.53059265262101e-09,9.693753355577428e-09
