year,en_ADP acteur_NOUN,en_ADP facteurs_NOUN
1906,1.6461390472954918e-08,2.5052179353224346e-07
1907,2.211422572839794e-08,2.705135671021708e-07
1908,2.6521501439447093e-08,1.4783280732899584e-07
1909,2.3104130164597336e-08,1.1662085341868078e-07
1910,1.3894791872637313e-08,1.3360376271975838e-07
1911,2.074945903984826e-08,2.6016630272351904e-07
1912,2.031674206648404e-08,1.906648208205297e-07
1913,1.378777370053541e-08,1.1295367841057669e-07
1914,1.4732836284281348e-08,2.3304667706725013e-07
1915,1.0602685840410686e-08,1.814237293729093e-07
1916,1.0987461607214755e-08,2.439216473248962e-07
1917,7.676496771580332e-09,1.4037023277069238e-07
1918,2.1824114071478107e-08,1.504715356759334e-07
1919,2.670275978111647e-08,1.0128633221029304e-07
1920,5.1491177543994127e-08,1.8627690678840736e-07
1921,3.332008802203745e-08,2.3551244510144898e-07
1922,1.9920426197472807e-08,2.028932328812516e-07
1923,1.8047112249064412e-08,1.560544404810571e-07
1924,3.738571052736006e-08,1.843502275278297e-07
1925,1.8696901804560184e-08,1.4737558728938893e-07
1926,2.1177662290483568e-08,1.3598288717275864e-07
1927,2.5643217327342427e-08,1.3490561912021803e-07
1928,2.9707706517001498e-08,1.8852968253213476e-07
1929,3.0079096990931475e-08,2.1835197117070493e-07
1930,1.6805765667982087e-08,2.0376991471948713e-07
1931,3.649714219733369e-08,1.1519410492155657e-07
1932,2.6302888755935783e-08,1.9946357099343004e-07
1933,2.6382522833046096e-08,1.3650088703798247e-07
1934,1.7972370258689807e-08,1.8691264358494664e-07
1935,2.5133395809007197e-08,1.2566698615046334e-07
1936,4.4861444337129797e-08,2.1703239383441542e-07
1937,2.895957251780601e-08,1.309476260757947e-07
1938,2.463390735840676e-08,2.2040865133021725e-07
1939,3.5176316970364496e-08,2.3399897486342525e-07
1940,2.2822046474857416e-08,4.5390513037091296e-07
1941,1.1806010391524069e-08,1.888961662643851e-07
1942,4.5513175450651033e-08,4.5513175450651033e-07
1943,3.774205836748479e-08,2.8451705702536856e-07
1944,2.8918675454292497e-08,3.3095818707806757e-07
1945,3.0499055725385915e-08,3.006335589361697e-07
1946,4.454753366189834e-08,3.17401173788312e-07
1947,4.2915136333476767e-08,3.2424767937300203e-07
1948,3.913879709216417e-08,2.2396089605081215e-07
1949,3.043272656100271e-08,2.3560819784052e-07
1950,2.1270723182809093e-08,2.9885364938309067e-07
1951,2.2388944032059044e-08,2.0256663901818683e-07
1952,2.214408867384776e-08,3.195075635176181e-07
1953,4.094054362191457e-08,3.5338155157660367e-07
1954,3.615838295445428e-08,2.853580554074142e-07
1955,1.783265446420046e-08,3.7260863905430597e-07
1956,5.843164974095316e-08,2.72971732329097e-07
1957,4.0641172205369e-08,4.284993337932974e-07
1958,2.8125627715702706e-08,3.159996992962988e-07
1959,1.6276571201956358e-08,2.503491600691632e-07
1960,1.7994166157109248e-08,3.3150791978187044e-07
1961,2.709782087606527e-08,4.0299323700310197e-07
1962,4.693047728210331e-08,3.830541572824586e-07
1963,4.138274078968607e-08,3.1489679486185196e-07
1964,3.285342842218597e-08,3.096739931152115e-07
1965,4.870118530675427e-08,3.3762506745915744e-07
1966,4.375868956074669e-08,4.0656809119354875e-07
1967,5.028942456908325e-08,3.86538317798113e-07
1968,4.536330108773079e-08,3.6829609939559305e-07
1969,4.496340211268546e-08,2.96576786240621e-07
1970,3.9089162129357646e-08,2.961578786653263e-07
1971,5.703621130948022e-08,2.969993886381417e-07
1972,5.5918600583293454e-08,3.529541174884798e-07
1973,6.395316554108632e-08,2.729035770698829e-07
1974,5.344293102504949e-08,2.919671828749415e-07
1975,4.85475823985837e-08,3.609655436775938e-07
1976,3.828062844490887e-08,3.66237060234198e-07
1977,5.2891035551283494e-08,2.409480543974496e-07
1978,5.584155715609995e-08,2.465345403379615e-07
1979,7.256446976633413e-08,2.762131430245063e-07
1980,8.698280784535939e-08,3.075666654694942e-07
1981,6.325549861685431e-08,3.826957595265412e-07
1982,7.945603153203251e-08,2.1602107835860807e-07
1983,9.030901781947875e-08,2.7282166570330446e-07
1984,9.510374204824146e-08,2.592156818082003e-07
1985,1.2151427852824526e-07,2.2618498007886956e-07
1986,7.732886248001947e-08,2.4877115833987773e-07
1987,9.899523201184479e-08,2.639872889176331e-07
1988,7.49569220026558e-08,1.990855906797151e-07
1989,9.768857334169212e-08,2.5080717591663415e-07
1990,1.2858816866856415e-07,3.4489960398786934e-07
1991,1.1605700783734463e-07,1.8698074200074188e-07
1992,1.5042147483157464e-07,2.297646659599195e-07
1993,1.6839190664086345e-07,3.76666093870881e-07
1994,1.4136803327957637e-07,2.2682183953293134e-07
1995,1.4261045211405587e-07,2.3750334321448463e-07
1996,1.6121037926808413e-07,1.8629941678227624e-07
1997,1.7165722099310443e-07,2.478960539065156e-07
1998,1.9787736182941273e-07,2.555717344421282e-07
1999,1.8235102638985978e-07,1.992607678857894e-07
2000,1.886499441106082e-07,2.0234584496847674e-07
2001,1.581617412593772e-07,1.739341115580828e-07
2002,1.5027589927996132e-07,1.8664003675894492e-07
2003,1.9084507618671864e-07,2.504320661955717e-07
2004,1.5328673336201248e-07,1.9028698261536192e-07
2005,2.0221835883571515e-07,2.211341012525736e-07
2006,1.8118715017223508e-07,2.1289490348408435e-07
2007,1.705642760363446e-07,1.6736869667965948e-07
2008,1.6518865497694435e-07,1.8519862976518198e-07
2009,1.5878081205400463e-07,2.0026408265039208e-07
2010,2.4752674843142586e-07,1.936755182896377e-07
2011,1.338390126504052e-07,2.2064318727643695e-07
2012,1.0995736510199805e-07,1.8451049754730775e-07
2013,1.1212282347017322e-07,1.4531342173995654e-07
2014,1.1801676047529241e-07,1.1022115842251878e-07
2015,1.086121960147679e-07,1.2966965812211129e-07
2016,9.134609291194806e-08,1.1827351897863991e-07
2017,1.1571812064126163e-07,1.0968065566885343e-07
2018,8.286508124122349e-08,1.058401366549333e-07
2019,7.678472835337402e-08,9.64273354497891e-08
