year,en_ADP axe_NOUN,en_ADP fax_NOUN
1800,8.174827570428533e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,1.755305234496518e-08,0.0
1804,7.4155526164076946e-09,2.4718509461507665e-09
1805,3.1271653710973624e-08,2.842877711017877e-09
1806,5.4751712497136396e-08,0.0
1807,2.562259560079383e-08,0.0
1808,9.064295980465431e-09,0.0
1809,9.036122072814123e-09,0.0
1810,0.0,2.3401267590372754e-09
1811,2.2563691359778204e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,2.300593315851529e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,5.933891955578474e-08,0.0
1816,6.489290882427667e-08,0.0
1817,7.784366928831332e-09,1.556873407970727e-09
1818,9.536941902865692e-09,0.0
1819,8.280840013696888e-09,0.0
1820,1.898636980968149e-08,0.0
1821,2.5639868894700157e-08,0.0
1822,7.318699601910339e-08,1.0025615893027862e-09
1823,6.917880934764753e-09,0.0
1824,2.863178316658832e-08,0.0
1825,9.421824387345623e-08,0.0
1826,2.290075862276808e-08,0.0
1827,8.295545583791863e-09,9.217273055917019e-10
1828,2.5682442839070063e-08,9.172301251858528e-10
1829,2.1432940755516938e-08,8.57317605795771e-10
1830,2.6092090266160994e-08,0.0
1831,6.860130952190957e-08,0.0
1832,7.170883975504694e-08,0.0
1833,6.486831694019202e-08,1.1583628500844156e-09
1834,6.347480763224667e-08,0.0
1835,5.899208588289184e-08,0.0
1836,6.787957573806125e-08,6.720750067579218e-10
1837,5.6358917532861597e-08,0.0
1838,9.152634561360173e-08,0.0
1839,1.0067724076634477e-07,0.0
1840,1.6306402983445878e-07,0.0
1841,9.951850188372191e-08,4.494383976094696e-09
1842,8.854910049649334e-08,6.708265054555795e-10
1843,1.1636614516419286e-07,5.906911071384968e-10
1844,8.726812694703767e-08,1.097712254427563e-09
1845,1.1941688171646092e-07,5.580227946389016e-10
1846,1.042101231973902e-07,0.0
1847,1.5424619448367594e-07,5.393223645455691e-10
1848,7.240699773092274e-08,8.045221711050488e-10
1849,1.2820504480259842e-07,0.0
1850,1.4800011172155791e-07,6.788996032014438e-10
1851,8.706741994046752e-08,0.0
1852,1.2890879474980466e-07,0.0
1853,1.9349059243722877e-07,1.1943863675867306e-09
1854,2.0782657372819813e-07,1.0391328908454511e-09
1855,1.3851105507001193e-07,0.0
1856,1.4133726722320716e-07,0.0
1857,1.6450685791369324e-07,0.0
1858,1.7568297039360914e-07,4.893676019968041e-10
1859,4.267241138222744e-07,0.0
1860,1.7896789472615637e-07,9.154367819341758e-10
1861,1.565699960792699e-07,9.431927461278633e-10
1862,3.162590473948512e-07,0.0
1863,2.23759016648728e-07,9.989241656072068e-10
1864,3.4905619372693764e-07,9.589455896019672e-10
1865,3.280670455296786e-07,0.0
1866,2.914502204021119e-07,0.0
1867,3.6396085079104523e-07,1.455843445796745e-09
1868,4.4113076569374243e-07,0.0
1869,2.495478383934824e-07,0.0
1870,5.395739890445839e-07,1.7202146374017957e-09
1871,3.515609705573297e-07,1.0621177271019633e-09
1872,3.217184598724998e-07,0.0
1873,5.261697992864356e-07,0.0
1874,5.693802336281806e-07,0.0
1875,5.595653647105792e-07,5.721527140956084e-10
1876,5.096790687275643e-07,6.04601479992084e-10
1877,4.224229428473336e-07,1.2369631985365004e-09
1878,5.157381792741944e-07,0.0
1879,4.2520903775766783e-07,0.0
1880,4.794131314156402e-07,1.2835692508872398e-09
1881,5.208462994232832e-07,0.0
1882,3.227861782306718e-07,0.0
1883,4.303469722799491e-07,6.319338941018771e-10
1884,3.6507384493233985e-07,0.0
1885,5.987995450595918e-07,0.0
1886,3.2525457527299295e-07,0.0
1887,5.229668431638856e-07,6.528924623161458e-10
1888,4.184805675322423e-07,0.0
1889,5.557176336878911e-07,6.265136742733546e-10
1890,5.027214342590014e-07,0.0
1891,5.539197331927426e-07,0.0
1892,5.38465201316285e-07,0.0
1893,5.801228439850092e-07,1.847525021858587e-09
1894,6.786758035559615e-07,0.0
1895,4.4537748067341454e-07,6.018614495673091e-10
1896,4.239963971031102e-07,0.0
1897,6.170489541545976e-07,0.0
1898,9.449452704757277e-07,1.13167097914868e-09
1899,5.721043407902471e-07,0.0
1900,5.96971119648515e-07,5.191053142894475e-10
1901,6.237032721401192e-07,0.0
1902,7.640401804565045e-07,9.820567692386817e-10
1903,7.841119895601878e-07,1.6200660812870638e-09
1904,5.44987017292442e-07,0.0
1905,6.285804374783766e-07,2.0643036169332163e-09
1906,7.659690481887083e-07,0.0
1907,7.297694537555799e-07,5.142843373384665e-10
1908,6.203084126354952e-07,4.911389073214423e-10
1909,6.452653451560764e-07,5.500983557560346e-10
1910,4.82042366911628e-07,1.068830135508847e-09
1911,4.62872549178428e-07,0.0
1912,3.776830510560103e-07,1.0418842455450772e-09
1913,5.122687980474439e-07,0.0
1914,4.1586778820601467e-07,1.3393487430235496e-09
1915,5.678327283931139e-07,0.0
1916,3.6368498967931373e-07,1.0987462051303964e-09
1917,3.783416389069316e-07,2.1932848870420685e-09
1918,2.3317343789130973e-07,0.0
1919,3.296409829545155e-07,0.0
1920,5.080967753201548e-07,7.572231730534895e-10
1921,4.043847070533957e-07,1.5145494858259667e-09
1922,3.6225662825017935e-07,0.0
1923,2.1338055944397638e-07,1.0615948120573648e-09
1924,2.655674506968353e-07,1.289162443462999e-09
1925,2.0566592695558938e-07,0.0
1926,2.5859040420073143e-07,1.1146138456652466e-09
1927,2.8987983569095377e-07,0.0
1928,2.5251551960536744e-07,1.1426041224282812e-09
1929,2.2837832602817798e-07,2.2280812750352652e-09
1930,2.1847495190741029e-07,0.0
1931,3.421606891151896e-07,0.0
1932,2.586450591479661e-07,0.0
1933,1.9614832069692056e-07,1.1470662197865522e-09
1934,2.863597785562888e-07,0.0
1935,1.55587699168791e-07,1.196828414151696e-09
1936,2.1945733408301749e-07,0.0
1937,2.669316927494947e-07,0.0
1938,2.294843000072433e-07,0.0
1939,2.661164728579024e-07,0.0
1940,2.7132875857205363e-07,2.5357829169792012e-09
1941,1.682356440824151e-07,0.0
1942,2.39702728777047e-07,0.0
1943,1.3645205854118103e-07,0.0
1944,1.83151612986876e-07,0.0
1945,1.241747327185294e-07,2.178504043826024e-09
1946,1.8375857280261698e-07,0.0
1947,2.002706338544158e-07,0.0
1948,2.0221710883561173e-07,1.0871887834440486e-09
1949,1.825963522605889e-07,9.817008317369869e-10
1950,1.6910225042465754e-07,0.0
1951,2.0256663901818683e-07,1.0661401761424827e-09
1952,1.8769750909086724e-07,0.0
1953,1.3682760879873967e-07,1.0773827385790469e-09
1954,2.1304128949850565e-07,0.0
1955,1.7175662492263655e-07,9.385607846468247e-10
1956,1.4128249858913478e-07,8.72114158667614e-10
1957,1.7405024266281544e-07,8.835037701437898e-10
1958,1.53863723539871e-07,8.272243445794913e-10
1959,9.61092752049808e-08,2.325224457422337e-09
1960,1.3841666657299356e-07,0.0
1961,1.3201503179516294e-07,0.0
1962,1.2430234619387193e-07,0.0
1963,8.793832506626131e-08,6.466053248388448e-10
1964,1.2532974835721689e-07,6.083968329129164e-10
1965,9.0835918342691e-08,5.472043373977442e-10
1966,1.0856586385443734e-07,1.273987226824147e-08
1967,1.1191861659654023e-07,4.930335584241163e-10
1968,6.826952159144639e-08,8.982831700699023e-10
1969,1.0809383610421719e-07,4.5417578031781147e-10
1970,7.08203629073978e-08,0.0
1971,1.3462602055369643e-07,5.138397485282553e-10
1972,8.156933262171151e-08,5.130146862875051e-10
1973,1.0419955032148209e-07,0.0
1974,8.663380413054256e-08,0.0
1975,4.7976435268992645e-08,5.711480177694739e-10
1976,7.084773301357927e-08,0.0
1977,7.757351738746365e-08,5.876781838942691e-10
1978,7.722768913254185e-08,0.0
1979,8.426841446862454e-08,0.0
1980,6.48107203460313e-08,0.0
1981,6.452060574702045e-08,1.8976649140967083e-09
1982,6.083352133146036e-08,0.0
1983,6.378468953016636e-08,6.315316047889041e-10
1984,8.640522963787589e-08,0.0
1985,8.12100324765197e-08,0.0
1986,8.032610310237942e-08,0.0
1987,8.188494859950879e-08,6.110816852533674e-10
1988,6.296381371839743e-08,0.0
1989,4.225854155492925e-08,5.488122178931576e-10
1990,7.628111120538961e-08,6.538381391862913e-09
1991,5.3339334726842935e-08,2.9307325455363298e-09
1992,8.154717079378315e-08,6.060938417817852e-09
1993,5.594599628011565e-08,1.2186256448387667e-08
1994,4.641935547056164e-08,8.967375286772494e-09
1995,6.94073705176379e-08,4.880205572987961e-09
1996,5.3380922793166974e-08,2.6690460952494277e-09
1997,4.4592518122499314e-08,2.3974471297094624e-09
1998,4.291316457738503e-08,3.337690568372409e-09
1999,2.0520202781426633e-07,3.656160929565999e-09
2000,6.494506266108147e-08,6.627047355323157e-09
2001,4.687896648647438e-08,2.190605918883648e-09
2002,4.950780407853017e-08,3.504977197366088e-09
2003,3.9169076870848585e-08,2.083461403401543e-09
2004,4.845270495934528e-08,3.0833537945085254e-09
2005,4.098412276221097e-08,1.3511248786457486e-09
2006,5.270899094966808e-08,3.706100981659688e-09
2007,4.393927355295091e-08,3.1955835755326234e-09
2008,3.193079933794252e-08,2.554463751636149e-09
2009,6.961560927720711e-08,3.337734755248789e-09
2010,3.7317963830219014e-08,6.613310343794865e-09
2011,4.206369297321544e-08,6.118355155848576e-09
2012,3.199997422598244e-08,2.0425516833455504e-09
2013,2.2591912340885756e-08,8.367375126105969e-10
2014,2.5119163638009923e-08,4.547434873103384e-09
2015,2.9480453633823345e-08,6.649726325136385e-10
2016,3.541991588917881e-08,4.1426800878596737e-10
2017,1.685459594114036e-08,1.7609279590047322e-09
2018,8.518839855753413e-09,2.581466596041082e-09
2019,2.015280387013263e-08,1.7856913725466939e-09
