year,en_ADP art_NOUN,en_ADP phare_NOUN
1935,1.18845058949546e-06,4.787313656606784e-09
1936,1.0851619407503676e-06,2.424942913137329e-09
1937,1.1344597474760576e-06,3.777335333410292e-09
1938,1.1318632360257652e-06,5.186085783037697e-09
1939,9.925838426738665e-07,4.588215141154706e-09
1940,9.357038877055857e-07,2.5357829169792012e-09
1941,1.4167212469828883e-06,5.9030051957620344e-09
1942,1.225821534944771e-06,0.0
1943,1.1903264542922898e-06,0.0
1944,1.1374679331765947e-06,9.639558484764166e-09
1945,1.4225631375097691e-06,2.178504043826024e-09
1946,1.3238969991391514e-06,2.7842208538686464e-09
1947,1.391165618258583e-06,0.0
1948,1.3133240273077718e-06,3.2615663503321457e-09
1949,1.2585404540743639e-06,2.9451024952109606e-09
1950,1.1039505167786956e-06,2.1270722960764488e-09
1951,1.1610266525963198e-06,6.396841278899501e-09
1952,1.1198581582050338e-06,6.326882129314981e-09
1953,1.0515255262077972e-06,9.69644453618912e-09
1954,1.300724580488577e-06,2.9317608341017376e-09
1955,1.2773812763100523e-06,2.815682353940474e-09
1956,1.3317183018557444e-06,7.849027205963921e-09
1957,1.03369938386777e-06,3.534015080575159e-09
1958,1.0174859284006743e-06,8.272243445794913e-10
1959,1.1137824067475321e-06,1.5501495642666896e-09
1960,1.0035208433123444e-06,6.2287499602575735e-09
1961,1.0102623697605395e-06,2.08444772553662e-09
1962,1.0527647802405227e-06,4.43936931660005e-09
1963,1.2725192561902077e-06,8.405868889838075e-09
1964,1.0665196583659053e-06,9.125952382671443e-09
1965,1.329159285745618e-06,5.47204326295514e-09
1966,1.118893070639615e-06,7.200797069728537e-09
1967,1.0669246464090065e-06,4.437302081328198e-09
1968,1.8221673983020992e-06,4.491415656060482e-09
1969,1.1640525485745457e-06,5.450109252791435e-09
1970,1.3313308500073617e-06,8.27770510469783e-09
1971,1.4998982180713938e-06,5.138397485282553e-09
1972,1.1804468265097512e-06,3.0780880067027283e-09
1973,1.2057376821417165e-06,2.7566018911961976e-09
1974,9.659106261494799e-07,3.3753431161187564e-09
1975,1.1057425517435604e-06,6.8537762132336866e-09
1976,1.086712789089006e-06,7.4275851025262796e-09
1977,1.1935744268498638e-06,7.639816446136649e-09
1978,1.2011875334394517e-06,5.940591241149207e-09
1979,1.1095341534428371e-06,7.607565244427406e-09
1980,1.4355005859556513e-06,3.411090521154847e-09
1981,1.0557342129402514e-06,6.325549528618524e-09
1982,1.0844506803664444e-06,6.828252629986764e-09
1983,1.2851667960944724e-06,1.0736036948344463e-08
1984,1.1731394771175019e-06,4.059306057957457e-09
1985,1.1537839981201614e-06,4.210890747202711e-09
1986,1.330775774022186e-06,1.7384007122700496e-08
1987,1.3517126618012298e-06,6.110816741511371e-09
1988,1.2676715250847792e-06,2.99827696004229e-09
1989,1.3648960042189628e-06,8.232183490441969e-09
1990,1.3212978799970188e-06,7.628111475810329e-09
1991,1.3698244174520369e-06,7.6199047072123e-09
1992,1.3493852826229613e-06,8.264915862810085e-09
1993,1.5487623485910262e-06,2.7696036575264316e-09
1994,1.4384725339766646e-06,5.274926717646622e-09
1995,1.3306693880110743e-06,5.4224509327127635e-09
1996,1.4834557653387037e-06,7.473328622609188e-09
1997,1.4499760467856504e-06,6.7128524960935465e-09
1998,1.420425721931906e-06,6.675381136744818e-09
1999,1.4492107993646641e-06,6.398281460207045e-09
2000,1.4049340499866503e-06,2.6508188977203417e-09
2001,1.5636544645758477e-06,8.762423675534592e-09
2002,1.7196294628263331e-06,7.009954394732176e-09
2003,1.5580125136693823e-06,9.167230530238157e-09
2004,1.553569848766756e-06,6.166707589017051e-09
2005,1.5398320449833136e-06,7.656374423348211e-09
2006,1.6945116705358032e-06,9.882935358973555e-09
2007,1.7495819939483681e-06,1.0385646481703148e-08
2008,1.8762536164729227e-06,1.3198063086861112e-08
2009,1.4280737055116788e-06,1.0490023072406984e-08
2010,1.3184106713026722e-06,8.502827775203059e-09
2011,1.4022505183675094e-06,1.3766299211681599e-08
2012,1.1901267917835412e-06,1.2595734927289826e-08
2013,1.1544188609491357e-06,8.925200134513034e-09
2014,1.065832080371365e-06,1.1043770342666903e-08
2015,1.3982158009184786e-06,4.211493376260478e-09
2016,1.0690185696660137e-06,1.118523584864306e-08
2017,1.122214264626109e-06,6.792150397672003e-09
2018,1.205803044967979e-06,9.035133530232997e-09
2019,1.2114640455251902e-06,9.438654302584837e-09
