year,en_ADP hôtes_NOUN,en_ADP fautes_NOUN
1861,2.3579818320129675e-08,1.226150558863992e-08
1862,3.388489855371546e-08,2.2589931703009825e-08
1863,2.6970951694238465e-08,1.548332484446746e-08
1864,1.965838514195184e-08,9.109982990196386e-09
1865,1.3179164426446732e-08,1.8827376990770972e-08
1866,1.751620715140234e-08,1.556996132023869e-08
1867,1.844068364675877e-08,1.164674756637396e-08
1868,1.778354707937524e-08,2.1735445443482604e-08
1869,1.3673853160867111e-08,2.539429999615095e-08
1870,7.454262984651905e-09,2.3509599600401998e-08
1871,4.036047429600842e-08,3.504988654867702e-08
1872,1.8142017887967654e-09,1.4513614310374123e-08
1873,8.380406590902112e-09,2.8732820567256567e-08
1874,2.3898437007119355e-08,1.5533982988813477e-08
1875,1.2587359599081083e-08,3.318485752856759e-08
1876,1.934724735974669e-08,1.9951848173604958e-08
1877,2.5976227391311113e-08,1.2988113695655557e-08
1878,1.268208649207736e-08,1.69094480639842e-08
1879,8.55305515301552e-09,7.331190321480108e-09
1880,1.0910338410496934e-08,1.6686399817444908e-08
1881,1.324776466304911e-08,2.022027167924989e-08
1882,1.6638463051776853e-08,8.652000893505374e-09
1883,1.7062214752172622e-08,2.0221884611260066e-08
1884,1.386356363042296e-08,9.242375753615306e-09
1885,2.2559724977000428e-08,1.353583467533781e-08
1886,2.8395241713496944e-08,9.034849313138693e-09
1887,5.223139698529167e-09,3.264462478114183e-08
1888,2.0924028731883482e-08,1.521747527988282e-08
1889,1.4409814674820609e-08,1.2530273263422487e-08
1890,3.080561788992853e-08,1.4419650362640368e-08
1891,1.211101796627645e-08,3.569563133964948e-08
1892,2.0686091062316336e-08,1.5044429702015805e-08
1893,9.23762488724833e-09,8.621783287310336e-09
1894,2.2685540557176864e-08,2.457600345451283e-08
1895,4.273216447359118e-08,1.5648398132839247e-08
1896,1.2383760683576384e-08,1.2973464080801023e-08
1897,1.0488084178916779e-08,1.2818770045441852e-08
1898,1.0185038590293516e-08,1.7540900287826844e-08
1899,3.040168117252051e-08,5.527578395003729e-09
1900,1.661137005726232e-08,1.2977633190303095e-08
1901,2.4031576728589243e-08,1.397184767881754e-08
1902,8.34748237199534e-09,5.4013122863239005e-09
1903,2.214090244478939e-08,7.560307935250421e-09
1904,1.7736262236667244e-08,1.5586413049106795e-08
1905,3.6641388589941926e-08,1.7030505006232488e-08
1906,1.4918134283448126e-08,7.716276506641861e-09
1907,6.1714118260169926e-09,5.142843484406967e-09
1908,2.504808449543816e-08,3.437972351250096e-09
1909,2.9155213354670195e-08,1.4852655993990993e-08
1910,1.0153886620400954e-08,9.619471441624228e-09
1911,1.8089272302290738e-08,9.576673676292558e-09
1912,1.719108944087111e-08,1.927485904218429e-08
1913,1.113627856597077e-08,1.2727175757731857e-08
1914,1.1384464038144415e-08,1.4063162190325329e-08
1915,1.4136913861761968e-08,1.8849219074468238e-08
1916,3.29623865980011e-08,1.4283700444650549e-08
1917,1.0966424213165737e-08,2.52227767560953e-08
1918,1.378365155346728e-08,1.4932290071101306e-08
1919,5.7088658744763876e-08,1.6574126959767455e-08
1920,1.9687803387569147e-08,3.786115865267448e-09
1921,1.060184651180407e-08,1.8931869405491852e-08
1922,2.656056830030451e-08,2.2871599725249325e-08
1923,7.431163684401554e-09,2.0170300985000722e-08
1924,9.02413699321869e-09,5.156649773851996e-09
1925,1.4297631523163545e-08,2.1996356736053713e-08
1926,2.11776637337735e-08,1.89484357093761e-08
1927,3.4562596340492746e-08,6.689535148041159e-09
1928,1.3711249025050165e-08,1.9424270192303084e-08
1929,1.1140405931087116e-08,2.33948540540041e-08
1930,1.05036033204442e-08,2.2057568216382606e-08
1931,1.596749932275543e-08,1.1405356659111021e-08
1932,1.3151444377967891e-08,1.3151444377967891e-08
1933,8.02946331646126e-09,1.605892663292252e-08
1934,9.585264137967897e-09,2.6359476379411717e-08
1935,2.393656828303392e-08,1.795242710045386e-08
1936,1.576212937948185e-08,8.487299751891442e-09
1937,1.3850230295986421e-08,1.510934133364117e-08
1938,7.779128452511941e-09,4.019216603978748e-08
1939,1.988226472349197e-08,1.6823455517567254e-08
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,1.1806010391524069e-08,2.066051862925633e-08
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,1.742803235060819e-08
1946,3.6194869323935563e-08,1.1136883415474585e-08
1947,1.0728784083369192e-08,5.960435700558264e-09
1948,3.805160786463091e-08,9.784699050996437e-09
1949,1.4725512254010198e-08,1.570721330779179e-08
1950,1.595304155443955e-08,1.808011518278363e-08
1951,3.3050344683260846e-08,1.4925962688039363e-08
1952,7.381362632230548e-09,1.687168627029223e-08
1953,1.1851210235391818e-08,1.1851209791302608e-08
1954,2.5408594339637602e-08,9.772536557761669e-09
1955,3.003394510869839e-08,1.1262729415761896e-08
1956,1.2209598665435806e-08,9.593255967388359e-09
1957,2.03205861026845e-08,1.0602045463770082e-08
1958,2.3989505493204888e-08,1.7371711180658167e-08
1959,1.5501495198577686e-08,1.0075972611822692e-08
1960,1.3564833523105335e-07,2.2146666722733244e-08
1961,2.36237411854745e-08,1.320150300188061e-08
1962,2.0294261215969556e-08,1.77574772664002e-08
1963,1.2932106940866106e-08,9.69907976156037e-09
1964,2.5552667537454e-08,1.2776333768727e-08
1965,1.3132904541635071e-08,1.9699356812452606e-08
1966,1.6063316343739587e-08,1.163205709531212e-08
1967,2.218651040664099e-08,1.2818872185960117e-08
1968,1.257596426995633e-08,1.3025106326836067e-08
1969,1.862120768691966e-08,1.8621206326896456e-08
1970,1.1496812390987543e-08,7.817832381462608e-09
1971,1.1818314327172175e-08,1.490135304038631e-08
1972,1.3338381954497436e-08,9.234264020108185e-09
1973,7.718485461882807e-09,6.615844760915479e-09
1974,2.925297337696975e-08,1.9689501584707614e-08
1975,1.6563292515314743e-08,8.567219822452898e-09
1976,1.4855169538918744e-08,6.8562320265641574e-09
1977,1.645498848290572e-08,2.2331770210826107e-08
1978,1.7227715365386587e-08,1.7227714366185864e-08
1979,1.7555919384903973e-08,4.681578680276743e-09
1980,1.5349907178663358e-08,1.3644362084619388e-08
1981,2.213942412732095e-08,1.2018544381930951e-08
1982,1.1794254461960918e-08,4.345251713999687e-09
1983,1.515675762675528e-08,8.841442245000053e-09
1984,1.6817124248724724e-08,7.538710988796993e-09
1985,1.3835783740923091e-08,1.2632671797518924e-08
1986,1.1389522214244607e-08,1.2588419195935785e-08
1987,1.5277041853778428e-08,4.888653482026939e-09
1988,1.9188972188999287e-08,4.797243047249822e-09
1989,9.878619700032232e-09,4.939309850016116e-09
1990,2.0160008773473237e-08,8.172976073694826e-09
1991,1.4653663171770859e-08,1.3481369798284959e-08
1992,2.2039776725879534e-08,6.060938417817852e-09
1993,1.3848018731721368e-08,1.2186256448387667e-08
1994,1.793475057354499e-08,9.494868002946077e-09
1995,6.506940763983948e-09,6.506940763983948e-09
1996,1.1209993822092201e-08,8.540947504798169e-09
1997,2.0618046159270875e-08,5.274384040632185e-09
1998,1.6688451509594415e-08,1.2873949017944142e-08
1999,2.0565904534919355e-08,1.3253583119876566e-08
2000,1.5904913164277446e-08,6.185244316725402e-09
2001,1.7962968529294798e-08,3.066848330846028e-09
2002,1.7086764003693133e-08,6.571832411594869e-09
2003,2.6668306507549033e-08,6.667076668520622e-09
2004,2.2464435645019876e-08,1.497629043001325e-08
2005,2.2068373795036678e-08,7.656374201303606e-09
2006,9.471147199846541e-09,5.353256948836815e-09
2007,1.7975157362570826e-08,5.1928234212628155e-09
2008,2.0861454952392222e-08,4.257439734089985e-09
2009,2.4794601927169424e-08,8.105927484791664e-09
2010,1.3698999989930627e-08,8.502827775203059e-09
2011,1.9502257586623273e-08,5.7359579308524644e-09
2012,2.008509092377153e-08,2.382976926895708e-09
2013,1.2551062911203559e-08,6.414987652192394e-09
2014,1.992209548717927e-08,7.145969149746634e-09
2015,1.8175918020668647e-08,5.319781060109108e-09
2016,1.802065902056782e-08,8.699628573083373e-09
2017,1.9873329037967125e-08,5.7859059765519305e-09
2018,1.9361000358486535e-08,5.162933192082164e-09
2019,1.8877309826415e-08,4.3366790158927415e-09
