year,en_ADP arts_NOUN,en_ADP phares_NOUN
1898,3.734514275599565e-08,5.6583548957434e-10
1899,3.59292577911674e-08,1.1055156790007459e-09
1900,3.9971108201086736e-08,3.6337372000261325e-09
1901,3.297355899434251e-08,2.235495566438317e-09
1902,3.731815834129293e-08,4.419255628107521e-09
1903,4.104167294904926e-08,1.0800440541913758e-09
1904,5.159640092955442e-08,1.0749250378694342e-09
1905,2.3223415412942927e-08,1.0321518084666081e-09
1906,5.452835516450705e-08,1.0288369045596824e-09
1907,2.2114226339020604e-08,1.028568674676933e-09
1908,5.549869519505535e-08,9.822778146428846e-10
1909,3.6306490647231016e-08,3.8506885458033935e-09
1910,3.42025641142385e-08,4.809735498767509e-09
1911,5.32037401912433e-08,4.2562992019767876e-09
1912,6.355493675780366e-08,1.0418842455450772e-09
1913,2.0681660051202755e-08,4.772690687104841e-09
1914,5.0895253012051e-08,2.0090231700464756e-09
1915,1.8849218963445935e-08,1.1780762143587253e-08
1916,4.944358011904626e-08,1.3184954461564757e-08
1917,3.728584374584898e-08,2.1932848870420685e-09
1918,6.776962369059447e-08,2.2972752589112133e-09
1919,2.1178050757519884e-08,4.603924186330488e-09
1920,4.46761680983343e-08,2.2716695191604686e-09
1921,4.240738515903786e-08,4.543648568500203e-09
1922,3.32007097370024e-08,2.2133805899215986e-09
1923,3.6094222277682775e-08,2.1231896241147297e-09
1924,2.707241186783449e-08,1.2891624656674594e-08
1925,3.849362140151413e-08,3.299453377181294e-09
1926,3.566764272822098e-08,3.3438415369957397e-09
1927,4.682674314970825e-08,3.3447675740205796e-09
1928,3.8848539829494655e-08,3.4278123672848437e-09
1929,3.3421218015305953e-08,6.684243603061191e-09
1930,5.566909955234678e-08,1.0503603542488804e-09
1931,2.3951248984133144e-08,5.7026783295555106e-09
1932,4.7126008873021874e-08,3.287861094491973e-09
1933,5.850037565480193e-08,8.029463538505865e-09
1934,5.990790441501304e-08,4.7926320689839486e-09
1935,6.582556189016486e-08,1.196828414151696e-09
1936,5.698615890281644e-08,2.424942913137329e-09
1937,5.791914281516597e-08,3.777335444432595e-09
1938,3.889564470505036e-08,5.186085672015395e-09
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0
1941,7.378756183840096e-08,0.0
1942,5.158160121254696e-08,3.034211770724937e-09
1943,2.6129116870166058e-08,5.806470415592457e-09
1944,3.855823393905666e-08,0.0
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,4.315542145860718e-08,8.352662561605939e-09
1947,3.457052732969146e-08,2.3841741914054637e-09
1948,2.3918153901902883e-08,3.2615663503321457e-09
1949,5.203014352694879e-08,3.926803215925645e-09
1950,1.0103593162114066e-07,4.2541445921528975e-09
1951,5.01085888338082e-08,4.264560704569931e-09
1952,3.796129288691219e-08,2.1089607837865287e-09
1953,5.279175385730639e-08,2.1547654771580937e-09
1954,3.811289239763482e-08,6.840775057526116e-09
1955,3.566531070475776e-08,5.631364707880948e-09
1956,3.7500909488841216e-08,2.616342476002842e-09
1957,3.003912851795576e-08,6.184526335495377e-09
1958,4.880623505343351e-08,4.1361216673863055e-09
1959,4.960478516835565e-08,3.875373910666724e-09
1960,7.543708591128961e-08,6.920833239831836e-09
1961,4.446822099435366e-08,9.727423089245235e-09
1962,5.77118033362467e-08,6.341956404476434e-09
1963,8.082566393952106e-08,9.69907976156037e-09
1964,7.848319272252269e-08,4.8671746077921796e-09
1965,7.058936013493167e-08,2.188817405102128e-09
1966,6.979234279391733e-08,8.30861190959098e-09
1967,7.543413310662217e-08,8.874604051634094e-09
1968,7.051523109868896e-08,2.245707841908029e-09
1969,1.2626086995370933e-07,2.7250546263957176e-09
1970,1.3106366436588246e-07,3.219107563845469e-09
1971,1.3051529534902073e-07,6.679916619845017e-09
1972,1.1132418914483466e-07,4.10411743478889e-09
1973,1.334195335322974e-07,2.2052815684681093e-09
1974,1.5020276666888321e-07,1.6876715580593782e-09
1975,1.1765649432504688e-07,2.2845920710778955e-09
1976,1.2512623959182179e-07,4.570821499072508e-09
1977,1.569100801512846e-07,5.876781838942691e-10
1978,1.657425026113657e-07,2.3762365408686037e-09
1979,2.0598946381955585e-07,4.681578680276743e-09
1980,2.0523393451377103e-07,1.0801786132219604e-08
1981,1.5371085165805098e-07,1.2651099057237047e-09
1982,3.1720337467788795e-07,6.2075020679230875e-09
1983,2.1408921646592916e-07,3.157658134966823e-09
1984,2.696539020963229e-07,3.479405208395292e-09
1985,3.326603521536242e-07,2.4062232206745193e-09
1986,4.5797868297725586e-07,4.196139880008332e-09
1987,2.7804215485538464e-07,2.4443267410134695e-09
1988,4.17360150439805e-07,4.797243047249822e-09
1989,3.605696310415851e-07,3.841685636274406e-09
1990,3.639698877844211e-07,2.179460389939436e-09
1991,4.185086017738371e-07,1.7584395606284886e-09
1992,3.4051454278483106e-07,6.060938417817852e-09
1993,4.5975422180433156e-07,4.985286627956498e-09
1994,3.6502492362089356e-07,4.2199412852994556e-09
1995,5.232664950227672e-07,3.795715630694474e-09
1996,3.9501881499148794e-07,1.067618438099771e-09
1997,4.909971869082597e-07,9.110299403758404e-09
1998,3.4425893347123093e-07,4.7681290027412615e-09
1999,5.246590891738734e-07,3.6561608462992723e-09
2000,3.892285849182997e-07,1.3254094488601709e-09
2001,6.361519561681739e-07,1.7524847129024579e-09
2002,5.555388691291796e-07,2.190610748353805e-09
2003,4.6169506306981134e-07,4.166922806803086e-09
2004,3.9731216042171447e-07,4.845270407116686e-09
2005,5.17480829742567e-07,4.053374635937246e-09
2006,5.270899150477959e-07,8.235779835885637e-10
2007,4.841309169112407e-07,3.994479413904628e-09
2008,4.849223698144556e-07,2.9802078582719105e-09
2009,4.0481954499682615e-07,4.76819250749827e-09
2010,3.80265337884822e-07,3.7790344187271785e-09
2011,5.74360592808798e-07,1.911985902935953e-09
2012,4.54808154914943e-07,4.765953853791416e-09
2013,3.7932100527271473e-07,8.08846234434668e-09
2014,3.6596023633705954e-07,5.197068470019772e-09
2015,3.6396168223706837e-07,4.654808455351045e-09
2016,3.5005647902597303e-07,2.6927420293532123e-09
2017,4.857645619082973e-07,5.7859059765519305e-09
2018,4.0451583177558703e-07,5.679226700028295e-09
2019,3.499955180119585e-07,3.0611854162643226e-09
