year,son_DET are_NOUN,son_DET fard_NOUN
1916,7.69122365795738e-09,1.0987461607214755e-08
1917,5.483212217605171e-09,6.57985488317081e-09
1918,1.1486376294556067e-09,1.9526839700745313e-08
1919,1.1970203106503874e-08,3.867296449744373e-08
1920,6.057785384427916e-09,1.741613253614105e-08
1921,6.815472852750304e-09,4.165011052714718e-08
1922,6.640141769764796e-09,5.6072309462251724e-08
1923,5.307974060286824e-09,4.989495439033931e-08
1924,6.445812328337297e-09,5.0277336072213075e-08
1925,8.798542117105512e-09,4.8391981977147225e-08
1926,3.343841648018042e-09,5.9074533709235766e-08
1927,4.4596899506643695e-09,3.5677520937582585e-08
1928,3.4278122562625413e-09,4.913197670930458e-08
1929,3.342121912552898e-09,3.0079096546842266e-08
1930,9.453243188239924e-09,4.7266215830177316e-08
1931,3.4216069977333063e-09,1.9389105432310316e-08
1932,3.287861094491973e-09,1.53433514782364e-08
1933,1.7205992852709073e-08,4.3588517684156614e-08
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,2.393656828303392e-09,1.9149254626427137e-08
1936,3.6374143697059935e-09,3.031178508194898e-08
1937,2.5182236296217297e-09,2.6441348666139675e-08
1938,5.186085783037697e-09,3.7599123259290934e-08
1939,0.0,3.6705722905594484e-08
1940,0.0,2.282204625281281e-08
1941,5.9030051957620344e-09,2.066051862925633e-08
1942,9.102635312174812e-09,3.944475324146879e-08
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,3.2131861615880553e-09,5.462416652335378e-08
1945,0.0,4.357008043243127e-08
1946,8.352662561605939e-09,2.227376771912759e-08
1947,3.5762612871081956e-09,4.1723047017327985e-08
1948,3.2615663503321457e-09,4.348755067162813e-08
1949,1.9634016634739737e-09,2.650592179076483e-08
1950,4.2541445921528975e-09,5.955802540036359e-08
1951,0.0,3.4116485636559446e-08
1952,1.0544803918932644e-09,2.5307528517259925e-08
1953,3.232148326759443e-09,4.632745842503283e-08
1954,1.9545072227344917e-09,3.12721171180641e-08
1955,7.508486277174597e-09,2.5341140741375057e-08
1956,2.616342476002842e-09,4.0117252186888663e-08
1957,4.417518795207798e-09,3.5340149695528567e-08
1958,3.3088973783179654e-09,2.9780076626906293e-08
1959,2.325224457422337e-09,3.875374088302408e-08
1960,6.920833350854139e-10,3.114374941270981e-08
1961,1.3896318540318475e-09,3.5435612832923624e-08
1962,3.170978146727066e-09,2.473363025501385e-08
1963,1.2932106496776896e-09,1.9398159301076134e-08
1964,3.6503808864551957e-09,3.1028239422248305e-08
1965,4.377634699181954e-09,2.6265809083270142e-08
1966,2.215629901769489e-09,1.717113129462433e-08
1967,2.4651677366094304e-09,4.2893918861253155e-08
1968,3.143991039733507e-09,3.5482185523072474e-08
1969,4.087581995104728e-09,1.4079449134341004e-08
1970,1.3796175035718505e-09,2.5292987260172595e-08
1971,5.138397485282553e-10,1.7470551227916076e-08
1972,2.0520587451500205e-09,3.18069119376041e-08
1973,5.513203893414698e-09,2.921998071281351e-08
1974,1.6876715580593782e-09,1.518904291231138e-08
1975,2.2845920710778955e-09,1.4278700888326057e-08
1976,5.713526873840635e-10,1.4855169538918744e-08
1977,5.289103655048422e-09,1.9393379790955123e-08
1978,1.7821774056514528e-09,2.4950483568098036e-08
1979,1.1703946700691858e-09,1.9311512389208474e-08
1980,1.1370301367108482e-09,1.5349906234973787e-08
1981,1.897664858585557e-09,1.2651099334792804e-08
1982,1.8622506869903077e-09,1.738100685599875e-08
1983,1.2630632095778083e-09,3.410270599246701e-08
1984,1.7397025486864948e-09,1.9716629662269725e-08
1985,3.609334831011779e-09,2.105445384703586e-08
1986,1.1988970927134801e-09,2.3977942353869963e-08
1987,1.2221633705067347e-09,2.1387859316934765e-08
1988,0.0,1.4391728697660255e-08
1989,1.6464366536794728e-09,1.3171493451480387e-08
1990,1.089730194969718e-09,2.0160009439607052e-08
1991,2.344586080837985e-09,1.3481370075840715e-08
1992,1.1019888335184191e-09,1.7631821835895067e-08
1993,2.2156830259412175e-09,1.606370148010683e-08
1994,0.0,1.1604838756618108e-08
1995,1.626735190995987e-09,2.6570008415660595e-08
1996,2.135236876199542e-09,1.7081894787551732e-08
1997,0.0,1.4384683666435194e-08
1998,4.768129224785866e-10,1.239713631751016e-08
1999,1.8280804647829996e-09,2.010888425219015e-08
2000,3.97622823555821e-09,2.0764748476231887e-08
2001,1.7524847129024579e-09,1.0953029233595757e-08
2002,3.9430991805033955e-09,2.1906107816604958e-08
2003,8.333845835650777e-10,1.9584537769290478e-08
2004,2.2023955992267474e-09,1.8500122545006548e-08
2005,2.251874686720612e-09,1.9366123926722878e-08
2006,2.058944903460258e-09,1.8118715416903797e-08
2007,1.1983438685803094e-09,1.5578470069499417e-08
2008,0.0,2.5118893631770334e-08
2009,2.384096253749135e-09,2.5271419623607017e-08
2010,1.8895172093635892e-09,2.8815138275462004e-08
2011,7.64794394481072e-10,3.6327733266006135e-08
2012,1.0212758139171996e-09,4.25531601067064e-08
2013,0.0,4.7694036497958336e-08
2014,0.0,4.980523815589777e-08
2015,1.5516027351836215e-09,5.075957631994754e-08
2016,2.0713400439298368e-10,5.7997521007990827e-08
2017,5.031222660711876e-10,4.201070824549902e-08
2018,7.744400121190154e-10,4.8531572982568605e-08
2019,1.53059265262101e-09,4.821366816898376e-08
