year,non_ADV utile_ADJ,non_ADV futile_ADJ
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.1702034896643454e-08,0.0
1804,4.943701892301533e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.3486118000116676e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,0.0
1819,9.315945348475907e-09,0.0
1820,5.933240565525466e-09,0.0
1821,3.155676331356716e-08,0.0
1822,1.303330066093622e-08,0.0
1823,3.360113609574e-08,0.0
1824,1.7684335773537896e-08,0.0
1825,5.283265824829186e-09,0.0
1826,1.145037931138404e-08,0.0
1827,9.217273166939322e-09,0.0
1828,2.109629271274116e-08,0.0
1829,1.7146351893870815e-08,0.0
1830,9.39315203396518e-09,0.0
1831,2.6505050598757407e-08,0.0
1832,1.4882966192786284e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,2.42697808516823e-08,0.0
1835,7.563087933704082e-09,0.0
1836,1.9490174807401672e-08,0.0
1837,2.852735292435682e-08,0.0
1838,1.0730675015224733e-08,0.0
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,5.095750932326837e-09,6.369688665408546e-10
1841,1.4767261191650505e-08,0.0
1842,1.0062397137744483e-08,0.0
1843,9.451057714215949e-09,5.906911071384968e-10
1844,9.879410178825765e-09,0.0
1845,9.48638767539478e-09,0.0
1846,8.196302303531411e-09,0.0
1847,8.629157832729106e-09,0.0
1848,5.63165514222419e-09,0.0
1849,2.262441967104678e-08,0.0
1850,2.987158254086353e-08,0.0
1851,7.739326512989919e-09,0.0
1852,1.1067927019325907e-08,0.0
1853,1.911018188138769e-08,0.0
1854,1.610655964157104e-08,0.0
1855,1.1675261646360013e-08,0.0
1856,8.801221973442352e-09,0.0
1857,1.6597130780837688e-08,6.345961978126979e-09
1858,1.2234189661342043e-08,0.0
1859,8.147477359443656e-09,0.0
1860,1.4646988594213539e-08,0.0
1861,2.8295781717702084e-08,0.0
1862,9.939570055905733e-09,4.517986262886353e-10
1863,2.1476870060155306e-08,0.0
1864,1.821996598039277e-08,4.794728170054441e-09
1865,6.118897832863013e-09,0.0
1866,7.298419202328432e-09,1.9462451650298362e-09
1867,1.8925964795357686e-08,9.7056229719783e-10
1868,4.939874287401835e-09,9.87974813071446e-10
1869,1.0255390314739543e-08,1.4650557433881772e-09
1870,5.734048791339319e-09,5.734048791339319e-10
1871,6.37270636261178e-09,0.0
1872,1.8746751706544273e-08,0.0
1873,3.95076291681562e-08,1.7958012854535355e-09
1874,5.377148060148329e-09,1.1949218281515073e-09
1875,1.94531928343622e-08,0.0
1876,2.2370254981751714e-08,0.0
1877,1.2988113695655557e-08,0.0
1878,4.22736201599605e-09,0.0
1879,2.077170613290491e-08,6.10932526790009e-10
1880,7.059631101924424e-09,0.0
1881,1.9523021421719022e-08,0.0
1882,1.6638463051776853e-08,0.0
1883,1.0742875922176154e-08,0.0
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,9.66845359329227e-09,0.0
1886,1.097088819790315e-08,0.0
1887,2.3504128421336645e-08,0.0
1888,1.9655905347804037e-08,0.0
1889,1.7542383545787743e-08,0.0
1890,7.209825181320184e-09,6.554386478008212e-10
1891,2.4859458491732767e-08,6.374220040683554e-10
1892,1.3163876211308434e-08,0.0
1893,1.0469308087124318e-08,1.2316833108982905e-09
1894,1.1342770278588432e-08,0.0
1895,6.018614495673091e-09,0.0
1896,1.2383760683576384e-08,0.0
1897,1.1653426668090106e-08,1.7480140668268973e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,1.1607914629507832e-08,0.0
1900,1.2977633190303095e-08,0.0
1901,7.265360757457984e-09,0.0
1902,1.718599351718808e-08,0.0
1903,1.7280704867062013e-08,0.0
1904,1.5586412160928376e-08,0.0
1905,1.1869745908388296e-08,2.0643036169332163e-09
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,1.131425531042396e-08,2.5714217422034835e-09
1908,8.349361202419914e-09,1.964555629285769e-09
1909,7.701377313651392e-09,5.500983557560346e-10
1910,4.809735720812114e-09,0.0
1911,2.0217422402879492e-08,0.0
1912,1.0939784189645252e-08,4.167536982180309e-09
1913,6.893886794756554e-09,0.0
1914,7.366418142140674e-09,0.0
1915,9.424609537234119e-09,0.0
1916,1.7579939282086343e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,5.743188147278033e-09,0.0
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,8.329454459499175e-09,0.0
1921,2.2718242842501013e-09,0.0
1922,2.951174193910333e-09,0.0
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,0.0
1930,1.6805765667982087e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,9.585264137967897e-09,0.0
1935,7.180970484910176e-09,0.0
1936,0.0,0.0
1937,1.0072894518486919e-08,0.0
1938,5.186085783037697e-09,0.0
1939,1.8352860564618823e-08,0.0
1940,0.0,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,4.348755133776194e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,7.444753258312176e-09,0.0
1951,5.330700769690111e-09,0.0
1952,1.2653764258629963e-08,0.0
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,5.863521668203475e-09,0.0
1955,6.569925492527773e-09,0.0
1956,1.744228228517386e-08,5.232684952005684e-09
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0
1959,4.650448914844674e-09,0.0
1960,8.997083078554624e-09,0.0
1961,9.03260666262895e-09,3.47407969059077e-09
1962,1.5220695814832652e-08,0.0
1963,1.0345684975376912e-08,0.0
1964,7.909158661334459e-09,6.083968329129164e-10
1965,5.47204326295514e-09,0.0
1966,6.6468897053084675e-09,1.1078149508847446e-09
1967,1.528404003359185e-08,0.0
1968,1.976222918642634e-08,1.3474247273492779e-09
1969,1.4533624914658816e-08,2.2708788183223305e-09
1970,1.0117195081704722e-08,4.5987250119061684e-10
1971,1.4387513402880359e-08,2.569198631618974e-09
1972,9.747279428040656e-09,1.5390440033513642e-09
1973,1.268036875501366e-08,2.205281512956958e-09
1974,1.7439271360331077e-08,0.0
1975,1.1994108817248161e-08,2.2845920710778955e-09
1976,1.1427053969725876e-08,1.7140580066410394e-09
1977,1.057820764316375e-08,0.0
1978,1.128712323605896e-08,0.0
1979,8.777959692451986e-09,5.851973350345929e-10
1980,1.3644362084619388e-08,3.97960553399912e-09
1981,1.5813874654213578e-08,2.5302198114474095e-09
1982,1.4898005495922462e-08,4.345251713999687e-09
1983,1.8314416649900522e-08,3.157658134966823e-09
1984,1.1018116197192285e-08,0.0
1985,9.624892882698077e-09,1.8046674155058895e-09
1986,7.1933827783254856e-09,5.994485463567401e-10
1987,1.4054879038383206e-08,6.110816852533674e-10
1988,9.594486094499644e-09,2.398621523624911e-09
1989,1.3720305780395847e-08,2.7440609784434855e-09
1990,1.3076762783725826e-08,2.724325431913144e-09
1991,4.68917216167597e-09,4.68917216167597e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,1.2186256448387667e-08,1.1078414852150331e-09
1994,1.002236071911966e-08,1.5824779264761446e-09
1995,4.880205572987961e-09,5.422450821690461e-10
1996,1.3345230698291743e-08,5.338092190498855e-10
1997,1.1987236092636522e-08,1.917957792585412e-09
1998,1.2397135762398648e-08,4.768129224785866e-10
1999,1.9651864940906094e-08,1.8280804647829996e-09
2000,8.83606254831193e-09,1.7672125984802278e-09
2001,1.1391150245287918e-08,2.6287270138425356e-09
