year,en_ADP orge_NOUN,en_ADP forge_NOUN
1885,8.121500627567002e-08,2.7716232864349877e-08
1886,1.2261581322503545e-07,1.613365974151293e-08
1887,1.4037188439397497e-07,8.48760173255414e-09
1888,1.43931959684096e-07,2.7264643875923866e-08
1889,1.0149521201263667e-07,2.5687061366852504e-08
1890,8.19298313636807e-08,3.736000309118026e-08
1891,8.668939366351935e-08,1.7210394887001712e-08
1892,1.2474340005397266e-07,2.0686091062316336e-08
1893,9.114456422931738e-08,1.1085149687062312e-08
1894,9.956432367452805e-08,2.457600345451283e-08
1895,1.1314995407296635e-07,1.9259566386153892e-08
1896,8.72760268499917e-08,1.8870492723976895e-08
1897,1.1362091534294905e-07,1.6897470089816125e-08
1898,7.921696953960833e-08,9.05336783318944e-09
1899,8.733573686470208e-08,2.04520400615138e-08
1900,1.5573158851367452e-07,2.6474371139784125e-08
1901,6.427049514812211e-08,1.397184767881754e-08
1902,7.218117376028843e-08,8.838511256215043e-09
1903,9.28837877722799e-08,2.7001101354784396e-09
1904,7.201997664907367e-08,2.6335662539622717e-08
1905,1.094080932517727e-07,1.2385822145688508e-08
1906,1.47123683014172e-07,1.0288369267641428e-08
1907,8.742833895736268e-08,1.5942815068115124e-08
1908,1.036303127754934e-07,1.3751889405000384e-08
1909,1.248723270341756e-07,2.0353638774395222e-08
1910,1.0367652647502723e-07,1.9238942883248455e-08
1911,1.5961122468155509e-07,2.074945903984826e-08
1912,1.7607843849631877e-07,2.3963337980603683e-08
1913,1.177263749263524e-07,2.0151361468379037e-08
1914,1.359439008030705e-07,1.4732836284281348e-08
1915,2.0734141514822113e-07,8.246533234057551e-09
1916,1.9997181355257965e-07,1.7579939282086343e-08
1917,2.697740454360442e-07,2.9609346086090227e-08
1918,1.768901984888771e-07,1.033773866510046e-08
1919,1.2246438263474602e-07,1.8415697411455767e-08
1920,1.6507465883108807e-07,2.5745588771997063e-08
1921,1.6887227349826617e-07,1.2116395886607734e-08
1922,1.1878476202653587e-07,1.4018077365562931e-08
1923,1.4862326702669293e-07,9.554353752605493e-09
1924,1.3278373589553638e-07,3.2229060309418855e-08
1925,2.1776392022943014e-07,1.6497267552040284e-08
1926,1.2260751991455265e-07,2.1177662290483568e-08
1927,1.337906991860649e-07,1.1149224654616319e-08
1928,7.998228568339982e-08,4.570416489713125e-09
1929,9.914961740520312e-08,1.6710609784809094e-08
1930,1.249928877067319e-07,2.6259009189288918e-08
1931,9.80860681565332e-08,9.124285327288817e-09
1932,9.644392062746476e-08,1.3151444377967891e-08
1933,1.2388315751010737e-07,1.7205993074753678e-08
1934,7.428579351653752e-08,7.188948103475923e-09
1935,1.3284795841173036e-07,1.6755597798123745e-08
1936,1.2245961844570274e-07,1.33371855781661e-08
1937,1.6998009921831425e-07,2.1404900962807005e-08
1938,1.4521039548576198e-07,1.1668692678767911e-08
1939,1.269406144643881e-07,9.176430282309411e-09
1940,1.5468275194052694e-07,4.81798743123818e-08
1941,1.0035108743977617e-07,1.1806010391524069e-08
1942,1.061974117533282e-07,2.1239483061208375e-08
1943,1.7709734878579297e-07,2.0322646676618206e-08
1944,1.1246151920829561e-07,6.4263723231761105e-09
1945,5.446259976338297e-08,1.9606536838523425e-08
1946,8.074240476219074e-08,1.9489545977080525e-08
1947,1.4781880075531717e-07,2.1457568166738383e-08
1948,1.0980606957033956e-07,2.717971980814582e-08
1949,1.1780410269501829e-07,1.7670615193310368e-08
1950,1.5527628249856207e-07,7.444753258312176e-09
1951,1.5778874262739606e-07,2.8785784422780125e-08
1952,9.912115650489994e-08,2.319856839960721e-08
1953,1.6699431981681556e-07,1.723812381726475e-08
1954,1.3681550581345903e-07,1.5636057781875934e-08
1955,1.7081806058527604e-07,2.5341140741375057e-08
1956,1.5698054389723382e-07,3.575668117150599e-08
1957,1.5196264291361672e-07,1.8553580005686854e-08
1958,1.2325642978483486e-07,2.2335056470978998e-08
1959,1.6276570136142254e-07,1.8601795659378695e-08
1960,1.204224996387282e-07,2.07624992754063e-08
1961,1.1881352113274346e-07,3.821487482014163e-08
1962,1.4967016942479816e-07,2.3465238641051656e-08
1963,1.2220840694965318e-07,9.69907976156037e-09
1964,1.143786054758067e-07,2.251068309533366e-08
1965,2.0684323587261133e-07,2.5171399187229326e-08
1966,1.4733938369371202e-07,2.4925835617750636e-08
1967,1.5924983681747662e-07,2.3172576746333107e-08
1968,1.7920749328936836e-07,2.515192853991266e-08
1969,1.3125679465542106e-07,1.9529558414888015e-08
1970,1.195668531406291e-07,2.3913370839068193e-08
1971,9.249115606735359e-08,3.288574390580834e-08
1972,8.310837951164274e-08,1.6929485369132635e-08
1973,8.159541514674018e-08,2.866866033457427e-08
1974,1.4120184188559648e-07,2.4752514704573514e-08
1975,1.2279682337634767e-07,2.3988217634496323e-08
1976,7.370449983667982e-08,1.3712464053128315e-08
1977,8.99147615252005e-08,1.9981058585472056e-08
1978,1.0574252906625503e-07,1.900989232694883e-08
1979,8.719439970050757e-08,2.3993090181306798e-08
1980,9.949013635157655e-08,2.1035058139773355e-08
1981,7.71717068581701e-08,2.340453342242199e-08
1982,8.93880299779326e-08,2.6071509395819703e-08
1983,1.2504325563877927e-07,3.599730291625747e-08
1984,7.886651332000838e-08,2.3196033538397387e-08
1985,8.602248025013637e-08,2.8874678648094232e-08
1986,8.39227985438562e-08,4.375974427262008e-08
1987,1.0266172134620888e-07,2.627651163322753e-08
1988,8.275244262057058e-08,1.679035044332977e-08
1989,8.890757896562462e-08,2.3050112929468014e-08
1990,5.394164365180032e-08,2.1249737969242233e-08
1991,6.037308813988673e-08,2.3445860364290638e-08
1992,6.942529545694853e-08,1.4876849085965205e-08
1993,6.979401112605643e-08,2.9911721100006616e-08
1994,4.5891862587854604e-08,1.476979427650349e-08
1995,6.940737201643898e-08,2.4943274112843028e-08
1996,6.51247233918184e-08,1.4412848692302305e-08
1997,7.815678160216777e-08,2.157702461147437e-08
1998,5.960161431062261e-08,2.3840646790063147e-08
1999,6.5810899674279e-08,1.279656292041409e-08
2000,4.197129777061548e-08,4.1087691471375365e-08
2001,6.703253827011757e-08,1.9277331730904734e-08
2002,5.126029023472256e-08,1.1829298429688606e-08
2003,5.291992039024862e-08,1.7084383685528337e-08
2004,3.611928889313276e-08,1.5416770082765652e-08
2005,6.710586852864964e-08,1.6213498099659773e-08
2006,4.406142045665362e-08,2.800165077587735e-08
2007,3.674921061902481e-08,1.6377365241737607e-08
2008,2.7673358715674112e-08,2.682186917013496e-08
2009,3.1946889578193804e-08,1.4781396551200032e-08
2010,2.5036102968556406e-08,2.0312310056169736e-08
2011,2.6767802974170252e-08,2.141424282342541e-08
2012,1.8042539906559796e-08,1.327658516458996e-08
2013,2.621777461797592e-08,1.561910067948702e-08
2014,2.4686075739133173e-08,1.3209215943277286e-08
2015,1.551602757388082e-08,1.8619234154471087e-08
2016,2.713455515834795e-08,1.2220906064897008e-08
2017,2.2137380512043947e-08,1.1571811953103861e-08
2018,1.7812120944871168e-08,1.0325866384164328e-08
2019,1.8367111997985575e-08,1.5561024468979667e-08
