year,en_ADP hôte_NOUN,en_ADP faute_NOUN
1853,2.6276499198729653e-08,9.196775181408157e-07
1854,3.3252252507054436e-08,9.284652264796023e-07
1855,2.1227748447927297e-08,9.8655959845928e-07
1856,3.158085348786699e-08,1.0535579804127337e-06
1857,1.8549734193129552e-08,1.1403204780435772e-06
1858,2.495774698019204e-08,9.787352155399276e-07
1859,2.0877910733574367e-08,1.2827184718844364e-06
1860,1.830873586072812e-08,9.22760250432475e-07
1861,2.971057178058345e-08,1.0658078508640756e-06
1862,1.8523744316212287e-08,9.162475862467545e-07
1863,4.2454278315062766e-08,1.3290685956235393e-06
1864,1.0068928579798353e-08,1.1531320751601015e-06
1865,1.694463946932956e-08,1.2882633200206328e-06
1866,1.897589108068587e-08,1.2159166544734035e-06
1867,1.261730986357179e-08,1.1845712606373127e-06
1868,2.865127013418345e-08,1.0763985756057082e-06
1869,1.12320943657096e-08,1.2433439451342565e-06
1870,6.307453670473251e-09,1.203003421323956e-06
1871,2.973929724703339e-08,1.1407144029362826e-06
1872,2.0560953384318736e-08,1.1870927210111404e-06
1873,1.7359413462259e-08,1.2792091865776456e-06
1874,1.0754296120296658e-08,1.0610905292196549e-06
1875,3.3184856362833415e-08,1.0916674000327475e-06
1876,3.385768176933368e-08,1.2436652241376578e-06
1877,2.783167296627198e-08,1.2882971986982739e-06
1878,1.7513357875031943e-08,1.6021701867430238e-06
1879,3.848874996492668e-08,1.3122830750944559e-06
1880,2.5671384351610982e-08,1.168048015642853e-06
1881,1.3945015142624584e-08,1.052151446856442e-06
1882,8.652000671460769e-09,1.451539446861716e-06
1883,1.3270611554094813e-08,1.6234381519097951e-06
1884,2.772712726084592e-08,1.3394843563219183e-06
1885,2.7716232864349877e-08,1.4799179552937858e-06
1886,1.4842966855610484e-08,1.4972035842220066e-06
1887,3.5909084705743055e-08,1.9847930161631666e-06
1888,1.4583413587843097e-08,1.7316218645646586e-06
1889,1.3156786771162388e-08,1.6483575109305093e-06
1890,2.4251230634764198e-08,1.9112590052827727e-06
1891,1.529812720946211e-08,1.7012793023241102e-06
1892,2.068609084027173e-08,1.7739889699441846e-06
1893,2.894455697344256e-08,1.903566612782015e-06
1894,2.0795079658242344e-08,1.9011744143426768e-06
1895,3.6111685863815524e-08,1.8675760884434567e-06
1896,2.0049898130647392e-08,1.664141564106103e-06
1897,3.088158351260972e-08,1.927476887431112e-06
1898,2.9423445013776472e-08,1.5860368876019493e-06
1899,1.5477219506010442e-08,1.5737015246486408e-06
1900,2.595526638060619e-08,1.6164939324880834e-06
1901,2.235495527580511e-08,1.6419714938820107e-06
1902,1.5712907974752e-08,1.4838877859801869e-06
1903,1.944079275340016e-08,1.6130458106999868e-06
1904,2.4723275870996986e-08,1.5957261894072872e-06
1905,3.1996705729397945e-08,1.5791922578500817e-06
1906,2.2119994169678137e-08,1.6919223071454326e-06
1907,2.2628510065736407e-08,1.5371958852483658e-06
1908,3.241516921548282e-08,1.4709610240970505e-06
1909,2.420432715366516e-08,1.331788098468678e-06
1910,2.6186338430989053e-08,1.3627584394271253e-06
1911,1.649315961582687e-08,1.5194988236544305e-06
1912,3.021464323182954e-08,1.4018552292327513e-06
1913,1.484837142129436e-08,1.542109430374694e-06
1914,2.5447626228469744e-08,1.4505146737064933e-06
1915,4.7123048574349014e-08,1.2558292610265198e-06
1916,5.3838564051389426e-08,1.2020283293168177e-06
1917,1.4256351654751143e-08,1.077999513654504e-06
1918,3.560776473676697e-08,9.3613965646e-07
1919,3.1306683467846597e-08,1.2393763881846098e-06
1920,3.8618381381638756e-08,1.1577942586882273e-06
1921,4.165011052714718e-08,1.3570363535109209e-06
1922,3.098732825890238e-08,1.3243394505479955e-06
1923,2.3355084977083607e-08,1.5616059272360872e-06
1924,4.1253198190815965e-08,1.2118126733184909e-06
1925,3.2994532217500705e-08,1.5243474535964197e-06
1926,3.343841470382358e-08,1.249482124876522e-06
1927,3.456259833889419e-08,1.61217792538082e-06
1928,2.2852082781632532e-08,1.6510629166077706e-06
1929,5.23599084090165e-08,1.2867169516539434e-06
1930,3.886333388436469e-08,1.2520295058493502e-06
1931,3.193499864551086e-08,1.462166778765095e-06
1932,3.835837958376942e-08,1.0608831644276506e-06
1933,1.8353059516584835e-08,1.147066200246627e-06
1934,4.193553060360955e-08,1.0999090136465384e-06
1935,3.949533677882755e-08,1.367974846289144e-06
1936,3.394919900756577e-08,1.1263859960308764e-06
1937,3.1477796369472344e-08,1.1256460084041464e-06
1938,1.9447821131279852e-08,1.1811309832410188e-06
1939,3.8235127064467633e-08,1.0323484502805513e-06
1940,5.0715659227762444e-08,1.0320636647520587e-06
1941,4.132103725851266e-08,7.231181484712579e-07
1942,2.4273694165799498e-08,8.617161597612721e-07
1943,3.774205836748479e-08,9.929063935487648e-07
1944,6.7476911169706e-08,9.286108024753048e-07
1945,4.357008265287732e-08,9.476492550675175e-07
1946,4.037120238109537e-08,8.255215107055847e-07
1947,3.457052732969146e-08,1.16586113563244e-06
1948,3.3702851842676296e-08,8.621407232567435e-07
1949,3.141442661558358e-08,8.432809863734292e-07
1950,4.785912754989852e-08,9.890885621643974e-07
1951,8.529121409139861e-09,9.765843742570723e-07
1952,3.58523338794825e-08,1.0291728358424734e-06
1953,3.016671712430252e-08,9.491741934652964e-07
1954,2.834035384147171e-08,9.362089485875913e-07
1955,2.627970197011109e-08,8.409504630435549e-07
1956,3.488456679079377e-08,9.471159501117654e-07
1957,4.859270746893074e-08,7.933863912512606e-07
1958,4.797901065334287e-08,8.462504865747178e-07
1959,3.100299039715537e-08,8.487068612339499e-07
1960,4.221708238549837e-08,7.516024993492465e-07
1961,3.821487482014163e-08,7.358100901910802e-07
1962,3.868593489997352e-08,8.14307213659049e-07
1963,4.3322555987046485e-08,7.571748597001715e-07
1964,4.1370983028254926e-08,7.592792599098175e-07
1965,2.6813012810045223e-08,7.201209086815652e-07
1966,2.8249280581427172e-08,7.206336363196897e-07
1967,3.007504723040455e-08,9.490896104580315e-07
1968,2.5601070541281246e-08,6.072394285183691e-07
1969,2.6796371760395843e-08,6.290334795266972e-07
1970,1.7935028046034418e-08,6.465807587119343e-07
1971,2.8261185835987135e-08,5.456977874018776e-07
1972,3.2319926623891604e-08,5.591859917331021e-07
1973,2.3155455108891942e-08,5.055607630310988e-07
1974,2.6440186928766707e-08,5.147397814653232e-07
1975,3.998036302022001e-08,4.76908610380633e-07
1976,3.999468833892905e-08,4.856497639593726e-07
1977,2.056873604772136e-08,4.1431312070017157e-07
1978,3.4455430730773173e-08,5.42970042261004e-07
1979,3.628223554930088e-08,5.465743129207112e-07
1980,5.855705120794141e-08,5.025673317504697e-07
1981,3.352541277923393e-08,4.3140246930306603e-07
1982,3.600351394794643e-08,4.872889576290618e-07
1983,3.536577020124554e-08,4.5912346990917285e-07
1984,4.2332761851504586e-08,4.842171961172426e-07
1985,3.0679345286444004e-08,4.704166371993779e-07
1986,2.8174081290188724e-08,4.5737922960142896e-07
1987,2.6887593707058954e-08,4.906985964225896e-07
1988,3.298104533921986e-08,4.935163815389387e-07
1989,2.8538234553288078e-08,4.5112363977750647e-07
1990,4.6313532342523445e-08,4.767569521391124e-07
1991,4.0444108784232213e-08,4.6012502252779086e-07
1992,2.699872603262321e-08,5.003029173167306e-07
1993,3.10195602537533e-08,4.702787066435121e-07
1994,3.534200837540524e-08,5.185252689443587e-07
1995,4.500634065429665e-08,4.907317929792043e-07
1996,3.149474281372022e-08,4.393249923850817e-07
1997,3.6920688728514506e-08,4.3681490069502615e-07
1998,3.0039213450017144e-08,4.7585930929017195e-07
1999,3.930372988181219e-08,4.757579290526337e-07
2000,3.887867761065422e-08,4.7449657358811237e-07
2001,3.417345195710908e-08,5.156686029295088e-07
2002,3.724038299957044e-08,4.915730755783443e-07
2003,3.666892256504184e-08,4.7877944098218e-07
2004,3.9202640800262145e-08,4.884913664682244e-07
2005,4.323599711586468e-08,4.922598577650206e-07
2006,4.282605625682834e-08,4.875581680607866e-07
2007,5.592271112853098e-08,5.484420171342208e-07
2008,5.2792251459266026e-08,6.007247179695696e-07
2009,4.577464629562655e-08,6.079445711293374e-07
2010,6.235406679877542e-08,8.209952397919551e-07
2011,5.162362270993981e-08,8.091524819064944e-07
2012,6.195739876702078e-08,9.157439535556477e-07
2013,6.052401468892299e-08,9.58901182457339e-07
2014,6.539644470393569e-08,1.1567808542167768e-06
2015,6.250742634605899e-08,1.0821321438925224e-06
2016,5.861892304892535e-08,1.076475427908008e-06
2017,5.685281623257765e-08,1.026621021082974e-06
2018,5.292006832746665e-08,1.1126121535198763e-06
2019,4.948916321190211e-08,1.0862105455089477e-06
